@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.129,0.846,0.024,0.186,0.654,0.256,0.312,0
0.023,0.338,0.64,0.204,0.321,0.137,0.284,2
0.058,0.479,0.463,0.071,0.558,0.278,0.702,1
0.214,0.728,0.058,0.329,0.662,0.4,0.26,0
0.38,0.331,0.289,0.314,0.38,0.293,0.267,0
0.08,0.263,0.657,0.196,0.452,0.165,0.386,0
0.339,0.424,0.237,0.842,0.151,0.267,0.358,0
0.694,0.255,0.051,0.906,0.085,0.575,0.191,0
0.622,0.152,0.226,0.578,0.38,0.254,0.46,0
0.419,0.449,0.133,0.414,0.212,0.131,0.293,0
0.251,0.645,0.104,0.117,0.664,0.534,0.286,1
0.351,0.544,0.105,0.109,0.572,0.141,0.341,1
0.385,0.189,0.426,0.577,0.22,0.559,0.235,0
0.613,0.212,0.175,0.838,0.156,0.595,0.151,0
0.158,0.475,0.367,0.014,0.378,0.253,0.222,0
0.06,0.733,0.207,0.658,0.272,0.164,0.349,1
0.487,0.319,0.194,0.218,0.725,0.604,0.086,0
0.025,0.352,0.623,0.024,0.16,0.137,0.286,1
0.083,0.477,0.44,0.019,0.327,0.371,0.524,2
0.038,0.097,0.865,0.248,0.495,0.388,0.226,2
0.325,0.347,0.328,0.597,0.278,0.141,0.355,2
0.478,0.468,0.054,0.836,0.145,0.437,0.404,0
0.04,0.499,0.461,0.047,0.742,0.288,0.223,1
0.228,0.736,0.036,0.879,0.091,0.149,0.379,1
0.646,0.16,0.194,0.579,0.347,0.566,0.269,0
0.551,0.325,0.124,0.409,0.496,0.345,0.298,0
0.335,0.319,0.346,0.298,0.509,0.152,0.394,0
0.453,0.191,0.356,0.427,0.515,0.357,0.449,0
0.131,0.661,0.208,0.238,0.686,0.283,0.567,0
