@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.025,0.329,0.645,0.081,0.42,0.197,0.318,2
0.08,0.479,0.442,0.37,0.477,0.261,0.593,1
0.065,0.762,0.173,0.51,0.34,0.442,0.326,1
0.206,0.651,0.142,0.127,0.599,0.173,0.367,1
0.051,0.762,0.187,0.244,0.626,0.209,0.357,1
0.016,0.337,0.648,0.003,0.175,0.197,0.321,1
0.187,0.343,0.47,0.095,0.284,0.175,0.569,2
0.057,0.09,0.853,0.045,0.692,0.139,0.56,2
0.175,0.59,0.235,0.163,0.563,0.172,0.377,2
0.066,0.492,0.442,0.129,0.801,0.189,0.453,1
0.078,0.842,0.079,0.718,0.214,0.167,0.401,1
0.02,0.202,0.778,0.034,0.335,0.195,0.346,2
0.014,0.599,0.388,0.011,0.799,0.103,0.525,1
0.134,0.79,0.076,0.177,0.792,0.04,0.803,1
0.028,0.757,0.215,0.011,0.381,0.165,0.359,2
0.194,0.503,0.303,0.183,0.475,0.015,0.913,1
0.089,0.747,0.164,0.028,0.65,0.118,0.563,1
0.391,0.552,0.057,0.449,0.523,0.148,0.591,1
0.021,0.755,0.224,0.007,0.741,0.213,0.35,1
0.018,0.114,0.868,0.019,0.272,0.192,0.417,2
0.132,0.275,0.593,0.034,0.336,0.225,0.291,2
0.171,0.65,0.179,0.121,0.774,0.212,0.429,1
0.334,0.506,0.16,0.144,0.762,0.179,0.4,1
0.468,0.317,0.214,0.423,0.425,0.224,0.393,1
0.046,0.828,0.126,0.281,0.675,0.22,0.313,2
0.492,0.388,0.12,0.129,0.693,0.158,0.546,1
0.039,0.049,0.912,0.103,0.495,0.216,0.327,2
0.163,0.666,0.171,0.349,0.465,0.276,0.462,1
0.142,0.692,0.166,0.109,0.795,0.087,0.65,1
0.348,0.559,0.093,0.057,0.703,0.228,0.566,1
0.353,0.343,0.304,0.093,0.723,0.192,0.472,1
0.036,0.675,0.289,0.032,0.431,0.194,0.333,2
0.103,0.478,0.419,0.161,0.748,0.793,0.057,1
0.1,0.671,0.23,0.127,0.689,0.17,0.435,1
0.297,0.649,0.053,0.244,0.7,0.423,0.329,1
0.06,0.816,0.123,0.027,0.794,0.062,0.774,1
0.17,0.684,0.146,0.093,0.691,0.284,0.459,1
0.187,0.733,0.08,0.332,0.525,0.137,0.34,1
0.164,0.813,0.023,0.555,0.384,0.319,0.409,1
0.308,0.548,0.144,0.563,0.326,0.585,0.216,2
0.05,0.693,0.257,0.228,0.484,0.142,0.306,1
0.486,0.412,0.102,0.112,0.708,0.129,0.702,1
0.204,0.693,0.103,0.488,0.432,0.118,0.344,1
0.35,0.069,0.581,0.112,0.224,0.18,0.461,2
0.04,0.676,0.283,0.054,0.085,0.168,0.362,2
0.268,0.596,0.136,0.305,0.654,0.416,0.344,2
0.224,0.652,0.125,0.118,0.686,0.19,0.336,1
0.623,0.341,0.035,0.562,0.342,0.36,0.414,1
0.684,0.296,0.02,0.901,0.093,0.831,0.06,0
0.372,0.586,0.042,0.267,0.605,0.757,0.116,0
0.036,0.175,0.789,0.002,0.076,0.245,0.299,0
0.456,0.432,0.112,0.606,0.309,0.246,0.302,0
0.409,0.559,0.031,0.861,0.079,0.134,0.364,0
0.541,0.196,0.263,0.609,0.314,0.178,0.488,0
0.48,0.295,0.225,0.639,0.323,0.246,0.288,0
0.912,0.063,0.025,0.71,0.254,0.816,0.052,0
0.364,0.533,0.103,0.406,0.526,0.507,0.281,0
0.129,0.494,0.377,0.34,0.452,0.149,0.371,0
0.809,0.104,0.087,0.544,0.356,0.266,0.373,0
0.357,0.612,0.031,0.559,0.399,0.183,0.382,0
0.272,0.622,0.106,0.85,0.11,0.192,0.334,0
0.565,0.26,0.176,0.072,0.746,0.244,0.38,0
0.093,0.831,0.076,0.569,0.254,0.179,0.373,0
0.393,0.541,0.066,0.242,0.705,0.276,0.433,0
0.347,0.433,0.22,0.4,0.388,0.107,0.634,0
0.742,0.094,0.164,0.753,0.214,0.523,0.218,0
