@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.041,0.865,0.094,0.011,0.884,0.184,0.43,0
0.006,0.374,0.62,0.273,0.31,0.233,0.291,2
0.007,0.539,0.454,0.087,0.595,0.499,0.32,1
0.108,0.796,0.097,0.729,0.265,0.157,0.539,0
0.29,0.31,0.4,0.088,0.586,0.206,0.429,0
0.229,0.256,0.515,0.145,0.484,0.229,0.308,0
0.806,0.118,0.076,0.864,0.123,0.256,0.378,0
0.683,0.265,0.051,0.792,0.184,0.267,0.495,0
0.728,0.121,0.15,0.764,0.206,0.29,0.354,0
0.76,0.17,0.07,0.422,0.205,0.228,0.305,0
0.006,0.8,0.194,0.349,0.446,0.364,0.405,1
0.337,0.572,0.091,0.142,0.55,0.203,0.326,1
0.146,0.205,0.649,0.483,0.281,0.327,0.438,0
0.331,0.353,0.316,0.766,0.223,0.285,0.475,0
0.093,0.475,0.432,0.109,0.512,0.236,0.383,0
0.03,0.765,0.205,0.341,0.515,0.234,0.329,1
0.303,0.433,0.265,0.686,0.282,0.383,0.39,0
0.017,0.375,0.608,0.02,0.164,0.234,0.294,1
0.028,0.492,0.48,0.042,0.405,0.142,0.559,2
0.01,0.087,0.903,0.039,0.673,0.162,0.507,2
0.545,0.273,0.182,0.691,0.191,0.203,0.334,2
0.303,0.63,0.067,0.658,0.298,0.269,0.471,0
0.005,0.51,0.486,0.181,0.726,0.217,0.417,1
0.207,0.72,0.072,0.795,0.155,0.195,0.353,1
0.496,0.263,0.242,0.696,0.237,0.5,0.304,0
0.388,0.413,0.198,0.475,0.41,0.249,0.41,0
0.778,0.117,0.104,0.327,0.48,0.169,0.329,0
0.552,0.17,0.278,0.64,0.32,0.562,0.217,0
0.089,0.711,0.201,0.686,0.275,0.22,0.475,0
0.133,0.077,0.79,0.428,0.384,0.246,0.415,0
0.768,0.189,0.044,0.653,0.273,0.435,0.347,0
0.332,0.384,0.285,0.88,0.061,0.768,0.124,0
0.228,0.485,0.287,0.562,0.261,0.226,0.379,0
0.106,0.801,0.093,0.675,0.192,0.211,0.331,0
0.006,0.197,0.797,0.096,0.269,0.228,0.314,2
0.005,0.623,0.372,0.002,0.798,0.102,0.45,1
0.395,0.035,0.57,0.128,0.801,0.038,0.35,0
0.061,0.711,0.228,0.007,0.976,0.085,0.626,0
0.167,0.493,0.34,0.589,0.268,0.021,0.164,0
0.054,0.784,0.162,0.005,0.944,0.128,0.526,1
0.011,0.793,0.196,0.023,0.368,0.189,0.323,2
0.81,0.123,0.068,0.623,0.338,0.186,0.359,0
0.164,0.547,0.289,0.024,0.9,0.472,0.335,0
0.046,0.674,0.28,0.175,0.493,0.027,0.864,1
0.172,0.811,0.016,0.003,0.973,0.093,0.396,0
0.056,0.745,0.199,0.091,0.59,0.149,0.401,1
0.719,0.095,0.186,0.544,0.406,0.449,0.243,0
0.5,0.452,0.048,0.11,0.85,0.13,0.555,1
0.009,0.19,0.801,0.004,0.072,0.31,0.302,0
0.786,0.207,0.007,0.71,0.257,0.196,0.331,0
0.74,0.03,0.231,0.557,0.294,0.267,0.383,0
0.366,0.441,0.193,0.139,0.782,0.35,0.394,0
0.245,0.684,0.071,0.71,0.185,0.42,0.332,0
0.525,0.422,0.053,0.353,0.398,0.142,0.327,0
0.959,0.008,0.032,0.699,0.278,0.245,0.38,0
