@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.195,0.728,0.077,0.053,0.837,0
0.016,0.337,0.647,0.132,0.347,2
0.152,0.521,0.327,0.071,0.551,1
0.418,0.542,0.04,0.604,0.386,0
0.47,0.274,0.256,0.205,0.53,0
0.396,0.3,0.304,0.137,0.502,0
0.274,0.331,0.396,0.804,0.184,0
0.699,0.253,0.049,0.702,0.273,0
0.217,0.288,0.496,0.636,0.319,0
0.751,0.18,0.069,0.311,0.332,0
0.074,0.685,0.241,0.35,0.427,1
0.022,0.785,0.193,0.108,0.537,1
0.396,0.179,0.425,0.425,0.36,0
0.222,0.327,0.451,0.825,0.168,0
0.258,0.43,0.312,0.039,0.421,0
0.051,0.742,0.207,0.475,0.42,1
0.356,0.334,0.31,0.785,0.194,0
0.014,0.312,0.674,0.004,0.206,1
0.119,0.406,0.474,0.02,0.332,2
0.049,0.099,0.852,0.103,0.648,2
0.05,0.575,0.375,0.752,0.172,2
0.379,0.515,0.106,0.798,0.18,0
0.037,0.526,0.437,0.085,0.67,1
0.069,0.752,0.179,0.853,0.114,1
0.33,0.308,0.362,0.833,0.137,0
0.597,0.313,0.089,0.495,0.405,0
0.12,0.414,0.465,0.358,0.451,0
0.451,0.209,0.34,0.733,0.237,0
0.373,0.522,0.105,0.716,0.237,0
0.097,0.11,0.794,0.253,0.567,0
0.704,0.233,0.063,0.625,0.302,0
0.462,0.311,0.227,0.963,0.021,0
0.263,0.555,0.181,0.272,0.333,0
0.147,0.692,0.161,0.78,0.136,0
0.011,0.171,0.818,0.036,0.26,2
0.029,0.565,0.406,0.004,0.784,1
0.821,0.02,0.159,0.412,0.474,0
0.369,0.513,0.118,0.16,0.809,0
0.134,0.414,0.453,0.713,0.168,0
0.397,0.55,0.053,0.035,0.909,1
0.036,0.718,0.246,0.016,0.291,2
0.439,0.307,0.254,0.501,0.443,0
0.264,0.444,0.293,0.09,0.818,0
0.075,0.589,0.336,0.16,0.501,1
0.527,0.46,0.013,0.049,0.928,0
0.087,0.712,0.201,0.08,0.604,1
0.747,0.095,0.158,0.631,0.333,0
0.602,0.35,0.048,0.303,0.673,1
0.013,0.175,0.813,0.002,0.104,0
0.648,0.339,0.013,0.811,0.17,0
0.716,0.044,0.24,0.459,0.375,0
0.389,0.405,0.206,0.161,0.773,0
0.483,0.482,0.036,0.565,0.308,0
0.679,0.285,0.036,0.469,0.335,0
0.726,0.078,0.196,0.598,0.383,0
0.545,0.308,0.148,0.72,0.25,0
0.533,0.451,0.017,0.891,0.1,0
0.738,0.113,0.149,0.634,0.337,0
0.624,0.114,0.262,0.138,0.312,0
0.405,0.496,0.099,0.183,0.747,0
0.007,0.8,0.192,0.016,0.659,1
0.006,0.104,0.89,0,0.229,2
0.614,0.358,0.028,0.58,0.391,0
0.856,0.071,0.073,0.631,0.34,0
0.316,0.653,0.031,0.337,0.584,0
0.891,0.043,0.066,0.732,0.132,0
0.487,0.355,0.157,0.113,0.811,0
0.804,0.186,0.01,0.68,0.2,0
0.145,0.489,0.367,0.232,0.494,0
0.47,0.499,0.032,0.514,0.159,0
0.424,0.309,0.267,0.113,0.608,0
0.412,0.468,0.12,0.459,0.389,0
0.307,0.172,0.521,0.292,0.544,0
0.535,0.218,0.247,0.428,0.483,0
0.045,0.378,0.577,0.033,0.32,2
0.667,0.272,0.061,0.761,0.213,0
0.068,0.861,0.071,0.968,0.031,0
0.67,0.047,0.284,0.533,0.434,0
0.318,0.538,0.145,0.558,0.38,0
0.51,0.448,0.042,0.766,0.221,0
0.328,0.579,0.093,0.541,0.376,0
0.815,0.05,0.135,0.502,0.44,0
0.032,0.741,0.228,0.926,0.069,1
0.737,0.209,0.055,0.21,0.734,1
0.975,0.015,0.01,0.464,0.415,0
0.69,0.299,0.011,0.093,0.89,0
0.005,0.944,0.051,0.516,0.414,0
0.598,0.265,0.137,0.105,0.868,0
0.724,0.268,0.008,0.624,0.368,0
0.852,0.105,0.042,0.878,0.113,0
0.407,0.404,0.188,0.819,0.141,0
0.699,0.191,0.11,0.31,0.538,1
0.176,0.68,0.143,0.664,0.296,2
0.284,0.566,0.15,0.463,0.415,1
0.139,0.727,0.133,0.097,0.705,0
0.422,0.537,0.041,0.604,0.181,0
0.46,0.261,0.279,0.044,0.634,0
0.035,0.039,0.926,0.156,0.463,2
0.481,0.449,0.07,0.111,0.835,0
0.618,0.347,0.035,0.327,0.507,0
0.436,0.536,0.028,0.752,0.217,0
0.29,0.562,0.148,0.875,0.114,0
0.677,0.058,0.265,0.562,0.255,0
0.602,0.319,0.079,0.65,0.332,0
0.102,0.119,0.779,0.136,0.634,0
0.203,0.62,0.177,0.376,0.509,1
0.527,0.245,0.228,0.928,0.069,0
0.284,0.556,0.16,0.127,0.759,1
0.303,0.155,0.542,0.643,0.314,0
0.468,0.471,0.061,0.157,0.69,1
0.775,0.196,0.029,0.259,0.728,0
0.266,0.639,0.095,0.131,0.78,0
0.672,0.111,0.217,0.564,0.4,0
0.468,0.218,0.314,0.791,0.095,0
0.246,0.625,0.129,0.376,0.452,0
0.277,0.515,0.208,0.245,0.615,0
0.6,0.283,0.117,0.323,0.5,0
0.612,0.253,0.135,0.532,0.45,0
0.206,0.449,0.345,0.832,0.165,0
0.756,0.034,0.209,0.623,0.365,0
0.492,0.372,0.135,0.522,0.326,0
0.126,0.519,0.355,0.185,0.739,0
0.424,0.491,0.085,0.816,0.136,0
0.447,0.244,0.309,0.187,0.711,1
0.042,0.657,0.301,0.052,0.373,2
0.542,0.218,0.24,0.72,0.21,0
0.093,0.454,0.453,0.544,0.318,0
0.832,0.078,0.09,0.741,0.242,0
0.606,0.359,0.035,0.428,0.527,0
0.218,0.731,0.052,0.143,0.796,0
0.059,0.488,0.452,0.166,0.727,1
0.838,0.046,0.117,0.955,0.042,0
0.497,0.441,0.062,0.659,0.273,0
0.275,0.584,0.141,0.488,0.484,0
0.141,0.52,0.339,0.116,0.775,0
0.428,0.48,0.092,0.335,0.589,0
