@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.848,0.108,0.044,0.149,0.484,0
0.041,0.865,0.094,0.184,0.43,0
0.006,0.374,0.62,0.233,0.291,2
0.325,0.176,0.499,0.343,0.257,2
0.007,0.539,0.454,0.499,0.32,1
0.108,0.796,0.097,0.157,0.539,0
0.29,0.31,0.4,0.206,0.429,0
0.229,0.256,0.515,0.229,0.308,0
0.806,0.118,0.076,0.256,0.378,0
0.683,0.265,0.051,0.267,0.495,0
0.329,0.567,0.104,0.297,0.411,0
0.728,0.121,0.15,0.29,0.354,0
0.76,0.17,0.07,0.228,0.305,0
0.922,0.047,0.03,0.5,0.216,0
0.604,0.276,0.12,0.239,0.459,0
0.025,0.873,0.103,0.178,0.429,0
0.008,0.037,0.955,0.325,0.324,0
0.889,0.105,0.006,0.207,0.341,0
0.815,0.035,0.15,0.49,0.205,0
0.006,0.8,0.194,0.364,0.405,1
0.046,0.718,0.236,0.386,0.313,1
0.019,0.258,0.722,0.28,0.363,0
0.337,0.572,0.091,0.203,0.326,1
0.899,0.071,0.031,0.61,0.156,0
0.146,0.205,0.649,0.327,0.438,0
0.331,0.353,0.316,0.285,0.475,0
0.093,0.475,0.432,0.236,0.383,0
0.03,0.765,0.205,0.234,0.329,1
0.869,0.044,0.087,0.429,0.238,0
0.303,0.433,0.265,0.383,0.39,0
0.253,0.451,0.296,0.32,0.384,0
0.104,0.373,0.523,0.335,0.342,0
0.017,0.375,0.608,0.234,0.294,1
0.942,0.014,0.044,0.719,0.104,0
0.693,0.153,0.155,0.173,0.527,0
0.028,0.492,0.48,0.142,0.559,2
0.01,0.087,0.903,0.162,0.507,2
0.545,0.273,0.182,0.203,0.334,2
0.934,0.055,0.011,0.336,0.321,0
0.303,0.63,0.067,0.269,0.471,0
0.254,0.324,0.421,0.173,0.482,2
0.005,0.51,0.486,0.217,0.417,1
0.207,0.72,0.072,0.195,0.353,1
0.926,0.056,0.018,0.818,0.075,0
0.496,0.263,0.242,0.5,0.304,0
0.01,0.277,0.713,0.321,0.4,1
0.388,0.413,0.198,0.249,0.41,0
0.778,0.117,0.104,0.169,0.329,0
0.552,0.17,0.278,0.562,0.217,0
0.394,0.563,0.043,0.249,0.485,0
0.007,0.323,0.67,0.301,0.365,0
0.311,0.496,0.193,0.301,0.353,0
0.949,0.015,0.035,0.228,0.298,0
0.448,0.206,0.346,0.203,0.388,0
0.789,0.146,0.066,0.266,0.474,0
0.089,0.711,0.201,0.22,0.475,0
0.133,0.077,0.79,0.246,0.415,0
0.899,0.026,0.075,0.244,0.3,0
0.852,0.017,0.131,0.575,0.185,0
0.768,0.189,0.044,0.435,0.347,0
0.332,0.384,0.285,0.768,0.124,0
0.228,0.485,0.287,0.226,0.379,0
0.106,0.801,0.093,0.211,0.331,0
0.928,0.048,0.024,0.677,0.124,0
0.355,0.353,0.293,0.414,0.354,0
0.256,0.529,0.215,0.172,0.545,0
0.476,0.479,0.045,0.167,0.457,0
0.006,0.197,0.797,0.228,0.314,2
0.929,0.033,0.038,0.577,0.176,0
0.419,0.442,0.139,0.453,0.349,0
0.013,0.866,0.121,0.285,0.405,0
0.056,0.28,0.664,0.297,0.365,0
0.005,0.623,0.372,0.102,0.45,1
0.395,0.035,0.57,0.038,0.35,0
0.061,0.711,0.228,0.085,0.626,0
0.167,0.493,0.34,0.021,0.164,0
0.054,0.784,0.162,0.128,0.526,1
0.011,0.793,0.196,0.189,0.323,2
0.81,0.123,0.068,0.186,0.359,0
0.164,0.547,0.289,0.472,0.335,0
0.046,0.674,0.28,0.027,0.864,1
0.172,0.811,0.016,0.093,0.396,0
0.056,0.745,0.199,0.149,0.401,1
0.719,0.095,0.186,0.449,0.243,0
0.5,0.452,0.048,0.13,0.555,1
0.641,0.231,0.128,0.742,0.121,0
0.009,0.19,0.801,0.31,0.302,0
0.786,0.207,0.007,0.196,0.331,0
0.74,0.03,0.231,0.267,0.383,0
0.366,0.441,0.193,0.35,0.394,0
0.245,0.684,0.071,0.42,0.332,0
0.657,0.257,0.086,0.219,0.39,0
0.525,0.422,0.053,0.142,0.327,0
