@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.006,0.374,0.62,0.233,0.291,2
0.325,0.176,0.499,0.343,0.257,2
0.007,0.539,0.454,0.499,0.32,1
0.006,0.8,0.194,0.364,0.405,1
0.046,0.718,0.236,0.386,0.313,1
0.337,0.572,0.091,0.203,0.326,1
0.03,0.765,0.205,0.234,0.329,1
0.017,0.375,0.608,0.234,0.294,1
0.028,0.492,0.48,0.142,0.559,2
0.01,0.087,0.903,0.162,0.507,2
0.545,0.273,0.182,0.203,0.334,2
0.254,0.324,0.421,0.173,0.482,2
0.005,0.51,0.486,0.217,0.417,1
0.207,0.72,0.072,0.195,0.353,1
0.01,0.277,0.713,0.321,0.4,1
0.006,0.197,0.797,0.228,0.314,2
0.005,0.623,0.372,0.102,0.45,1
0.054,0.784,0.162,0.128,0.526,1
0.011,0.793,0.196,0.189,0.323,2
0.046,0.674,0.28,0.027,0.864,1
0.056,0.745,0.199,0.149,0.401,1
0.5,0.452,0.048,0.13,0.555,1
0.094,0.561,0.345,0.278,0.407,2
0,0.819,0.181,0.237,0.325,1
0.273,0.083,0.644,0.577,0.194,2
0.004,0.091,0.904,0.192,0.404,2
0.004,0.392,0.603,0.23,0.297,2
0.604,0.247,0.149,0.334,0.411,1
0.1,0.691,0.209,0.162,0.512,2
0.088,0.67,0.243,0.231,0.404,1
0.49,0.384,0.126,0.195,0.362,1
0.08,0.517,0.403,0.159,0.459,1
0.508,0.252,0.241,0.283,0.355,2
0.925,0.072,0.003,0.199,0.309,1
0.609,0.244,0.148,0.422,0.354,2
0.185,0.456,0.359,0.239,0.377,1
0.019,0.831,0.15,0.255,0.29,2
0.651,0.043,0.305,0.68,0.129,1
0.451,0.514,0.036,0.29,0.475,1
0.108,0.237,0.655,0.285,0.437,2
0.194,0.592,0.214,0.182,0.499,1
0.172,0.423,0.405,0.468,0.33,2
0.064,0.017,0.919,0.244,0.304,2
0.053,0.591,0.356,0.216,0.487,1
0.011,0.79,0.198,0.228,0.485,1
0.083,0.733,0.184,0.176,0.435,1
0.051,0.72,0.229,0.161,0.595,1
0.34,0.572,0.088,0.442,0.301,1
0.234,0.316,0.449,0.223,0.438,1
0.012,0.739,0.249,0.217,0.307,2
0.355,0.523,0.122,0.575,0.265,1
0.008,0.53,0.462,0.715,0.122,1
0.096,0.778,0.126,0.292,0.284,1
0.003,0.126,0.871,0.281,0.335,2
0.25,0.621,0.129,0.236,0.308,1
0.155,0.776,0.069,0.551,0.282,1
0.382,0.575,0.043,0.368,0.394,1
0.025,0.82,0.155,0.193,0.471,1
0.078,0.781,0.141,0.236,0.49,1
0.036,0.869,0.095,0.156,0.304,1
0.131,0.845,0.024,0.257,0.466,1
0.566,0.392,0.043,0.261,0.293,1
0.066,0.769,0.165,0.382,0.326,1
0,0.089,0.911,0.275,0.311,2
0.177,0.362,0.461,0.227,0.31,2
0.232,0.571,0.196,0.506,0.309,2
0.063,0.673,0.264,0.177,0.271,1
0.126,0.833,0.042,0.204,0.671,1
0.405,0.459,0.136,0.143,0.576,1
0.335,0.589,0.077,0.141,0.503,1
0.01,0.896,0.094,0.251,0.437,1
0.17,0.031,0.799,0.204,0.423,2
0.028,0.707,0.264,0.204,0.319,2
0.258,0.61,0.132,0.32,0.424,2
0.533,0.393,0.074,0.213,0.31,1
0.627,0.34,0.034,0.258,0.489,1
0.331,0.353,0.316,0.285,0.475,0
0.789,0.146,0.066,0.266,0.474,0
0.921,0.011,0.068,0.593,0.179,0
0.025,0.873,0.103,0.178,0.429,0
0.116,0.487,0.397,0.697,0.165,0
0.766,0.22,0.014,0.288,0.29,0
0.769,0.058,0.173,0.199,0.35,0
0.878,0.049,0.073,0.519,0.226,0
0.388,0.51,0.102,0.266,0.293,0
0.727,0.125,0.148,0.635,0.225,0
0.228,0.485,0.287,0.226,0.379,0
0.284,0.095,0.621,0.308,0.349,0
0.011,0.848,0.141,0.244,0.445,0
0.959,0.008,0.032,0.245,0.38,0
0.728,0.121,0.15,0.29,0.354,0
0.023,0.787,0.19,0.562,0.206,0
0.393,0.474,0.133,0.394,0.373,0
0.154,0.748,0.099,0.46,0.232,0
0.781,0.083,0.137,0.7,0.119,0
0.849,0.034,0.117,0.707,0.117,0
0.164,0.547,0.289,0.472,0.335,0
0.972,0.014,0.014,0.673,0.123,0
0.197,0.699,0.104,0.171,0.351,0
0.101,0.837,0.061,0.326,0.437,0
0.092,0.79,0.118,0.398,0.395,0
0.883,0.059,0.058,0.278,0.37,0
0.019,0.258,0.722,0.28,0.363,0
0.395,0.035,0.57,0.038,0.35,0
0.172,0.657,0.171,0.364,0.396,0
0.181,0.763,0.056,0.199,0.529,0
0.913,0.028,0.059,0.342,0.33,0
0.256,0.529,0.215,0.172,0.545,0
0.175,0.781,0.045,0.232,0.505,0
0.376,0.566,0.058,0.144,0.502,0
0.842,0.121,0.037,0.232,0.326,0
0.818,0.061,0.12,0.423,0.304,0
0.428,0.497,0.075,0.122,0.45,0
0.132,0.845,0.023,0.133,0.544,0
0.552,0.17,0.278,0.562,0.217,0
0.682,0.27,0.047,0.455,0.315,0
