@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.048,0.317,0.635,0.093,0.347,0.143,0.281,2
0.121,0.45,0.429,0.059,0.57,0.43,0.416,1
0.223,0.603,0.174,0.184,0.641,0.455,0.348,1
0.187,0.665,0.148,0.041,0.604,0.136,0.333,1
0.069,0.697,0.234,0.127,0.664,0.16,0.336,1
0.037,0.332,0.632,0.001,0.144,0.142,0.286,1
0.188,0.481,0.332,0.061,0.232,0.305,0.522,2
0.093,0.104,0.803,0.157,0.646,0.187,0.545,2
0.269,0.401,0.33,0.113,0.535,0.134,0.345,2
0.059,0.475,0.467,0.125,0.742,0.186,0.445,1
0.188,0.736,0.076,0.738,0.208,0.135,0.372,1
0.067,0.186,0.748,0.013,0.278,0.145,0.316,2
0.04,0.626,0.334,0.006,0.761,0.184,0.483,1
0.119,0.81,0.071,0.166,0.824,0.137,0.673,1
0.052,0.71,0.237,0.007,0.336,0.149,0.319,2
0.195,0.61,0.196,0.063,0.495,0.068,0.8,1
0.051,0.8,0.149,0.085,0.607,0.136,0.448,1
0.458,0.494,0.048,0.759,0.236,0.255,0.553,1
0.028,0.793,0.179,0.001,0.755,0.162,0.329,1
0.069,0.105,0.826,0,0.192,0.251,0.385,2
0.06,0.401,0.539,0.042,0.283,0.241,0.253,2
0.164,0.625,0.211,0.137,0.778,0.202,0.425,1
0.309,0.513,0.178,0.164,0.813,0.163,0.375,1
0.321,0.432,0.247,0.362,0.547,0.212,0.384,1
0.071,0.814,0.115,0.065,0.828,0.148,0.284,2
0.235,0.496,0.269,0.413,0.499,0.19,0.541,1
0.122,0.02,0.858,0.063,0.483,0.158,0.3,2
0.148,0.691,0.161,0.39,0.424,0.314,0.469,1
0.241,0.651,0.109,0.111,0.835,0.127,0.584,1
0.223,0.642,0.134,0.299,0.644,0.336,0.539,1
0.526,0.217,0.256,0.173,0.706,0.2,0.468,1
0.06,0.672,0.269,0.044,0.408,0.158,0.299,2
0.129,0.483,0.388,0.084,0.721,0.647,0.089,1
0.082,0.77,0.148,0.092,0.617,0.243,0.396,1
0.404,0.535,0.061,0.515,0.455,0.428,0.352,1
0.106,0.808,0.087,0.125,0.757,0.118,0.675,1
0.224,0.665,0.112,0.08,0.673,0.338,0.459,1
0.116,0.838,0.046,0.349,0.59,0.152,0.286,1
0.192,0.785,0.024,0.286,0.667,0.419,0.383,1
0.494,0.36,0.146,0.188,0.687,0.562,0.248,2
0.133,0.626,0.241,0.3,0.411,0.121,0.249,1
0.168,0.807,0.025,0.16,0.817,0.31,0.599,1
0.405,0.491,0.104,0.503,0.411,0.223,0.583,1
0.248,0.689,0.064,0.649,0.318,0.125,0.529,1
0.19,0.032,0.778,0.02,0.231,0.187,0.449,2
0.08,0.631,0.289,0.059,0.021,0.126,0.325,2
0.408,0.492,0.1,0.361,0.618,0.431,0.366,2
0.253,0.606,0.141,0.546,0.381,0.159,0.302,1
0.584,0.378,0.038,0.67,0.269,0.406,0.424,1
0.764,0.034,0.202,0.862,0.12,0.575,0.097,0
0.234,0.47,0.296,0.016,0.381,0.22,0.373,0
0.042,0.865,0.092,0.496,0.38,0.415,0.37,0
0.687,0.111,0.202,0.754,0.231,0.375,0.334,0
0.065,0.18,0.755,0.001,0.06,0.237,0.271,0
0.351,0.505,0.144,0.184,0.684,0.152,0.348,0
0.113,0.855,0.032,0.102,0.851,0.169,0.464,0
0.254,0.731,0.015,0.993,0.007,0.76,0.058,0
0.479,0.051,0.47,0.294,0.479,0.289,0.402,0
0.573,0.242,0.185,0.6,0.365,0.217,0.343,0
0.265,0.662,0.073,0.339,0.624,0.149,0.36,0
0.244,0.657,0.099,0.65,0.344,0.196,0.664,0
0.862,0.064,0.074,0.328,0.642,0.289,0.373,0
0.84,0.114,0.046,0.554,0.405,0.726,0.073,0
0.558,0.236,0.206,0.808,0.185,0.361,0.446,0
0.661,0.035,0.304,0.303,0.515,0.325,0.352,0
0.662,0.224,0.114,0.592,0.367,0.622,0.206,0
0.088,0.896,0.017,0.683,0.316,0.112,0.328,0
