@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1044 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.012821,0,0,0.527688,0.559434,0.648899,0
0,0,0,0.003663,0.010989,0.007326,0,0,0.243263,0.248417,0.273874,0
0,0,0,0.016949,0,0,0,0,0.395882,0.419456,0.487503,2
0,0,0,0.002703,0.013514,0,0,0,0.410782,0.443484,0.513429,0
0,0,0.003401,0.001701,0.001701,0.004252,0,0,0.679922,0.734171,0.859659,1
0,0,0.018692,0.009346,0,0,0,0,0.490157,0.523757,0.610434,2
0.015101,0,0,0.003361,0.011765,0.003361,0,0,0.325621,0.344754,0.396430,2
0,0,0,0.018519,0,0,0,0,0.221535,0.217554,0.239264,0
0,0,0.00597,0.01194,0.00597,0.008955,0,0,0.444220,0.474317,0.550269,0
0.019824,0.002208,0,0,0.006623,0.002208,0,0,0.449138,0.486229,0.564713,0
0.045977,0,0,0.034884,0,0.011628,0,0,0.351458,0.359628,0.413199,0
0.006061,0,0,0.00304,0.024316,0,0,0,0.288353,0.301609,0.338642,0
0,0,0,0,0.042553,0,0,0,0.155123,0.158120,0.166718,0
0,0,0.002008,0.004016,0.01004,0.004016,0,0,0.587523,0.634351,0.739988,0
0,0,0,0,0.001901,0,0,0,0.760663,0.824423,0.966201,0
0,0,0,0.025,0,0.025,0,0,0.544905,0.577948,0.673411,0
0,0,0.008658,0.004329,0.021645,0.004329,0,0,0.200097,0.198475,0.211385,0
0,0,0,0.04,0.02,0,0,0,0.207176,0.211099,0.228877,0
0.009804,0,0.002457,0.007371,0.007371,0.002457,0,0,0.436865,0.468905,0.544716,0
0.008097,0,0,0,0.002028,0,0,0,0.656894,0.711417,0.833415,0
0.029126,0,0,0,0,0.009804,0,0,0.336381,0.359940,0.412646,0
0.003436,0,0,0.017241,0.010345,0,0,0,0.209033,0.206508,0.225019,0
0,0,0,0.009804,0.009804,0,0,0,0.443426,0.477037,0.552041,2
0,0,0,0.011811,0.007874,0.011811,0,0,0.338197,0.361146,0.414318,0
0,0,0,0,0.001862,0,0,0,0.766312,0.830844,0.974497,0
0,0,0,0.025974,0,0,0,0,0.454785,0.482886,0.559164,0
0,0,0,0.008658,0.008658,0,0,0,0.246627,0.249937,0.271814,0
0,0,0,0,0.04878,0,0,0,0.089558,0.089337,0.084309,0
0,0,0,0.007435,0.007435,0,0,0,0.493658,0.531366,0.617697,0
0.00159,0,0,0,0.001592,0,0,0,0.616756,0.667395,0.780037,0
0,0,0,0,0,0,0,0,0.433398,0.453374,0.525362,0
0,0,0,0.026786,0.022321,0.008929,0,0,0.192858,0.188352,0.204175,0
0,0,0,0,0.021739,0,0,0,0.372461,0.396127,0.454203,0
0,0,0.007968,0.007968,0.023904,0.003984,0,0,0.483972,0.518705,0.600402,0
0,0,0,0,0,0,0,0,0.809079,0.876232,1.028361,0
0,0,0,0.026316,0,0,0,0,0.511145,0.544444,0.633586,0
0,0,0.003401,0.006803,0.030612,0.006803,0,0,0.283298,0.286877,0.317710,1
0,0,0,0,0.040816,0,0,0,0.376199,0.400351,0.455463,2
0,0,0,0.002625,0.007874,0,0,0,0.512342,0.548560,0.635598,1
0.003521,0.001764,0.001764,0.003527,0,0,0,0,0.578173,0.624901,0.731307,1
0,0,0,0.045455,0,0.011364,0,0,0.344889,0.358381,0.414555,0
0.012712,0,0,0,0.021277,0,0,0,0.127609,0.138551,0.141316,0
0,0,0,0.016667,0.016667,0,0,0,0.203561,0.212030,0.234686,0
0.00339,0,0.003401,0,0.003401,0.003401,0,0,0.346386,0.377300,0.435209,0
0,0,0,0,0.002907,0,0,0,0.750702,0.813719,0.954247,0
0,0,0,0,0,0.011628,0,0,0.361100,0.372752,0.425835,0
0,0,0,0.007435,0.011152,0.011152,0,0,0.200273,0.197858,0.213428,0
0,0,0,0,0.028169,0,0,0,0.471663,0.504438,0.580831,1
0,0,0.005714,0.002857,0.011429,0.005714,0,0,0.537699,0.577620,0.672217,2
0,0,0,0,0.003257,0.003257,0,0,0.795163,0.861633,1.010926,1
0,0,0,0,0.012987,0.012987,0,0,0.538836,0.569981,0.661069,0
0,0,0,0.009677,0.022581,0,0,0,0.278464,0.280964,0.310625,2
0,0,0.02,0,0,0.02,0,0,0.344997,0.348712,0.396236,0
0,0,0,0.007853,0.005236,0.007853,0,0,0.513816,0.552414,0.642765,1
0,0,0,0.003339,0.001669,0.001669,0,0,0.757523,0.818952,0.960342,2
0,0,0,0,0,0,0,0,0.561251,0.595626,0.692063,1
0,0,0.003597,0.010791,0.032374,0,0,0,0.173426,0.172212,0.180615,1
0,0,0,0.017241,0.017241,0,0,0,0.325076,0.340763,0.391400,2
0,0,0.002421,0.002421,0.004843,0.002421,0,0,0.359264,0.385498,0.447439,1
0.009642,0,0,0,0.002759,0,0,0,0.576000,0.624032,0.729441,0
0,0,0.025974,0,0.012987,0.012987,0,0,0.578579,0.615224,0.714067,0
0,0,0,0,0.01083,0.01083,0,0.00361,0.279488,0.280429,0.313266,2
0.103448,0,0,0,0.052632,0,0,0,0.087246,0.087256,0.087669,0
0,0,0.004149,0.002075,0.010373,0.002075,0,0,0.537197,0.579528,0.673933,0
0,0,0,0.00495,0,0.001238,0,0,0.706298,0.763913,0.895471,2
0,0,0,0.011364,0,0,0,0,0.567531,0.602152,0.701722,0
0.003521,0,0,0,0.021201,0.003534,0,0,0.176509,0.181211,0.192187,0
0,0,0,0,0,0,0,0,0.268143,0.285551,0.316910,0
0,0,0,0.005952,0.008929,0.002976,0,0,0.519556,0.559190,0.650944,0
0,0,0,0,0.00157,0.00157,0,0,0.771288,0.835475,0.979847,0
0,0,0,0,0,0.027778,0,0,0.512260,0.541434,0.627924,0
0,0,0,0.004082,0.016327,0.004082,0,0,0.205661,0.202532,0.215394,0
0,0,0.019231,0.038462,0.038462,0.019231,0,0,0.171905,0.170916,0.186024,0
0,0,0,0.016181,0.009709,0,0,0,0.489075,0.521697,0.604971,0
0,0,0.002227,0.002227,0.004454,0.002227,0,0,0.683120,0.738579,0.864103,0
0,0,0,0.032609,0,0.01087,0,0,0.409336,0.429782,0.497352,0
0,0,0,0.026549,0.022124,0,0,0,0.193002,0.193337,0.206826,0
0,0,0,0,0.015873,0,0,0,0.416121,0.446339,0.512994,1
0,0,0,0,0.001927,0,0,0,0.575013,0.621019,0.726220,0
0,0,0,0,0.007255,0,0,0,0.764630,0.828744,0.971961,0
0,0,0,0.011628,0,0.011628,0,0,0.568131,0.604180,0.704096,0
0,0,0,0.007299,0.010949,0.00365,0,0,0.261157,0.259520,0.286153,0
0,0,0,0,0.016393,0,0,0,0.249012,0.269430,0.301032,1
0,0,0,0,0.014706,0,0,0,0.366896,0.392533,0.455354,0
0.007508,0,0,0,0.003008,0,0,0,0.581485,0.628902,0.734340,1
0,0,0.019417,0.009709,0,0.009709,0,0,0.313777,0.329473,0.377879,0
0,0,0,0,0.045455,0,0,0,0.253401,0.258268,0.282224,0
0,0,0,0,0.032258,0,0,0,0.049618,0.048729,0.038808,1
0.025547,0,0,0,0.007326,0,0,0,0.208871,0.227933,0.252203,0
0.022866,0,0,0,0.006107,0,0,0,0.420004,0.455263,0.529320,0
0,0,0,0.012821,0.012821,0,0,0,0.358677,0.382442,0.436569,0
0,0,0.003745,0.011236,0.029963,0.007491,0,0,0.265442,0.267881,0.295922,0
0,0,0,0,0,0,0,0,0.473992,0.500159,0.576969,0
0,0,0.002778,0.013889,0.005556,0.002778,0,0,0.524585,0.562310,0.654931,0
0,0,0.001595,0.00319,0.004785,0.001595,0,0,0.673616,0.726651,0.850777,0
0,0,0,0.012346,0,0.012346,0,0,0.562208,0.596303,0.693866,0
0.003546,0,0,0.014235,0.021352,0.003559,0,0,0.206152,0.207378,0.225088,0
0,0,0,0.018519,0.018519,0,0,0,0.370868,0.385482,0.441386,1
0,0,0,0.007752,0.01938,0.003876,0,0,0.327098,0.343830,0.387417,0
0,0,0.001869,0.001869,0.003738,0,0,0,0.716711,0.774667,0.907788,0
0,0,0.013514,0.013514,0,0.027027,0,0,0.479760,0.505163,0.584108,0
0,0,0.003937,0.007874,0.03937,0,0,0,0.235959,0.239048,0.263195,0
0,0,0,0,0.033898,0,0,0,0.337378,0.357628,0.408029,0
0,0,0,0.009804,0.01634,0,0,0,0.382952,0.408968,0.475394,0
0,0,0,0.001582,0.004747,0.001582,0,0,0.693892,0.750093,0.878984,0
0,0,0,0.040816,0.010204,0,0,0,0.578826,0.616977,0.719557,0
0,0,0,0,0.029126,0,0,0,0.266723,0.277030,0.305017,0
0,0,0,0,0.046875,0,0,0,0.306356,0.323528,0.365791,0
0,0,0,0.014085,0.010563,0.014085,0,0,0.401053,0.426663,0.495150,0
0.001942,0,0,0,0.003891,0.001946,0,0,0.741104,0.801356,0.939194,0
0,0,0,0.032967,0,0.010989,0,0,0.553462,0.590486,0.688456,0
0,0,0,0.006042,0.015106,0.003021,0,0,0.254310,0.262247,0.291168,0
0,0,0,0,0.085106,0,0,0,0.317723,0.331174,0.368049,0
0,0,0,0.005988,0.002994,0.005988,0,0,0.443620,0.476516,0.552612,1
0.004233,0.001059,0,0,0.003178,0,0,0,0.650608,0.703771,0.824627,2
0,0,0,0,0.010638,0,0,0,0.493944,0.526504,0.608987,0
0,0,0,0.014184,0.021277,0,0,0,0.248956,0.253154,0.279536,1
0,0,0,0.025974,0,0,0,0,0.437704,0.462538,0.532350,0
0,0,0.004184,0,0.012552,0,0,0,0.352583,0.376782,0.435365,0
0.00432,0,0.004329,0,0,0.002165,0,0,0.543220,0.585989,0.684392,0
0,0,0,0.013158,0,0,0,0,0.494138,0.525004,0.608796,0
0.003774,0,0.003788,0.003788,0.018939,0.003788,0,0,0.152730,0.156475,0.161618,0
0,0,0,0.010526,0.021053,0,0,0,0.493663,0.515840,0.595565,1
0,0,0.007117,0.003559,0.010676,0.003559,0,0,0.364585,0.388677,0.450343,0
0,0,0,0.002,0,0,0,0,0.711976,0.770192,0.901894,0
0,0,0.010309,0.020619,0,0.010309,0,0,0.570162,0.605438,0.706328,0
0,0,0,0.003226,0.035484,0,0,0,0.244323,0.252610,0.278647,0
0,0,0,0,0.035088,0,0,0,0.206229,0.209922,0.229868,0
0,0,0,0.007692,0.005769,0.003846,0,0,0.340930,0.365110,0.420802,0
0.009488,0,0,0,0.007605,0,0,0,0.571982,0.618327,0.721685,0
0,0,0,0.037383,0,0.018692,0,0,0.515605,0.544583,0.634417,0
0.003344,0,0,0.010067,0.02349,0.003356,0,0,0.203603,0.212991,0.229969,0
0,0,0,0,0.033898,0,0,0,0.337774,0.349105,0.393401,0
0.008746,0,0,0,0.008772,0,0,0,0.376047,0.403242,0.465375,0
0.004228,0,0,0.002119,0,0,0,0,0.687048,0.742925,0.870939,0
0,0,0.011236,0.033708,0,0.022472,0,0,0.538188,0.571914,0.667722,0
0,0,0,0.003413,0.027304,0.003413,0,0,0.279517,0.290165,0.323108,0
0,0,0,0,0.052632,0,0,0,0.295180,0.306845,0.344791,0
0.003745,0,0.003759,0.011278,0.015038,0.007519,0,0,0.380280,0.406788,0.471433,0
0,0,0,0,0.003067,0.001534,0,0,0.714380,0.770625,0.902167,1
0,0,0,0.022472,0,0.022472,0,0,0.543498,0.580710,0.677651,0
0,0,0.003289,0,0.032895,0.003289,0,0,0.292444,0.304502,0.340525,0
0,0,0.016393,0.032787,0.016393,0.016393,0,0,0.396717,0.409550,0.469405,0
0,0,0,0.01,0.006667,0.013333,0,0,0.477143,0.511136,0.594215,0
0,0,0.004684,0.002342,0,0.004684,0,0,0.683560,0.737533,0.863504,0
0,0,0,0.034091,0,0.011364,0,0,0.524488,0.552821,0.643870,0
0,0,0,0.026022,0.026022,0.003717,0,0,0.188747,0.189042,0.201515,0
0,0,0,0.020408,0.040816,0,0,0,0.293705,0.303515,0.341479,0
0,0,0,0.006748,0.004049,0.005398,0,0,0.609552,0.656667,0.767613,2
0,0,0,0,0.006462,0,0,0,0.736183,0.794826,0.931034,1
0,0,0,0.039604,0,0.009901,0,0,0.574988,0.610440,0.712074,0
0,0,0,0.003135,0.025078,0,0,0,0.266536,0.277412,0.306079,0
0,0,0,0.035714,0.035714,0,0,0,0.120489,0.116471,0.119286,0
0,0,0,0.015625,0.007812,0.007812,0,0,0.315889,0.335103,0.386824,0
0.012214,0,0,0,0.007645,0,0,0,0.703815,0.761280,0.891625,0
0,0,0.022222,0.022222,0,0.011111,0,0,0.559273,0.591993,0.689157,0
0,0,0,0.018657,0.029851,0.003731,0,0,0.201742,0.201636,0.214766,0
0,0,0,0.04878,0,0,0,0,0.172508,0.170730,0.188087,1
0.003195,0,0,0,0.00641,0,0,0,0.329335,0.351466,0.405039,0
0,0,0.002439,0.002439,0,0.014634,0,0,0.678636,0.728926,0.852885,0
0,0,0,0,0,0,0,0,0.541203,0.575693,0.670709,0
0,0,0.003497,0.003497,0.031469,0.003497,0,0,0.290442,0.302343,0.335835,1
0.038462,0,0,0,0.019608,0,0,0,0.174989,0.183299,0.193008,0
0.009058,0,0.00363,0.010889,0.009074,0.005445,0,0,0.530984,0.571915,0.665388,0
0.005263,0.002635,0,0.001318,0.001318,0,0,0,0.564242,0.610558,0.714020,1
0,0,0,0,0,0,0,0,0.534299,0.565381,0.656736,0
0,0,0,0.010336,0.023256,0,0,0,0.231312,0.242121,0.264848,1
0,0,0,0.019231,0,0.019231,0,0,0.244529,0.239256,0.268807,0
0.006897,0,0.00692,0.013841,0.020761,0.00692,0,0,0.381717,0.406165,0.467541,0
0,0,0,0.002874,0,0,0,0,0.751509,0.814003,0.955225,0
0,0,0.023529,0.047059,0,0.023529,0,0,0.553684,0.588538,0.685672,0
0,0,0.003559,0.010676,0.017794,0.003559,0,0,0.262328,0.271714,0.300979,0
0.070175,0,0,0,0.017857,0,0,0,0.133136,0.137205,0.140051,0
0.002762,0,0.00554,0.00277,0.00277,0,0,0,0.206654,0.224007,0.252329,0
0.020333,0,0.001852,0.001852,0.001852,0.001852,0,0,0.532337,0.575336,0.671505,1
0,0,0,0.012821,0,0.012821,0,0,0.464538,0.484735,0.560755,0
0.007782,0,0,0.003906,0.011719,0,0,0,0.147741,0.150441,0.152996,0
0,0,0,0.033333,0.016667,0,0,0,0.394889,0.407587,0.463634,0
0,0,0,0.004684,0.007026,0.004684,0,0,0.544488,0.585639,0.682999,0
0.012784,0,0,0.001422,0,0.001422,0,0,0.594597,0.643550,0.753070,0
0,0,0,0.043011,0,0.010753,0,0,0.438603,0.461697,0.535250,0
0,0,0,0.009464,0.015773,0,0,0,0.226558,0.232544,0.252644,0
0,0,0,0,0.019608,0,0,0,0.274489,0.274806,0.306581,0
0,0,0.002242,0.006726,0.002242,0,0,0,0.523478,0.565144,0.658393,0
0,0,0,0,0,0,0,0,0.725344,0.784222,0.918156,0
0,0,0.025,0.0125,0,0.0125,0,0,0.468448,0.500116,0.579932,0
0.025,0,0,0.007168,0.02509,0.003584,0,0,0.179419,0.181236,0.188432,0
0,0,0,0.014286,0.042857,0,0,0,0.404752,0.421937,0.479487,0
0,0,0.00295,0.00295,0.00885,0,0,0,0.394289,0.422732,0.489647,0
0,0,0.001681,0,0.001681,0.008403,0,0,0.733730,0.791447,0.927590,0
0,0,0,0.012346,0,0,0,0,0.497797,0.527589,0.613658,0
0,0,0,0.003185,0.031847,0,0,0,0.273150,0.282765,0.311677,0
0,0,0,0,0.04,0,0,0,0.081260,0.084551,0.076358,0
0,0,0,0.018587,0.003717,0,0,0,0.298295,0.316283,0.362537,0
0,0,0,0,0.002611,0.002611,0,0,0.702608,0.756063,0.884526,0
0,0,0,0.051282,0,0,0,0,0.488065,0.513683,0.597219,0
0.01087,0,0,0.007273,0.021818,0,0,0,0.128978,0.129880,0.131401,1
0,0,0,0.037736,0.018868,0,0,0,0.331903,0.344246,0.389872,0
0,0,0,0,0.007299,0,0,0,0.422051,0.452653,0.524906,0
0,0,0,0,0.002309,0.006928,0,0,0.742288,0.800954,0.938767,1
0,0,0.012195,0.012195,0.012195,0.012195,0,0,0.568561,0.603820,0.700331,0
0,0,0.003891,0.007782,0.023346,0,0,0,0.213779,0.216012,0.234642,0
0,0,0.022222,0.044444,0,0.022222,0,0,0.279453,0.269091,0.301625,0
0.013158,0,0.006601,0.0033,0.009901,0.0033,0,0,0.401311,0.430306,0.498652,0
0.002358,0,0.004728,0,0,0.004728,0,0,0.679355,0.734769,0.861590,0
0,0,0.011765,0,0,0,0,0,0.397714,0.423436,0.487259,0
0.008646,0,0,0.00289,0.023121,0.00289,0,0,0.192464,0.199004,0.215401,0
0,0,0,0.020833,0.041667,0,0,0,0.115471,0.111048,0.111161,0
0,0,0,0.009434,0.014151,0.004717,0,0,0.523065,0.563227,0.655844,0
0,0,0.002591,0,0,0.002591,0,0,0.694864,0.751584,0.880599,0
0,0,0.011494,0.034483,0,0.011494,0,0,0.334897,0.353439,0.407745,0
0.004032,0,0,0.004049,0.024291,0,0,0,0.193695,0.199508,0.215470,0
0,0,0,0.014925,0.044776,0,0,0,0.423828,0.448126,0.509435,1
0,0,0,0.001959,0.002938,0.001959,0,0,0.680000,0.734280,0.860241,2
0,0,0,0.001553,0.001553,0,0,0,0.750252,0.810948,0.950419,2
0,0,0.012346,0,0,0.037037,0,0,0.466906,0.486425,0.562145,0
0,0,0,0.007353,0.029412,0,0,0,0.254044,0.261775,0.289754,2
0,0,0,0.037736,0,0.018868,0,0,0.331903,0.331474,0.378829,0
0,0,0.001992,0.005976,0.007968,0.007968,0,0,0.541476,0.583640,0.680677,0
0.00155,0.001553,0,0.001553,0.001553,0.004658,0,0,0.683068,0.737025,0.863585,0
0,0,0,0.025316,0,0.025316,0,0,0.545397,0.577226,0.670747,0
0,0,0,0.003367,0.030303,0,0,0,0.215510,0.220928,0.241418,0
0,0,0,0.078431,0.019608,0,0,0,0.392434,0.404519,0.466565,0
0,0,0,0.008929,0.008929,0.002976,0,0,0.459755,0.491853,0.569650,0
0,0,0,0,0.003503,0.001751,0,0,0.673624,0.728698,0.853685,0
0,0,0,0.012346,0,0,0,0,0.557706,0.588583,0.684125,0
0,0,0,0.004545,0.018182,0.004545,0,0,0.191218,0.190429,0.205403,0
0,0,0,0.017241,0,0,0,0,0.355387,0.369318,0.417178,0
0.002865,0,0,0.011494,0,0.002874,0,0,0.371843,0.397969,0.461203,0
0.020053,0,0,0.001339,0.001339,0.001339,0,0,0.694262,0.751335,0.881168,1
0.013514,0,0,0.013699,0.013699,0,0,0,0.205561,0.214870,0.240432,0
0,0,0.003534,0.003534,0.028269,0,0,0,0.238072,0.244407,0.267295,0
0,0,0,0,0,0,0,0,0.044226,0.059354,0.046192,0
0.010135,0,0,0,0,0,0,0,0.036634,0.049392,0.037987,0
0.042636,0,0,0,0,0,0,0,0.019222,0.024763,0.017352,0
0,0,0,0,0,0,0,0,0.032665,0.043064,0.033614,0
0,0,0.006601,0.016502,0.023102,0.006601,0,0,0.226619,0.229110,0.252534,0
