@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1044 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0,0,0,0.332856,0.346774,0.419744,0
0,0.00232,0,0,0,0.004651,0,0,0,0,0.484371,0.516897,0.629094,0
0.003226,0.008602,0,0.001076,0.002153,0.004306,0,0,0,0,0.722980,0.769482,0.947555,2
0,0.006536,0,0,0.006579,0,0,0,0,0,0.702803,0.743978,0.914656,2
0.00271,0.02439,0,0,0.005435,0.013587,0.002717,0.005435,0,0,0.413315,0.431969,0.522075,1
0,0.018182,0,0,0,0,0,0,0,0,0.299669,0.313326,0.371783,0
0,0.005155,0,0.002584,0,0.007752,0,0.002584,0,0,0.466239,0.493402,0.599651,0
0.007326,0.014652,0,0.002445,0.001222,0.00489,0.003667,0.00489,0,0,0.615669,0.653883,0.802586,0
0,0,0,0,0,0,0,0,0,0,0.510157,0.538549,0.653231,0
0,0.008929,0,0,0.008969,0.013453,0,0,0,0,0.219068,0.220785,0.249821,0
0,0,0,0,0,0.086957,0,0,0,0,0.341725,0.358317,0.423444,0
0,0.015674,0,0.003145,0.006289,0.015723,0,0.006289,0,0,0.474013,0.500542,0.606588,0
0,0.007634,0,0.001529,0.001529,0.001529,0.004587,0.001529,0,0,0.759060,0.808105,0.995338,0
0,0.051282,0,0.012987,0.025974,0.012987,0.012987,0.012987,0,0,0.566905,0.599365,0.730834,0
0,0.016556,0,0,0.006645,0.016611,0.003322,0.003322,0,0,0.344213,0.358371,0.423305,0
0,0,0,0,0,0,0,0,0,0,0.530853,0.562461,0.682100,0
0,0.01072,0,0.003067,0.009202,0.003067,0,0.003067,0,0,0.560925,0.592767,0.725244,0
0,0.005525,0,0.00277,0,0,0.00277,0.00277,0,0,0.690001,0.733347,0.901601,0
0,0.018018,0,0,0.018182,0.009091,0.009091,0.009091,0,0,0.634980,0.667543,0.816531,0
0,0.02583,0,0.003704,0.003704,0.007407,0.007407,0.007407,0,0,0.240025,0.242896,0.276121,1
0,0,0,0,0.025974,0.012987,0,0,0,0,0.476829,0.499411,0.607063,1
0,0.006182,0,0.003096,0.004644,0.003096,0.003096,0.001548,0,0,0.534671,0.566093,0.691594,0
0,0.001183,0,0,0.001185,0.001185,0,0,0,0,0.695153,0.740012,0.909715,1
0,0.04878,0,0.012346,0.024691,0,0.012346,0.024691,0,0,0.591567,0.618599,0.756342,0
0,0.025271,0,0.007246,0.007246,0.021739,0.01087,0.007246,0,0,0.233479,0.231440,0.261173,0
0,0,0,0,0,0.040816,0,0,0,0,0.208299,0.214762,0.245126,0
0,0.004367,0,0,0.004376,0.002188,0.002188,0,0,0,0.563552,0.597117,0.730685,0
0,0.001164,0,0,0.003497,0.005828,0.001166,0,0.001166,0,0.676020,0.718336,0.881670,1
0,0.020202,0,0,0.010204,0,0,0,0,0,0.612880,0.647517,0.791038,0
0,0.026616,0,0,0.007634,0.015267,0.003817,0.01145,0,0,0.288182,0.294663,0.343070,0
0,0.033898,0,0,0.017241,0,0,0.017241,0,0,0.425910,0.446814,0.543597,0
0,0.026263,0,0.006073,0.01417,0.010121,0.006073,0.008097,0,0,0.484993,0.511091,0.620557,0
0.002671,0.012467,0,0.000891,0.003565,0.002674,0.001783,0.004456,0,0,0.734153,0.781252,0.961771,1
0,0.048193,0,0,0.02439,0,0.012195,0.02439,0,0,0.615993,0.644514,0.788295,0
0,0.003788,0,0,0,0,0,0,0,0,0.273312,0.277474,0.325242,0
0,0,0,0,0.013333,0.013333,0,0,0,0,0.047399,0.055958,0.045479,2
0,0.005348,0,0,0.001786,0.005357,0.001786,0,0,0,0.314446,0.333429,0.403304,2
0,0.001359,0,0,0,0.002721,0.001361,0,0,0,0.700127,0.744269,0.915371,2
0,0.022989,0,0,0.011628,0.011628,0,0,0,0,0.511066,0.532518,0.647105,0
0,0.010417,0,0.003484,0.003484,0.02439,0.003484,0,0,0,0.246354,0.244592,0.276316,0
0,0.014286,0,0,0,0.014493,0,0,0,0,0.433732,0.454391,0.549656,2
0,0.00692,0,0.001733,0.003466,0.006932,0.003466,0.001733,0,0,0.505098,0.535036,0.653053,1
0,0,0,0,0,0.00495,0,0,0,0,0.670108,0.713047,0.875469,1
0,0.030769,0,0,0.03125,0,0.015625,0.015625,0,0,0.488749,0.504415,0.609964,0
0,0.031802,0,0.007092,0.010638,0.003546,0.003546,0.014184,0,0,0.256572,0.254488,0.292187,0
0,0,0,0,0.010309,0.020619,0,0,0,0,0.358759,0.372027,0.443417,1
0,0.019337,0,0.00277,0.01108,0.00554,0.00831,0,0,0,0.399036,0.419528,0.507487,0
0.008117,0.001623,0,0,0.001626,0.003252,0,0,0,0,0.579147,0.615172,0.753972,0
0,0.011765,0,0,0.011905,0,0.011905,0,0,0,0.407517,0.420516,0.505077,0
0,0.015936,0,0,0,0.02,0.004,0.004,0,0,0.271609,0.276883,0.320992,0
0,0.020619,0,0,0,0.010417,0,0,0,0,0.549569,0.582206,0.709554,0
0,0.014327,0,0,0.005747,0.005747,0.005747,0,0,0,0.509708,0.537009,0.652153,0
0,0.004494,0,0,0,0,0.002252,0,0,0,0.774056,0.823711,1.014535,0
0,0,0,0,0,0.011236,0,0,0,0,0.623186,0.662815,0.810375,0
0,0.042969,0,0.003922,0.003922,0.019608,0,0.019608,0,0,0.244637,0.247123,0.281803,0
0,0,0,0,0,0,0,0,0,0,0.319423,0.331774,0.389463,0
0.00409,0.01227,0,0,0.006148,0.022541,0.002049,0.002049,0,0,0.355585,0.373091,0.444415,0
0,0.002336,0,0,0.002342,0,0.002342,0,0,0,0.748421,0.795833,0.979001,0
0,0,0,0,0.023529,0,0,0,0,0,0.528341,0.552187,0.671602,0
0,0.020325,0,0,0.004082,0.028571,0.008163,0,0,0,0.213275,0.210938,0.233739,0
0,0,0,0,0.053571,0,0,0,0,0,0.294903,0.301540,0.355621,0
0.007538,0.005025,0,0,0.005038,0.002519,0.002519,0,0,0,0.466298,0.493305,0.602525,0
0,0.006472,0,0.001621,0,0.004862,0.003241,0,0,0,0.704068,0.749523,0.921236,0
0,0.022222,0,0,0.011236,0,0.022472,0,0,0,0.599321,0.623417,0.759819,0
0,0.023881,0,0,0.011976,0.008982,0,0.002994,0,0,0.327372,0.335330,0.396576,0
0,0,0,0,0,0.014925,0,0,0,0,0.305395,0.319200,0.381905,0
0,0,0,0,0,0.017794,0,0,0,0,0.462886,0.489193,0.594548,0
0,0.003933,0,0,0.001969,0.004921,0.000984,0.001969,0,0,0.708263,0.753960,0.928014,2
0,0.011364,0,0.011494,0.022989,0,0,0,0,0,0.571499,0.596461,0.727758,0
0,0.016064,0,0.004032,0.008065,0.008065,0,0.004032,0,0,0.252132,0.259389,0.304539,0
0,0,0,0,0.016129,0.016129,0,0,0,0,0.414616,0.435527,0.521009,0
0,0.012526,0,0.002092,0.006276,0.004184,0.004184,0.002092,0,0,0.499312,0.527739,0.644429,0
0.017383,0,0,0,0,0.000916,0,0,0,0,0.251207,0.270703,0.325365,1
0.044944,0,0,0,0,0,0,0,0,0,0.030748,0.041563,0.033621,0
0.013201,0,0,0,0,0,0,0,0,0,0.044811,0.060844,0.049406,0
0.123077,0.015385,0,0,0,0.03125,0,0,0,0,0.058345,0.059094,0.055719,0
0.031088,0.010363,0.002597,0,0.007792,0.005195,0.005195,0,0,0,0.302883,0.322322,0.386138,1
0.006783,0.003876,0,0,0.00194,0.00582,0,0.00097,0,0.00097,0.609824,0.649059,0.797201,2
0.02439,0.012195,0,0,0,0.012346,0,0,0,0,0.410468,0.434347,0.525567,0
0.002994,0.017964,0,0,0.006006,0.009009,0.006006,0.003003,0,0,0.148027,0.150844,0.161576,0
0.024096,0,0.012195,0,0,0.02439,0,0,0,0,0.160274,0.168790,0.190893,1
0.035484,0,0,0,0.003236,0.009709,0,0,0,0,0.242053,0.260201,0.306641,0
0.0125,0.0025,0,0.001252,0,0.002503,0.001252,0.001252,0,0,0.549519,0.585783,0.718561,1
0,0.033333,0,0.011236,0,0,0,0,0,0,0.564837,0.597333,0.724948,0
0.008264,0.004132,0,0,0,0.012448,0,0,0,0,0.118193,0.128802,0.133745,1
0,0,0,0,0.016949,0.016949,0,0,0,0,0.407465,0.423916,0.506893,0
0,0.008883,0,0,0.006353,0.003812,0.001271,0.002541,0,0,0.611183,0.647678,0.793165,0
0.002299,0,0,0,0.002304,0.006912,0,0,0,0,0.691441,0.736397,0.905170,0
0,0,0,0,0.021277,0,0,0,0,0,0.329629,0.344778,0.414607,0
0,0.018293,0,0,0.009174,0.015291,0,0.003058,0,0,0.262860,0.267091,0.303458,0
0,0,0,0,0.018519,0.037037,0,0,0,0,0.304296,0.316084,0.369194,0
0,0.014577,0,0.002924,0.002924,0.005848,0.002924,0.005848,0,0,0.553860,0.586527,0.715360,0
0.017002,0.001546,0.001548,0,0,0.001548,0.001548,0,0,0,0.531608,0.566385,0.693774,0
0,0.0125,0,0.012658,0,0,0,0,0,0,0.504576,0.532076,0.648640,0
0,0.014493,0,0.003636,0.010909,0.021818,0.003636,0.003636,0,0,0.244436,0.248247,0.285454,0
0,0,0,0,0.016949,0,0,0,0,0,0.307437,0.306765,0.357726,0
0.00361,0.01444,0,0.007246,0.003623,0.01087,0,0.007246,0,0,0.364250,0.383052,0.459598,0
0,0.004751,0,0.002381,0,0,0,0.002381,0,0,0.755714,0.805612,0.992936,0
0,0.012658,0,0,0,0,0.012821,0,0,0,0.524990,0.548163,0.664976,0
0,0.014599,0,0,0.003663,0.010989,0.007326,0,0,0,0.242213,0.245058,0.278839,0
0,0.018182,0,0,0.018519,0,0,0,0,0,0.220710,0.215336,0.242593,0
0,0.020833,0,0.00597,0.01194,0.00597,0.008955,0.00597,0,0,0.441933,0.464672,0.563596,0
0.019824,0.002203,0.002208,0,0,0.006623,0.002208,0,0,0,0.446837,0.476114,0.579984,0
0.045977,0.011494,0,0,0.034884,0,0.011628,0,0,0,0.350029,0.353479,0.422072,0
0.006061,0.009091,0,0,0.00304,0.024316,0,0,0,0,0.287157,0.296924,0.345665,0
0,0,0,0,0,0.042553,0,0,0,0,0.154569,0.156694,0.169489,0
0,0.01002,0,0.002008,0.004016,0.01004,0.004016,0.004016,0,0,0.584359,0.620750,0.759636,0
0,0,0,0,0,0.001901,0,0,0,0,0.756490,0.806189,0.992525,0
0,0.024691,0,0,0.025,0,0.025,0,0,0,0.542105,0.566102,0.689855,0
0,0.030172,0,0.008658,0.004329,0.021645,0.004329,0.008658,0,0,0.199365,0.196564,0.214530,0
0,0,0,0,0.04,0.02,0,0,0,0,0.206437,0.208765,0.233397,0
0.009804,0.007353,0,0.002457,0.007371,0.007371,0.002457,0.002457,0,0,0.434590,0.459209,0.558186,0
0.008097,0.002024,0,0,0,0.002028,0,0,0,0,0.653340,0.695879,0.856013,0
0.029126,0.009709,0,0,0,0,0.009804,0,0,0,0.334837,0.353380,0.423055,0
0.003436,0.013746,0,0,0.017241,0.010345,0,0.006897,0,0,0.208374,0.203984,0.228279,0
0,0,0,0,0.009804,0.009804,0,0,0,0,0.441330,0.467654,0.566874,2
0,0.019608,0,0,0.011811,0.007874,0.011811,0,0,0,0.336552,0.354033,0.423957,0
0,0,0,0,0,0.001862,0,0,0,0,0.762096,0.812377,1.001064,0
0,0,0,0,0.025974,0,0,0,0,0,0.452543,0.473400,0.572942,0
0,0.008621,0,0,0.008658,0.008658,0,0,0,0,0.245729,0.246506,0.277502,0
0,0,0,0,0,0.04878,0,0,0,0,0.089472,0.089178,0.086352,0
0,0.003704,0,0,0.007435,0.007435,0,0,0,0,0.491094,0.520230,0.633995,0
0.00159,0,0,0,0,0.001592,0,0,0,0,0.613449,0.652894,0.801245,0
0,0.011765,0,0,0,0,0,0,0,0,0.431393,0.444805,0.537898,0
0,0.022222,0,0,0.026786,0.022321,0.008929,0.004464,0,0,0.192261,0.186289,0.207113,0
0,0.021277,0,0,0,0.021739,0,0,0,0,0.370584,0.388483,0.465041,0
0,0.027778,0,0.007968,0.007968,0.023904,0.003984,0.007968,0,0,0.481421,0.508054,0.615742,0
0,0.008571,0,0,0,0,0,0.002865,0,0,0.804636,0.856818,1.056345,0
0,0,0,0,0.026316,0,0,0,0,0,0.508442,0.533373,0.648895,0
0,0.010169,0,0.003401,0.006803,0.030612,0.006803,0.003401,0,0,0.282143,0.282932,0.323972,1
0,0.02,0,0,0,0.040816,0,0,0,0,0.374369,0.392805,0.467312,2
0,0,0,0,0.002625,0.007874,0,0,0,0,0.509702,0.537221,0.652158,1
0.003521,0.005282,0.001764,0.001764,0.003527,0,0,0.001764,0,0,0.575080,0.611356,0.750968,1
0,0.044944,0,0,0.045455,0,0.011364,0.011364,0,0,0.343357,0.351884,0.423691,0
0.012712,0.004237,0,0,0,0.021277,0,0,0,0,0.127839,0.138303,0.145386,0
0,0.032787,0,0,0.016667,0.016667,0,0.016667,0,0,0.202769,0.208823,0.240222,0
0.00339,0.013559,0,0.003401,0,0.003401,0.003401,0.003401,0,0,0.344929,0.370139,0.447370,0
0,0,0,0,0,0.002907,0,0,0,0,0.746613,0.795768,0.980317,0
0,0.011494,0,0,0,0,0.011628,0,0,0,0.359554,0.366326,0.435642,0
0,0.022222,0,0,0.007435,0.011152,0.011152,0,0,0,0.199689,0.195494,0.217061,0
0,0,0,0,0,0.028169,0,0,0,0,0.469184,0.494614,0.595456,1
0,0.014245,0,0.005714,0.002857,0.011429,0.005714,0.005714,0,0,0.534832,0.565486,0.689421,2
