@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.823,0.122,0.054,0.223,0.491,0
0.122,0.777,0.101,0.198,0.395,0
0.038,0.326,0.636,0.119,0.377,2
0.155,0.044,0.801,0.2,0.369,2
0.264,0.484,0.252,0.408,0.46,1
0.128,0.838,0.035,0.294,0.365,0
0.591,0.19,0.218,0.226,0.369,0
0.406,0.264,0.33,0.135,0.424,0
0.268,0.388,0.343,0.257,0.377,0
0.68,0.268,0.052,0.482,0.271,0
0.546,0.383,0.07,0.409,0.313,0
0.46,0.227,0.313,0.279,0.398,0
0.493,0.364,0.143,0.128,0.374,0
0.742,0.147,0.111,0.373,0.331,0
0.631,0.245,0.124,0.357,0.348,0
0.045,0.81,0.145,0.193,0.354,0
0.157,0.063,0.78,0.267,0.338,0
0.085,0.888,0.027,0.143,0.39,0
0.707,0.042,0.251,0.323,0.342,0
0.049,0.773,0.178,0.536,0.264,1
0.119,0.634,0.247,0.355,0.295,1
0.074,0.276,0.65,0.246,0.321,0
0.105,0.644,0.251,0.127,0.403,1
0.76,0.164,0.076,0.422,0.3,0
0.601,0.134,0.266,0.517,0.262,0
0.545,0.186,0.268,0.493,0.25,0
0.252,0.439,0.309,0.208,0.343,0
0.049,0.77,0.181,0.135,0.596,1
0.703,0.094,0.204,0.295,0.348,0
0.539,0.253,0.207,0.502,0.206,0
0.307,0.482,0.211,0.336,0.248,0
0.316,0.265,0.419,0.315,0.308,0
0.066,0.293,0.641,0.123,0.376,1
0.909,0.021,0.07,0.487,0.257,0
0.782,0.083,0.135,0.339,0.438,0
0.376,0.269,0.355,0.308,0.472,2
0.115,0.073,0.812,0.242,0.372,2
0.119,0.529,0.352,0.134,0.405,2
0.406,0.47,0.125,0.305,0.398,0
0.32,0.579,0.101,0.469,0.327,0
0.288,0.252,0.46,0.24,0.333,2
0.06,0.514,0.426,0.227,0.344,1
0.041,0.848,0.111,0.144,0.413,1
0.762,0.183,0.055,0.668,0.189,0
0.541,0.198,0.26,0.612,0.217,0
0.141,0.197,0.663,0.4,0.269,1
0.685,0.22,0.095,0.283,0.363,0
0.209,0.383,0.408,0.098,0.456,0
0.486,0.193,0.321,0.519,0.281,0
0.335,0.597,0.068,0.43,0.309,0
0.194,0.227,0.579,0.232,0.239,0
0.497,0.373,0.13,0.285,0.347,0
0.766,0.088,0.146,0.123,0.375,0
0.508,0.145,0.346,0.158,0.309,0
0.444,0.394,0.162,0.459,0.318,0
0.249,0.624,0.127,0.366,0.409,0
0.189,0.129,0.682,0.296,0.396,0
0.773,0.067,0.161,0.14,0.376,0
0.869,0.012,0.119,0.444,0.309,0
0.724,0.214,0.062,0.592,0.273,0
0.403,0.326,0.27,0.746,0.138,0
0.195,0.605,0.2,0.111,0.729,0
0.101,0.789,0.11,0.139,0.395,0
0.689,0.205,0.106,0.465,0.274,0
0.475,0.221,0.304,0.494,0.223,0
0.242,0.536,0.223,0.308,0.281,0
0.291,0.651,0.058,0.213,0.409,0
0.06,0.189,0.751,0.138,0.384,2
0.817,0.085,0.098,0.414,0.299,0
0.414,0.448,0.138,0.553,0.159,0
0.077,0.761,0.161,0.337,0.301,0
0.336,0.233,0.431,0.276,0.31,0
0.062,0.513,0.425,0.105,0.598,1
0.942,0.003,0.056,0.018,0.784,0
0.48,0.409,0.111,0.253,0.549,0
0.274,0.344,0.382,0.004,0.563,0
0.245,0.664,0.091,0.068,0.743,1
0.024,0.772,0.204,0.11,0.426,2
0.417,0.352,0.231,0.135,0.452,0
0.416,0.361,0.222,0.638,0.232,0
0.18,0.487,0.333,0.004,0.918,1
0.23,0.749,0.021,0.068,0.572,0
0.075,0.739,0.186,0.071,0.515,1
0.684,0.087,0.228,0.342,0.357,0
0.524,0.418,0.059,0.265,0.504,1
0.395,0.38,0.225,0.659,0.201,0
0.089,0.127,0.784,0.218,0.372,0
0.267,0.696,0.036,0.124,0.414,0
0.806,0.013,0.181,0.289,0.448,0
0.446,0.353,0.201,0.493,0.316,0
0.365,0.589,0.046,0.517,0.313,0
0.472,0.389,0.138,0.206,0.376,0
0.183,0.719,0.098,0.076,0.479,0
0.704,0.073,0.223,0.249,0.435,0
0.724,0.184,0.092,0.449,0.321,0
0.295,0.669,0.035,0.698,0.202,0
0.897,0.04,0.063,0.272,0.379,0
0.414,0.193,0.393,0.113,0.391,0
0.777,0.083,0.14,0.563,0.241,0
