@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.071,0.829,0.1,0.276,0.63,0
0.051,0.331,0.618,0.316,0.333,2
0.107,0.473,0.42,0.413,0.376,1
0.153,0.8,0.047,0.548,0.433,0
0.306,0.347,0.347,0.396,0.387,0
0.122,0.327,0.551,0.257,0.421,0
0.526,0.294,0.181,0.594,0.341,0
0.738,0.211,0.051,0.645,0.305,0
0.448,0.229,0.323,0.513,0.423,0
0.222,0.585,0.192,0.376,0.189,0
0.137,0.69,0.174,0.333,0.482,1
0.085,0.713,0.202,0.276,0.466,1
0.422,0.23,0.348,0.559,0.248,0
0.657,0.152,0.192,0.693,0.279,0
0.261,0.414,0.324,0.376,0.371,0
0.03,0.784,0.186,0.517,0.37,1
0.522,0.271,0.208,0.571,0.39,0
0.041,0.361,0.598,0.09,0.214,1
0.458,0.258,0.284,0.184,0.337,2
0.156,0.077,0.766,0.195,0.602,2
0.051,0.628,0.321,0.614,0.258,2
0.312,0.598,0.09,0.695,0.264,0
0.083,0.492,0.425,0.472,0.463,1
0.033,0.879,0.087,0.716,0.21,1
0.565,0.197,0.238,0.605,0.309,0
0.467,0.351,0.182,0.471,0.416,0
0.142,0.501,0.357,0.327,0.445,0
0.536,0.198,0.265,0.571,0.376,0
0.318,0.525,0.158,0.554,0.403,0
0.234,0.075,0.691,0.435,0.401,0
0.668,0.253,0.079,0.468,0.421,0
0.594,0.216,0.19,0.73,0.136,0
0.3,0.482,0.218,0.479,0.319,0
0.026,0.917,0.057,0.605,0.231,0
0.016,0.207,0.777,0.197,0.261,2
0.044,0.578,0.378,0.107,0.788,1
0.928,0.003,0.069,0.236,0.668,0
0.498,0.392,0.11,0.175,0.812,0
0.287,0.408,0.304,0.515,0.292,0
0.172,0.716,0.112,0.213,0.742,1
0.029,0.773,0.199,0.085,0.346,2
0.902,0.056,0.041,0.514,0.441,0
0.319,0.477,0.204,0.225,0.719,0
0.151,0.561,0.288,0.252,0.396,1
0.299,0.672,0.029,0.253,0.711,0
0.023,0.846,0.131,0.165,0.514,1
0.644,0.113,0.243,0.565,0.379,0
0.577,0.364,0.059,0.41,0.564,1
0.017,0.188,0.795,0.065,0.134,0
0.295,0.663,0.043,0.584,0.365,0
0.721,0.019,0.26,0.389,0.42,0
0.417,0.381,0.202,0.4,0.542,0
0.243,0.692,0.064,0.593,0.262,0
0.167,0.71,0.124,0.322,0.391,0
0.88,0.023,0.097,0.5,0.431,0
0.592,0.269,0.138,0.5,0.441,0
0.542,0.397,0.06,0.661,0.305,0
0.673,0.133,0.194,0.519,0.425,0
0.387,0.25,0.363,0.356,0.327,0
0.157,0.709,0.133,0.321,0.616,0
0.005,0.8,0.195,0.147,0.577,1
0.018,0.117,0.865,0.066,0.291,2
0.531,0.397,0.072,0.431,0.507,0
0.648,0.156,0.196,0.471,0.472,0
0.122,0.833,0.046,0.279,0.579,0
0.947,0.016,0.037,0.6,0.196,0
0.505,0.326,0.169,0.365,0.604,0
0.649,0.308,0.042,0.644,0.236,0
0.129,0.565,0.306,0.359,0.396,0
0.353,0.571,0.076,0.631,0.148,0
0.332,0.329,0.338,0.268,0.456,0
0.177,0.688,0.134,0.291,0.469,0
0.393,0.193,0.414,0.327,0.515,0
0.59,0.177,0.233,0.428,0.509,0
0.14,0.289,0.571,0.26,0.286,2
0.259,0.651,0.089,0.485,0.448,0
0.091,0.879,0.029,0.705,0.29,0
0.858,0.011,0.131,0.525,0.398,0
0.548,0.393,0.059,0.627,0.28,0
0.491,0.445,0.064,0.682,0.293,0
0.049,0.888,0.063,0.277,0.574,0
0.885,0.02,0.095,0.491,0.418,0
0.105,0.682,0.214,0.755,0.215,1
0.186,0.664,0.15,0.17,0.673,1
0.96,0.022,0.018,0.444,0.437,0
0.432,0.542,0.026,0.285,0.703,0
0.06,0.923,0.018,0.543,0.4,0
0.277,0.541,0.182,0.241,0.729,0
0.278,0.704,0.018,0.532,0.434,0
0.89,0.076,0.034,0.57,0.36,0
0.561,0.279,0.16,0.612,0.275,0
0.353,0.375,0.272,0.429,0.432,1
0.034,0.874,0.093,0.509,0.449,2
0.395,0.401,0.204,0.56,0.352,1
0.029,0.913,0.058,0.162,0.608,0
0.414,0.505,0.082,0.482,0.246,0
0.336,0.281,0.382,0.253,0.44,0
0.081,0.04,0.878,0.266,0.399,2
0.366,0.551,0.083,0.254,0.688,0
0.388,0.54,0.072,0.334,0.462,0
0.28,0.642,0.078,0.642,0.312,0
0.223,0.632,0.145,0.637,0.318,0
0.862,0.009,0.128,0.437,0.337,0
0.702,0.229,0.068,0.624,0.315,0
0.156,0.12,0.723,0.344,0.498,0
0.147,0.708,0.145,0.403,0.447,1
0.583,0.178,0.239,0.766,0.22,0
0.086,0.731,0.183,0.212,0.684,1
0.568,0.087,0.345,0.466,0.494,0
0.157,0.646,0.196,0.215,0.62,1
0.544,0.386,0.07,0.339,0.635,0
0.087,0.823,0.09,0.173,0.703,0
0.615,0.137,0.249,0.425,0.512,0
0.365,0.211,0.424,0.738,0.095,0
0.161,0.685,0.154,0.412,0.406,0
0.41,0.439,0.151,0.508,0.354,0
0.236,0.51,0.253,0.425,0.396,0
0.678,0.187,0.135,0.548,0.398,0
0.319,0.381,0.3,0.676,0.3,0
0.726,0.03,0.244,0.639,0.329,0
0.248,0.528,0.224,0.49,0.368,0
0.273,0.444,0.283,0.351,0.386,0
0.15,0.748,0.102,0.758,0.182,0
0.305,0.377,0.318,0.327,0.534,1
0.035,0.704,0.262,0.145,0.402,2
0.661,0.153,0.186,0.494,0.35,0
0.122,0.465,0.412,0.578,0.288,0
0.715,0.141,0.144,0.681,0.303,0
0.196,0.72,0.084,0.395,0.503,0
0.332,0.615,0.053,0.246,0.722,0
0.062,0.525,0.413,0.378,0.534,1
0.78,0.06,0.161,0.822,0.168,0
0.068,0.843,0.089,0.481,0.433,0
0.197,0.663,0.141,0.475,0.473,0
0.033,0.567,0.4,0.233,0.68,0
0.175,0.696,0.129,0.386,0.527,0
0.846,0.004,0.151,0.48,0.428,0
0.274,0.656,0.07,0.376,0.545,0
0.08,0.691,0.229,0.388,0.465,1
0.076,0.868,0.056,0.113,0.877,0
0.211,0.708,0.082,0.285,0.68,0
0.611,0.163,0.226,0.401,0.449,0
0.366,0.22,0.414,0.688,0.274,0
0.347,0.406,0.247,0.642,0.325,0
0.292,0.424,0.284,0.439,0.418,0
0.139,0.804,0.057,0.392,0.54,0
0.263,0.636,0.101,0.631,0.332,0
0.746,0.112,0.142,0.641,0.267,0
0.241,0.676,0.082,0.71,0.252,0
0.196,0.757,0.048,0.384,0.434,0
0.418,0.381,0.201,0.526,0.396,0
0.509,0.216,0.276,0.444,0.376,0
0.064,0.865,0.071,0.509,0.361,0
0.454,0.501,0.044,0.7,0.225,0
0.464,0.359,0.177,0.374,0.536,0
0.447,0.486,0.067,0.581,0.38,1
0.158,0.786,0.056,0.491,0.45,0
0.069,0.361,0.57,0.404,0.376,0
0.025,0.841,0.134,0.168,0.624,1
0.246,0.601,0.153,0.277,0.568,1
0.351,0.588,0.061,0.803,0.191,0
0.665,0.18,0.155,0.492,0.404,0
0.326,0.623,0.051,0.572,0.311,0
0.216,0.686,0.099,0.587,0.26,0
0.18,0.758,0.062,0.177,0.79,0
0.109,0.812,0.079,0.217,0.598,1
0.934,0.032,0.033,0.732,0.246,0
0.37,0.583,0.048,0.309,0.671,0
0.329,0.438,0.233,0.124,0.588,0
0.626,0.057,0.317,0.397,0.519,0
0.099,0.622,0.279,0.418,0.5,0
0.282,0.625,0.092,0.577,0.385,0
0.91,0.026,0.064,0.626,0.349,0
0.614,0.293,0.093,0.35,0.574,0
0.419,0.25,0.331,0.435,0.459,0
0.242,0.668,0.09,0.532,0.423,0
0.53,0.3,0.17,0.572,0.38,0
0.354,0.607,0.038,0.295,0.627,1
0.724,0.142,0.134,0.696,0.286,0
0.531,0.366,0.103,0.244,0.486,0
0.894,0.037,0.069,0.531,0.407,0
0.044,0.883,0.074,0.407,0.444,0
0.278,0.678,0.044,0.474,0.503,0
0.373,0.344,0.283,0.469,0.414,0
0.288,0.621,0.091,0.713,0.172,0
0.7,0.046,0.254,0.453,0.492,0
0.518,0.404,0.078,0.492,0.402,0
0.346,0.485,0.169,0.353,0.484,2
0.19,0.409,0.402,0.315,0.301,0
0.285,0.56,0.155,0.49,0.399,0
0.217,0.71,0.073,0.518,0.431,0
0.332,0.53,0.137,0.413,0.52,0
0.31,0.374,0.316,0.456,0.309,0
0.055,0.746,0.2,0.232,0.486,1
0.957,0.011,0.033,0.468,0.471,0
0.6,0.347,0.053,0.674,0.214,0
0.53,0.366,0.104,0.323,0.623,0
0.717,0.261,0.021,0.105,0.886,0
0.202,0.734,0.064,0.101,0.882,0
0.805,0.155,0.04,0.234,0.726,0
0.347,0.577,0.075,0.446,0.395,0
0.63,0.275,0.095,0.659,0.328,0
0.544,0.37,0.086,0.553,0.434,0
0.934,0.006,0.06,0.542,0.368,0
0.225,0.721,0.055,0.297,0.648,1
0.317,0.547,0.136,0.501,0.388,0
0.301,0.541,0.158,0.214,0.662,1
0.347,0.56,0.093,0.374,0.523,0
0.024,0.193,0.783,0.057,0.118,0
0.102,0.607,0.291,0.369,0.574,0
0.242,0.675,0.083,0.403,0.518,1
0.717,0.159,0.124,0.661,0.183,0
0.438,0.334,0.228,0.441,0.506,0
0.523,0.337,0.14,0.607,0.354,0
0.264,0.059,0.677,0.193,0.183,2
0.034,0.702,0.264,0.373,0.081,2
0.726,0.131,0.143,0.145,0.728,0
0.397,0.469,0.134,0.369,0.582,2
0.469,0.283,0.248,0.418,0.469,0
0.113,0.741,0.146,0.242,0.621,1
0.549,0.397,0.055,0.516,0.38,1
