@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.003,0.318,0.679,0.028,0.467,0.172,0.458,2
0.029,0.466,0.506,0.177,0.692,0.408,0.424,1
0.074,0.727,0.199,0.673,0.26,0.468,0.244,1
0.104,0.748,0.147,0.097,0.627,0.172,0.417,1
0.027,0.778,0.195,0.046,0.797,0.204,0.389,1
0.002,0.338,0.66,0.001,0.212,0.175,0.447,1
0.059,0.46,0.482,0.23,0.12,0.296,0.337,2
0.064,0.081,0.855,0.044,0.727,0.225,0.314,2
0.102,0.559,0.339,0.199,0.603,0.176,0.397,2
0.015,0.499,0.486,0.15,0.787,0.232,0.327,1
0.107,0.834,0.059,0.202,0.705,0.181,0.376,1
0.008,0.189,0.803,0.009,0.35,0.185,0.413,2
0.003,0.632,0.365,0.018,0.74,0.145,0.504,1
0.121,0.773,0.105,0.319,0.636,0.1,0.694,1
0.011,0.772,0.218,0.008,0.401,0.156,0.483,2
0.124,0.634,0.242,0.056,0.602,0.007,0.961,1
0.062,0.792,0.146,0.065,0.714,0.101,0.66,1
0.488,0.462,0.05,0.672,0.315,0.265,0.333,1
0.008,0.835,0.157,0.002,0.793,0.205,0.393,1
0.02,0.124,0.856,0.001,0.249,0.203,0.478,2
0.052,0.394,0.554,0.006,0.311,0.157,0.601,2
0.127,0.633,0.24,0.432,0.479,0.247,0.33,1
0.402,0.478,0.12,0.154,0.811,0.192,0.401,1
0.584,0.255,0.162,0.319,0.542,0.239,0.371,1
0.019,0.857,0.124,0.567,0.409,0.193,0.42,2
0.386,0.42,0.194,0.304,0.568,0.247,0.279,1
0.109,0.7,0.19,0.332,0.467,0.365,0.255,1
0.139,0.735,0.126,0.45,0.475,0.158,0.495,1
0.672,0.282,0.046,0.414,0.435,0.4,0.223,1
0.462,0.247,0.291,0.312,0.523,0.249,0.31,1
0.013,0.729,0.258,0.021,0.481,0.173,0.47,2
0.113,0.577,0.309,0.064,0.789,0.586,0.294,1
0.071,0.785,0.144,0.071,0.668,0.183,0.505,1
0.222,0.695,0.084,0.265,0.685,0.443,0.258,1
0.048,0.842,0.109,0.102,0.738,0.157,0.557,1
0.097,0.755,0.148,0.105,0.689,0.375,0.262,1
0.086,0.842,0.072,0.201,0.734,0.11,0.613,1
0.133,0.828,0.038,0.56,0.367,0.369,0.339,1
0.373,0.457,0.17,0.554,0.372,0.538,0.24,2
0.019,0.727,0.254,0.136,0.58,0.112,0.583,1
0.126,0.829,0.045,0.148,0.811,0.259,0.45,1
0.488,0.411,0.101,0.484,0.42,0.134,0.701,1
0.106,0.793,0.101,0.562,0.392,0.067,0.689,1
0.78,0.019,0.201,0.232,0.106,0.225,0.341,2
0.022,0.701,0.277,0.002,0.05,0.167,0.415,2
0.241,0.615,0.144,0.278,0.689,0.451,0.247,2
0.119,0.698,0.183,0.461,0.431,0.171,0.474,1
0.807,0.175,0.018,0.295,0.572,0.449,0.225,1
0.133,0.461,0.406,0.443,0.288,0.227,0.348,0
0.723,0.128,0.149,0.058,0.643,0.185,0.473,0
0.879,0.068,0.054,0.903,0.091,0.348,0.296,0
0.179,0.704,0.117,0.316,0.644,0.236,0.3,0
0.767,0.035,0.198,0.066,0.792,0.3,0.341,0
0.357,0.574,0.07,0.235,0.714,0.408,0.245,0
0.148,0.598,0.254,0.057,0.752,0.153,0.519,0
0.455,0.454,0.091,0.344,0.578,0.524,0.282,0
0.219,0.743,0.038,0.496,0.48,0.214,0.386,0
0.342,0.083,0.576,0.183,0.613,0.192,0.339,0
0.676,0.254,0.071,0.199,0.752,0.64,0.205,0
0.708,0.092,0.2,0.683,0.296,0.368,0.327,0
0.833,0.061,0.107,0.298,0.655,0.379,0.365,0
0.695,0.287,0.018,0.295,0.572,0.192,0.363,0
0.982,0.009,0.009,0.47,0.497,0.68,0.243,0
0.981,0.009,0.009,0.345,0.601,0.321,0.32,0
0.573,0.025,0.402,0.075,0.801,0.746,0.211,0
0.878,0.03,0.093,0.872,0.114,0.313,0.505,0
