@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.017,0.348,0.636,0.125,0.407,2
0.099,0.062,0.839,0.172,0.36,2
0.103,0.466,0.432,0.293,0.557,1
0.065,0.755,0.18,0.544,0.232,1
0.132,0.618,0.25,0.329,0.317,1
0.12,0.696,0.184,0.126,0.381,1
0.093,0.694,0.213,0.143,0.352,1
0.018,0.338,0.645,0.123,0.394,1
0.091,0.497,0.413,0.552,0.316,2
0.119,0.094,0.787,0.3,0.363,2
0.117,0.509,0.375,0.122,0.359,2
0.501,0.216,0.283,0.233,0.328,2
0.081,0.447,0.472,0.213,0.338,1
0.049,0.867,0.084,0.128,0.348,1
0.041,0.26,0.699,0.386,0.292,1
0.012,0.201,0.787,0.127,0.366,2
0.021,0.644,0.335,0.3,0.523,1
0.225,0.709,0.067,0.139,0.766,1
0.043,0.719,0.238,0.153,0.474,2
0.055,0.656,0.289,0.002,0.996,1
0.118,0.717,0.165,0.1,0.698,1
0.453,0.501,0.047,0.478,0.347,1
0.359,0.399,0.242,0.336,0.308,2
0.013,0.778,0.208,0.145,0.355,1
0.38,0.057,0.563,0.436,0.289,2
0.041,0.095,0.864,0.325,0.472,2
0.783,0.135,0.081,0.503,0.248,1
0.113,0.682,0.205,0.268,0.318,2
0.132,0.675,0.192,0.225,0.337,1
0.581,0.336,0.083,0.173,0.397,1
0.065,0.512,0.424,0.212,0.333,1
0.449,0.276,0.275,0.235,0.34,2
0.197,0.781,0.022,0.089,0.343,1
0.761,0.15,0.089,0.56,0.228,2
0.657,0.221,0.122,0.23,0.373,1
0.046,0.828,0.126,0.119,0.354,2
0.233,0.074,0.694,0.44,0.294,1
0.334,0.609,0.057,0.567,0.22,1
0.159,0.232,0.609,0.391,0.287,2
0.629,0.27,0.101,0.278,0.317,1
0.215,0.421,0.364,0.553,0.231,2
0.067,0.031,0.903,0.138,0.377,2
0.158,0.513,0.329,0.24,0.326,1
0.104,0.694,0.202,0.437,0.269,1
0.192,0.687,0.121,0.124,0.594,1
0.13,0.599,0.272,0.612,0.224,1
0.202,0.581,0.217,0.473,0.267,1
0.316,0.361,0.323,0.246,0.33,1
0.04,0.668,0.292,0.152,0.443,2
0.529,0.387,0.084,0.631,0.2,1
0.043,0.494,0.463,0.533,0.254,1
0.037,0.738,0.225,0.329,0.492,1
0.167,0.703,0.13,0.152,0.357,1
0.037,0.107,0.856,0.191,0.349,2
0.203,0.661,0.136,0.122,0.352,1
0.603,0.377,0.02,0.67,0.182,1
0.27,0.668,0.062,0.501,0.249,1
0.053,0.815,0.132,0.098,0.709,1
0.195,0.674,0.13,0.482,0.27,1
0.142,0.789,0.069,0.159,0.614,1
0.199,0.779,0.022,0.577,0.292,1
0.52,0.438,0.042,0.127,0.355,1
0.025,0.803,0.172,0.396,0.294,1
0.013,0.074,0.912,0.155,0.354,2
0.076,0.432,0.492,0.113,0.351,2
0.329,0.514,0.156,0.596,0.214,2
0.043,0.701,0.257,0.115,0.562,1
0.205,0.768,0.027,0.224,0.658,1
0.46,0.445,0.095,0.163,0.754,1
0.176,0.746,0.078,0.06,0.805,1
0.046,0.805,0.149,0.344,0.304,1
0.862,0.013,0.125,0.227,0.359,2
0.03,0.674,0.296,0.112,0.368,2
0.325,0.573,0.102,0.524,0.239,2
0.166,0.672,0.161,0.155,0.452,1
0.763,0.214,0.023,0.558,0.223,1
0.738,0.015,0.247,0.436,0.294,0
0.336,0.299,0.365,0.615,0.207,0
0.035,0.842,0.123,0.097,0.345,0
0.878,0.007,0.115,0.312,0.608,0
0.869,0.043,0.088,0.25,0.332,0
0.468,0.487,0.044,0.209,0.334,0
0.743,0.204,0.053,0.626,0.207,0
0.145,0.409,0.446,0.722,0.167,0
0.796,0.066,0.138,0.301,0.313,0
0.746,0.147,0.107,0.341,0.323,0
0.958,0.013,0.029,0.664,0.309,0
0.289,0.666,0.045,0.161,0.365,0
0.496,0.435,0.069,0.637,0.229,0
0.886,0.099,0.015,0.305,0.324,0
0.208,0.708,0.084,0.135,0.361,0
0.234,0.241,0.525,0.256,0.334,0
0.465,0.495,0.039,0.44,0.268,0
0.239,0.192,0.569,0.226,0.341,0
0.042,0.779,0.179,0.262,0.32,0
0.168,0.647,0.185,0.132,0.355,0
0.297,0.66,0.043,0.15,0.401,0
0.238,0.731,0.031,0.603,0.233,0
0.95,0.013,0.038,0.546,0.364,0
0.119,0.759,0.122,0.541,0.233,0
0.781,0.123,0.096,0.203,0.341,0
0.81,0.069,0.121,0.515,0.263,0
0.762,0.2,0.037,0.493,0.247,0
0.256,0.715,0.029,0.369,0.417,0
0.142,0.733,0.125,0.362,0.551,0
0.215,0.723,0.062,0.563,0.224,0
0.195,0.752,0.052,0.133,0.433,0
0.827,0.018,0.155,0.314,0.313,0
0.825,0.147,0.028,0.129,0.351,0
0.409,0.393,0.198,0.781,0.138,0
0.698,0.194,0.108,0.407,0.301,0
0.881,0.069,0.05,0.642,0.193,0
0.592,0.397,0.011,0.121,0.374,0
0.282,0.412,0.306,0.191,0.344,0
0.622,0.314,0.064,0.707,0.166,0
0.32,0.65,0.031,0.638,0.225,0
