@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.028,0.312,0.66,0.204,0.326,2
0.051,0.432,0.517,0.266,0.479,1
0.036,0.743,0.221,0.767,0.161,1
0.204,0.668,0.129,0.284,0.471,1
0.007,0.786,0.206,0.303,0.546,1
0.024,0.313,0.663,0.032,0.171,1
0.221,0.243,0.536,0.026,0.351,2
0.067,0.035,0.898,0.056,0.722,2
0.032,0.603,0.365,0.741,0.146,2
0.017,0.504,0.479,0.162,0.745,1
0.134,0.824,0.041,0.766,0.162,1
0.036,0.151,0.812,0.118,0.266,2
0.054,0.495,0.451,0.006,0.767,1
0.421,0.525,0.055,0.039,0.943,1
0.007,0.797,0.196,0.03,0.421,2
0.138,0.52,0.342,0.119,0.53,1
0.026,0.788,0.186,0.136,0.625,1
0.558,0.402,0.04,0.14,0.84,1
0.003,0.802,0.195,0.046,0.715,1
0.004,0.087,0.908,0.009,0.2,2
0.111,0.257,0.632,0.077,0.338,2
0.114,0.653,0.233,0.579,0.363,1
0.177,0.642,0.181,0.127,0.82,1
0.54,0.238,0.222,0.496,0.371,1
0.026,0.831,0.143,0.569,0.392,2
0.17,0.6,0.23,0.415,0.473,1
0.023,0.025,0.952,0.271,0.346,2
0.064,0.692,0.244,0.223,0.632,1
0.102,0.677,0.221,0.131,0.81,1
0.247,0.667,0.086,0.085,0.791,1
0.698,0.133,0.169,0.114,0.776,1
0.017,0.7,0.283,0.088,0.438,2
0.06,0.46,0.481,0.102,0.83,1
0.097,0.633,0.27,0.085,0.78,1
0.434,0.528,0.038,0.333,0.604,1
0.028,0.809,0.164,0.082,0.818,1
0.083,0.699,0.218,0.119,0.696,1
0.072,0.84,0.088,0.323,0.555,1
0.298,0.687,0.016,0.11,0.823,1
0.252,0.572,0.176,0.728,0.196,2
0.036,0.696,0.268,0.117,0.582,1
0.144,0.823,0.033,0.119,0.834,1
0.462,0.408,0.13,0.088,0.814,1
0.379,0.57,0.052,0.455,0.468,1
0.079,0.036,0.885,0.064,0.352,2
0.022,0.693,0.285,0.212,0.031,2
0.354,0.527,0.119,0.214,0.74,2
0.238,0.672,0.089,0.122,0.744,1
0.382,0.579,0.039,0.415,0.465,1
0.008,0.909,0.083,0.183,0.604,0
0.501,0.344,0.155,0.051,0.939,0
0.053,0.458,0.489,0.107,0.814,0
0.378,0.443,0.179,0.237,0.727,0
0.419,0.536,0.044,0.53,0.405,0
0.284,0.673,0.044,0.578,0.25,0
0.066,0.858,0.075,0.808,0.177,0
0.162,0.222,0.616,0.136,0.566,0
0.427,0.327,0.246,0.823,0.072,0
0.841,0.151,0.008,0.005,0.988,0
0.301,0.633,0.066,0.793,0.149,0
0.879,0.042,0.08,0.547,0.431,0
0.384,0.56,0.056,0.261,0.666,0
0.17,0.719,0.111,0.274,0.672,0
0.075,0.727,0.199,0.405,0.425,0
0.685,0.139,0.176,0.184,0.662,0
0.807,0.112,0.082,0.594,0.379,0
0.894,0.003,0.103,0.186,0.71,0
0.239,0.466,0.294,0.101,0.672,0
0.49,0.496,0.014,0.006,0.984,0
