@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.027778,0,0,0,0,0,0,0,0.331312,0.351495,0.410187,0
0,0.00232,0,0,0,0,0,0,0,0.482181,0.523879,0.612526,0
0.003226,0.008602,0,0.001076,0.002153,0,0,0,0,0.719400,0.780698,0.922685,2
0,0.006536,0,0,0.006579,0,0,0,0,0.699311,0.754884,0.891070,2
0.00271,0.02439,0,0,0.005435,0.002717,0.005435,0,0,0.411420,0.437586,0.509948,1
0,0.018182,0,0,0,0,0,0,0,0.298401,0.316193,0.362719,0
0,0.005155,0,0.002584,0,0,0.002584,0,0,0.464087,0.499754,0.584327,0
0.007326,0.014652,0,0.002445,0.001222,0.003667,0.00489,0,0,0.612668,0.663335,0.781670,0
0,0,0,0,0,0,0,0,0,0.507777,0.545635,0.636515,0
0,0.008929,0,0,0.008969,0,0,0,0,0.218291,0.222238,0.245220,0
0,0,0,0,0,0,0,0,0,0.340374,0.361695,0.413198,0
0,0.015674,0,0.003145,0.006289,0,0.006289,0,0,0.471842,0.506953,0.591488,0
0,0.007634,0,0.001529,0.001529,0.004587,0.001529,0,0,0.755291,0.819838,0.969041,0
0,0.051282,0,0.012987,0.025974,0.012987,0.012987,0,0,0.564247,0.607768,0.712655,0
0,0.016556,0,0,0.006645,0.003322,0.003322,0,0,0.342771,0.361850,0.413314,0
0,0,0,0,0,0,0,0,0,0.528392,0.569002,0.663913,0
0,0.01072,0,0.003067,0.009202,0,0.003067,0,0,0.558223,0.600959,0.707446,0
0,0.005525,0,0.00277,0,0.00277,0.00277,0,0,0.686601,0.744022,0.878384,0
0,0.018018,0,0,0.018182,0.009091,0.009091,0,0,0.631871,0.677188,0.796190,0
0,0.02583,0,0.003704,0.003704,0.007407,0.007407,0,0,0.239153,0.244671,0.270743,1
0,0,0,0,0.025974,0,0,0,0,0.474606,0.506144,0.593153,1
0,0.006182,0,0.003096,0.004644,0.003096,0.001548,0,0,0.532106,0.573674,0.674440,0
