@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.039,0.817,0.144,0.153,0.571,0.17,0.336,1
0.902,0.031,0.067,0.489,0.454,0.35,0.291,0
0.351,0.584,0.065,0.375,0.587,0.334,0.435,1
0.006,0.183,0.811,0.012,0.102,0.222,0.309,0
0.585,0.403,0.012,0.805,0.169,0.116,0.295,0
0.892,0.007,0.102,0.351,0.446,0.338,0.351,0
0.295,0.481,0.224,0.173,0.767,0.393,0.405,0
0.404,0.568,0.028,0.42,0.393,0.426,0.37,0
0.501,0.463,0.036,0.426,0.345,0.248,0.202,0
0.887,0.02,0.092,0.533,0.431,0.19,0.404,0
0.646,0.242,0.112,0.77,0.204,0.256,0.519,0
0.332,0.626,0.042,0.828,0.161,0.729,0.168,0
0.884,0.045,0.071,0.298,0.645,0.23,0.428,0
0.854,0.041,0.105,0.658,0.087,0.105,0.271,0
0.17,0.688,0.143,0.285,0.639,0.147,0.484,0
0.002,0.813,0.185,0.044,0.738,0.137,0.317,1
0.001,0.093,0.905,0.008,0.246,0.399,0.261,2
0.668,0.306,0.026,0.418,0.519,0.63,0.262,0
0.921,0.035,0.044,0.622,0.336,0.235,0.416,0
0.247,0.733,0.02,0.508,0.404,0.321,0.17,0
0.988,0.004,0.009,0.392,0.33,0.972,0.005,0
0.242,0.516,0.243,0.195,0.744,0.422,0.356,0
0.68,0.303,0.017,0.327,0.449,0.589,0.197,0
0.194,0.525,0.281,0.334,0.414,0.153,0.345,0
0.202,0.757,0.041,0.17,0.264,0.464,0.386,0
0.244,0.345,0.411,0.128,0.607,0.282,0.323,0
0.598,0.35,0.052,0.565,0.298,0.161,0.239,0
0.698,0.078,0.223,0.366,0.462,0.509,0.179,0
0.633,0.167,0.2,0.459,0.462,0.665,0.213,0
0.054,0.348,0.598,0.045,0.341,0.465,0.15,2
0.573,0.362,0.065,0.759,0.208,0.229,0.474,0
0.148,0.841,0.011,0.881,0.112,0.09,0.281,0
0.596,0.018,0.386,0.549,0.411,0.684,0.159,0
0.863,0.122,0.015,0.717,0.226,0.134,0.691,0
0.327,0.617,0.056,0.562,0.407,0.204,0.393,0
0.271,0.707,0.023,0.66,0.259,0.143,0.312,0
0.974,0.005,0.021,0.237,0.676,0.632,0.149,0
0.062,0.702,0.236,0.899,0.089,0.162,0.42,1
0.356,0.502,0.142,0.256,0.672,0.16,0.33,1
0.979,0.011,0.01,0.233,0.604,0.845,0.06,0
0.098,0.88,0.022,0.421,0.566,0.339,0.421,0
0.002,0.94,0.057,0.395,0.493,0.726,0.108,0
0.026,0.586,0.388,0.25,0.713,0.185,0.455,0
0.895,0.104,0.001,0.669,0.321,0.11,0.274,0
0.951,0.035,0.015,0.88,0.111,0.799,0.101,0
0.657,0.245,0.098,0.838,0.115,0.365,0.461,0
0.361,0.377,0.262,0.304,0.555,0.198,0.368,1
0.023,0.847,0.13,0.719,0.246,0.126,0.277,2
0.082,0.648,0.27,0.207,0.617,0.143,0.52,1
0.118,0.853,0.029,0.211,0.631,0.174,0.254,0
0.484,0.489,0.027,0.417,0.252,0.726,0.034,0
0.439,0.243,0.317,0.172,0.548,0.149,0.408,0
0.022,0.027,0.95,0.333,0.382,0.145,0.285,2
0.323,0.6,0.077,0.212,0.725,0.447,0.343,0
0.755,0.234,0.012,0.33,0.482,0.22,0.423,0
0.199,0.755,0.046,0.538,0.386,0.647,0.253,0
0.383,0.482,0.135,0.722,0.248,0.129,0.316,0
0.893,0.007,0.1,0.498,0.295,0.897,0.044,0
0.685,0.252,0.064,0.58,0.394,0.611,0.28,0
0.078,0.101,0.821,0.266,0.535,0.114,0.396,0
0.067,0.722,0.211,0.234,0.611,0.238,0.521,1
0.366,0.245,0.389,0.815,0.176,0.17,0.496,0
0.091,0.743,0.166,0.319,0.588,0.093,0.637,1
0.679,0.051,0.27,0.276,0.607,0.513,0.269,0
0.178,0.717,0.105,0.151,0.665,0.299,0.545,1
0.534,0.405,0.061,0.531,0.451,0.412,0.267,0
0.031,0.847,0.123,0.312,0.582,0.33,0.177,0
0.812,0.055,0.133,0.574,0.378,0.354,0.37,0
0.561,0.142,0.297,0.62,0.124,0.236,0.368,0
0.136,0.711,0.154,0.471,0.387,0.138,0.301,0
0.308,0.511,0.181,0.134,0.721,0.521,0.324,0
0.332,0.412,0.257,0.369,0.462,0.068,0.69,0
0.57,0.255,0.175,0.439,0.532,0.435,0.388,0
0.351,0.366,0.283,0.675,0.313,0.564,0.26,0
0.812,0.013,0.175,0.429,0.537,0.205,0.462,0
0.418,0.459,0.123,0.488,0.361,0.158,0.288,0
0.296,0.449,0.255,0.275,0.611,0.367,0.403,0
0.409,0.539,0.052,0.533,0.333,0.124,0.273,0
0.57,0.214,0.215,0.194,0.666,0.156,0.457,1
0.012,0.722,0.267,0.147,0.393,0.184,0.255,2
0.564,0.174,0.262,0.566,0.345,0.18,0.421,0
0.239,0.453,0.307,0.354,0.457,0.302,0.384,0
0.949,0.024,0.028,0.126,0.819,0.147,0.502,0
0.541,0.432,0.027,0.495,0.456,0.171,0.306,0
0.024,0.89,0.085,0.361,0.579,0.435,0.4,0
0.122,0.541,0.337,0.133,0.767,0.66,0.163,1
0.941,0.014,0.044,0.751,0.221,0.17,0.502,0
0.166,0.758,0.077,0.607,0.31,0.135,0.297,0
0.46,0.468,0.072,0.391,0.552,0.412,0.417,0
0.006,0.585,0.408,0.245,0.67,0.21,0.467,0
0.303,0.624,0.073,0.329,0.585,0.19,0.276,0
0.572,0.01,0.418,0.452,0.465,0.871,0.057,0
0.032,0.833,0.135,0.353,0.528,0.347,0.433,0
0.088,0.747,0.165,0.344,0.511,0.429,0.24,1
0.001,0.909,0.09,0.108,0.866,0.476,0.231,0
0.171,0.688,0.14,0.587,0.397,0.339,0.232,0
0.775,0.088,0.137,0.393,0.43,0.872,0.016,0
0.549,0.169,0.282,0.515,0.419,0.293,0.519,0
0.626,0.301,0.073,0.899,0.097,0.568,0.267,0
0.543,0.322,0.135,0.697,0.221,0.241,0.353,0
0.176,0.745,0.078,0.403,0.516,0.158,0.252,0
0.16,0.728,0.112,0.654,0.304,0.407,0.386,0
0.893,0.045,0.062,0.476,0.424,0.232,0.412,0
0.346,0.593,0.061,0.78,0.191,0.173,0.293,0
0.035,0.914,0.051,0.285,0.557,0.54,0.311,0
0.343,0.424,0.233,0.809,0.174,0.739,0.175,0
0.628,0.141,0.231,0.514,0.348,0.252,0.451,0
0.096,0.837,0.067,0.161,0.636,0.18,0.215,0
0.218,0.74,0.042,0.653,0.247,0.676,0.233,0
0.305,0.406,0.289,0.409,0.47,0.254,0.431,0
0.273,0.664,0.063,0.167,0.725,0.341,0.443,1
0.139,0.805,0.056,0.405,0.525,0.649,0.127,0
0.05,0.367,0.582,0.206,0.484,0.294,0.251,0
0.021,0.851,0.128,0.175,0.669,0.052,0.824,1
0.05,0.777,0.173,0.225,0.568,0.282,0.496,1
0.582,0.411,0.006,0.707,0.272,0.896,0.05,0
0.826,0.09,0.084,0.642,0.296,0.318,0.334,0
0.888,0.106,0.007,0.769,0.164,0.106,0.28,0
0.248,0.732,0.02,0.414,0.347,0.728,0.072,0
0.057,0.866,0.077,0.26,0.715,0.31,0.383,0
0.103,0.823,0.074,0.209,0.658,0.314,0.164,1
0.98,0.01,0.011,0.727,0.25,0.779,0.112,0
0.152,0.793,0.055,0.371,0.599,0.508,0.347,0
0.43,0.387,0.183,0.143,0.651,0.231,0.224,0
0.069,0.056,0.875,0.641,0.285,0.794,0.098,0
0.133,0.579,0.288,0.473,0.454,0.18,0.401,0
0.738,0.24,0.022,0.838,0.156,0.114,0.302,0
0.884,0.034,0.083,0.344,0.626,0.287,0.37,0
0.406,0.485,0.11,0.176,0.715,0.685,0.179,0
0.51,0.172,0.318,0.467,0.439,0.185,0.442,0
0.442,0.502,0.056,0.763,0.216,0.183,0.614,0
0.912,0.051,0.037,0.644,0.326,0.278,0.449,0
0.069,0.887,0.043,0.263,0.624,0.504,0.323,1
0.869,0.07,0.062,0.711,0.275,0.265,0.337,0
0.82,0.141,0.039,0.332,0.527,0.166,0.269,0
0.601,0.11,0.289,0.332,0.543,0.398,0.348,0
0.002,0.93,0.068,0.387,0.417,0.43,0.37,0
0.352,0.636,0.011,0.268,0.701,0.491,0.389,0
0.507,0.293,0.199,0.308,0.551,0.192,0.379,0
0.824,0.154,0.022,0.923,0.05,0.12,0.311,0
0.88,0.018,0.102,0.344,0.575,0.756,0.087,0
0.478,0.442,0.08,0.334,0.562,0.602,0.261,0
0.25,0.565,0.185,0.365,0.485,0.471,0.362,2
0.102,0.47,0.428,0.184,0.427,0.181,0.385,0
0.484,0.437,0.079,0.433,0.422,0.176,0.277,0
0.077,0.835,0.088,0.863,0.123,0.368,0.448,0
0.485,0.443,0.072,0.045,0.87,0.124,0.325,0
0.71,0.156,0.134,0.396,0.314,0.248,0.42,0
0.073,0.674,0.254,0.319,0.405,0.2,0.173,1
0.803,0.041,0.157,0.29,0.632,0.749,0.113,0
0.289,0.629,0.082,0.683,0.192,0.418,0.407,0
0.247,0.579,0.174,0.292,0.603,0.179,0.642,0
0.318,0.63,0.052,0.551,0.416,0.215,0.591,0
0.035,0.898,0.066,0.379,0.569,0.506,0.253,0
0.826,0.141,0.033,0.415,0.519,0.28,0.506,0
0.381,0.585,0.034,0.545,0.322,0.924,0.035,0
0.761,0.188,0.051,0.688,0.304,0.467,0.312,0
0.853,0.125,0.023,0.77,0.209,0.095,0.302,0
0.95,0.005,0.045,0.404,0.478,0.784,0.079,0
0.066,0.883,0.051,0.285,0.65,0.354,0.44,1
0.488,0.486,0.026,0.47,0.379,0.22,0.529,0
0.423,0.454,0.124,0.41,0.457,0.241,0.561,1
0.494,0.437,0.07,0.511,0.416,0.147,0.259,0
0.01,0.186,0.804,0.004,0.088,0.373,0.202,0
0.902,0.057,0.042,0.326,0.364,0.352,0.401,0
0.83,0.091,0.079,0.662,0.315,0.193,0.253,0
0.323,0.462,0.215,0.384,0.585,0.534,0.323,0
0.083,0.041,0.876,0.028,0.356,0.164,0.417,2
0.019,0.704,0.277,0.027,0.112,0.11,0.284,2
0.446,0.193,0.361,0.196,0.66,0.279,0.484,0
0.162,0.645,0.194,0.308,0.635,0.34,0.457,2
0.45,0.274,0.277,0.381,0.492,0.38,0.352,0
0.261,0.612,0.127,0.522,0.356,0.19,0.254,1
0.527,0.433,0.04,0.36,0.522,0.309,0.51,1
