@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1361 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0,0,0.332645,0.351428,0.404648,0
0,0,0,0,0,0.016279,0,0,0.484325,0.524282,0.603750,0
0.003226,0,0.001076,0.002153,0,0.001076,0,0,0.722792,0.780959,0.908592,2
0,0,0,0.006579,0,0,0,0,0.702527,0.754982,0.877607,2
0.00271,0,0,0.005435,0.002717,0.013587,0,0,0.413101,0.437423,0.502540,1
0,0,0,0,0,0,0,0,0.299594,0.316634,0.357303,0
0,0,0.002584,0,0,0.005168,0,0,0.466126,0.500087,0.575683,0
0.007326,0,0.002445,0.001222,0.003667,0.006112,0,0,0.615490,0.663493,0.769904,0
0,0,0,0,0,0.025316,0,0,0.509989,0.545566,0.626671,0
0,0,0,0.008969,0,0.004484,0,0,0.218878,0.221905,0.241773,0
0,0,0,0,0,0,0,0,0.341661,0.361506,0.407004,0
0,0,0.003145,0.006289,0,0.009434,0,0,0.473891,0.506960,0.582527,0
0,0,0.001529,0.001529,0.004587,0.003058,0,0,0.758868,0.820234,0.954211,0
0,0,0.012987,0.025974,0.012987,0,0,0,0.566720,0.607404,0.701824,0
0,0,0,0.006645,0.003322,0.003322,0,0,0.344088,0.361840,0.407037,0
0,0,0,0,0,0,0,0,0.530757,0.569723,0.653811,0
0,0,0.003067,0.009202,0,0.006135,0,0,0.560748,0.601182,0.696874,0
0,0,0.00277,0,0.00277,0.00831,0,0,0.689801,0.744271,0.865083,0
0,0,0,0.018182,0.009091,0,0,0,0.634652,0.677004,0.784274,0
0,0,0.003704,0.003704,0.007407,0.007407,0,0,0.239813,0.244548,0.267219,1
0,0,0,0.025974,0,0,0,0,0.476600,0.505987,0.584480,1
0,0,0.003096,0.004644,0.003096,0.00774,0,0,0.534533,0.574074,0.664301,0
0,0,0,0.001185,0,0.007109,0,0,0.694989,0.751012,0.872136,1
0,0,0.012346,0.024691,0.012346,0,0,0,0.591187,0.627387,0.727214,0
0,0,0.007246,0.007246,0.01087,0.003623,0,0,0.233191,0.232584,0.252115,0
0,0,0,0,0,0,0,0,0.208229,0.215908,0.235623,0
0,0,0,0.004376,0.002188,0.004376,0,0,0.563377,0.605728,0.701498,0
0,0,0,0.003497,0.001166,0.005828,0.001166,0,0.675838,0.728784,0.845603,1
0,0,0,0.010204,0,0.010204,0,0,0.612650,0.656463,0.759327,0
0,0,0,0.007634,0.003817,0.007634,0,0,0.287972,0.297075,0.330250,0
0,0,0,0.017241,0,0,0,0,0.425723,0.452764,0.523919,0
0,0,0.006073,0.01417,0.006073,0.002024,0,0,0.484842,0.517801,0.596212,0
0.002671,0,0.000891,0.003565,0.001783,0.000891,0,0,0.733963,0.792925,0.922193,1
0,0,0,0.02439,0.012195,0,0,0,0.615597,0.653693,0.757559,0
0,0,0,0,0,0.011407,0,0,0.273052,0.280622,0.315683,0
0,0,0,0.013333,0,0,0,0,0.047592,0.055748,0.045114,2
0,0,0,0.001786,0.001786,0.003571,0,0,0.314412,0.337900,0.388111,2
0,0,0,0,0.001361,0.004082,0,0,0.699932,0.755393,0.878073,2
0,0,0,0.011628,0,0,0,0,0.510733,0.539654,0.622658,0
0,0,0.003484,0.003484,0.003484,0.003484,0,0,0.246035,0.245852,0.267398,0
0,0,0,0,0,0,0,0,0.433589,0.460020,0.528841,2
0,0,0.001733,0.003466,0.003466,0.005199,0,0,0.504993,0.542467,0.627596,1
0,0,0,0,0,0.014851,0,0,0.669952,0.723623,0.839669,1
0,0,0,0.03125,0.015625,0,0,0,0.488317,0.510863,0.587622,0
0,0,0.007092,0.010638,0.003546,0,0,0,0.256220,0.256441,0.283656,0
0,0,0,0.010309,0,0.010309,0,0,0.358543,0.375993,0.427623,1
0,0,0.00277,0.01108,0.00831,0.00831,0,0,0.398907,0.424912,0.488232,0
0.008117,0,0,0.001626,0,0.006504,0,0,0.578981,0.624120,0.723336,0
0,0,0,0.011905,0.011905,0.02381,0,0,0.407165,0.425652,0.486095,0
0,0,0,0,0.004,0.016,0,0,0.271397,0.279073,0.309502,0
0,0,0,0,0,0,0,0,0.549426,0.589900,0.680698,0
0,0,0,0.005747,0.005747,0.008621,0,0,0.509521,0.544159,0.626372,0
0,0,0,0,0.002252,0.004505,0,0,0.773846,0.836056,0.972719,0
0,0,0,0,0,0,0,0,0.623069,0.671938,0.777026,0
