@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.104064,0
3,12,4.476359,1.527285,2
5,16,5.282326,1.279571,1
1,2,4.185434,0.906599,0
2,8,3.717095,0.994271,0
3,12,3.710519,1.345035,0
4,2,3.489355,0.914193,0
5,8,3.744269,0.778281,0
2,8,3.451455,0.818706,0
3,5,3.226075,1.076586,0
5,7,7.094787,0.941218,1
3,8,2.717923,1.389038,1
5,7,5.802987,0.961671,0
1,2,4.538522,0.824923,0
2,8,3.969727,1.173164,0
3,12,4.502463,1.410711,1
5,7,4.498704,0.91383,0
3,8,4.198062,1.845483,1
1,2,4.094864,1.25617,2
2,8,4.251957,1.437791,2
3,7,4.352923,1.209251,2
5,7,4.445478,1.000152,0
2,11,5.38112,1.481554,1
3,9,3.762812,0.99679,1
5,6,4.589115,0.983858,0
2,8,4.05231,0.926963,0
3,6,4.063057,1.012388,0
4,2,4.036506,0.975671,0
1,2,3.901367,1.153259,0
2,14,3.400645,1.253524,0
5,6,3.393658,0.855243,0
1,2,4.657121,0.932735,0
2,8,4.515958,1.019352,0
3,7,3.946242,1.016001,0
3,12,4.301709,1.670786,2
3,9,3.57853,1.796226,1
4,2,4.217083,1.015518,0
5,7,5.32793,1.05146,0
1,2,4.445331,1.073217,0
2,8,5.047678,0.988385,1
3,10,3.350088,1.694593,2
4,2,2.916137,0.944932,0
5,7,4.917948,1.160315,0
1,2,3.406422,1.365616,1
2,8,3.649491,0.795417,0
3,7,4.131687,1.313675,1
4,2,4.009388,1.026902,0
5,7,3.817433,0.841029,1
2,10,3.258206,2.018998,0
3,5,2.917086,0.714878,0
4,2,3.016237,1.083826,0
5,7,4.000689,1.138475,0
1,2,3.670158,0.906599,0
3,7,3.438863,1.063944,0
4,1,3.169606,0.914193,0
5,7,3.850844,0.957164,0
1,2,3.685902,0.988275,0
2,8,3.455159,0.71045,0
3,2,3.377466,0.691563,0
2,8,4.94207,0.950252,0
3,18,4.223454,1.932831,1
5,10,4.426974,2.068599,2
1,2,3.953887,0.906599,0
2,8,3.422389,0.862214,0
3,8,3.185894,0.746731,0
4,2,1.627654,0.992748,0
5,7,3.561084,1.146101,0
1,2,3.909108,0.844525,0
2,8,3.368784,1.04648,0
3,3,3.104877,0.812571,0
4,2,3.488715,1.173765,0
5,7,3.58635,1.010899,0
1,2,3.784312,1.698852,2
2,8,4.840624,0.654146,0
3,5,2.41161,0.883829,0
4,2,3.247011,0.893701,0
1,2,3.647504,0.70241,0
2,8,3.439014,0.693559,0
3,7,3.92146,1.032912,0
4,2,2.781845,0.972256,0
2,9,4.623354,0.978404,1
3,5,4.459865,0.933249,1
4,2,1.857721,1.024625,0
5,7,4.915703,0.820922,0
1,2,4.892608,1.002976,0
2,8,5.179627,0.756516,0
3,2,1.596783,0.567601,0
4,2,2.224549,0.993887,0
5,8,4.657423,0.937057,0
2,8,4.360455,0.980963,1
3,6,5.654631,0.985954,2
2,10,3.864322,1.062092,1
3,7,3.093536,1.193489,0
1,2,3.066823,0.963772,0
2,8,3.570451,1.238425,0
3,7,3.586543,1.329109,2
5,7,4.149177,0.984898,0
1,2,3.176732,0.873929,0
1,2,3.995587,0.875562,0
3,7,3.620939,0.739835,0
4,2,3.050896,1.061056,0
5,7,3.83573,0.788681,0
2,8,3.797649,1.332861,0
1,2,6.251011,1.024212,1
2,9,4.564996,0.698933,0
3,10,4.219458,1.094319,1
4,3,3.188565,1.195396,0
1,2,4.541616,1.045447,1
2,8,3.995826,0.702516,0
3,6,3.931977,1.077736,0
4,2,3.601488,0.90167,0
2,8,3.765315,0.924148,0
3,9,3.667449,1.032419,0
5,7,4.448673,0.980738,0
3,5,3.758382,0.881694,0
5,7,3.635125,0.886443,0
1,2,5.252722,0.98174,0
2,8,3.371703,0.787483,0
3,8,3.417787,1.03948,0
1,2,5.794505,1.063416,0
3,7,3.754747,0.846229,0
2,8,4.783542,0.858631,1
3,8,4.19326,1.552734,2
4,3,3.476314,1.086103,0
1,2,5.853308,1.290474,0
2,8,3.704572,0.614478,0
3,8,3.672899,0.760687,0
5,7,5.855324,0.91903,0
1,2,5.325631,1.582873,1
2,8,3.483463,0.72299,0
3,6,4.185694,0.824228,0
1,2,5.18147,0.962138,0
2,13,6.312105,1.335676,0
3,7,4.034402,0.866753,0
4,2,2.99686,1.230689,0
5,7,5.47714,1.037939,0
1,2,5.537619,1.368883,1
2,11,5.832212,1.049296,0
3,5,4.701641,0.657905,0
4,2,3.289836,1.055364,0
5,7,5.590564,0.942951,0
1,2,4.727714,0.985007,0
2,8,4.337568,0.878593,0
3,5,4.048899,0.778255,0
1,2,5.945864,0.950704,0
2,8,3.852648,0.683578,0
3,8,3.339058,0.703713,0
5,7,4.668016,1.112474,0
1,2,5.612044,0.94417,0
2,8,5.015264,0.659265,0
3,7,3.981518,1.076586,0
5,7,4.225795,0.934284,0
2,8,4.533209,0.802071,0
5,7,3.879643,0.997725,1
1,2,4.485791,0.860861,0
2,12,4.290601,1.413734,0
3,10,4.128358,1.248492,1
5,9,4.150492,1.345438,1
1,2,3.64003,0.875562,0
2,8,3.250854,0.744232,0
3,2,3.13997,0.574661,0
1,2,4.984469,0.945803,0
2,8,4.892,0.927219,0
3,7,4.414368,0.88859,1
4,2,2.440765,0.910778,0
5,7,4.977835,0.892337,0
3,5,3.006312,1.157531,0
4,2,6.408688,1.078134,0
2,8,5.013164,1.146291,0
3,4,3.506631,0.753298,0
4,2,3.513744,0.932409,0
5,7,4.205279,0.972418,0
2,8,4.629398,0.870403,0
1,2,5.306196,0.841258,0
2,8,3.733265,0.691767,0
5,7,4.985496,0.959591,1
2,8,3.260765,0.778526,0
3,3,4.067144,0.697474,0
4,2,3.791195,0.980225,0
5,7,6.652536,1.203996,0
1,2,4.096242,0.808588,0
2,8,3.18945,1.089988,0
3,5,3.7363,0.637053,0
4,2,3.996101,1.005271,0
5,7,3.730318,0.861136,0
5,7,5.149257,0.948151,2
2,10,4.04139,1.288586,0
3,7,3.437098,1.059182,0
5,7,5.123771,1.036206,0
3,6,3.295283,0.940802,0
2,8,4.702139,0.893693,0
3,4,4.769537,1.228625,1
4,2,3.006776,0.847024,0
5,7,3.703772,0.987672,0
1,2,4.426246,0.893531,0
2,8,3.059064,0.758308,0
3,7,3.351255,0.848035,0
4,2,3.523456,0.921024,0
1,2,4.660529,0.82329,0
2,8,3.968782,0.679739,0
3,3,3.815871,0.578766,0
4,2,2.739084,0.996164,0
5,7,4.289719,1.106927,1
1,2,2.488381,0.996442,0
2,9,3.687866,0.943342,1
3,5,3.541463,0.794674,0
5,8,3.781682,2.090786,0
2,10,4.093473,1.283212,0
3,5,3.879328,0.894665,1
2,8,3.890653,0.690999,0
3,4,4.0526,0.612753,0
5,7,4.804256,0.906204,0
2,8,4.543385,1.003229,2
3,8,4.473364,1.303003,2
4,2,3.152967,1.087241,0
5,7,4.429462,1.009859,2
2,8,3.485899,0.918773,0
3,7,3.585223,0.98382,1
5,7,3.652439,0.873963,1
