@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.018,0.327,0.655,0.081,0.359,0.254,0.268,2
0.089,0.493,0.419,0.078,0.592,0.271,0.606,1
0.041,0.777,0.182,0.531,0.318,0.353,0.425,1
0.175,0.706,0.119,0.16,0.52,0.246,0.297,1
0.03,0.789,0.181,0.596,0.329,0.257,0.312,1
0.02,0.352,0.628,0.006,0.176,0.251,0.269,1
0.184,0.367,0.448,0.014,0.328,0.32,0.541,2
0.108,0.063,0.829,0.053,0.694,0.239,0.286,2
0.059,0.658,0.283,0.632,0.244,0.242,0.304,2
0.024,0.506,0.47,0.006,0.795,0.23,0.26,1
0.135,0.803,0.062,0.894,0.083,0.241,0.319,1
0.037,0.206,0.757,0.042,0.279,0.248,0.286,2
0.061,0.581,0.358,0.005,0.799,0.315,0.478,1
0.202,0.722,0.075,0.159,0.822,0.235,0.558,1
0.026,0.758,0.216,0.005,0.338,0.273,0.303,2
0.207,0.549,0.244,0.138,0.472,0.043,0.92,1
0.078,0.768,0.154,0.049,0.622,0.24,0.527,1
0.581,0.377,0.042,0.307,0.674,0.298,0.555,1
0.058,0.778,0.164,0.023,0.672,0.266,0.333,1
0.027,0.138,0.835,0.003,0.233,0.329,0.337,2
0.088,0.317,0.595,0.028,0.302,0.355,0.288,2
0.09,0.698,0.212,0.726,0.252,0.253,0.297,1
0.344,0.51,0.146,0.175,0.765,0.274,0.369,1
0.698,0.169,0.133,0.577,0.328,0.273,0.307,1
0.026,0.865,0.109,0.43,0.529,0.252,0.281,2
0.311,0.463,0.226,0.134,0.677,0.229,0.284,1
0.039,0.044,0.917,0.246,0.385,0.266,0.308,2
0.06,0.758,0.182,0.384,0.454,0.298,0.542,1
0.275,0.63,0.095,0.147,0.778,0.225,0.488,1
0.133,0.742,0.125,0.073,0.752,0.262,0.676,1
0.516,0.203,0.281,0.177,0.708,0.225,0.242,1
0.044,0.699,0.257,0.032,0.412,0.28,0.314,2
0.077,0.538,0.386,0.142,0.764,0.493,0.409,1
0.092,0.736,0.172,0.306,0.561,0.342,0.465,1
0.322,0.618,0.06,0.146,0.771,0.33,0.313,1
0.098,0.823,0.079,0.099,0.766,0.193,0.604,1
0.213,0.684,0.103,0.089,0.684,0.316,0.476,1
0.124,0.818,0.059,0.263,0.59,0.309,0.297,1
0.177,0.801,0.021,0.237,0.698,0.369,0.43,1
0.286,0.54,0.174,0.572,0.318,0.385,0.328,2
0.049,0.721,0.231,0.148,0.505,0.27,0.256,1
0.179,0.797,0.023,0.181,0.781,0.3,0.585,1
0.638,0.29,0.072,0.083,0.762,0.212,0.7,1
0.23,0.694,0.075,0.386,0.524,0.277,0.295,1
0.234,0.038,0.728,0.237,0.243,0.243,0.282,2
0.027,0.712,0.261,0.094,0.029,0.234,0.277,2
0.398,0.505,0.097,0.335,0.63,0.339,0.512,2
0.191,0.681,0.129,0.139,0.693,0.283,0.318,1
0.772,0.206,0.022,0.68,0.257,0.303,0.605,1
0.955,0.02,0.025,0.427,0.531,0.312,0.416,0
0.559,0.376,0.066,0.257,0.45,0.289,0.316,0
0.927,0.043,0.03,0.331,0.406,0.355,0.41,0
0.095,0.828,0.077,0.252,0.497,0.26,0.25,0
0.305,0.659,0.036,0.714,0.187,0.371,0.511,0
0.982,0.009,0.01,0.692,0.29,0.556,0.363,0
0.163,0.797,0.04,0.649,0.203,0.432,0.388,0
0.106,0.851,0.043,0.419,0.519,0.402,0.457,0
0.877,0.008,0.116,0.481,0.506,0.242,0.228,0
0.551,0.201,0.248,0.114,0.537,0.319,0.401,0
0.755,0.11,0.135,0.364,0.565,0.445,0.46,0
0.304,0.393,0.303,0.242,0.664,0.325,0.335,0
0.4,0.348,0.252,0.712,0.17,0.309,0.084,0
0.917,0.026,0.057,0.693,0.296,0.337,0.475,0
0.176,0.53,0.294,0.828,0.159,0.464,0.469,0
0.413,0.317,0.27,0.97,0.017,0.528,0.368,0
0.72,0.174,0.107,0.765,0.224,0.373,0.489,0
0.465,0.293,0.242,0.354,0.32,0.269,0.301,0
