@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.095,0.846,0.059,0.078,0.757,0
0.071,0.263,0.666,0.028,0.402,2
0.071,0.386,0.542,0.046,0.542,1
0.033,0.938,0.029,0.771,0.225,0
0.341,0.351,0.308,0.156,0.507,0
0.239,0.322,0.439,0.033,0.551,0
0.622,0.218,0.16,0.877,0.116,0
0.669,0.269,0.062,0.93,0.064,0
0.517,0.209,0.274,0.702,0.274,0
0.607,0.276,0.118,0.135,0.314,0
0.22,0.6,0.18,0.131,0.527,1
0.281,0.613,0.106,0.03,0.591,1
0.775,0.062,0.163,0.61,0.265,0
0.953,0.017,0.03,0.964,0.034,0
0.141,0.456,0.403,0.062,0.452,0
0.018,0.793,0.189,0.273,0.552,1
0.816,0.087,0.097,0.675,0.302,0
0.027,0.356,0.616,0,0.18,1
0.293,0.281,0.427,0.034,0.279,2
0.106,0.067,0.828,0.034,0.696,2
0.075,0.699,0.226,0.364,0.404,2
0.321,0.596,0.083,0.821,0.161,0
0.041,0.465,0.494,0.064,0.777,1
0.225,0.726,0.049,0.855,0.114,1
0.732,0.108,0.16,0.695,0.249,0
0.634,0.212,0.154,0.459,0.44,0
0.217,0.438,0.346,0.207,0.51,0
0.504,0.194,0.302,0.779,0.202,0
0.1,0.725,0.175,0.339,0.563,0
0.189,0.145,0.666,0.329,0.501,0
0.635,0.288,0.077,0.458,0.431,0
0.617,0.208,0.175,0.876,0.071,0
0.121,0.565,0.314,0.356,0.398,0
0.204,0.752,0.044,0.629,0.257,0
0.06,0.149,0.791,0.006,0.296,2
0.01,0.67,0.32,0.001,0.792,1
0.262,0.018,0.72,0.801,0.162,0
0.172,0.629,0.199,0.667,0.317,0
0.815,0.093,0.092,0.781,0.135,0
0.043,0.832,0.125,0.144,0.813,1
0.017,0.744,0.239,0.001,0.354,2
0.666,0.183,0.152,0.667,0.311,0
0.244,0.501,0.255,0.13,0.795,0
0.273,0.51,0.217,0.064,0.449,1
0.06,0.923,0.017,0.461,0.524,0
0.066,0.797,0.137,0.015,0.627,1
0.811,0.062,0.127,0.736,0.24,0
0.278,0.655,0.068,0.772,0.222,1
0.015,0.232,0.754,0,0.082,0
0.49,0.49,0.021,0.784,0.2,0
0.865,0.007,0.128,0.234,0.535,0
0.27,0.524,0.207,0.411,0.541,0
0.089,0.871,0.04,0.771,0.165,0
0.392,0.523,0.085,0.261,0.475,0
0.808,0.04,0.152,0.872,0.122,0
0.638,0.235,0.127,0.665,0.3,0
0.095,0.866,0.038,0.862,0.129,0
0.921,0.022,0.057,0.756,0.229,0
0.611,0.146,0.243,0.533,0.249,0
0.27,0.595,0.135,0.26,0.688,0
0.007,0.797,0.196,0.002,0.703,1
0.009,0.133,0.858,0,0.225,2
0.328,0.602,0.07,0.743,0.242,0
0.802,0.097,0.102,0.571,0.41,0
0.143,0.835,0.022,0.493,0.454,0
0.952,0.017,0.031,0.703,0.155,0
0.219,0.588,0.193,0.185,0.779,0
0.196,0.746,0.058,0.76,0.152,0
