@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,2,4.185434,0.904131,0
2,8,3.717095,0.991886,0
3,12,3.710519,1.357335,0
4,2,3.489355,0.924546,0
5,8,3.744269,0.783374,0
2,8,3.451455,0.816742,0
3,5,3.226075,1.086431,0
5,7,7.094787,0.947377,1
3,8,2.717923,1.40174,1
5,7,5.802987,0.967964,0
1,2,4.538522,0.822677,0
2,8,3.969727,1.170349,0
3,12,4.502463,1.423611,1
5,7,4.498704,0.91981,0
3,8,4.198062,1.862359,1
1,2,4.094864,1.25275,2
2,8,4.251957,1.434341,2
3,7,4.352923,1.220309,2
5,7,4.445478,1.006697,0
2,11,5.38112,1.477999,1
3,9,3.762812,1.005906,1
5,6,4.589115,0.990297,0
2,8,4.05231,0.924739,0
3,6,4.063057,1.021646,0
4,2,4.036506,0.98672,0
1,2,3.901367,1.150119,0
2,14,3.400645,1.250517,0
5,6,3.393658,0.860839,0
1,2,4.657121,0.930196,0
2,8,4.515958,1.016907,0
3,7,3.946242,1.025292,0
3,12,4.301709,1.686065,2
3,9,3.57853,1.812652,1
4,2,4.217083,1.027018,0
5,7,5.32793,1.05834,0
1,2,4.445331,1.070295,0
2,8,5.047678,0.986014,1
3,10,3.350088,1.71009,2
4,2,2.916137,0.955633,0
5,7,4.917948,1.167908,0
1,2,3.406422,1.361898,1
2,8,3.649491,0.793509,0
3,7,4.131687,1.325688,1
4,2,4.009388,1.038531,0
5,7,3.817433,0.846533,1
2,10,3.258206,2.014154,0
3,5,2.917086,0.721416,0
4,2,3.016237,1.0961,0
5,7,4.000689,1.145925,0
1,2,3.670158,0.904131,0
3,7,3.438863,1.073673,0
4,1,3.169606,0.924546,0
5,7,3.850844,0.963428,0
1,2,3.685902,0.985584,0
2,8,3.455159,0.708745,0
3,2,3.377466,0.697888,0
2,8,4.94207,0.947972,0
3,18,4.223454,1.950506,1
5,10,4.426974,2.082135,2
1,2,3.953887,0.904131,0
2,8,3.422389,0.860145,0
3,8,3.185894,0.75356,0
4,2,1.627654,1.00399,0
5,7,3.561084,1.153601,0
1,2,3.706473,0.788467,0
2,8,3.358486,1.276559,0
1,2,3.909108,0.842226,0
2,8,3.368784,1.04397,0
3,3,3.104877,0.820001,0
4,2,3.488715,1.187057,0
5,7,3.58635,1.017514,0
1,2,3.784312,1.694227,2
2,8,4.840624,0.652577,0
3,5,2.41161,0.891911,0
4,2,3.247011,0.903822,0
1,2,3.647504,0.700498,0
2,8,3.439014,0.691895,0
3,7,3.92146,1.042358,0
4,2,2.781845,0.983266,0
2,9,4.623354,0.976057,1
3,5,4.459865,0.941784,1
4,2,1.857721,1.036229,0
5,7,4.915703,0.826294,0
1,2,4.892608,1.000245,0
2,8,5.179627,0.754701,0
3,2,1.596783,0.572791,0
4,2,2.224549,1.005142,0
5,8,4.657423,0.943189,0
2,8,4.360455,0.97861,1
3,6,5.654631,0.99497,2
2,10,3.864322,1.059544,1
3,7,3.093536,1.204403,0
1,2,3.066823,0.961148,0
2,8,3.570451,1.235453,0
3,7,3.586543,1.341263,2
5,7,4.149177,0.991343,0
1,2,3.176732,0.871549,0
1,2,3.995587,0.873178,0
3,7,3.620939,0.746601,0
4,2,3.050896,1.073072,0
5,7,3.83573,0.793842,0
2,8,3.797649,1.329663,0
1,2,6.251011,1.021423,1
2,9,4.564996,0.697256,0
3,10,4.219458,1.104326,1
4,3,3.188565,1.208933,0
1,2,4.541616,1.042601,1
2,8,3.995826,0.700831,0
3,6,3.931977,1.087591,0
4,2,3.601488,0.911881,0
2,8,3.765315,0.921931,0
3,9,3.667449,1.041861,0
5,7,4.448673,0.987156,0
3,5,3.758382,0.889757,0
5,7,3.635125,0.892244,0
1,2,5.252722,0.979068,0
2,8,3.371703,0.785594,0
3,8,3.417787,1.048985,0
1,2,5.794505,1.060521,0
3,7,3.754747,0.853968,0
2,8,4.783542,0.856571,1
3,8,4.19326,1.566933,2
4,3,3.476314,1.098402,0
1,2,5.853308,1.286961,0
2,8,3.704572,0.613003,0
3,8,3.672899,0.767643,0
5,7,5.855324,0.925044,0
1,2,5.325631,1.578563,1
2,8,3.483463,0.721256,0
3,6,4.185694,0.831765,0
1,2,5.18147,0.959519,0
2,13,6.312105,1.332472,0
3,7,4.034402,0.874679,0
4,2,2.99686,1.244626,0
5,7,5.47714,1.044731,0
1,2,5.537619,1.365156,1
2,11,5.832212,1.046778,0
3,5,4.701641,0.663921,0
4,2,3.289836,1.067315,0
5,7,5.590564,0.949121,0
1,2,4.727714,0.982326,0
2,8,4.337568,0.876485,0
3,5,4.048899,0.785372,0
1,2,5.945864,0.948115,0
2,8,3.852648,0.681938,0
3,8,3.339058,0.710149,0
5,7,4.668016,1.119754,0
1,2,5.612044,0.941599,0
2,8,5.015264,0.657683,0
3,7,3.981518,1.086431,0
5,7,4.225795,0.940398,0
2,8,4.533209,0.800147,0
5,7,3.879643,1.004254,1
1,2,4.485791,0.858517,0
2,12,4.290601,1.410342,0
3,10,4.128358,1.259909,1
5,9,4.150492,1.354243,1
1,2,3.64003,0.873178,0
2,8,3.250854,0.742446,0
3,2,3.13997,0.579916,0
1,2,4.984469,0.943228,0
2,8,4.892,0.924994,0
3,7,4.414368,0.896716,1
4,2,2.440765,0.921092,0
5,7,4.977835,0.898176,0
3,5,3.006312,1.168117,0
4,2,6.408688,1.090343,0
2,8,5.013164,1.143541,0
3,4,3.506631,0.760187,0
4,2,3.513744,0.942968,0
5,7,4.205279,0.978781,0
2,8,4.629398,0.868315,0
1,2,5.306196,0.838968,0
2,8,3.733265,0.690108,0
5,7,4.985496,0.965871,1
2,8,3.260765,0.776658,0
3,3,4.067144,0.703852,0
4,2,3.791195,0.991325,0
5,7,6.652536,1.211875,0
1,2,4.096242,0.806387,0
2,8,3.18945,1.087373,0
3,5,3.7363,0.642878,0
4,2,3.996101,1.016655,0
5,7,3.730318,0.866771,0
5,7,5.149257,0.954356,2
2,10,4.04139,1.285494,0
3,7,3.437098,1.068868,0
5,7,5.123771,1.042987,0
3,6,3.295283,0.949405,0
2,8,4.702139,0.891548,0
3,4,4.769537,1.239861,1
4,2,3.006776,0.856616,0
5,7,3.703772,0.994135,0
1,2,4.426246,0.891098,0
2,8,3.059064,0.756489,0
3,7,3.351255,0.85579,0
4,2,3.523456,0.931454,0
1,2,4.660529,0.821048,0
2,8,3.968782,0.678108,0
3,3,3.815871,0.584058,0
4,2,2.739084,1.007444,0
5,7,4.289719,1.114171,1
1,2,2.488381,0.993729,0
2,9,3.687866,0.941079,1
3,5,3.541463,0.801941,0
5,8,3.781682,2.104467,0
2,10,4.093473,1.280133,0
3,5,3.879328,0.902846,1
2,8,3.890653,0.689342,0
3,4,4.0526,0.618356,0
5,7,4.804256,0.912134,0
2,8,4.543385,1.000822,2
3,8,4.473364,1.314918,2
4,2,3.152967,1.099554,0
5,7,4.429462,1.016467,2
2,8,3.485899,0.916569,0
3,7,3.585223,0.992816,1
5,7,3.652439,0.879682,1
