@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.058,0.319,0.623,0.128,0.371,0.22,0.25,2
0.152,0.433,0.415,0.139,0.569,0.112,0.808,1
0.111,0.689,0.2,0.156,0.654,0.318,0.486,1
0.107,0.713,0.18,0.084,0.631,0.21,0.27,1
0.038,0.768,0.194,0.356,0.49,0.198,0.315,1
0.079,0.319,0.601,0.016,0.186,0.21,0.259,1
0.408,0.299,0.293,0.064,0.331,0.601,0.232,2
0.088,0.071,0.841,0.103,0.656,0.349,0.325,2
0.169,0.527,0.304,0.183,0.578,0.194,0.287,2
0.062,0.47,0.468,0.042,0.81,0.239,0.363,1
0.06,0.855,0.085,0.728,0.198,0.193,0.303,1
0.053,0.183,0.764,0.04,0.313,0.197,0.286,2
0.064,0.549,0.387,0.02,0.786,0.605,0.132,1
0.17,0.714,0.116,0.227,0.726,0.514,0.346,1
0.021,0.78,0.199,0.015,0.401,0.304,0.21,2
0.167,0.575,0.257,0.161,0.466,0.01,0.987,1
0.046,0.804,0.15,0.09,0.638,0.304,0.288,1
0.574,0.371,0.055,0.668,0.311,0.545,0.249,1
0.012,0.788,0.199,0.029,0.725,0.2,0.313,1
0.024,0.09,0.886,0.009,0.241,0.527,0.186,2
0.102,0.328,0.57,0.111,0.261,0.524,0.139,2
0.136,0.653,0.21,0.19,0.754,0.242,0.369,1
0.303,0.552,0.145,0.133,0.815,0.259,0.284,1
0.376,0.355,0.27,0.448,0.414,0.275,0.329,1
0.102,0.784,0.114,0.084,0.88,0.18,0.293,2
0.159,0.591,0.25,0.205,0.667,0.27,0.394,1
0.074,0.035,0.891,0.231,0.396,0.208,0.287,2
0.212,0.623,0.165,0.533,0.345,0.307,0.452,1
0.219,0.615,0.166,0.072,0.862,0.22,0.495,1
0.139,0.718,0.143,0.158,0.651,0.428,0.411,1
0.521,0.225,0.254,0.274,0.64,0.253,0.38,1
0.057,0.665,0.278,0.035,0.45,0.272,0.235,2
0.104,0.476,0.42,0.186,0.716,0.28,0.494,1
0.085,0.69,0.225,0.309,0.517,0.574,0.158,1
0.298,0.628,0.073,0.322,0.611,0.31,0.474,1
0.068,0.799,0.133,0.092,0.764,0.152,0.675,1
0.19,0.659,0.151,0.152,0.624,0.351,0.427,1
0.154,0.795,0.051,0.308,0.568,0.453,0.12,1
0.226,0.736,0.038,0.238,0.668,0.551,0.276,1
0.314,0.49,0.196,0.174,0.665,0.319,0.502,2
0.147,0.629,0.224,0.192,0.526,0.323,0.142,1
0.179,0.771,0.049,0.31,0.618,0.025,0.961,1
0.51,0.375,0.115,0.35,0.542,0.319,0.518,1
0.334,0.607,0.06,0.365,0.546,0.232,0.496,1
0.142,0.055,0.802,0.506,0.141,0.271,0.339,2
0.055,0.678,0.266,0.222,0.039,0.191,0.269,2
0.464,0.411,0.125,0.479,0.47,0.316,0.48,2
0.204,0.663,0.133,0.249,0.636,0.282,0.23,1
0.502,0.442,0.057,0.709,0.214,0.328,0.487,1
0.92,0.003,0.077,0.513,0.365,0.838,0.029,0
0.077,0.861,0.062,0.452,0.372,0.275,0.198,0
0.236,0.569,0.195,0.194,0.625,0.209,0.3,0
0.195,0.674,0.132,0.099,0.816,0.297,0.439,0
0.582,0.318,0.1,0.161,0.797,0.551,0.256,0
0.733,0.139,0.128,0.718,0.232,0.382,0.298,0
0.624,0.152,0.224,0.43,0.456,0.319,0.506,0
0.929,0.016,0.055,0.56,0.395,0.674,0.163,0
0.434,0.519,0.046,0.406,0.571,0.434,0.404,0
0.168,0.618,0.214,0.343,0.222,0.176,0.283,0
0.288,0.64,0.072,0.564,0.328,0.195,0.272,0
0.838,0.01,0.152,0.408,0.574,0.272,0.411,0
0.206,0.738,0.055,0.32,0.509,0.436,0.246,0
0.11,0.866,0.024,0.441,0.478,0.505,0.103,0
0.103,0.827,0.07,0.399,0.375,0.186,0.296,0
0.38,0.455,0.165,0.839,0.114,0.395,0.43,0
0.183,0.775,0.042,0.627,0.34,0.312,0.534,0
0.78,0.105,0.115,0.127,0.752,0.306,0.46,0
