@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.006989,0,0,0.003765,0,0.788847,0.863576,0.983915,2
0,0,0,0.009836,0,0.770747,0.840652,0.957562,2
0.026144,0,0,0.006579,0,0.058361,0.067663,0.058681,2
0.008905,0,0,0.000891,0,0.372343,0.403501,0.456019,2
0.001359,0,0,0.00136,0,0.762413,0.834089,0.948785,2
0,0,0,0,0,0.489142,0.522948,0.593824,2
0.001966,0,0,0.00295,0,0.773889,0.847117,0.964459,2
0.016473,0,0,0.002908,0,0.678876,0.743731,0.845452,2
0,0,0,0.008403,0,0.453262,0.484838,0.551024,2
0,0,0,0.023148,0,0.545088,0.586687,0.669173,2
0.030176,0,0,0.006711,0,0.364520,0.389317,0.437354,2
0.038647,0,0,0.009709,0,0.498948,0.543584,0.615296,2
0,0,0,0,0,0.426225,0.458505,0.514670,2
0,0,0,0.007133,0,0.597365,0.648186,0.735745,2
0,0,0,0.017685,0,0.297612,0.307691,0.339407,2
0,0,0,0.00417,0,0.817316,0.894329,1.018968,2
0,0,0,0.008547,0,0.375870,0.399205,0.454953,2
0,0,0,0.017986,0,0.309975,0.321073,0.357681,2
0.00309,0,0,0.004329,0,0.764133,0.836327,0.952185,2
0.012163,0,0,0.004233,0,0.713001,0.780962,0.888670,2
0,0,0,0.006065,0,0.666451,0.725224,0.825421,2
0,0,0,0.005382,0,0.739182,0.806538,0.918823,2
0,0,0,0.002326,0,0.807632,0.883505,1.006506,2
0,0,0,0.020183,0,0.283137,0.295824,0.327561,2
0.003831,0,0,0.002558,0,0.535960,0.579376,0.658569,2
0.00252,0,0,0.001261,0,0.792621,0.867751,0.988380,2
0,0,0,0.013769,0,0.276462,0.296141,0.325884,2
0,0,0,0.029795,0,0.222808,0.227749,0.246829,0
0,0,0,0.00095,0,0.820996,0.899787,1.024217,0
0.057143,0,0,0.009615,0,0.217677,0.232986,0.252105,0
0.014039,0,0,0.001081,0,0.615767,0.673159,0.763925,0
0,0,0,0.030457,0,0.632755,0.683901,0.778723,0
0.017062,0,0,0.001898,0,0.627562,0.686955,0.780020,0
0,0,0,0.004983,0,0.536855,0.579434,0.657264,0
0.003171,0,0,0.008883,0,0.666717,0.726359,0.825197,0
0,0,0,0,0,0.437700,0.469411,0.527365,0
0,0,0,0.007307,0,0.564028,0.609727,0.693750,0
0.024845,0,0,0,0,0.030897,0.041443,0.030062,0
0,0,0,0,0,0.791159,0.866719,0.987676,0
0,0,0,0.005593,0,0.576930,0.628614,0.713382,0
0.016129,0,0,0.043243,0,0.447232,0.478355,0.542108,0
0.017391,0,0,0.026316,0,0.148435,0.147642,0.158576,0
0,0,0,0.02649,0,0.219561,0.222599,0.242726,0
0.004794,0,0,0.004798,0,0.397957,0.429063,0.483938,0
0.039773,0,0,0.022857,0,0.367810,0.394171,0.445489,0
0,0,0,0.01676,0,0.454505,0.489479,0.552169,0
0,0,0,0,0,0.829975,0.909518,1.035801,0
0,0,0,0.015152,0,0.678216,0.737360,0.838812,0
0,0,0,0.004839,0,0.291266,0.306815,0.335809,0
0,0,0,0.010582,0,0.312652,0.343644,0.381796,0
0.016447,0,0,0.004942,0,0.465216,0.500867,0.568353,0
0,0,0,0.008929,0,0.501256,0.540309,0.611583,0
0.013158,0,0.001317,0.003292,0,0.636743,0.697296,0.792148,1
0,0,0,0.022968,0,0.278827,0.289040,0.320972,1
0,0,0,0.013582,0,0.308493,0.319728,0.354063,1
0.003866,0,0,0.009032,0,0.252825,0.268217,0.293437,1
0.007042,0,0,0.002643,0,0.643839,0.704977,0.801737,1
0,0,0,0,0,0.526487,0.570317,0.645264,1
0.012012,0,0.000751,0.001503,0,0.641458,0.702542,0.797277,1
0,0,0,0.014787,0,0.271968,0.282577,0.308082,1
0.037893,0,0,0.0037,0,0.589721,0.644795,0.732049,1
0,0,0,0.014706,0,0.467823,0.502059,0.565571,1
0,0,0,0.012903,0,0.536395,0.575745,0.656071,1
0,0,0,0.002595,0,0.567071,0.614165,0.697924,1
0.00534,0,0,0.003562,0,0.794705,0.870014,0.990842,1
0.02607,0,0,0.002676,0,0.756600,0.829046,0.944003,1
0.000425,0,0,0.003825,0,0.739205,0.808115,0.919215,1
0,0,0,0.007143,0,0.421642,0.454797,0.509489,1
0,0,0,0.018182,0,0.419702,0.444537,0.502237,1
0,0,0,0.012545,0,0.204729,0.208128,0.222837,1
0,0,0,0.004608,0,0.800961,0.876017,0.998044,1
0,0,0,0.003226,0,0.792566,0.866993,0.987194,1
0,0,0,0.003494,0,0.737856,0.806477,0.917163,1
0.040695,0,0,0.001372,0,0.274956,0.305218,0.337944,1
0,0,0,0,0,0.472556,0.511320,0.579573,1
0.0217,0,0,0.012681,0,0.138494,0.141301,0.146322,1
0.035928,0,0,0.006024,0,0.326107,0.352554,0.393290,1
0.047927,0,0.001297,0.003891,0,0.348998,0.378156,0.424280,1
0.029375,0.000625,0,0.001251,0,0.615861,0.675091,0.766123,1
0.035813,0,0,0.001838,0.000919,0.644015,0.705680,0.801527,1
0.004702,0,0,0.012559,0.00157,0.253704,0.271488,0.292516,1
0.02268,0,0,0.004132,0,0.133163,0.145098,0.145705,1
