@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0,0,0.473320,0.503900,0.570301,0
9,0.00348,0,0,0.001161,0,0.550462,0.593589,0.669509,0
9,0.006989,0,0,0.003765,0,0.791259,0.853279,0.971317,2
9,0,0,0,0.009836,0,0.773091,0.830812,0.945481,2
9,0.004065,0,0.001357,0.020353,0,0.490048,0.519665,0.588423,1
9,0,0,0,0,0,0.372766,0.394997,0.440884,0
9,0.002577,0,0,0.002581,0,0.530173,0.567635,0.642666,0
9,0.013431,0,0,0.005498,0,0.683014,0.735802,0.835637,0
9,0,0,0,0.006289,0,0.569644,0.610354,0.690432,0
9,0,0,0,0.008949,0,0.245722,0.252091,0.277980,0
9,0,0,0,0.010638,0,0.388698,0.411624,0.462671,0
9,0.00313,0,0,0.009404,0,0.538033,0.574534,0.649170,0
9,0,0,0,0.00229,0,0.821992,0.886974,1.008998,0
9,0,0,0,0.019231,0,0.619384,0.662527,0.752571,0
9,0,0,0,0.006623,0,0.391104,0.412299,0.461013,0
9,0,0,0,0,0,0.592150,0.636335,0.719137,0
9,0,0,0,0.009188,0,0.617954,0.660126,0.750013,0
9,0,0,0,0.001381,0,0.756181,0.814861,0.925756,0
9,0,0,0,0.0181,0,0.687877,0.735649,0.836316,0
9,0,0,0,0.014787,0,0.272389,0.280858,0.306052,1
9,0,0,0,0.012903,0,0.537931,0.569867,0.648773,1
9,0,0,0,0.006182,0,0.601470,0.643543,0.730210,0
9,0.00414,0,0,0.001775,0,0.759935,0.819993,0.931278,1
9,0,0,0,0.02439,0,0.649732,0.691661,0.786848,0
9,0,0,0,0.012658,0,0.265561,0.271134,0.295932,0
9,0,0,0,0.010101,0,0.254461,0.267627,0.296012,0
9,0,0,0,0.003279,0,0.624456,0.669892,0.760912,0
9,0,0,0,0.003494,0,0.740070,0.797002,0.905621,1
9,0,0,0,0.015152,0,0.680221,0.729046,0.828467,0
9,0,0,0,0.013308,0,0.321870,0.334921,0.373036,0
9,0,0,0,0.008475,0,0.487088,0.515084,0.586898,0
9,0,0,0,0.010101,0,0.549477,0.585432,0.663170,0
9,0.00534,0,0,0.003562,0,0.797131,0.859644,0.978174,1
9,0,0,0,0.030303,0,0.672529,0.716715,0.814846,0
9,0,0,0,0.003795,0,0.322264,0.334971,0.368342,0
9,0.026144,0,0,0.006579,0,0.058356,0.067785,0.059463,2
9,0.008905,0,0,0.000891,0,0.373425,0.399182,0.451014,2
9,0.001359,0,0,0.00136,0,0.764741,0.824215,0.936737,2
9,0,0,0,0.011561,0,0.572908,0.608439,0.689691,0
9,0,0,0,0.010435,0,0.274248,0.280704,0.306399,0
9,0,0,0,0,0,0.490434,0.517745,0.587614,2
9,0,0,0,0.002595,0,0.568728,0.607504,0.689951,1
9,0,0,0,0.000824,0,0.739703,0.797446,0.904161,1
9,0,0,0,0.038462,0,0.538876,0.568580,0.646048,0
9,0,0,0,0.021201,0,0.289225,0.294365,0.324684,0
