@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.035,0.323,0.642,0.193,0.362,0.178,0.382,2
0.092,0.482,0.426,0.193,0.569,0.381,0.536,1
0.08,0.769,0.151,0.177,0.651,0.449,0.322,1
0.106,0.78,0.114,0.106,0.602,0.171,0.37,1
0.037,0.804,0.159,0.424,0.44,0.199,0.384,1
0.026,0.34,0.635,0.007,0.163,0.178,0.384,1
0.262,0.279,0.459,0.121,0.319,0.307,0.272,2
0.085,0.075,0.84,0.066,0.639,0.219,0.31,2
0.124,0.672,0.204,0.227,0.518,0.172,0.373,2
0.048,0.502,0.449,0.28,0.65,0.222,0.356,1
0.164,0.786,0.05,0.81,0.144,0.174,0.368,1
0.097,0.208,0.695,0.031,0.3,0.183,0.383,2
0.008,0.632,0.36,0.038,0.753,0.163,0.256,1
0.039,0.852,0.109,0.129,0.813,0.131,0.693,1
0.044,0.763,0.192,0.007,0.338,0.168,0.347,2
0.42,0.384,0.197,0.146,0.468,0.006,0.961,1
0.099,0.769,0.131,0.028,0.628,0.13,0.481,1
0.195,0.742,0.063,0.624,0.36,0.269,0.277,1
0.043,0.781,0.176,0.013,0.694,0.201,0.386,1
0.014,0.143,0.843,0.015,0.218,0.231,0.308,2
0.22,0.238,0.542,0.079,0.302,0.215,0.329,2
0.117,0.716,0.167,0.187,0.724,0.237,0.361,1
0.309,0.56,0.13,0.09,0.807,0.192,0.357,1
0.53,0.248,0.222,0.373,0.488,0.237,0.361,1
0.051,0.862,0.087,0.089,0.869,0.191,0.399,2
0.355,0.45,0.195,0.226,0.653,0.235,0.33,1
0.067,0.101,0.831,0.114,0.462,0.195,0.388,2
0.15,0.683,0.167,0.207,0.614,0.348,0.33,1
0.103,0.789,0.107,0.065,0.837,0.141,0.658,1
0.313,0.604,0.082,0.158,0.652,0.389,0.283,1
0.624,0.152,0.224,0.105,0.744,0.238,0.35,1
0.045,0.721,0.234,0.04,0.404,0.184,0.366,2
0.232,0.432,0.336,0.524,0.416,0.581,0.323,1
0.118,0.706,0.176,0.165,0.622,0.215,0.293,1
0.173,0.75,0.077,0.421,0.533,0.425,0.332,1
0.052,0.872,0.076,0.017,0.784,0.131,0.721,1
0.097,0.763,0.14,0.146,0.631,0.363,0.32,1
0.142,0.806,0.052,0.192,0.656,0.145,0.305,1
0.044,0.924,0.032,0.539,0.403,0.387,0.296,1
0.256,0.577,0.167,0.221,0.636,0.518,0.313,2
0.091,0.711,0.198,0.221,0.485,0.136,0.336,1
0.047,0.919,0.034,0.169,0.76,0.274,0.501,1
0.433,0.448,0.12,0.152,0.684,0.163,0.618,1
0.154,0.759,0.087,0.488,0.446,0.099,0.377,1
0.282,0.072,0.646,0.073,0.277,0.219,0.346,2
0.059,0.717,0.224,0.041,0.085,0.164,0.374,2
0.139,0.714,0.147,0.318,0.631,0.432,0.326,2
0.198,0.698,0.104,0.211,0.628,0.183,0.363,1
0.384,0.568,0.047,0.581,0.335,0.429,0.313,1
0.383,0.014,0.603,0.176,0.702,0.743,0.227,0
0.599,0.353,0.049,0.83,0.109,0.186,0.382,0
0.501,0.463,0.036,0.32,0.345,0.047,0.121,0
0.006,0.912,0.082,0.208,0.769,0.184,0.254,0
0.011,0.928,0.061,0.399,0.426,0.396,0.314,0
0.864,0.096,0.04,0.68,0.281,0.632,0.284,0
0.337,0.587,0.076,0.334,0.641,0.194,0.271,0
0.669,0.113,0.219,0.628,0.342,0.367,0.348,0
0.355,0.361,0.284,0.545,0.404,0.263,0.371,0
0.549,0.293,0.158,0.426,0.436,0.205,0.318,0
0.623,0.195,0.181,0.155,0.793,0.415,0.334,0
0.257,0.475,0.268,0.178,0.717,0.253,0.37,0
0.431,0.541,0.029,0.849,0.094,0.164,0.233,0
0.185,0.704,0.111,0.386,0.564,0.464,0.332,0
0.541,0.164,0.295,0.651,0.31,0.436,0.354,0
0.13,0.834,0.037,0.468,0.504,0.258,0.26,0
0.036,0.947,0.017,0.454,0.534,0.264,0.28,0
0.59,0.217,0.193,0.879,0.072,0.016,0.064,0
