@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.858,0.107,0.035,0.183,0.435,0
0.199,0.766,0.036,0.2,0.39,0
0.032,0.289,0.679,0.223,0.28,2
0.069,0.042,0.889,0.283,0.273,2
0.122,0.431,0.447,0.257,0.634,1
0.212,0.776,0.012,0.183,0.48,0
0.549,0.25,0.201,0.214,0.394,0
0.169,0.206,0.625,0.265,0.302,0
0.202,0.431,0.367,0.249,0.365,0
0.615,0.328,0.058,0.279,0.475,0
0.341,0.553,0.107,0.306,0.407,0
0.598,0.158,0.244,0.297,0.353,0
0.609,0.28,0.111,0.191,0.282,0
0.806,0.119,0.075,0.429,0.268,0
0.473,0.35,0.177,0.255,0.435,0
0.074,0.845,0.081,0.181,0.383,0
0.023,0.037,0.94,0.284,0.331,0
0.369,0.613,0.018,0.187,0.311,0
0.141,0.036,0.823,0.408,0.255,0
0.134,0.702,0.164,0.362,0.416,1
0.11,0.653,0.237,0.337,0.337,1
0.06,0.229,0.711,0.247,0.353,0
0.2,0.598,0.202,0.198,0.302,1
0.478,0.266,0.255,0.51,0.225,0
0.364,0.214,0.422,0.331,0.437,0
0.253,0.292,0.456,0.295,0.461,0
0.27,0.432,0.298,0.213,0.357,0
0.13,0.661,0.208,0.209,0.31,1
0.445,0.124,0.43,0.364,0.275,0
0.364,0.374,0.262,0.342,0.411,0
0.18,0.549,0.27,0.278,0.385,0
0.171,0.36,0.47,0.298,0.351,0
0.032,0.322,0.646,0.217,0.281,1
0.58,0.073,0.347,0.6,0.181,0
0.581,0.156,0.263,0.221,0.482,0
0.066,0.457,0.476,0.308,0.499,2
0.041,0.073,0.886,0.21,0.456,2
0.526,0.33,0.144,0.188,0.305,2
0.594,0.308,0.098,0.318,0.334,0
0.4,0.534,0.067,0.3,0.453,0
0.191,0.26,0.549,0.183,0.428,2
0.073,0.476,0.452,0.208,0.383,1
0.202,0.728,0.071,0.182,0.319,1
0.682,0.214,0.104,0.721,0.15,0
0.484,0.231,0.285,0.461,0.35,0
0.045,0.234,0.721,0.301,0.403,1
0.67,0.235,0.095,0.272,0.393,0
0.499,0.268,0.234,0.249,0.316,0
0.437,0.234,0.328,0.501,0.277,0
0.41,0.549,0.042,0.269,0.461,0
