@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.41,0.482,0.108,0.188,0.37,0
0.05,0.89,0.06,0.208,0.329,0
0.028,0.327,0.645,0.268,0.215,2
0.137,0.072,0.791,0.358,0.226,2
0.038,0.505,0.456,0.205,0.713,1
0.118,0.853,0.029,0.174,0.428,0
0.273,0.359,0.368,0.221,0.344,0
0.424,0.14,0.436,0.272,0.267,0
0.665,0.182,0.152,0.273,0.327,0
0.706,0.246,0.049,0.228,0.522,0
0.411,0.52,0.069,0.284,0.431,0
0.479,0.171,0.35,0.303,0.345,0
0.69,0.211,0.098,0.258,0.202,0
0.783,0.124,0.093,0.465,0.282,0
0.536,0.309,0.154,0.24,0.432,0
0.083,0.854,0.063,0.204,0.305,0
0.157,0.023,0.82,0.32,0.301,0
0.408,0.534,0.059,0.239,0.228,0
0.744,0.023,0.233,0.466,0.253,0
0.168,0.709,0.124,0.293,0.498,1
0.147,0.634,0.219,0.351,0.342,1
0.097,0.193,0.71,0.278,0.31,0
0.093,0.702,0.205,0.242,0.226,1
0.892,0.068,0.039,0.55,0.25,0
0.817,0.052,0.131,0.268,0.508,0
0.703,0.154,0.142,0.242,0.514,0
0.116,0.466,0.418,0.246,0.294,0
0.032,0.741,0.227,0.264,0.238,1
0.775,0.058,0.167,0.42,0.263,0
0.559,0.269,0.172,0.293,0.47,0
0.191,0.508,0.301,0.282,0.374,0
0.135,0.349,0.516,0.317,0.338,0
0.025,0.327,0.648,0.268,0.212,1
0.93,0.015,0.054,0.64,0.214,0
0.824,0.075,0.101,0.198,0.472,0
0.144,0.467,0.389,0.146,0.637,2
0.046,0.078,0.876,0.176,0.431,2
0.123,0.475,0.402,0.239,0.224,2
0.813,0.141,0.046,0.342,0.325,0
0.384,0.547,0.07,0.249,0.505,0
0.534,0.172,0.294,0.19,0.362,2
0.021,0.524,0.454,0.229,0.323,1
0.153,0.777,0.069,0.23,0.235,1
0.961,0.029,0.01,0.705,0.217,0
0.581,0.19,0.228,0.374,0.463,0
0.047,0.242,0.711,0.284,0.419,1
0.372,0.449,0.178,0.254,0.39,0
0.246,0.314,0.44,0.225,0.282,0
0.563,0.165,0.271,0.477,0.343,0
0.484,0.476,0.039,0.232,0.487,0
0.025,0.317,0.657,0.266,0.305,0
0.408,0.443,0.148,0.302,0.328,0
0.955,0.015,0.03,0.259,0.195,0
0.634,0.157,0.209,0.214,0.26,0
0.773,0.145,0.082,0.245,0.5,0
0.172,0.68,0.147,0.236,0.456,0
0.214,0.033,0.754,0.255,0.421,0
0.821,0.045,0.134,0.273,0.208,0
0.84,0.012,0.149,0.514,0.284,0
0.744,0.201,0.055,0.343,0.497,0
0.633,0.203,0.163,0.586,0.331,0
0.152,0.512,0.336,0.242,0.345,0
0.115,0.854,0.031,0.244,0.222,0
0.879,0.075,0.046,0.603,0.231,0
0.467,0.253,0.28,0.325,0.441,0
0.355,0.472,0.174,0.172,0.435,0
0.334,0.606,0.06,0.196,0.336,0
0.014,0.185,0.801,0.26,0.221,2
0.873,0.056,0.071,0.52,0.265,0
0.59,0.303,0.107,0.32,0.473,0
0.122,0.83,0.048,0.272,0.386,0
0.132,0.267,0.602,0.285,0.33,0
0.006,0.615,0.379,0.145,0.501,1
0.563,0.014,0.423,0.08,0.66,0
0.141,0.719,0.14,0.11,0.631,0
0.434,0.375,0.192,0.109,0.603,0
0.038,0.843,0.12,0.057,0.824,1
0.015,0.772,0.213,0.238,0.264,2
0.766,0.124,0.11,0.229,0.388,0
0.206,0.548,0.246,0.336,0.53,0
0.12,0.652,0.228,0.11,0.561,1
0.07,0.915,0.015,0.143,0.5,0
0.051,0.783,0.167,0.205,0.294,1
0.782,0.069,0.149,0.428,0.29,0
0.338,0.598,0.065,0.147,0.592,1
0.223,0.442,0.335,0.61,0.288,0
0.01,0.179,0.81,0.323,0.275,0
0.587,0.395,0.018,0.235,0.224,0
0.745,0.017,0.238,0.281,0.417,0
0.356,0.415,0.229,0.302,0.486,0
0.174,0.788,0.038,0.362,0.439,0
0.416,0.408,0.176,0.24,0.298,0
0.573,0.358,0.069,0.206,0.302,0
0.873,0.021,0.106,0.272,0.329,0
0.577,0.294,0.13,0.239,0.499,0
