@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.028,0.327,0.645,0.268,0.215,2
0.137,0.072,0.791,0.358,0.226,2
0.038,0.505,0.456,0.205,0.713,1
0.168,0.709,0.124,0.293,0.498,1
0.147,0.634,0.219,0.351,0.342,1
0.093,0.702,0.205,0.242,0.226,1
0.032,0.741,0.227,0.264,0.238,1
0.025,0.327,0.648,0.268,0.212,1
0.144,0.467,0.389,0.146,0.637,2
0.046,0.078,0.876,0.176,0.431,2
0.123,0.475,0.402,0.239,0.224,2
0.534,0.172,0.294,0.19,0.362,2
0.021,0.524,0.454,0.229,0.323,1
0.153,0.777,0.069,0.23,0.235,1
0.047,0.242,0.711,0.284,0.419,1
0.014,0.185,0.801,0.26,0.221,2
0.006,0.615,0.379,0.145,0.501,1
0.038,0.843,0.12,0.057,0.824,1
0.015,0.772,0.213,0.238,0.264,2
0.12,0.652,0.228,0.11,0.561,1
0.051,0.783,0.167,0.205,0.294,1
0.338,0.598,0.065,0.147,0.592,1
0.307,0.522,0.171,0.274,0.393,2
0.004,0.812,0.184,0.269,0.238,1
0.278,0.038,0.684,0.5,0.303,2
0.01,0.087,0.903,0.212,0.453,2
0.027,0.394,0.58,0.271,0.371,2
0.699,0.178,0.123,0.291,0.479,1
0.296,0.627,0.077,0.182,0.397,2
0.15,0.647,0.202,0.244,0.327,1
0.607,0.291,0.102,0.236,0.281,1
0.118,0.515,0.367,0.195,0.34,1
0.394,0.269,0.337,0.289,0.311,2
0.662,0.323,0.016,0.231,0.185,1
0.699,0.174,0.127,0.335,0.474,2
0.436,0.341,0.223,0.257,0.325,1
0.069,0.829,0.102,0.283,0.204,2
0.533,0.03,0.437,0.597,0.244,1
0.278,0.67,0.052,0.249,0.545,1
0.583,0.135,0.282,0.257,0.44,2
0.174,0.559,0.267,0.193,0.398,1
0.501,0.274,0.225,0.343,0.464,2
0.056,0.009,0.935,0.276,0.227,2
0.219,0.551,0.23,0.188,0.369,1
0.157,0.725,0.118,0.235,0.483,1
0.148,0.687,0.165,0.164,0.541,1
0.074,0.762,0.164,0.166,0.64,1
0.239,0.619,0.142,0.386,0.396,1
0.571,0.217,0.212,0.225,0.354,1
0.029,0.7,0.271,0.262,0.249,2
0.524,0.379,0.097,0.393,0.457,1
0.097,0.527,0.376,0.614,0.261,1
0.071,0.784,0.145,0.194,0.476,1
0.194,0.704,0.102,0.315,0.225,1
0.01,0.117,0.873,0.288,0.275,2
0.32,0.573,0.107,0.267,0.214,1
0.515,0.467,0.018,0.384,0.48,1
0.22,0.718,0.062,0.298,0.474,1
0.021,0.847,0.133,0.113,0.719,1
0.091,0.748,0.161,0.228,0.517,1
0.111,0.846,0.043,0.224,0.314,1
0.093,0.883,0.024,0.214,0.587,1
0.561,0.4,0.04,0.287,0.212,1
0.081,0.746,0.172,0.356,0.377,1
0.001,0.088,0.911,0.29,0.239,2
0.19,0.358,0.453,0.257,0.207,2
0.362,0.482,0.156,0.36,0.47,2
0.112,0.661,0.226,0.239,0.226,1
0.097,0.857,0.046,0.242,0.544,1
0.409,0.466,0.125,0.184,0.515,1
0.332,0.6,0.068,0.206,0.295,1
0.082,0.867,0.051,0.253,0.412,1
0.274,0.021,0.705,0.221,0.341,2
0.046,0.666,0.288,0.24,0.211,2
0.24,0.607,0.154,0.286,0.495,2
0.178,0.662,0.16,0.258,0.255,1
0.539,0.415,0.046,0.244,0.545,1
0.703,0.12,0.177,0.248,0.434,0
0.519,0.383,0.098,0.437,0.433,0
0.072,0.911,0.017,0.229,0.195,0
0.549,0.419,0.032,0.374,0.293,0
0.179,0.579,0.242,0.266,0.321,0
0.821,0.08,0.099,0.27,0.184,0
0.851,0.061,0.087,0.235,0.398,0
0.132,0.813,0.055,0.26,0.556,0
0.164,0.768,0.069,0.29,0.51,0
0.894,0.06,0.045,0.334,0.424,0
0.321,0.5,0.179,0.315,0.467,0
0.246,0.314,0.44,0.225,0.282,0
0.372,0.449,0.178,0.254,0.39,0
0.35,0.604,0.046,0.572,0.334,0
0.126,0.814,0.06,0.209,0.469,0
0.479,0.467,0.054,0.204,0.302,0
0.34,0.457,0.203,0.236,0.314,0
0.146,0.066,0.788,0.21,0.281,0
0.175,0.82,0.006,0.385,0.501,0
0.866,0.021,0.113,0.457,0.304,0
0.671,0.134,0.195,0.364,0.48,0
0.355,0.472,0.174,0.172,0.435,0
0.735,0.22,0.045,0.106,0.64,0
0.479,0.412,0.109,0.378,0.443,0
0.094,0.883,0.023,0.164,0.561,0
0.775,0.058,0.167,0.42,0.263,0
0.079,0.895,0.026,0.187,0.543,0
0.81,0.012,0.178,0.253,0.391,0
0.544,0.133,0.323,0.32,0.319,0
0.486,0.418,0.096,0.362,0.456,0
0.165,0.776,0.059,0.332,0.507,0
0.384,0.547,0.07,0.249,0.505,0
0.773,0.145,0.082,0.245,0.5,0
0.359,0.556,0.085,0.312,0.505,0
0.909,0.064,0.028,0.603,0.303,0
0.573,0.358,0.069,0.206,0.302,0
0.44,0.114,0.446,0.24,0.447,0
0.206,0.548,0.246,0.336,0.53,0
0.739,0.006,0.255,0.799,0.157,0
0.808,0.095,0.098,0.542,0.264,0
