@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature735 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0,0.333133,0.345872,0.406722,0
0,0,0,0,0,0,0.485018,0.515511,0.607221,0
0.003226,0,0.001076,0,0,0,0.723938,0.767282,0.914135,2
0,0,0,0,0,0,0.703651,0.741857,0.882964,2
0.00271,0,0,0.002717,0,0,0.413652,0.430781,0.505675,1
0,0,0,0,0,0,0.299806,0.312478,0.359741,0
0,0,0.002584,0,0,0,0.466744,0.492031,0.579204,0
0.007326,0,0.002445,0.003667,0,0,0.616460,0.652042,0.774560,0
0,0,0,0,0,0,0.510673,0.537066,0.630943,0
0,0,0,0,0,0,0.218987,0.220313,0.243899,0
0,0,0,0,0,0,0.341859,0.357307,0.409897,0
0,0,0.003145,0,0,0,0.474485,0.499155,0.586258,0
0,0,0.001529,0.004587,0,0,0.760057,0.805783,0.960010,0
0,0,0.012987,0.012987,0,0,0.567559,0.597738,0.706400,0
0,0,0,0.003322,0,0,0.344346,0.357411,0.410001,0
0,0,0,0,0,0,0.531289,0.560767,0.657843,0
0,0,0.003067,0,0,0,0.561561,0.591109,0.701017,0
0,0,0.00277,0.00277,0,0,0.690876,0.731275,0.870319,0
0,0,0,0.009091,0,0,0.635642,0.665669,0.789192,0
0,0,0.003704,0.007407,0,0,0.239930,0.242361,0.269254,1
0,0,0,0,0,0,0.477248,0.498015,0.587995,1
0,0,0.003096,0.003096,0,0,0.535271,0.564512,0.668292,0
0,0,0,0,0,0,0.696049,0.737891,0.877398,1
0,0,0.012346,0.012346,0,0,0.592121,0.616861,0.731605,0
0,0,0.007246,0.01087,0,0,0.233236,0.230821,0.254273,0
0,0,0,0,0,0,0.208213,0.214163,0.237465,0
0,0,0,0.002188,0,0,0.564227,0.595457,0.705754,0
0,0,0,0.001166,0.001166,0,0.676863,0.716296,0.850819,1
0,0,0,0,0,0,0.613569,0.645708,0.764164,0
0,0,0,0.003817,0,0,0.288142,0.293887,0.332902,0
0,0,0,0,0,0,0.426269,0.445562,0.526908,0
0,0,0.006073,0.006073,0,0,0.485423,0.509636,0.599824,0
0.002671,0,0.000891,0.001783,0,0,0.735116,0.779009,0.927748,1
0,0,0,0.012195,0,0,0.616580,0.642701,0.762188,0
0,0,0,0,0,0,0.273340,0.276887,0.317528,0
0,0,0,0,0,0,0.047566,0.056085,0.044174,2
0,0,0,0.001786,0,0,0.314839,0.332555,0.390134,2
0,0,0,0.001361,0,0,0.701032,0.742161,0.883372,2
0,0,0,0,0,0,0.511504,0.531054,0.626517,0
0,0,0.003484,0.003484,0,0,0.246140,0.243997,0.269734,0
0,0,0,0,0,0,0.434039,0.453061,0.531854,2
0,0,0.001733,0.003466,0,0,0.505688,0.533546,0.631237,1
0,0,0,0,0,0,0.670961,0.711038,0.844768,1
0,0,0,0.015625,0,0,0.489064,0.503042,0.591378,0
0,0,0.007092,0.003546,0,0,0.256411,0.253880,0.285653,0
0,0,0,0,0,0,0.358945,0.371061,0.430644,1
0,0,0.00277,0.00831,0,0,0.399411,0.418383,0.491134,0
0.008117,0,0,0,0,0,0.579879,0.613448,0.727758,0
0,0,0,0.011905,0,0,0.407756,0.419384,0.489464,0
0,0,0,0.004,0,0,0.271577,0.276198,0.312066,0
0,0,0,0,0,0,0.550210,0.580619,0.685414,0
0,0,0,0.005747,0,0,0.510197,0.535526,0.630396,0
0,0,0,0.002252,0,0,0.775071,0.821350,0.978677,0
0,0,0,0,0,0,0.623922,0.660923,0.781995,0
0,0,0.003922,0,0,0,0.244517,0.246531,0.274522,0
0,0,0,0,0,0,0.319606,0.330986,0.378335,0
0.00409,0,0,0.002049,0,0,0.355842,0.372121,0.430506,0
0,0,0,0.002342,0,0,0.749377,0.793550,0.944454,0
0,0,0,0,0,0,0.528844,0.550671,0.650309,0
0,0,0,0.008163,0,0,0.213077,0.210480,0.228958,0
0,0,0,0,0,0,0.294974,0.300755,0.345596,0
0.007538,0,0,0.002519,0,0,0.466828,0.491920,0.582476,0
0,0,0.001621,0.003241,0,0,0.704976,0.747389,0.888644,0
0,0,0,0.022472,0,0,0.599797,0.621656,0.735046,0
0,0,0,0,0,0,0.327423,0.334431,0.385150,0
0,0,0,0,0,0,0.305606,0.318349,0.370318,0
0,0,0,0,0,0,0.463366,0.487835,0.574779,0
0,0,0,0.000984,0,0,0.709196,0.751809,0.895337,2
0,0,0.011494,0,0,0,0.571997,0.594778,0.704158,0
0,0,0.004032,0,0,0,0.252147,0.258699,0.296181,0
0,0,0,0,0,0,0.414843,0.434264,0.503012,0
0,0,0.002092,0.004184,0,0,0.499873,0.526268,0.623044,0
0.017383,0,0,0,0,0,0.251663,0.270021,0.313751,1
0.044944,0,0,0,0,0,0.031011,0.041830,0.032353,0
0.013201,0,0,0,0,0,0.045188,0.061087,0.047432,0
0.123077,0,0,0,0,0,0.058220,0.059011,0.054434,0
0.031088,0.002597,0,0.005195,0,0,0.303270,0.321511,0.373669,1
0.006783,0,0,0,0,0.00097,0.610619,0.647214,0.769004,2
0.02439,0,0,0,0,0,0.410920,0.433177,0.508674,0
0.002994,0,0,0.006006,0,0,0.148019,0.150671,0.158120,0
0.024096,0.012195,0,0,0,0,0.160325,0.168389,0.184979,1
0.035484,0,0,0,0,0,0.242397,0.259606,0.296451,0
0.0125,0,0.001252,0.001252,0,0,0.550264,0.584134,0.693149,1
0,0,0.011236,0,0,0,0.565502,0.595743,0.700557,0
0.008264,0,0,0,0,0,0.118363,0.128727,0.130346,1
0,0,0,0,0,0,0.407724,0.422786,0.491300,0
0,0,0,0.001271,0,0,0.611911,0.645855,0.765860,0
0.002299,0,0,0,0,0,0.692354,0.734293,0.873068,0
0,0,0,0,0,0,0.329952,0.343896,0.401732,0
0,0,0,0,0,0,0.262779,0.266463,0.295522,0
0,0,0,0,0,0,0.304444,0.315313,0.358374,0
0,0,0.002924,0.002924,0,0,0.554457,0.584862,0.690806,0
0.017002,0.001548,0,0.001548,0,0,0.532311,0.564802,0.669413,0
0,0,0.012658,0,0,0,0.505144,0.530615,0.627036,0
0,0,0.003636,0.003636,0,0,0.244403,0.247656,0.278460,0
0,0,0,0,0,0,0.307395,0.306026,0.349187,0
0.00361,0,0.007246,0,0,0,0.364565,0.382048,0.445111,0
0,0,0.002381,0,0,0,0.756754,0.803310,0.957675,0
0,0,0,0.012821,0,0,0.525448,0.546683,0.643455,0
0,0,0,0.007326,0,0,0.242131,0.244522,0.272317,0
0,0,0,0,0,0,0.394214,0.409934,0.483382,2
0,0,0,0,0,0,0.409300,0.433500,0.509058,0
0,0,0.003401,0.004252,0,0,0.677111,0.716176,0.851794,1
0,0,0.018692,0,0,0,0.488010,0.511689,0.605152,2
0.015101,0,0,0.003361,0,0,0.324364,0.337426,0.393300,2
0,0,0,0,0,0,0.220548,0.214897,0.238359,0
0,0,0.00597,0.008955,0,0,0.442387,0.463424,0.545487,0
0.019824,0.002208,0,0.002208,0,0,0.447420,0.474800,0.559691,0
0.045977,0,0,0.011628,0,0,0.350081,0.352529,0.410300,0
0.006061,0,0,0,0,0,0.287281,0.296264,0.336512,0
0,0,0,0,0,0,0.154438,0.156392,0.166065,0
0,0,0.002008,0.004016,0,0,0.585074,0.619012,0.733256,0
0,0,0,0,0,0,0.757489,0.803870,0.957166,0
0,0,0,0.025,0,0,0.542581,0.564532,0.667639,0
0,0,0.008658,0.004329,0,0,0.199137,0.196166,0.210532,0
0,0,0,0,0,0,0.206383,0.208334,0.227789,0
0.009804,0,0.002457,0.002457,0,0,0.435078,0.457978,0.539925,0
0.008097,0,0,0,0,0,0.654219,0.693899,0.825719,0
0.029126,0,0,0.009804,0,0,0.335240,0.352516,0.409457,0
0.003436,0,0,0,0,0,0.208156,0.203540,0.224011,0
0,0,0,0,0,0,0.441836,0.466376,0.547427,2
0,0,0,0.011811,0,0,0.336853,0.353134,0.410812,0
0,0,0,0,0,0,0.763119,0.810046,0.965367,0
0,0,0,0,0,0,0.452937,0.472102,0.554532,0
0,0,0,0,0,0,0.245514,0.245888,0.270216,0
0,0,0,0,0,0,0.089181,0.088915,0.083982,0
0,0,0,0,0,0,0.491641,0.518764,0.612169,0
0.00159,0,0,0,0,0,0.614239,0.651033,0.772834,0
0,0,0,0,0,0,0.431641,0.443580,0.521262,0
0,0,0,0.008929,0,0,0.191969,0.185794,0.203091,0
0,0,0,0,0,0,0.370828,0.387430,0.450445,0
0,0,0.007968,0.003984,0,0,0.481898,0.506675,0.595180,0
0,0,0,0,0,0,0.805705,0.854347,1.018760,0
0,0,0,0,0,0,0.508944,0.531911,0.628123,0
0,0,0.003401,0.006803,0,0,0.282015,0.282245,0.315872,1
0,0,0,0,0,0,0.374564,0.391707,0.451678,2
0,0,0,0,0,0,0.510173,0.535708,0.629989,1
0.003521,0.001764,0.001764,0,0,0,0.575835,0.609637,0.724624,1
0,0,0,0.011364,0,0,0.343559,0.350958,0.411354,0
0.012712,0,0,0,0,0,0.127999,0.138180,0.141543,0
0,0,0,0,0,0,0.202728,0.208255,0.233022,0
0.00339,0,0.003401,0.003401,0,0,0.345475,0.369191,0.431786,0
0,0,0,0,0,0,0.747616,0.793477,0.945348,0
0,0,0,0.011628,0,0,0.359637,0.365406,0.422862,0
0,0,0,0.011152,0,0,0.199397,0.194997,0.212355,0
0,0,0,0,0,0,0.469599,0.493265,0.575940,1
0,0,0.005714,0.005714,0,0,0.535413,0.563917,0.666240,2
0,0,0,0.003257,0,0,0.791844,0.840125,1.001480,1
0,0,0,0.012987,0,0,0.536562,0.556991,0.655508,0
0,0,0,0,0,0,0.277220,0.276363,0.308821,2
0,0,0.02,0.02,0,0,0.343508,0.342346,0.393747,0
0,0,0,0.007853,0,0,0.511735,0.539350,0.637008,1
0,0,0,0.001669,0,0,0.754378,0.798674,0.951460,2
0,0,0,0,0,0,0.558863,0.581853,0.686194,1
0,0,0.003597,0,0,0,0.172637,0.170046,0.179735,1
0,0,0,0,0,0,0.323597,0.333961,0.388465,2
0,0,0.002421,0.002421,0,0,0.357783,0.376490,0.443414,1
0.009642,0,0,0,0,0,0.573728,0.608820,0.722762,0
0,0,0.025974,0.012987,0,0,0.576122,0.601069,0.708016,0
0,0,0,0.01083,0,0.00361,0.278265,0.275668,0.311411,2
0.103448,0,0,0,0,0,0.086978,0.086729,0.087475,0
0,0,0.004149,0.002075,0,0,0.535099,0.565951,0.668009,0
0,0,0,0.001238,0,0,0.703404,0.745077,0.887203,2
0,0,0,0,0,0,0.565131,0.588140,0.695738,0
0.003521,0,0,0.003534,0,0,0.176091,0.179345,0.191649,0
0,0,0,0,0,0,0.267056,0.279338,0.314125,0
0,0,0,0.002976,0,0,0.517352,0.545788,0.644982,0
0,0,0,0.00157,0,0,0.768073,0.814639,0.970693,0
0,0,0,0.027778,0,0,0.510080,0.529199,0.622677,0
0,0,0,0.004082,0,0,0.204726,0.199898,0.214321,0
0,0,0.019231,0.019231,0,0,0.171154,0.168398,0.185012,0
0,0,0,0,0,0,0.487001,0.509522,0.599651,0
0,0,0.002227,0.002227,0,0,0.680260,0.720448,0.856149,0
0,0,0,0.01087,0,0,0.407664,0.420507,0.493374,0
0,0,0,0,0,0,0.192098,0.190965,0.205882,0
0,0,0,0,0,0,0.414354,0.436191,0.508454,1
0,0,0,0,0,0,0.572632,0.605841,0.719515,0
0,0,0,0,0,0,0.761440,0.808079,0.962883,0
0,0,0,0.011628,0,0,0.565731,0.590139,0.698026,0
0,0,0,0.00365,0,0,0.260018,0.255416,0.284570,0
0,0,0,0,0,0,0.248522,0.265099,0.299377,1
0,0,0,0,0,0,0.365339,0.383476,0.451277,0
0.007508,0,0,0,0,0,0.579223,0.613855,0.727770,1
0,0,0.019417,0.009709,0,0,0.312452,0.322715,0.375055,0
0,0,0,0,0,0,0.252247,0.254175,0.280529,0
0,0,0,0,0,0,0.050037,0.050329,0.039772,1
0.025547,0,0,0,0,0,0.208798,0.224672,0.251019,0
0.022866,0,0,0,0,0,0.418484,0.444711,0.524690,0
0,0,0,0,0,0,0.357577,0.374961,0.433491,0
0,0,0.003745,0.007491,0,0,0.264252,0.263577,0.294248,0
0,0,0,0,0,0,0.471946,0.489330,0.572354,0
0,0,0.002778,0.002778,0,0,0.522369,0.548915,0.649049,0
0,0,0.001595,0.001595,0,0,0.670810,0.708877,0.843011,0
0,0,0,0.012346,0,0,0.559811,0.582648,0.687987,0
0.003546,0,0,0.003559,0,0,0.205249,0.204299,0.223887,0
0,0,0,0,0,0,0.369235,0.377815,0.438108,1
0,0,0,0.003876,0,0,0.325665,0.336878,0.384447,0
0,0,0.001869,0,0,0,0.713757,0.755592,0.899440,0
0,0,0.013514,0.027027,0,0,0.477690,0.494131,0.579402,0
0,0,0.003937,0,0,0,0.234936,0.235320,0.261672,0
0,0,0,0,0,0,0.335895,0.350381,0.404901,0
0,0,0,0,0,0,0.381338,0.399598,0.471117,0
0,0,0,0.001582,0,0,0.691011,0.731561,0.870873,0
0,0,0,0,0,0,0.576361,0.602493,0.713276,0
0,0,0,0,0,0,0.265551,0.271883,0.302813,0
0,0,0,0,0,0,0.305018,0.317208,0.362985,0
0,0,0,0.014085,0,0,0.399371,0.416766,0.490715,0
0.001942,0,0,0.001946,0,0,0.738006,0.781506,0.930496,0
0,0,0,0.010989,0,0,0.551085,0.576624,0.682416,0
0,0,0,0.003021,0,0,0.253177,0.257396,0.289137,0
0,0,0,0,0,0,0.316241,0.325434,0.365632,0
0,0,0,0.005988,0,0,0.441744,0.465350,0.547637,1
0.004233,0.001059,0,0,0,0,0.647955,0.686488,0.817039,2
0,0,0,0,0,0,0.491962,0.514596,0.603902,0
0,0,0,0,0,0,0.247841,0.248963,0.277767,1
0,0,0,0,0,0,0.435826,0.452729,0.528129,0
0,0,0.004184,0,0,0,0.351094,0.368183,0.431500,0
0.00432,0,0.004329,0.002165,0,0,0.541078,0.571987,0.678254,0
0,0,0,0,0,0,0.492020,0.513077,0.603608,0
0.003774,0,0.003788,0.003788,0,0,0.152548,0.155338,0.161425,0
0,0,0,0,0,0,0.491581,0.504686,0.590911,1
0,0,0.007117,0.003559,0,0,0.363040,0.379833,0.446317,0
0,0,0,0,0,0,0.709085,0.751273,0.893652,0
0,0,0.010309,0.010309,0,0,0.567749,0.591279,0.700249,0
0,0,0,0,0,0,0.243217,0.248239,0.276760,0
0,0,0,0,0,0,0.205326,0.206987,0.228741,0
0,0,0,0.003846,0,0,0.339679,0.357034,0.417165,0
0.009488,0,0,0,0,0,0.569677,0.603480,0.715152,0
0,0,0,0.018692,0,0,0.513456,0.532082,0.629051,0
0.003344,0,0,0.003356,0,0,0.203062,0.209944,0.228779,0
0.012048,0,0,0,0,0,0.268810,0.279379,0.317650,1
0.02934,0,0,0,0,0,0.175166,0.189402,0.209841,0
0.0075,0,0.005013,0.010025,0,0,0.389236,0.411654,0.485059,0
0.076087,0,0,0.010989,0,0,0.305611,0.317044,0.368162,0
0,0,0,0.007407,0,0,0.192831,0.189590,0.203738,0
0,0,0,0,0,0,0.336296,0.342846,0.390842,0
0.008746,0,0,0,0,0,0.374566,0.394108,0.461388,0
0.004228,0,0,0,0,0,0.684217,0.724581,0.862899,0
0,0,0.011236,0.022472,0,0,0.535880,0.558513,0.661947,0
0,0,0,0.003413,0,0,0.278274,0.284803,0.320780,0
0,0,0,0,0,0,0.293805,0.301341,0.342508,0
0.003745,0,0.003759,0.007519,0,0,0.378666,0.397403,0.467171,0
0,0,0,0.001534,0,0,0.711382,0.751779,0.893925,1
0,0,0,0.022472,0,0,0.541162,0.567035,0.671665,0
0,0,0.003289,0.003289,0,0,0.291164,0.298659,0.338000,0
0,0,0.016393,0.016393,0,0,0.394982,0.401295,0.465989,0
0,0,0,0.013333,0,0,0.475124,0.499025,0.588824,0
0,0,0.004684,0.004684,0,0,0.680704,0.719423,0.855591,0
0,0,0,0.011364,0,0,0.522237,0.540183,0.638469,0
0,0,0,0.003717,0,0,0.187852,0.186584,0.200576,0
0,0,0,0,0,0,0.119976,0.116143,0.119192,0
0,0,0,0.007812,0,0,0.314621,0.327669,0.383442,0
0.012214,0,0,0,0,0,0.700895,0.742504,0.883383,0
0,0,0.022222,0.011111,0,0,0.556877,0.578392,0.683384,0
0,0,0,0.003731,0,0,0.200863,0.198953,0.213764,0
0,0,0,0,0,0,0.171614,0.168618,0.187320,1
0.003195,0,0,0,0,0,0.328099,0.343940,0.401740,0
0,0,0.002439,0.014634,0,0,0.675796,0.711219,0.845191,0
0,0,0,0,0,0,0.538909,0.562334,0.664969,0
0,0,0.003497,0.003497,0,0,0.289211,0.296707,0.333432,1
0.038462,0,0,0,0,0,0.174659,0.182179,0.192740,0
0.009058,0,0.00363,0.005445,0,0,0.528835,0.558351,0.659453,0
0.005263,0.002635,0,0,0,0,0.562009,0.595746,0.707537,1
0,0,0,0,0,0,0.532037,0.552554,0.651260,0
0,0,0,0,0,0,0.230634,0.238626,0.263468,1
0,0,0,0.019231,0,0,0.243545,0.235728,0.267506,0
0.006897,0,0.00692,0.00692,0,0,0.380114,0.397090,0.463566,0
0,0,0,0,0,0,0.748398,0.793739,0.946327,0
0,0,0.023529,0.023529,0,0,0.551325,0.574890,0.679745,0
0,0,0.003559,0.003559,0,0,0.261140,0.266863,0.298953,0
0.070175,0,0,0,0,0,0.132971,0.136637,0.140006,0
0.002762,0,0.00554,0,0,0,0.206392,0.220242,0.250788,0
0.020333,0,0.001852,0.001852,0,0,0.530224,0.561532,0.665463,1
0,0,0,0.012821,0,0,0.462519,0.474300,0.556395,0
0.007782,0,0,0,0,0,0.147725,0.149742,0.153007,0
0,0,0,0,0,0,0.393138,0.399675,0.460345,0
0,0,0,0.004684,0,0,0.542205,0.571511,0.676735,0
0.012784,0,0,0.001422,0,0,0.592241,0.627855,0.746166,0
0,0,0,0.010753,0,0,0.436895,0.451619,0.530999,0
0,0,0,0,0,0,0.225541,0.228536,0.250993,0
0,0,0,0,0,0,0.273203,0.270475,0.304985,0
0,0,0.002242,0,0,0,0.521377,0.551677,0.652467,0
0,0,0,0,0,0,0.722322,0.764952,0.909699,0
0,0,0.025,0.0125,0,0,0.466718,0.488993,0.575170,0
0.025,0,0,0.003584,0,0,0.179023,0.179707,0.188018,0
0,0,0,0,0,0,0.402954,0.413609,0.475965,0
0,0,0.00295,0,0,0,0.392751,0.413068,0.485345,0
0,0,0.001681,0.008403,0,0,0.730666,0.771976,0.919074,0
0,0,0,0,0,0,0.495643,0.515647,0.608478,0
0,0,0,0,0,0,0.271925,0.277698,0.309553,0
0,0,0,0,0,0,0.081312,0.085765,0.077095,0
0,0,0,0,0,0,0.297089,0.309348,0.359448,0
0,0,0,0.002611,0,0,0.699658,0.737707,0.876531,0
0,0,0,0,0,0,0.485958,0.502128,0.592244,0
0.01087,0,0,0,0,0,0.128954,0.129671,0.131592,1
0,0,0,0,0,0,0.330407,0.337624,0.387077,0
0,0,0,0,0,0,0.420253,0.442079,0.520171,0
0,0,0,0.006928,0,0,0.739184,0.781230,0.930149,1
0,0,0.012195,0.012195,0,0,0.566148,0.590040,0.694420,0
0,0,0.003891,0,0,0,0.212806,0.212674,0.233282,0
0,0,0.022222,0.022222,0,0,0.278188,0.265222,0.300328,0
0.013158,0,0.006601,0.0033,0,0,0.399632,0.420369,0.494170,0
0.002358,0,0.004728,0.004728,0,0,0.676581,0.716688,0.853643,0
0,0,0.011765,0,0,0,0.396457,0.414712,0.483700,0
0.008646,0,0,0.00289,0,0,0.191903,0.196209,0.214296,0
0,0,0,0,0,0,0.114851,0.110926,0.111233,0
0,0,0,0.004717,0,0,0.520870,0.549808,0.649891,0
0,0,0.002591,0.002591,0,0,0.691975,0.733106,0.872479,0
0,0,0.011494,0.011494,0,0,0.333701,0.345912,0.404557,0
0.004032,0,0,0,0,0,0.193006,0.196820,0.214443,0
0,0,0,0,0,0,0.421952,0.438988,0.505494,1
0,0,0,0.001959,0,0,0.677148,0.716212,0.852283,2
0,0,0,0,0,0,0.747109,0.790931,0.941646,2
0,0,0.012346,0.037037,0,0,0.464898,0.475931,0.557788,0
0,0,0,0,0,0,0.253015,0.257381,0.287926,2
0,0,0,0.018868,0,0,0.330470,0.325414,0.376400,0
0,0,0.001992,0.007968,0,0,0.539307,0.569743,0.674544,0
0.00155,0.001553,0,0.004658,0,0,0.680237,0.718931,0.855676,0
0,0,0,0.025316,0,0,0.543069,0.564041,0.665109,0
0,0,0,0,0,0,0.214538,0.217288,0.239907,0
0,0,0,0,0,0,0.390716,0.396106,0.462976,0
0,0,0,0.002976,0,0,0.457788,0.480430,0.564684,0
0,0,0,0.001751,0,0,0.670855,0.710701,0.845798,0
0,0,0,0,0,0,0.555330,0.575163,0.678415,0
0,0,0,0.004545,0,0,0.190336,0.187712,0.204399,0
0,0,0,0,0,0,0.353766,0.362490,0.414330,0
0.002865,0,0,0.002874,0,0,0.370327,0.388740,0.457087,0
0.020053,0,0,0.001339,0,0,0.691423,0.732740,0.873008,1
0.013514,0,0,0,0,0,0.205085,0.211496,0.239197,0
0,0,0.003534,0,0,0,0.237112,0.240639,0.265772,0
0,0,0,0,0,0,0.046003,0.062125,0.047968,0
0.010135,0,0,0,0,0,0.038148,0.051834,0.039448,0
0.042636,0,0,0,0,0,0.020116,0.026256,0.018020,0
0,0,0,0,0,0,0.034035,0.045257,0.034907,0
0,0,0.006601,0.006601,0,0,0.225611,0.225382,0.251039,0
0.04,0,0,0,0,0,0.062762,0.055926,0.046778,0
0,0,0.011364,0.011364,0,0,0.377227,0.388574,0.452367,0
0,0,0,0,0,0,0.726523,0.770808,0.918714,0
