@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.051,0.313,0.636,0.103,0.396,0.166,0.315,2
0.105,0.428,0.468,0.075,0.593,0.228,0.662,1
0.223,0.648,0.13,0.178,0.591,0.427,0.335,1
0.209,0.639,0.152,0.056,0.642,0.145,0.337,1
0.073,0.714,0.213,0.399,0.483,0.156,0.331,1
0.034,0.326,0.64,0.009,0.206,0.159,0.314,1
0.08,0.461,0.459,0.025,0.362,0.401,0.432,2
0.02,0.118,0.862,0.053,0.668,0.203,0.473,2
0.276,0.444,0.281,0.427,0.416,0.135,0.336,2
0.036,0.514,0.45,0.154,0.747,0.175,0.396,1
0.175,0.776,0.049,0.691,0.234,0.131,0.347,1
0.065,0.202,0.733,0.033,0.326,0.149,0.323,2
0.013,0.616,0.37,0.02,0.803,0.315,0.456,1
0.073,0.817,0.11,0.11,0.819,0.132,0.777,1
0.03,0.772,0.199,0.005,0.404,0.2,0.358,2
0.165,0.599,0.236,0.094,0.559,0.005,0.993,1
0.033,0.842,0.125,0.06,0.606,0.163,0.555,1
0.348,0.581,0.071,0.695,0.283,0.328,0.47,1
0.018,0.783,0.2,0.052,0.714,0.161,0.328,1
0.006,0.096,0.898,0.004,0.295,0.362,0.385,2
0.064,0.367,0.569,0.095,0.332,0.419,0.314,2
0.204,0.648,0.148,0.75,0.232,0.192,0.385,1
0.352,0.489,0.159,0.069,0.833,0.179,0.37,1
0.209,0.511,0.28,0.33,0.485,0.22,0.372,1
0.123,0.755,0.122,0.36,0.592,0.149,0.301,2
0.231,0.58,0.189,0.53,0.373,0.18,0.454,1
0.095,0.026,0.879,0.097,0.512,0.168,0.318,2
0.198,0.66,0.142,0.429,0.424,0.297,0.415,1
0.194,0.66,0.146,0.052,0.83,0.107,0.646,1
0.481,0.376,0.143,0.266,0.593,0.363,0.451,1
0.374,0.353,0.274,0.23,0.668,0.189,0.41,1
0.084,0.646,0.271,0.013,0.446,0.199,0.336,2
0.248,0.428,0.324,0.237,0.68,0.673,0.127,1
0.179,0.659,0.162,0.239,0.616,0.376,0.392,1
0.33,0.611,0.059,0.599,0.353,0.401,0.339,1
0.064,0.799,0.137,0.053,0.703,0.069,0.796,1
0.112,0.717,0.171,0.098,0.688,0.335,0.409,1
0.182,0.748,0.07,0.108,0.717,0.29,0.366,1
0.188,0.78,0.032,0.074,0.809,0.494,0.343,1
0.36,0.497,0.143,0.19,0.617,0.531,0.262,2
0.175,0.619,0.206,0.039,0.589,0.207,0.336,1
0.069,0.878,0.052,0.334,0.592,0.404,0.36,1
0.271,0.596,0.133,0.098,0.742,0.198,0.699,1
0.291,0.609,0.1,0.258,0.614,0.244,0.374,1
0.153,0.084,0.764,0.049,0.202,0.189,0.407,2
0.149,0.57,0.281,0.143,0.102,0.131,0.326,2
0.19,0.635,0.175,0.403,0.524,0.405,0.347,2
0.324,0.545,0.131,0.111,0.708,0.203,0.34,1
0.307,0.638,0.056,0.287,0.548,0.384,0.384,1
0.181,0.65,0.169,0.062,0.912,0.263,0.545,0
0.043,0.917,0.04,0.054,0.683,0.18,0.393,0
0.162,0.748,0.09,0.336,0.589,0.438,0.37,0
0.055,0.924,0.022,0.397,0.556,0.377,0.42,0
0.133,0.851,0.016,0.917,0.082,0.111,0.318,0
0.799,0.044,0.157,0.564,0.377,0.69,0.201,0
0.543,0.384,0.073,0.81,0.162,0.322,0.417,0
0.065,0.912,0.023,0.403,0.567,0.329,0.464,0
0.572,0.214,0.214,0.62,0.27,0.255,0.403,0
0.361,0.597,0.041,0.815,0.18,0.173,0.485,0
0.129,0.812,0.059,0.131,0.807,0.482,0.33,0
0.17,0.766,0.064,0.434,0.513,0.437,0.334,0
0.633,0.328,0.038,0.772,0.194,0.197,0.305,0
0.692,0.167,0.142,0.383,0.561,0.212,0.307,0
0.506,0.434,0.059,0.62,0.288,0.235,0.532,0
0.129,0.806,0.065,0.552,0.282,0.194,0.325,0
0.088,0.174,0.738,0.076,0.743,0.138,0.389,0
0.623,0.245,0.132,0.745,0.231,0.319,0.384,0
