@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature841 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0.540537,0.559667,0.680392,0
0.004175,0.010438,0,0,0.006964,0,0.581994,0.608778,0.733132,0
0.008065,0.025161,0,0,0.01807,0,0.825610,0.863011,1.058339,2
0,0.035225,0,0,0.02549,0,0.805401,0.839945,1.030280,2
0.004878,0.134959,0,0,0.106591,0,0.527482,0.543101,0.658022,1
0,0.027174,0,0,0.016393,0,0.407318,0.421283,0.500714,0
0.004637,0.047913,0,0,0.040217,0,0.568888,0.591423,0.716361,0
0.016484,0.020513,0,0,0.014291,0,0.719861,0.752177,0.918988,0
0,0.041199,0,0,0.026316,0,0.611515,0.636288,0.772158,0
0.001337,0.078877,0,0,0.053548,0,0.269371,0.272354,0.315232,0
0,0.09434,0,0,0.06962,0,0.424451,0.436381,0.524771,0
0.003752,0.074109,0,0,0.065728,0,0.574036,0.595055,0.721411,0
0,0.009153,0,0,0.00641,0,0.854733,0.894118,1.095813,0
0,0.080153,0,0,0.057471,0,0.652884,0.677371,0.826818,0
0,0.063429,0,0,0.050595,0,0.421810,0.433964,0.517587,0
0,0.004202,0,0,0,0,0.619121,0.646039,0.783735,0
0,0.109224,0,0,0.098255,0,0.653895,0.677155,0.824091,0
0,0.011589,0,0,0.004971,0,0.789748,0.825173,1.009172,0
0,0.102703,0,0,0.081301,0,0.719704,0.746406,0.913269,0
0,0.089602,0,0,0.062016,0,0.298185,0.303251,0.347929,1
0,0.176923,0,0,0.158301,0,0.575056,0.590871,0.718717,1
0,0.078777,0,0,0.070932,0,0.639003,0.663016,0.805329,0
0.00674,0.00674,0,0,0.005323,0,0.794299,0.831043,1.016035,1
0,0.170909,0,0,0.142336,0,0.683911,0.705752,0.862421,0
0,0.084416,0,0,0.047671,0,0.286633,0.290651,0.336061,0
0.005952,0.029762,0,0,0.011976,0,0.280099,0.288897,0.338274,0
0,0.048461,0,0,0.038008,0,0.658284,0.685147,0.834254,0
0.001048,0.026895,0,0,0.020615,0,0.772180,0.806213,0.986037,1
0,0.066066,0,0,0.048193,0,0.711965,0.740227,0.905151,0
0,0.07631,0,0,0.04675,0,0.346342,0.353914,0.417330,0
0,0.171717,0,0,0.142132,0,0.519357,0.532607,0.646589,0
0,0.108959,0,0,0.095094,0,0.582869,0.602677,0.730747,0
0.007475,0.023492,0,0,0.019226,0,0.827020,0.864659,1.059686,1
0,0.129496,0,0,0.104693,0,0.703312,0.727705,0.889845,0
0,0.014756,0,0,0.004545,0,0.355328,0.363228,0.424918,0
0,0.167173,0,0,0.140244,0,0.452469,0.462068,0.556007,1
0.011599,0.104391,0,0,0.089552,0,0.496973,0.512909,0.619139,0
0.02871,0.018978,0,0,0.013632,0,0.677522,0.708138,0.863760,0
0,0.105263,0,0,0.080986,0,0.507707,0.523631,0.634041,0
0,0.036949,0,0,0.013126,0,0.328346,0.335368,0.395102,0
0,0.033951,0,0,0.021672,0,0.641226,0.667059,0.814564,0
0,0.066895,0,0,0.051502,0,0.603728,0.626185,0.759375,0
0,0.013477,0,0,0.008766,0,0.869678,0.909499,1.115560,0
0,0.023256,0,0,0.016667,0,0.715272,0.746424,0.912459,0
0,0.049065,0,0,0.033918,0,0.304738,0.309852,0.361043,0
0,0.110638,0,0,0.07265,0,0.383269,0.393695,0.470802,0
0.011029,0.106005,0,0,0.091355,0,0.446163,0.459104,0.547694,0
0,0.023826,0,0,0.018233,0,0.839828,0.877637,1.075932,0
0,0.208333,0,0,0.188153,0,0.614212,0.630745,0.768800,0
0.00365,0.088808,0,0,0.054811,0,0.263921,0.265712,0.308285,0
0,0.147368,0,0,0.121693,0,0.362744,0.368968,0.442791,0
0.014318,0.10324,0,0,0.092006,0,0.576817,0.597072,0.725258,0
0,0.007274,0,0,0.005337,0,0.806129,0.843134,1.030737,0
0,0.096667,0,0,0.06689,0,0.689164,0.713740,0.872765,0
0,0.152952,0,0,0.126231,0,0.389195,0.395108,0.469872,0
0,0.026432,0,0,0.017699,0,0.398960,0.409505,0.493372,0
0,0.075452,0,0,0.064894,0,0.578653,0.599549,0.725633,0
0.002949,0.018873,0,0,0.014749,0,0.811689,0.848355,1.039087,2
0,0.111486,0,0,0.088136,0,0.662613,0.685332,0.837862,0
0,0.153012,0,0,0.13269,0,0.341520,0.345582,0.407939,0
0,0.051643,0,0,0.04717,0,0.507855,0.525949,0.630105,0
0,0.107567,0,0,0.096996,0,0.602794,0.623288,0.758184,0
0.050741,0.005211,0,0,0.003018,0,0.288690,0.307518,0.357096,1
0.124579,0,0,0,0,0,0.033877,0.045379,0.016394,0
0.024752,0.00198,0,0,0,0,0.045848,0.061231,0.024746,0
0.197248,0.004587,0.004608,0,0,0,0.125469,0.128783,0.138086,0
0.059829,0.095571,0,0,0.085537,0,0.379464,0.393417,0.466109,1
0.021802,0.011919,0,0,0.009014,0,0.716054,0.749443,0.915618,2
0.036232,0.086957,0,0,0.054545,0,0.505685,0.525592,0.635596,0
0.011659,0.087892,0,0,0.060144,0,0.184334,0.189294,0.200779,0
0.115108,0.068345,0,0.00361,0.057762,0,0.250788,0.259230,0.298565,1
0.07343,0.021256,0,0,0.014507,0,0.316736,0.333105,0.386658,0
0.04126,0.009377,0.00075,0,0.006754,0,0.648334,0.679117,0.826879,1
0,0.063333,0,0,0.040134,0,0.643648,0.670790,0.814282,0
0.030941,0.032178,0,0,0.022305,0,0.153255,0.162477,0.161745,1
0,0.149254,0,0,0.13,0,0.486050,0.497748,0.599658,0
0.004945,0.050209,0,0,0.041476,0,0.699576,0.728825,0.889072,0
0.004135,0.012405,0,0,0.008276,0,0.797274,0.834096,1.021218,0
0.018927,0.148265,0,0,0.123418,0,0.458212,0.471927,0.568473,0
0.005484,0.091408,0,0,0.056725,0,0.310410,0.315887,0.369576,0
0,0.097826,0,0,0.076503,0,0.376181,0.385629,0.458452,0
0,0.059493,0,0,0.052539,0,0.653899,0.679817,0.826948,0
0.041223,0.006948,0,0,0.005561,0,0.639184,0.669404,0.813829,0
0.003745,0.074906,0,0,0.06391,0,0.606350,0.630060,0.766939,0
0,0.131522,0,0,0.108814,0,0.312952,0.316352,0.370103,0
0.00995,0.164179,0,0,0.125,0,0.389343,0.394271,0.474711,0
0.015135,0.122162,0,0,0.106061,0,0.467149,0.480816,0.576393,0
0.003564,0.012117,0,0,0.009272,0,0.852523,0.892231,1.094366,0
0,0.098859,0,0,0.072519,0,0.619088,0.640375,0.778804,0
0,0.122538,0,0,0.089814,0,0.303833,0.307075,0.358925,0
0,0.135,0,0,0.120603,0,0.499753,0.512038,0.619718,2
0.003234,0.046079,0,0,0.038026,0,0.500540,0.521693,0.628223,0
0.001275,0.01504,0,0,0.008924,0,0.775163,0.809668,0.990613,1
0,0.182825,0,0,0.158333,0,0.579518,0.595697,0.725957,2
0.037223,0.084507,0,0,0.067942,0,0.394361,0.404927,0.482676,2
0,0.152174,0,0,0.10929,0,0.259719,0.258237,0.304039,0
