@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.152,0.803,0.045,0.087,0.809,0.158,0.406,0
0.054,0.286,0.66,0.13,0.385,0.205,0.222,2
0.062,0.448,0.49,0.264,0.481,0.245,0.638,1
0.182,0.782,0.036,0.74,0.25,0.119,0.574,0
0.329,0.379,0.292,0.205,0.539,0.169,0.421,0
0.081,0.202,0.717,0.168,0.52,0.286,0.213,0
0.733,0.138,0.13,0.691,0.275,0.204,0.398,0
0.751,0.205,0.044,0.735,0.227,0.211,0.581,0
0.388,0.27,0.343,0.549,0.404,0.278,0.358,0
0.451,0.346,0.203,0.198,0.299,0.147,0.266,0
0.117,0.688,0.195,0.336,0.546,0.317,0.49,1
0.178,0.634,0.188,0.167,0.534,0.164,0.268,1
0.295,0.15,0.555,0.282,0.384,0.275,0.524,0
0.763,0.11,0.127,0.852,0.135,0.23,0.56,0
0.176,0.437,0.387,0.297,0.369,0.164,0.382,0
0.03,0.729,0.241,0.362,0.446,0.165,0.308,1
0.687,0.163,0.15,0.562,0.399,0.297,0.481,0
0.035,0.312,0.653,0.01,0.195,0.192,0.232,1
0.158,0.449,0.393,0.174,0.285,0.412,0.383,2
0.038,0.091,0.871,0.095,0.649,0.182,0.467,2
0.073,0.513,0.414,0.526,0.295,0.146,0.29,2
0.546,0.401,0.053,0.713,0.235,0.238,0.548,0
0.039,0.482,0.479,0.207,0.648,0.155,0.423,1
0.326,0.591,0.083,0.796,0.139,0.135,0.319,1
0.644,0.159,0.198,0.613,0.3,0.457,0.383,0
0.669,0.217,0.115,0.348,0.547,0.251,0.4,0
0.333,0.289,0.378,0.38,0.459,0.296,0.185,0
0.62,0.142,0.238,0.717,0.239,0.537,0.267,0
0.271,0.553,0.176,0.524,0.425,0.199,0.534,0
0.043,0.103,0.854,0.385,0.407,0.294,0.387,0
0.818,0.14,0.042,0.434,0.479,0.453,0.394,0
0.624,0.21,0.166,0.782,0.096,0.761,0.163,0
0.19,0.497,0.313,0.695,0.146,0.279,0.296,0
0.283,0.656,0.061,0.604,0.224,0.142,0.296,0
0.036,0.141,0.823,0.056,0.316,0.167,0.272,2
0.023,0.664,0.312,0.012,0.778,0.467,0.189,1
0.393,0.066,0.541,0.625,0.271,0.893,0.009,0
0.22,0.708,0.072,0.556,0.403,0.234,0.536,0
0.582,0.23,0.188,0.782,0.109,0.979,0,0
0.168,0.777,0.055,0.073,0.875,0.404,0.366,1
0.028,0.72,0.252,0.032,0.417,0.262,0.205,2
0.796,0.122,0.082,0.388,0.538,0.46,0.166,0
0.352,0.468,0.18,0.141,0.771,0.537,0.341,0
0.216,0.537,0.247,0.205,0.441,0.005,0.994,1
0.193,0.8,0.007,0.106,0.852,0.627,0.081,0
0.065,0.729,0.206,0.133,0.608,0.256,0.312,1
0.911,0.025,0.065,0.63,0.321,0.396,0.277,0
0.522,0.44,0.038,0.471,0.494,0.333,0.42,1
0.017,0.178,0.804,0.003,0.083,0.27,0.287,0
0.722,0.266,0.012,0.675,0.292,0.153,0.274,0
0.721,0.02,0.26,0.272,0.53,0.365,0.331,0
0.389,0.427,0.183,0.309,0.61,0.365,0.433,0
0.33,0.643,0.026,0.491,0.298,0.404,0.397,0
0.695,0.23,0.075,0.356,0.426,0.359,0.141,0
0.899,0.018,0.083,0.67,0.291,0.204,0.4,0
0.619,0.261,0.119,0.706,0.263,0.219,0.556,0
0.296,0.664,0.04,0.898,0.093,0.732,0.178,0
0.78,0.075,0.145,0.5,0.466,0.238,0.417,0
0.808,0.048,0.145,0.722,0.055,0.145,0.251,0
0.303,0.599,0.099,0.217,0.721,0.145,0.483,0
0.009,0.786,0.205,0.014,0.757,0.172,0.302,1
0.007,0.088,0.905,0.005,0.23,0.479,0.199,2
0.558,0.403,0.04,0.659,0.315,0.591,0.302,0
0.496,0.172,0.332,0.374,0.564,0.241,0.419,0
