@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.214,0.622,0.164,0.135,0.474,0
0.004,0.913,0.082,0.146,0.411,0
0.03,0.367,0.603,0.156,0.277,2
0.102,0.126,0.772,0.252,0.285,2
0.079,0.52,0.401,0.334,0.576,1
0.235,0.687,0.077,0.137,0.525,0
0.223,0.335,0.442,0.165,0.418,0
0.318,0.181,0.501,0.197,0.288,0
0.644,0.21,0.146,0.214,0.389,0
0.672,0.269,0.059,0.276,0.495,0
0.453,0.473,0.074,0.305,0.421,0
0.774,0.09,0.135,0.275,0.363,0
0.749,0.187,0.065,0.133,0.295,0
0.852,0.081,0.066,0.478,0.249,0
0.548,0.31,0.142,0.23,0.464,0
0.042,0.867,0.091,0.128,0.413,0
0.123,0.026,0.851,0.26,0.348,0
0.841,0.147,0.012,0.13,0.327,0
0.631,0.068,0.301,0.442,0.244,0
0.007,0.819,0.174,0.4,0.406,1
0.223,0.571,0.206,0.342,0.343,1
0.239,0.122,0.639,0.21,0.376,0
0.14,0.643,0.217,0.135,0.306,1
0.97,0.019,0.011,0.596,0.186,0
0.132,0.28,0.588,0.352,0.439,0
0.217,0.502,0.28,0.298,0.476,0
0.262,0.364,0.373,0.165,0.382,0
0.063,0.7,0.237,0.157,0.328,1
0.837,0.046,0.117,0.375,0.274,0
0.209,0.52,0.27,0.365,0.411,0
0.748,0.161,0.091,0.258,0.406,0
0.487,0.195,0.318,0.284,0.366,0
0.044,0.332,0.624,0.152,0.281,1
0.939,0.013,0.048,0.72,0.125,0
0.224,0.485,0.292,0.187,0.521,0
0.153,0.456,0.39,0.281,0.47,2
0.07,0.09,0.84,0.157,0.473,2
0.288,0.308,0.404,0.129,0.317,2
0.832,0.127,0.042,0.311,0.345,0
0.116,0.793,0.091,0.305,0.467,0
0.428,0.286,0.286,0.134,0.466,2
0.059,0.468,0.472,0.161,0.413,1
0.038,0.883,0.079,0.125,0.337,1
0.929,0.052,0.019,0.854,0.078,0
0.259,0.387,0.354,0.551,0.304,0
0.04,0.261,0.699,0.296,0.419,1
0.596,0.293,0.111,0.239,0.405,0
0.558,0.199,0.242,0.162,0.282,0
0.599,0.145,0.257,0.594,0.232,0
0.303,0.641,0.056,0.257,0.486,0
0.074,0.27,0.656,0.194,0.379,0
0.412,0.449,0.139,0.254,0.372,0
0.914,0.03,0.056,0.13,0.288,0
0.809,0.078,0.114,0.122,0.366,0
0.722,0.176,0.102,0.291,0.472,0
0.261,0.586,0.153,0.241,0.475,0
0.337,0.04,0.623,0.269,0.402,0
0.882,0.028,0.09,0.149,0.298,0
0.889,0.009,0.102,0.578,0.212,0
0.684,0.252,0.064,0.536,0.32,0
0.341,0.399,0.26,0.823,0.117,0
0.738,0.167,0.095,0.208,0.354,0
0.045,0.889,0.066,0.131,0.319,0
0.906,0.057,0.037,0.673,0.149,0
0.349,0.36,0.29,0.4,0.377,0
0.184,0.637,0.179,0.137,0.53,0
0.6,0.358,0.042,0.132,0.442,0
0.013,0.201,0.786,0.146,0.305,2
0.932,0.029,0.04,0.56,0.208,0
0.638,0.275,0.087,0.429,0.377,0
0.011,0.903,0.087,0.25,0.419,0
0.285,0.27,0.445,0.232,0.383,0
0.003,0.649,0.348,0.197,0.362,1
0.902,0.003,0.094,0.24,0.202,0
0.018,0.75,0.231,0.164,0.568,0
0.077,0.595,0.329,0.211,0.057,0
0.011,0.84,0.149,0.134,0.681,1
0.066,0.7,0.233,0.161,0.287,2
0.873,0.074,0.053,0.246,0.3,0
0.033,0.573,0.394,0.597,0.287,0
0.059,0.696,0.245,0.004,0.985,1
0.012,0.94,0.047,0.211,0.283,0
0.06,0.751,0.189,0.129,0.555,1
0.449,0.226,0.325,0.42,0.277,0
0.114,0.766,0.121,0.229,0.487,1
0.529,0.271,0.2,0.793,0.123,0
0.032,0.169,0.8,0.251,0.317,0
0.7,0.29,0.01,0.127,0.309,0
0.73,0.029,0.242,0.319,0.365,0
0.146,0.542,0.312,0.417,0.381,0
0.219,0.697,0.085,0.48,0.333,0
0.747,0.18,0.072,0.161,0.388,0
0.418,0.527,0.054,0.157,0.262,0
0.884,0.022,0.094,0.215,0.39,0
0.467,0.364,0.169,0.278,0.48,0
0.289,0.503,0.208,0.259,0.42,2
0.046,0.817,0.137,0.152,0.461,0
0.001,0.82,0.179,0.161,0.324,1
0.763,0.023,0.214,0.579,0.221,2
0.006,0.083,0.911,0.271,0.336,2
0.276,0.649,0.075,0.693,0.218,0
0.861,0.051,0.088,0.266,0.396,0
0.333,0.629,0.037,0.166,0.252,0
0.949,0.016,0.035,0.95,0.013,0
0.132,0.528,0.339,0.422,0.355,0
0.676,0.294,0.03,0.382,0.312,0
0.258,0.468,0.274,0.161,0.351,0
0.727,0.213,0.06,0.118,0.297,0
0.939,0.039,0.022,0.833,0.082,0
0.738,0.174,0.088,0.313,0.476,0
0.198,0.719,0.083,0.515,0.342,0
0.789,0.103,0.108,0.251,0.349,0
0.637,0.306,0.057,0.134,0.274,0
0.275,0.182,0.543,0.339,0.273,0
0.376,0.297,0.327,0.647,0.228,0
0.04,0.399,0.561,0.317,0.234,2
0.627,0.294,0.079,0.251,0.444,0
0.458,0.52,0.023,0.108,0.295,0
0.879,0.009,0.112,0.767,0.128,0
0.376,0.336,0.288,0.611,0.268,0
0.403,0.539,0.058,0.135,0.641,0
0.607,0.355,0.039,0.233,0.38,0
0.117,0.816,0.066,0.141,0.327,0
0.787,0.048,0.165,0.622,0.175,0
0.825,0.083,0.092,0.762,0.173,0
0.449,0.481,0.07,0.136,0.492,0
0.898,0.051,0.051,0.244,0.386,0
0.906,0.04,0.054,0.134,0.274,0
0.632,0.09,0.278,0.493,0.257,0
0.656,0.203,0.141,0.372,0.412,1
