@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.015,0.325,0.66,0.167,0.365,0.176,0.254,2
0.068,0.484,0.448,0.177,0.534,0.597,0.386,1
0.124,0.737,0.139,0.34,0.52,0.399,0.397,1
0.042,0.76,0.198,0.169,0.569,0.156,0.266,1
0.018,0.78,0.201,0.423,0.45,0.175,0.272,1
0.025,0.32,0.655,0.029,0.2,0.171,0.252,1
0.237,0.306,0.457,0.044,0.355,0.3,0.528,2
0.11,0.04,0.851,0.174,0.581,0.196,0.441,2
0.038,0.578,0.384,0.483,0.352,0.149,0.263,2
0.021,0.51,0.469,0.205,0.647,0.188,0.347,1
0.075,0.87,0.055,0.615,0.294,0.146,0.273,1
0.02,0.2,0.779,0.101,0.302,0.164,0.259,2
0.044,0.538,0.417,0.037,0.767,0.235,0.486,1
0.292,0.613,0.095,0.232,0.727,0.367,0.613,1
0.007,0.799,0.195,0.054,0.378,0.192,0.303,2
0.151,0.6,0.249,0.19,0.501,0.062,0.892,1
0.061,0.775,0.164,0.18,0.55,0.182,0.459,1
0.636,0.321,0.043,0.466,0.51,0.26,0.525,1
0.022,0.8,0.178,0.11,0.612,0.178,0.272,1
0.019,0.083,0.898,0.015,0.261,0.295,0.422,2
0.088,0.324,0.588,0.119,0.304,0.339,0.353,2
0.078,0.661,0.261,0.787,0.189,0.205,0.346,1
0.509,0.412,0.079,0.229,0.703,0.185,0.314,1
0.752,0.152,0.096,0.389,0.471,0.226,0.341,1
0.072,0.832,0.096,0.605,0.359,0.169,0.241,2
0.108,0.592,0.301,0.535,0.36,0.187,0.413,1
0.062,0.016,0.923,0.196,0.451,0.183,0.262,2
0.213,0.658,0.13,0.487,0.394,0.289,0.436,1
0.316,0.588,0.095,0.199,0.713,0.317,0.524,1
0.217,0.698,0.085,0.27,0.611,0.302,0.526,1
0.607,0.209,0.184,0.345,0.508,0.2,0.371,1
0.037,0.692,0.271,0.092,0.431,0.198,0.286,2
0.181,0.546,0.273,0.192,0.689,0.668,0.187,1
0.196,0.699,0.105,0.33,0.507,0.293,0.44,1
0.15,0.741,0.109,0.53,0.405,0.382,0.391,1
0.081,0.806,0.112,0.209,0.623,0.364,0.589,1
0.141,0.697,0.162,0.164,0.619,0.31,0.449,1
0.113,0.855,0.032,0.25,0.633,0.235,0.345,1
0.184,0.779,0.038,0.138,0.765,0.393,0.447,1
0.28,0.522,0.198,0.352,0.528,0.495,0.341,2
0.074,0.706,0.22,0.163,0.524,0.186,0.275,1
0.195,0.757,0.048,0.345,0.593,0.279,0.618,1
0.596,0.318,0.086,0.177,0.664,0.229,0.645,1
0.27,0.677,0.053,0.336,0.574,0.185,0.524,1
0.338,0.024,0.639,0.077,0.249,0.195,0.363,2
0.027,0.694,0.279,0.185,0.078,0.145,0.251,2
0.498,0.39,0.112,0.386,0.563,0.382,0.402,2
0.093,0.722,0.185,0.248,0.579,0.201,0.291,1
0.74,0.233,0.027,0.39,0.483,0.354,0.443,1
0.859,0.112,0.029,0.835,0.162,0.494,0.3,0
0.068,0.892,0.04,0.21,0.619,0.167,0.321,0
0.376,0.617,0.007,0.68,0.308,0.799,0.151,0
0.058,0.149,0.793,0.012,0.089,0.309,0.338,0
0.472,0.469,0.059,0.324,0.557,0.191,0.56,0
0.521,0.456,0.023,0.283,0.548,0.196,0.463,0
0.396,0.552,0.052,0.352,0.401,0.2,0.343,0
0.327,0.661,0.012,0.382,0.597,0.253,0.482,0
0.8,0.096,0.104,0.199,0.49,0.191,0.334,0
0.508,0.463,0.03,0.568,0.397,0.626,0.272,0
0.109,0.757,0.134,0.429,0.493,0.155,0.296,0
0.867,0.098,0.035,0.654,0.314,0.742,0.173,0
0.921,0.025,0.054,0.557,0.395,0.396,0.275,0
0.081,0.852,0.066,0.395,0.545,0.178,0.271,0
0.979,0.002,0.019,0.486,0.418,0.671,0.211,0
0.716,0.117,0.166,0.378,0.562,0.582,0.304,0
0.375,0.347,0.278,0.166,0.389,0.226,0.324,0
0.184,0.504,0.311,0.274,0.441,0.185,0.31,0
