@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.041,0.865,0.094,0.011,0.884,0
0.006,0.374,0.62,0.273,0.31,2
0.007,0.539,0.454,0.087,0.595,1
0.108,0.796,0.097,0.729,0.265,0
0.29,0.31,0.4,0.088,0.586,0
0.229,0.256,0.515,0.145,0.484,0
0.806,0.118,0.076,0.864,0.123,0
0.683,0.265,0.051,0.792,0.184,0
0.728,0.121,0.15,0.764,0.206,0
0.76,0.17,0.07,0.422,0.205,0
0.006,0.8,0.194,0.349,0.446,1
0.337,0.572,0.091,0.142,0.55,1
0.146,0.205,0.649,0.483,0.281,0
0.331,0.353,0.316,0.766,0.223,0
0.093,0.475,0.432,0.109,0.512,0
0.03,0.765,0.205,0.341,0.515,1
0.303,0.433,0.265,0.686,0.282,0
0.017,0.375,0.608,0.02,0.164,1
0.028,0.492,0.48,0.042,0.405,2
0.01,0.087,0.903,0.039,0.673,2
0.545,0.273,0.182,0.691,0.191,2
0.303,0.63,0.067,0.658,0.298,0
0.005,0.51,0.486,0.181,0.726,1
0.207,0.72,0.072,0.795,0.155,1
0.496,0.263,0.242,0.696,0.237,0
0.388,0.413,0.198,0.475,0.41,0
0.778,0.117,0.104,0.327,0.48,0
0.552,0.17,0.278,0.64,0.32,0
0.089,0.711,0.201,0.686,0.275,0
0.133,0.077,0.79,0.428,0.384,0
0.768,0.189,0.044,0.653,0.273,0
0.332,0.384,0.285,0.88,0.061,0
0.228,0.485,0.287,0.562,0.261,0
0.106,0.801,0.093,0.675,0.192,0
0.006,0.197,0.797,0.096,0.269,2
0.005,0.623,0.372,0.002,0.798,1
0.395,0.035,0.57,0.128,0.801,0
0.061,0.711,0.228,0.007,0.976,0
0.167,0.493,0.34,0.589,0.268,0
0.054,0.784,0.162,0.005,0.944,1
0.011,0.793,0.196,0.023,0.368,2
0.81,0.123,0.068,0.623,0.338,0
0.164,0.547,0.289,0.024,0.9,0
0.046,0.674,0.28,0.175,0.493,1
0.172,0.811,0.016,0.003,0.973,0
0.056,0.745,0.199,0.091,0.59,1
0.719,0.095,0.186,0.544,0.406,0
0.5,0.452,0.048,0.11,0.85,1
0.009,0.19,0.801,0.004,0.072,0
0.786,0.207,0.007,0.71,0.257,0
0.74,0.03,0.231,0.557,0.294,0
0.366,0.441,0.193,0.139,0.782,0
0.245,0.684,0.071,0.71,0.185,0
0.525,0.422,0.053,0.353,0.398,0
0.959,0.008,0.032,0.699,0.278,0
0.523,0.331,0.146,0.589,0.355,0
0.215,0.721,0.065,0.615,0.36,0
0.847,0.058,0.095,0.734,0.245,0
0.935,0.02,0.045,0.709,0.121,0
0.062,0.764,0.174,0.103,0.826,0
0,0.819,0.181,0.042,0.647,1
0.004,0.091,0.904,0.002,0.207,2
0.249,0.657,0.094,0.695,0.282,0
0.789,0.08,0.131,0.593,0.363,0
0.411,0.574,0.016,0.183,0.696,0
0.959,0.013,0.028,0.685,0.168,0
0.471,0.382,0.148,0.048,0.893,0
0.33,0.576,0.094,0.52,0.351,0
0.109,0.557,0.334,0.375,0.353,0
0.202,0.719,0.079,0.704,0.11,0
0.493,0.228,0.279,0.359,0.399,0
0.83,0.15,0.02,0.603,0.249,0
0.769,0.058,0.173,0.26,0.562,0
0.666,0.163,0.171,0.27,0.63,0
0.004,0.392,0.603,0.112,0.299,2
0.735,0.206,0.059,0.578,0.371,0
0.441,0.555,0.004,0.85,0.147,0
0.602,0.039,0.359,0.698,0.26,0
0.412,0.522,0.066,0.51,0.416,0
0.58,0.391,0.029,0.653,0.326,0
0.189,0.738,0.073,0.283,0.575,0
0.886,0.025,0.089,0.668,0.288,0
0.088,0.67,0.243,0.834,0.147,1
0.49,0.384,0.126,0.13,0.802,1
0.972,0.014,0.014,0.679,0.252,0
0.132,0.845,0.023,0.001,0.987,0
0.594,0.373,0.033,0.445,0.5,0
0.143,0.52,0.337,0.019,0.953,0
0.857,0.142,0.001,0.493,0.492,0
0.895,0.073,0.033,0.709,0.262,0
