@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute mono_feature24 numeric
@attribute mono_feature33 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature841 numeric
@attribute bi_feature843 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.005414,0.071926,0.071926,0,0,0,0.051858,0.01161,0,0.272348,0.284515,0.321892,1
0.02809,0.106742,0.174157,0,0,0,0.067797,0.039548,0,0.321205,0.328241,0.378616,0
0.016512,0.112487,0.035088,0.004128,0,0,0.099174,0.007231,0,0.478257,0.503165,0.588250,0
0.003431,0.011149,0.011149,0,0,0,0.008584,0.001717,0,0.838338,0.897194,1.070609,0
0,0.184669,0.083624,0.003484,0,0,0.157343,0.013986,0,0.638988,0.671748,0.796386,0
0,0.099788,0.092357,0.001062,0,0,0.080765,0.01594,0,0.326292,0.336969,0.380608,0
0.088542,0.036458,0.083333,0,0,0,0.015707,0.010471,0,0.216301,0.226314,0.249742,0
0.043082,0.067937,0.021541,0.003314,0,0,0.06136,0.005804,0,0.283525,0.301880,0.346303,0
0.046034,0.024404,0.020521,0,0,0,0.018868,0.002775,0,0.621881,0.664342,0.788286,1
0,0.116541,0.120301,0,0,0,0.086792,0.022642,0,0.530755,0.556419,0.656317,0
0.017503,0.063011,0.074679,0.001167,0,0,0.038551,0.017523,0,0.177538,0.183662,0.197746,0
0,0.181373,0.112745,0,0,0,0.152709,0.029557,0,0.453265,0.469484,0.550698,0
0,0.058164,0.022425,0,0,0,0.04979,0.007714,0,0.638514,0.676871,0.800986,0
0.027246,0.015751,0.009366,0,0,0,0.011925,0.003407,0,0.694252,0.743486,0.884279,0
0.019048,0.190476,0.08254,0.003175,0,0,0.159236,0.025478,0,0.521248,0.545911,0.644869,0
0,0.072437,0.069614,0,0,0,0.051789,0.015066,0,0.280555,0.289083,0.320269,0
0,0.137931,0.137931,0,0,0,0.092486,0.040462,0,0.343075,0.352287,0.405510,0
0.002011,0.042225,0.019437,0,0,0,0.034876,0.004695,0,0.612241,0.651322,0.769484,0
0,0.01308,0.018313,0,0,0,0.007853,0.002618,0,0.813455,0.869928,1.036523,0
0,0.176471,0.058824,0.003676,0,0,0.151292,0.01476,0,0.563126,0.592342,0.698811,0
0.031049,0.066381,0.095289,0,0,0,0.039657,0.024652,0,0.207206,0.213867,0.233367,0
0,0.104603,0.117155,0,0,0,0.071429,0.029412,0,0.474027,0.495594,0.581305,0
0.009709,0.099735,0.024713,0.000883,0,0,0.091873,0.007067,0,0.492299,0.518570,0.608149,0
0,0.020111,0.028658,0.000503,0,0,0.012575,0.006539,0,0.822017,0.877719,1.046594,0
0,0.181818,0.087273,0,0,0,0.153285,0.025547,0,0.596765,0.625612,0.740973,0
0,0.065652,0.073264,0.000951,0,0,0.045714,0.019048,0,0.322832,0.334994,0.377827,0
0.011696,0.046784,0.070175,0,0,0,0.029412,0.011765,0,0.147515,0.153428,0.165150,0
0.008889,0.095556,0.031111,0.001111,0,0,0.084538,0.007786,0,0.399801,0.418647,0.484957,0
0,0.025781,0.046094,0.000781,0,0,0.015637,0.0086,0,0.795084,0.848273,1.010302,0
0,0.220532,0.072243,0,0,0,0.19084,0.022901,0,0.578848,0.604304,0.714899,0
0.027115,0.105206,0.078091,0,0,0,0.07709,0.02063,0,0.156093,0.158427,0.166900,1
0,0.142857,0.098901,0,0,0,0.127072,0.016575,0,0.405785,0.420219,0.487894,0
0,0.097933,0.018498,0,0,0,0.086057,0.006536,0,0.531562,0.559501,0.657758,0
0,0.013803,0.026915,0.00069,0,0,0.007597,0.005525,0,0.831906,0.888992,1.060515,1
0,0.043321,0.104693,0,0,0,0.021739,0.018116,0,0.643442,0.682476,0.808637,0
0,0.072009,0.097561,0,0,0,0.05,0.016279,0,0.270104,0.276441,0.309204,0
0,0.267974,0.24183,0.006536,0,0,0.197368,0.065789,0,0.320660,0.319492,0.367715,0
0.019743,0.115499,0.016782,0.000987,0,0,0.108696,0.001976,0,0.505974,0.531467,0.623874,0
0.009187,0.010601,0.016254,0.00212,0,0,0.006365,0.004243,0,0.778694,0.833326,0.993460,0
0.003497,0.104895,0.062937,0.006993,0,0,0.080702,0.021053,0,0.465889,0.492540,0.579036,0
0.020743,0.045808,0.067416,0,0,0,0.030277,0.013841,0,0.246383,0.257002,0.286704,0
0,0.140244,0.109756,0,0,0,0.110429,0.01227,0,0.183307,0.181978,0.197327,0
0.002819,0.086681,0.019732,0,0,0,0.080395,0.002116,0,0.616666,0.652972,0.771317,0
0,0.006961,0.023202,0,0,0,0.004644,0.002322,0,0.793071,0.848119,1.010405,0
0.068027,0.129252,0.068027,0.003401,0,0,0.105802,0.017065,0,0.398443,0.417551,0.490380,0
0.01451,0.108827,0.088271,0,0,0,0.087167,0.01816,0,0.263979,0.271896,0.303206,0
0,0.087336,0.087336,0,0,0,0.061404,0.013158,0,0.493638,0.519449,0.607197,1
0,0.052817,0.01966,0,0,0,0.045788,0.004403,0,0.772161,0.822502,0.978589,2
0,0.023699,0.018587,0,0,0,0.018131,0.003719,0,0.837464,0.894895,1.067312,2
0,0.161172,0.10989,0,0,0,0.125,0.025735,0,0.555839,0.581884,0.687235,0
0,0.088913,0.098793,0,0,0,0.063736,0.01978,0,0.307565,0.317490,0.360342,2
0,0.281768,0.171271,0.005525,0,0,0.244444,0.038889,0,0.405211,0.410673,0.478282,0
0,0.060191,0.029797,0,0,0,0.053071,0.005367,0,0.635599,0.675190,0.799956,0
0.008372,0.01907,0.027907,0,0,0,0.013029,0.005119,0,0.775960,0.829178,0.988422,0
0,0.131086,0.089888,0,0,0,0.105263,0.022556,0,0.615838,0.648499,0.768064,0
0,0.069277,0.074297,0,0,0,0.050251,0.013065,0,0.278398,0.286362,0.319406,0
0,0.306358,0.086705,0,0,0,0.273256,0.02907,0,0.474218,0.486212,0.571356,0
0,0.049734,0.045293,0,0,0,0.038222,0.008,0,0.559752,0.592140,0.694994,0
0.001048,0.014144,0.013096,0,0,0,0.010482,0.002621,0,0.770597,0.823674,0.979254,0
0,0.117216,0.095238,0,0,0,0.084559,0.033088,0,0.637969,0.673372,0.797697,0
0,0.109905,0.085482,0,0,0,0.08288,0.023098,0,0.253383,0.256425,0.282076,0
0,0.106599,0.121827,0,0,0,0.076531,0.02551,0,0.405894,0.423043,0.490293,0
0.007739,0.095443,0.029235,0.00172,0,0,0.08864,0.004303,0,0.465801,0.490567,0.572732,0
0.031676,0.00842,0.01684,0,0.000802,0,0.005616,0.002407,0,0.787167,0.842670,1.004906,1
0.064777,0.125506,0.060729,0,0,0,0.101626,0.012195,0,0.267671,0.279688,0.322427,0
0,0.100105,0.093783,0,0,0,0.072785,0.017932,0,0.283555,0.291754,0.327647,0
0.038462,0,0,0,0,0,0,0,0,0.040417,0.054713,0.043562,0
0.01925,0,0,0,0,0,0,0,0,0.036795,0.050188,0.038995,0
0.076119,0,0,0,0,0,0,0,0,0.022588,0.030324,0.021188,0
0.04461,0,0,0,0,0,0,0,0,0.031454,0.041684,0.033149,0
0,0.116142,0.115157,0,0,0,0.0867,0.02069,0,0.287024,0.292338,0.326665,0
0.071856,0.179641,0.095808,0,0,0,0.138554,0.036145,0,0.095184,0.087383,0.083450,0
0,0.108475,0.090395,0.00226,0,0,0.088235,0.014706,0,0.456875,0.477395,0.556681,0
0.000852,0.024702,0.004259,0,0,0,0.021313,0.001705,0,0.823306,0.880250,1.049877,0
0.041237,0.158076,0.103093,0.003436,0,0,0.134483,0.024138,0,0.466367,0.488785,0.574645,0
0.005639,0.067669,0.06015,0.00094,0,0,0.048918,0.01223,0,0.273272,0.287486,0.319011,1
0.019704,0.039409,0.044335,0,0,0,0.019802,0.00495,0,0.191856,0.201692,0.224892,0
0.057818,0.066775,0.020358,0.000814,0,0.000815,0.057865,0.00489,0,0.296749,0.313798,0.359607,1
0.022939,0.00372,0.00186,0.00062,0,0,0.002481,0.00062,0,0.734576,0.787068,0.936151,0
0,0.195312,0.074219,0,0,0,0.168627,0.019608,0,0.615893,0.646352,0.764781,0
0.031343,0.061692,0.031343,0.000498,0,0,0.051767,0.008462,0,0.580913,0.616954,0.726381,0
0,0.137405,0.129771,0,0,0,0.107692,0.030769,0,0.211989,0.209293,0.228794,0
0,0.073609,0.033513,0.001197,0,0,0.061677,0.007186,0,0.576981,0.611033,0.719380,0
0.042401,0.015419,0.019273,0.001652,0,0,0.010468,0.003306,0,0.670918,0.718137,0.853862,1
0,0.2375,0.104167,0.004167,0,0,0.205021,0.025105,0,0.509960,0.528613,0.621564,0
0,0.130381,0.151292,0,0,0,0.096059,0.029557,0,0.252233,0.254406,0.282618,0
0,0.083832,0.131737,0,0,0,0.066265,0.018072,0,0.386054,0.400148,0.466496,0
0,0.147942,0.042269,0,0,0,0.131403,0.008909,0,0.427488,0.444559,0.518860,0
0.011263,0.022526,0.02494,0.001609,0,0,0.016908,0.005636,0,0.776000,0.829446,0.988121,0
0,0.17037,0.096296,0,0,0,0.141264,0.02974,0,0.596863,0.625929,0.740355,0
0,0.113662,0.128588,0,0,0,0.08046,0.027586,0,0.293975,0.301782,0.336522,0
0,0.012766,0.025532,0,0,0,0.008547,0.004274,0,0.451977,0.477576,0.554142,1
0.004594,0.096478,0.030628,0.000766,0,0,0.08659,0.005364,0,0.573381,0.604923,0.713921,2
0.003025,0.010586,0.015501,0.001512,0,0,0.00643,0.003026,0,0.822257,0.879013,1.048002,2
0.003145,0.04717,0.022013,0,0,0,0.0347,0.003155,0,0.334352,0.358791,0.415920,0
0,0.080412,0.071134,0,0,0,0.059856,0.013416,0,0.300584,0.315430,0.359343,2
0,0.149533,0.116822,0,0,0,0.126761,0.014085,0,0.452481,0.470789,0.550184,0
0,0.092809,0.061873,0.000836,0,0,0.076987,0.011715,0,0.484782,0.511179,0.599315,0
0.018027,0.021532,0.023535,0.000501,0,0,0.016032,0.005511,0,0.733028,0.783314,0.931660,1
0,0.154122,0.078853,0,0,0,0.122302,0.02518,0,0.644917,0.678926,0.805378,0
0,0.091667,0.129762,0,0,0,0.06317,0.021454,0.001192,0.230875,0.235980,0.257998,1
