@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.171717,0,0.010152,0,0.518780,0.542207,0.621843,0
0,0.108959,0,0.007874,0,0.582106,0.613709,0.701372,0
0.007475,0.023492,0,0.002937,0,0.825518,0.880985,1.015345,1
0,0.129496,0,0.021661,0,0.702325,0.741203,0.852834,0
0,0.014756,0,0.009091,0,0.355403,0.369082,0.405888,0
0.035156,0.039062,0,0.007843,0,0.068939,0.077235,0.071678,2
0.020833,0.068376,0,0.001069,0,0.407149,0.430408,0.489288,2
0.00163,0.012225,0,0.002854,0,0.795263,0.848155,0.975392,2
0,0.072165,0,0.017241,0,0.607689,0.640002,0.734769,0
0,0.044745,0,0.021875,0,0.293583,0.302265,0.332096,0
0,0.175214,0,0.004292,0,0.524752,0.548339,0.627404,2
0,0.11353,0,0.002593,0,0.603478,0.636867,0.729020,1
0.001483,0.003955,0,0.000495,0,0.771522,0.823177,0.943373,1
0,0.191781,0,0.027523,0,0.580070,0.605808,0.695298,0
0,0.17037,0,0.037076,0,0.311341,0.317046,0.349683,0
0,0.167173,0,0.012195,0,0.452101,0.470229,0.534627,1
0.011599,0.104391,0,0.007463,0,0.496386,0.522041,0.594761,0
0.02871,0.018978,0,0.002921,0,0.676344,0.721322,0.827817,0
0,0.105263,0,0.021127,0,0.507120,0.533017,0.608026,0
0,0.036949,0,0.02148,0,0.328300,0.340609,0.378814,0
0,0.033951,0,0.009288,0,0.640220,0.679311,0.781461,0
0,0.066895,0,0.0103,0,0.602911,0.637646,0.727969,0
0,0.013477,0,0.002697,0,0.868110,0.926800,1.068244,0
0,0.023256,0,0,0,0.714055,0.760390,0.874741,0
0,0.049065,0,0.012865,0,0.304796,0.314641,0.346125,0
0,0.110638,0,0.017094,0,0.382923,0.400549,0.452141,0
0.011029,0.106005,0,0.007971,0,0.445760,0.467266,0.525658,0
0,0.023826,0,0.003506,0,0.838334,0.894292,1.030447,0
0,0.208333,0,0.010453,0,0.613494,0.642429,0.737619,0
0.00365,0.088808,0,0.029233,0,0.264019,0.269416,0.295966,0
0,0.147368,0,0.015873,0,0.362539,0.375091,0.426220,0
0.014318,0.10324,0,0.004525,0,0.576032,0.608051,0.696014,0
0,0.007274,0,0.001456,0,0.804718,0.859128,0.987038,0
0,0.096667,0,0.0301,0,0.688205,0.726861,0.836067,0
0,0.152952,0,0.023277,0,0.389050,0.401762,0.452000,0
0,0.026432,0,0.004425,0,0.398722,0.416186,0.473711,0
0,0.075452,0,0.001064,0,0.577925,0.610575,0.695580,0
0.002949,0.018873,0,0.00177,0,0.810258,0.864426,0.995237,2
0,0.111486,0,0.016949,0,0.661721,0.697950,0.802930,0
0,0.153012,0,0.012063,0,0.341451,0.351401,0.393440,0
0,0.051643,0,0.004717,0,0.507302,0.535433,0.604388,0
0,0.107567,0,0.006884,0,0.602001,0.634749,0.727450,0
0.050741,0.005211,0,0.001372,0,0.287986,0.311834,0.348297,1
0.124579,0,0,0,0,0.033265,0.042919,0.032160,0
0.024752,0.00198,0,0.000991,0,0.044925,0.057862,0.045851,0
0.197248,0.004587,0,0.004608,0,0.125463,0.130003,0.135189,0
0.059829,0.095571,0,0.003888,0,0.378860,0.399630,0.451771,1
0.021802,0.011919,0,0.002035,0,0.714751,0.763474,0.877709,2
0.036232,0.086957,0,0.014545,0,0.504846,0.534820,0.611491,0
0.011659,0.087892,0,0.024237,0,0.184146,0.190577,0.201182,0
0.115108,0.068345,0.00361,0,0,0.250535,0.263305,0.288687,1
0.07343,0.021256,0,0.000967,0,0.316074,0.337813,0.376749,0
0.04126,0.009377,0,0.001876,0,0.647131,0.691622,0.793369,1
0,0.063333,0,0.016722,0,0.642522,0.682670,0.782844,0
0.030941,0.032178,0,0.009913,0,0.152882,0.162922,0.165526,1
0,0.149254,0,0.02,0,0.485652,0.506580,0.575178,0
0.004945,0.050209,0,0.006469,0,0.698447,0.742413,0.852136,0
0.004135,0.012405,0,0.002759,0,0.795827,0.849857,0.978201,0
0.018927,0.148265,0,0.018987,0,0.457657,0.480221,0.546764,0
0.005484,0.091408,0,0.025618,0,0.310319,0.320701,0.355536,0
0,0.097826,0,0.010929,0,0.375903,0.391935,0.440810,0
0,0.059493,0,0.003503,0,0.652921,0.692438,0.792638,0
0.041223,0.006948,0,0.000927,0,0.638035,0.681805,0.780381,0
0.003745,0.074906,0,0.011278,0,0.605423,0.641482,0.735961,0
0,0.131522,0,0.01741,0,0.312913,0.321110,0.357067,0
0.00995,0.164179,0,0.04,0,0.389162,0.400739,0.455533,0
0.015135,0.122162,0,0.008658,0,0.466673,0.489443,0.553726,0
0.003564,0.012117,0,0.001427,0,0.850952,0.909206,1.048165,0
0,0.098859,0,0.026718,0,0.618314,0.652157,0.745938,0
0,0.122538,0,0.015334,0,0.303860,0.311993,0.344847,0
0,0.135,0,0.01005,0,0.499352,0.521123,0.594608,2
0.003234,0.046079,0,0.002427,0,0.499723,0.530628,0.604899,0
0.001275,0.01504,0,0.005099,0,0.773842,0.824845,0.948852,1
0,0.182825,0,0.008333,0,0.578810,0.606670,0.696958,2
0.037223,0.084507,0,0.011072,0,0.394064,0.411674,0.463996,2
0,0.152174,0,0.027322,0,0.259879,0.261886,0.292205,0
0,0.099822,0,0.007136,0,0.540567,0.568954,0.648240,0
0.056106,0.014521,0,0.001321,0,0.551514,0.589026,0.672031,0
0.089655,0.158621,0,0.038062,0,0.412360,0.428305,0.487884,0
0.009991,0.112625,0,0.021818,0,0.346517,0.359793,0.400508,0
0.074534,0.111801,0,0.0125,0,0.249194,0.255734,0.278970,0
0.006002,0.033613,0,0.004805,0,0.687459,0.732019,0.838772,0
0,0.005692,0,0.001139,0,0.852967,0.911070,1.049107,0
0,0.150735,0,0.02583,0,0.641244,0.674893,0.774018,0
0,0.134541,0,0.032383,0,0.256709,0.259890,0.282356,0
0,0.098837,0,0.017544,0,0.257847,0.265019,0.291608,0
0.020558,0.093979,0,0.005878,0,0.537477,0.567964,0.646753,0
0.021831,0.004245,0,0.00182,0,0.745491,0.796689,0.916689,0
0.058309,0.037901,0,0.01462,0,0.396662,0.420654,0.474978,0
0.021627,0.143151,0,0.030928,0,0.255850,0.259420,0.280943,0
0.054913,0.034682,0,0.005797,0,0.529517,0.563361,0.644846,2
0.003525,0.121034,0,0.004706,0,0.441448,0.462475,0.519336,0
0,0.001672,0,0,0,0.863390,0.922748,1.062421,0
0,0.145594,0,0.019231,0,0.549144,0.577604,0.661526,0
0,0.09185,0,0.031088,0,0.297017,0.305665,0.334759,0
0,0.034965,0,0,0,0.157748,0.160991,0.168442,0
0,0.035437,0,0.004435,0,0.611633,0.649426,0.743788,0
0.010496,0.005248,0,0.001432,0,0.721777,0.770979,0.884720,0
0.028169,0.119718,0,0.028269,0,0.536554,0.563728,0.646246,0
0,0.22,0,0.026702,0,0.243459,0.241302,0.265787,0
0,0.09434,0,0.012658,0,0.480674,0.504265,0.572832,0
0,0.059524,0,0.009535,0,0.584497,0.618678,0.704794,0
0,0.011121,0,0.002568,0,0.897288,0.958540,1.105772,0
0,0.167315,0,0.015625,0,0.605525,0.635747,0.729007,0
0,0.095528,0,0.02238,0,0.325201,0.334198,0.372247,1
0,0.041667,0,0.011976,0,0.459960,0.484448,0.546910,2
0,0.023548,0,0.006284,0,0.602630,0.639259,0.730302,1
0.012672,0.013728,0,0.002641,0,0.679597,0.725369,0.834321,1
0.043478,0.187291,0,0.02349,0,0.455018,0.473945,0.541094,0
0.029151,0.031686,0,0.01269,0,0.171836,0.182080,0.191265,0
0.068627,0.083333,0,0.009852,0,0.274595,0.285314,0.320360,0
0.013198,0.026396,0,0.002033,0,0.442387,0.472753,0.538097,0
0.002604,0.003472,0,0.000869,0,0.838975,0.896744,1.033072,0
0.017241,0.12069,0,0.031142,0,0.437140,0.457639,0.520439,0
0,0.078889,0,0.01891,0,0.247401,0.251620,0.273916,0
0,0.062241,0,0.004167,0,0.566098,0.598065,0.683753,1
0,0.079487,0,0.005988,0,0.636419,0.673741,0.771098,2
0,0.006809,0,0.000974,0,0.883904,0.944278,1.089064,1
0,0.064639,0,0.022901,0,0.638468,0.674614,0.773197,0
0,0.086705,0,0.020251,0,0.315667,0.324403,0.360030,2
0,0.063953,0,0.035088,0,0.406022,0.420897,0.477941,0
0.007048,0.068128,0,0.004702,0,0.604476,0.640242,0.733283,1
0,0.02049,0,0.004,0,0.849856,0.906596,1.045368,2
0,0.084175,0,0.023649,0,0.653982,0.691394,0.793944,1
0,0.079399,0,0.019334,0,0.224897,0.227745,0.245246,1
0,0.152284,0,0.010204,0,0.416729,0.431933,0.493787,2
0.000723,0.095445,0,0.000724,0,0.470496,0.494932,0.562633,1
0.02725,0.004955,0,0.000413,0,0.685936,0.733273,0.841151,0
0,0.05,0,0.019305,0,0.657501,0.696613,0.799011,0
0,0.076426,0,0.025862,0,0.333552,0.343218,0.384520,2
0.127551,0.015306,0,0,0,0.155780,0.160169,0.169557,0
0.001241,0.055831,0,0.005587,0,0.631108,0.670748,0.767244,0
0.004077,0.028169,0,0.003337,0,0.794942,0.847862,0.976325,2
0,0.086957,0,0.020134,0,0.665711,0.703297,0.808480,0
0.031712,0.063425,0,0.020106,0,0.210820,0.218425,0.232511,0
0.02809,0,0,0,0,0.386273,0.409218,0.457501,0
0,0.081778,0,0.004448,0,0.621812,0.657548,0.753025,0
0,0.003759,0,0.00047,0,0.862189,0.920850,1.060955,0
0,0.114754,0,0.028807,0,0.595657,0.626722,0.719074,0
0,0.125152,0,0.027981,0,0.249436,0.251876,0.275514,0
0.011236,0.129213,0,0.016949,0,0.251480,0.256006,0.281343,0
0,0.090997,0,0.008721,0,0.586567,0.618544,0.706519,0
0.000666,0.01932,0,0.003333,0,0.783847,0.835689,0.961041,0
0.022581,0.158065,0,0.029126,0,0.479404,0.501764,0.573477,0
0,0.174142,0,0.030383,0,0.249050,0.250433,0.272212,0
0,0.032864,0,0,0,0.507682,0.536762,0.612516,1
0,0.053026,0,0.000577,0,0.673922,0.715835,0.821176,0
0,0.000725,0,0.000362,0,0.855253,0.913548,1.052139,0
0,0.106529,0,0.017241,0,0.666699,0.703851,0.809871,0
0,0.106638,0,0.038126,0,0.309583,0.316863,0.353714,0
0,0.067308,0,0.004831,0,0.327853,0.348063,0.390110,1
0,0.118681,0,0.0044,0,0.480560,0.503362,0.573694,0
0.013958,0.010806,0,0.002703,0.00045,0.675926,0.721588,0.828421,1
0.020057,0.091691,0,0.014368,0,0.417960,0.438702,0.499005,0
0,0.080717,0,0.022523,0,0.295623,0.304374,0.339976,0
0.023474,0.061033,0,0.014151,0,0.057349,0.058094,0.051271,1
0.045952,0.06674,0,0.004381,0,0.297728,0.317466,0.351947,0
0.05807,0.005944,0,0.002745,0,0.510834,0.546912,0.624956,0
0.030418,0.060837,0,0.007634,0,0.410602,0.435529,0.493702,0
0,0.10962,0,0.029115,0,0.310608,0.318411,0.352710,0
0,0.105023,0,0.027523,0,0.553757,0.581807,0.666329,0
0,0.085619,0,0.009983,0,0.623705,0.659239,0.754657,0
0.004773,0.025776,0,0.004776,0,0.775917,0.826851,0.952194,0
0,0.076642,0,0.014652,0,0.645568,0.681344,0.782985,0
0.011677,0.117834,0,0.022317,0,0.261053,0.265913,0.289464,0
0,0.102151,0,0.021622,0,0.455929,0.473817,0.539841,1
0,0.030023,0,0.006936,0,0.407088,0.427411,0.479054,0
0.005031,0.022918,0,0.003915,0,0.801752,0.854916,0.984952,0
0,0.119522,0,0.02,0,0.556300,0.583453,0.667068,0
0.002347,0.156103,0,0.019976,0,0.295499,0.301435,0.335721,0
0,0.085,0,0.015075,0,0.433273,0.454711,0.518865,0
0,0.113171,0,0.003906,0,0.501223,0.525030,0.600702,0
0.005213,0.017062,0,0.00569,0,0.791544,0.844815,0.972999,0
0,0.138973,0,0.018182,0,0.669932,0.706488,0.812025,0
0,0.028019,0,0.010638,0,0.315482,0.328547,0.362386,0
0,0.078704,0,0.009302,0,0.390988,0.409589,0.464118,0
0,0.098843,0,0.009474,0,0.504539,0.528808,0.603386,0
0.002912,0.012231,0,0.003497,0,0.829976,0.885782,1.020921,0
0,0.13355,0,0.019608,0,0.641116,0.675785,0.776834,0
0,0.07394,0,0.01444,0,0.309875,0.320228,0.356257,0
0,0.049383,0,0.006211,0,0.393409,0.411885,0.462497,0
0,0.06619,0,0.004476,0,0.554354,0.586209,0.669353,1
0.017449,0.011421,0,0.002856,0,0.747265,0.797994,0.918768,2
0,0.069401,0,0.018987,0,0.574811,0.608325,0.696791,0
0,0.096296,0,0.026483,0,0.305116,0.313329,0.350221,1
0.003802,0.087452,0,0.015267,0,0.521637,0.549297,0.626383,0
0.00625,0.11875,0,0.002503,0,0.459581,0.480748,0.546434,0
0.016839,0.016192,0,0.005185,0,0.653398,0.696873,0.799919,0
0,0.127413,0,0.01938,0,0.603239,0.635139,0.729272,0
0.007928,0.075878,0,0.017007,0,0.200645,0.207029,0.221784,0
0,0.096273,0,0.021807,0,0.577839,0.607892,0.696167,1
0,0.1339,0,0.008511,0,0.471512,0.492328,0.561450,0
0.001793,0.016139,0,0.005981,0,0.799821,0.853715,0.981758,0
0,0.145897,0,0.018293,0,0.651246,0.685632,0.788039,0
0,0.091434,0,0.012524,0,0.293905,0.302638,0.337073,0
0.010204,0.081633,0,0.020513,0,0.276255,0.286162,0.319373,0
0.007476,0.086256,0,0.004603,0,0.435480,0.458988,0.521059,0
0.019898,0.014213,0,0.002844,0,0.660391,0.704857,0.809281,0
0,0.183333,0,0.027855,0,0.596231,0.625682,0.718011,0
0.012036,0.051153,0,0.014056,0,0.260237,0.271508,0.297799,0
0.039427,0.043011,0,0.014388,0,0.358496,0.379672,0.428621,1
0.061493,0.032211,0,0.003663,0,0.222569,0.239755,0.263286,0
0.048689,0.01573,0,0.005997,0,0.480023,0.512923,0.584608,0
0.097403,0.090909,0,0.016287,0,0.388045,0.408891,0.463266,0
0,0.060706,0,0.01768,0,0.240209,0.244586,0.265595,0
0,0.085,0,0.040201,0,0.411867,0.430299,0.487610,0
0.020979,0.035839,0,0.004374,0,0.489732,0.518915,0.590648,0
0.015199,0.017733,0,0.002535,0,0.784953,0.837584,0.965178,0
0,0.169435,0,0.02,0,0.625983,0.658098,0.756265,0
0,0.087666,0,0.017347,0,0.339843,0.351983,0.394873,0
0,0.11399,0,0.036458,0,0.371387,0.386328,0.437236,0
0.008989,0.122472,0,0.004499,0,0.480559,0.503324,0.573871,0
0,0.022059,0,0.005977,0,0.804474,0.857185,0.987531,1
0,0.145695,0,0.013289,0,0.642453,0.676921,0.777705,0
0,0.04626,0,0.013793,0,0.350170,0.364532,0.408874,0
0,0.148325,0,0.028846,0,0.475686,0.494018,0.560674,0
0,0.105473,0,0.00498,0,0.578128,0.608778,0.695526,0
0.002101,0.02381,0,0.005606,0,0.784126,0.835389,0.961392,0
0,0.153846,0,0.026846,0,0.612594,0.642627,0.738115,0
0,0.131929,0,0.024417,0,0.245837,0.248905,0.267833,0
0,0.166667,0,0.017964,0,0.362224,0.373508,0.421965,0
0,0.059774,0,0.003636,0,0.700807,0.743363,0.854281,2
0,0.012573,0,0.00387,0,0.824473,0.879245,1.013110,1
0,0.141176,0,0.023599,0,0.658486,0.693404,0.796359,0
0,0.070159,0,0.018727,0,0.313762,0.326534,0.360942,0
0.020833,0.182292,0,0.020942,0,0.168813,0.167926,0.180954,0
0.004662,0.125874,0,0.007001,0,0.427541,0.446047,0.507826,0
0.017849,0.010984,0,0.002747,0,0.794530,0.847888,0.976547,0
0,0.140523,0,0.022951,0,0.637595,0.671070,0.771359,0
0,0.103563,0,0.023411,0,0.251703,0.256541,0.279417,0
0,0.253521,0,0.021277,0,0.277206,0.277439,0.307433,1
0.010536,0.10728,0,0.005753,0,0.416753,0.437033,0.496225,0
0,0.042305,0,0.009489,0,0.769331,0.818043,0.941710,0
0,0.047297,0,0.00678,0,0.627147,0.662678,0.760363,0
0,0.076121,0,0.016701,0,0.334372,0.347277,0.387577,1
0.02809,0.106742,0,0.039548,0,0.321795,0.328701,0.371246,0
0.016512,0.112487,0,0.005165,0,0.479482,0.504024,0.571318,0
0.003431,0.011149,0,0.002575,0,0.840764,0.898011,1.035307,0
0,0.184669,0,0.020979,0,0.640651,0.672773,0.772754,0
0,0.099788,0,0.018066,0,0.326991,0.337752,0.372265,0
0.088542,0.036458,0,0.010471,0,0.216585,0.226220,0.244107,0
0.043082,0.067937,0,0.004146,0,0.284066,0.301727,0.335984,0
0.046034,0.024404,0,0.003885,0,0.623621,0.664974,0.762975,1
0,0.116541,0,0.022642,0,0.532063,0.557191,0.638337,0
0.017503,0.063011,0,0.021028,0,0.177559,0.183290,0.195282,0
0,0.181373,0,0.019704,0,0.454314,0.470483,0.537439,0
0,0.058164,0,0.004909,0,0.640257,0.677963,0.777804,0
0.027246,0.015751,0,0.002981,0,0.696237,0.744140,0.855149,0
0.019048,0.190476,0,0.025478,0,0.522518,0.546681,0.626284,0
0,0.072437,0,0.018832,0,0.281151,0.290033,0.314938,0
0,0.137931,0,0.028902,0,0.343786,0.353182,0.397434,0
0.002011,0.042225,0,0.004024,0,0.613901,0.652161,0.746455,0
0,0.01308,0,0.004581,0,0.815791,0.870750,1.002752,0
0,0.176471,0,0.02214,0,0.564471,0.593001,0.678312,0
0.031049,0.066381,0,0.021436,0,0.207396,0.213860,0.230001,0
0,0.104603,0,0.02521,0,0.475156,0.496308,0.566290,0
0.009709,0.099735,0,0.004417,0,0.493533,0.519439,0.591581,0
0,0.020111,0,0.006036,0,0.824353,0.878563,1.012876,0
0,0.181818,0,0.018248,0,0.598285,0.626646,0.719830,0
0,0.065652,0,0.018095,0,0.323548,0.335817,0.370016,0
0.011696,0.046784,0,0,0,0.147620,0.153207,0.162707,0
0.008889,0.095556,0,0.008899,0,0.400801,0.419638,0.472901,0
0,0.025781,0,0.0086,0,0.797331,0.849099,0.977952,0
0,0.220532,0,0.026718,0,0.580299,0.605531,0.695326,0
0.027115,0.105206,0,0.021716,0,0.156093,0.158349,0.165614,1
0,0.142857,0,0.01105,0,0.406710,0.421211,0.476643,0
0,0.097933,0,0.005447,0,0.532957,0.560721,0.640410,0
0,0.013803,0,0.005525,0,0.834283,0.889815,1.026135,1
0,0.043321,0,0.014493,0,0.645166,0.683193,0.784342,0
0,0.072009,0,0.019767,0,0.270627,0.277286,0.304878,0
0,0.267974,0,0.065789,0,0.321156,0.320296,0.361907,0
0.019743,0.115499,0,0.002964,0,0.507271,0.532584,0.607217,0
0.009187,0.010601,0,0.002829,0,0.780928,0.834063,0.960935,0
0.003497,0.104895,0,0.014035,0,0.466921,0.492679,0.561957,0
0.020743,0.045808,0,0.012111,0,0.246824,0.257369,0.281299,0
0,0.140244,0,0.01227,0,0.183558,0.182606,0.195441,0
0.002819,0.086681,0,0.004231,0,0.618335,0.654000,0.748437,0
0,0.006961,0,0.001548,0,0.795333,0.848871,0.977494,0
0.068027,0.129252,0,0.020478,0,0.399376,0.418070,0.476526,0
0.01451,0.108827,0,0.016949,0,0.264434,0.272343,0.296964,0
0,0.087336,0,0.017544,0,0.494899,0.520301,0.590459,1
0,0.052817,0,0.004696,0,0.774336,0.823493,0.947730,2
0,0.023699,0,0.003719,0,0.839863,0.895769,1.032614,2
0,0.161172,0,0.036765,0,0.557222,0.582795,0.668035,0
0,0.088913,0,0.021978,0,0.308168,0.318207,0.353916,2
0,0.281768,0,0.038889,0,0.405999,0.411717,0.468219,0
0,0.060191,0,0.006559,0,0.637303,0.675968,0.775751,0
0.008372,0.01907,0,0.005119,0,0.778173,0.829957,0.956339,0
0,0.131086,0,0.022556,0,0.617437,0.649411,0.745655,0
0,0.069277,0,0.01809,0,0.278982,0.287366,0.314801,0
0,0.306358,0,0.02907,0,0.475265,0.487452,0.557262,0
0,0.049734,0,0.007111,0,0.561242,0.593110,0.675255,0
0.001048,0.014144,0,0.003145,0,0.772806,0.824511,0.947492,0
0,0.117216,0,0.029412,0,0.639654,0.674252,0.773938,0
0,0.109905,0,0.02038,0,0.253850,0.257540,0.279289,0
0,0.106599,0,0.020408,0,0.406839,0.423795,0.477969,0
0.007739,0.095443,0,0.004303,0,0.467009,0.491604,0.557027,0
0.031676,0.00842,0,0.002808,0,0.789431,0.843400,0.971810,1
0.064777,0.125506,0,0.01626,0,0.268201,0.279851,0.313978,0
0,0.100105,0,0.022152,0,0.284086,0.292471,0.322061,0
0.038462,0,0,0,0,0.039762,0.052087,0.040392,0
0.01925,0,0,0,0,0.036294,0.048052,0.036106,0
0.076119,0,0,0,0,0.022479,0.029565,0.019619,0
0.04461,0,0,0,0,0.031144,0.039993,0.030693,0
0,0.116142,0,0.024631,0,0.287562,0.293217,0.321557,0
0.071856,0.179641,0,0.024096,0,0.095062,0.087621,0.084880,0
0,0.108475,0,0.016968,0,0.457957,0.478230,0.542500,0
0.000852,0.024702,0,0.001705,0,0.825670,0.881090,1.015498,0
0.041237,0.158076,0,0.024138,0,0.467443,0.489227,0.558228,0
0.005639,0.067669,0,0.014111,0,0.273676,0.287393,0.310946,1
0.019704,0.039409,0,0.009901,0,0.192272,0.201919,0.219187,0
0.057818,0.066775,0.000815,0.00489,0,0.297397,0.314054,0.349504,1
0.022939,0.00372,0,0,0,0.736679,0.787708,0.905170,0
0,0.195312,0,0.023529,0,0.617479,0.647417,0.742364,0
0.031343,0.061692,0,0.007964,0,0.582468,0.617668,0.704015,0
0,0.137405,0,0.015385,0,0.212239,0.209963,0.227071,0
0,0.073609,0,0.007186,0,0.578526,0.611921,0.698173,0
0.042401,0.015419,0,0.003306,0,0.672792,0.718701,0.825954,1
0,0.2375,0,0.029289,0,0.511165,0.529694,0.605133,0
0,0.130381,0,0.023399,0,0.252658,0.255202,0.279137,0
0,0.083832,0,0.012048,0,0.386891,0.400792,0.456023,0
0,0.147942,0,0.013363,0,0.428504,0.445592,0.506112,0
0.011263,0.022526,0,0.005636,0,0.778212,0.830197,0.955946,0
0,0.17037,0,0.022305,0,0.598378,0.626887,0.719066,0
0,0.113662,0,0.031034,0,0.294563,0.302562,0.330042,0
0,0.012766,0,0.004274,0,0.453152,0.478417,0.539345,1
0.004594,0.096478,0,0.004598,0,0.574900,0.605978,0.693700,2
0.003025,0.010586,0,0.002269,0,0.824612,0.879852,1.013965,2
0.003145,0.04717,0,0.006309,0,0.335064,0.358591,0.402971,0
0,0.080412,0,0.01548,0,0.301025,0.315255,0.350610,2
0,0.149533,0,0.014085,0,0.453546,0.471613,0.535832,0
0,0.092809,0,0.012552,0,0.485994,0.511907,0.582627,0
0.018027,0.021532,0,0.004008,0,0.735109,0.784050,0.901422,1
0,0.154122,0,0.02518,0,0.646598,0.679893,0.781561,0
0,0.091667,0,0.022646,0.001192,0.231171,0.236194,0.253591,1
