@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute mono_feature25 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1039 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.042305,0.009482,0,0.009489,0.00073,0.00146,0,0.772726,0.805280,0.941710,0
0,0.047297,0.02027,0,0.00678,0,0.00339,0,0.629820,0.652764,0.760363,0
0,0.076121,0.179353,0,0.016701,0.032359,0.055324,0,0.335279,0.343295,0.387577,1
0.062857,0.051429,0.017143,0,0.011494,0,0.045977,0,0.234932,0.243720,0.269738,0
0.019555,0.065725,0.051602,0,0.008152,0.007609,0.022826,0,0.630839,0.656689,0.762974,0
0.020916,0.011839,0.006709,0,0.003158,0.00079,0.004737,0,0.681217,0.712818,0.831629,1
0,0.070896,0.011194,0,0.022472,0,0,0,0.617510,0.638684,0.744738,0
0.005414,0.071926,0.088167,0,0.01548,0.020124,0.065015,0,0.273639,0.281875,0.314740,1
0.02809,0.106742,0,0,0.039548,0,0.011299,0,0.322947,0.324665,0.371246,0
0.016512,0.112487,0.023736,0,0.005165,0.005165,0.028926,0,0.481247,0.496887,0.571318,0
0.003431,0.011149,0.000858,0,0.002575,0.000858,0.002575,0,0.844565,0.883717,1.035307,0
0,0.184669,0,0,0.020979,0,0,0,0.643236,0.662571,0.772754,0
0,0.099788,0.043524,0,0.018066,0.010627,0.059511,0,0.327871,0.333895,0.372265,0
0.088542,0.036458,0.026042,0,0.010471,0.015707,0.015707,0,0.217228,0.224260,0.244107,0
0.043082,0.067937,0.023198,0,0.004146,0.004146,0.005804,0,0.285093,0.298370,0.335984,0
0.046034,0.024404,0.017748,0,0.003885,0.000555,0.004994,0,0.626327,0.654697,0.762975,1
0,0.116541,0.030075,0,0.022642,0,0.007547,0,0.534202,0.549093,0.638337,0
0.017503,0.063011,0.121354,0,0.021028,0.025701,0.068925,0,0.177990,0.182873,0.195282,0
0,0.181373,0.083333,0,0.019704,0.014778,0.019704,0,0.455912,0.464005,0.537439,0
0,0.058164,0.110021,0,0.004909,0.009116,0.014727,0,0.642847,0.667875,0.777804,0
0.027246,0.015751,0.004683,0,0.002981,0.000426,0.004259,0,0.699326,0.732461,0.855149,0
0.019048,0.190476,0.006349,0,0.025478,0,0.003185,0,0.524563,0.538708,0.626284,0
0,0.072437,0.150517,0,0.018832,0.032957,0.080038,0,0.281680,0.287214,0.314938,0
0,0.137931,0.08046,0,0.028902,0.011561,0,0,0.344834,0.348788,0.397434,0
0.002011,0.042225,0.088472,0,0.004024,0.006707,0.014085,0,0.616420,0.642537,0.746455,0
0,0.01308,0.013734,0,0.004581,0.003272,0.005236,0,0.819435,0.857012,1.002752,0
0,0.176471,0.018382,0,0.02214,0,0.00369,0,0.566727,0.584599,0.678312,0
0.031049,0.066381,0.124197,0,0.021436,0.032154,0.063237,0,0.207873,0.212619,0.230001,0
0,0.104603,0.062762,0,0.02521,0.021008,0.042017,0,0.476983,0.489407,0.566290,0
0.009709,0.099735,0.098853,0,0.004417,0.007951,0.027385,0,0.495362,0.512269,0.591581,0
0,0.020111,0.010055,0,0.006036,0.001509,0.002515,0,0.828061,0.864708,1.012876,0
0,0.181818,0.021818,0,0.018248,0,0,0,0.600661,0.617282,0.719830,0
0,0.065652,0.112274,0,0.018095,0.024762,0.088571,0,0.324385,0.332104,0.370016,0
0.011696,0.046784,0.099415,0,0,0.011765,0.029412,0,0.147869,0.152651,0.162707,0
0.008889,0.095556,0.11,0,0.008899,0.014461,0.026696,0,0.402074,0.414135,0.472901,0
0,0.025781,0.010156,0,0.0086,0.000782,0.000782,0,0.800885,0.835759,0.977952,0
0,0.220532,0.053232,0,0.026718,0,0,0,0.582492,0.596634,0.695326,0
0.027115,0.105206,0.109544,0,0.021716,0.019544,0.04126,0,0.156299,0.158152,0.165614,1
0,0.142857,0.087912,0,0.01105,0.016575,0.022099,0,0.408032,0.415691,0.476643,0
0,0.097933,0.151251,0,0.005447,0.010893,0.022876,0,0.534897,0.552788,0.640410,0
0,0.013803,0.011042,0,0.005525,0.002072,0.004834,0,0.838051,0.875734,1.026135,1
0,0.043321,0.032491,0,0.014493,0.003623,0.007246,0,0.647932,0.672810,0.784342,0
0,0.072009,0.149826,0,0.019767,0.018605,0.069767,0,0.271226,0.274576,0.304878,0
0,0.267974,0,0,0.065789,0,0,0,0.322096,0.316464,0.361907,0
0.019743,0.115499,0.109576,0,0.002964,0.007905,0.025692,0,0.509111,0.525093,0.607217,0
0.009187,0.010601,0.00636,0,0.002829,0,0.000707,0,0.784447,0.820871,0.960935,0
0.003497,0.104895,0.013986,0,0.014035,0,0,0,0.468873,0.486065,0.561957,0
0.020743,0.045808,0.127053,0,0.012111,0.017301,0.053633,0,0.247439,0.255028,0.281299,0
0,0.140244,0.04878,0,0.01227,0.018405,0.03681,0,0.183761,0.181207,0.195441,0
0.002819,0.086681,0.06413,0,0.004231,0.005642,0.016925,0,0.620805,0.644285,0.748437,0
0,0.006961,0.003094,0,0.001548,0.000774,0.004644,0,0.798919,0.835499,0.977494,0
0.068027,0.129252,0,0,0.020478,0,0.003413,0,0.400941,0.412137,0.476526,0
0.01451,0.108827,0.04474,0,0.016949,0.010896,0.039952,0,0.265090,0.269704,0.296964,0
0,0.087336,0.065502,0,0.017544,0.017544,0.017544,0,0.496725,0.512948,0.590459,1
0,0.052817,0.035505,0,0.004696,0.002348,0.004696,0,0.777691,0.810678,0.947730,2
0,0.023699,0.012082,0,0.003719,0.00186,0.004649,0,0.843630,0.881592,1.032614,2
0,0.161172,0.018315,0,0.036765,0,0,0,0.559428,0.574219,0.668035,0
0,0.088913,0.148189,0,0.021978,0.018681,0.048352,0,0.308995,0.314829,0.353916,2
0,0.281768,0,0,0.038889,0,0,0,0.407299,0.406339,0.468219,0
0,0.060191,0.058999,0,0.006559,0.00477,0.0161,0,0.639985,0.665884,0.775751,0
0.008372,0.01907,0.005581,0,0.005119,0.000931,0.002792,0,0.781667,0.816842,0.956339,0
0,0.131086,0.026217,0,0.022556,0.003759,0.011278,0,0.619967,0.639669,0.745655,0
0,0.069277,0.186747,0,0.01809,0.023116,0.070352,0,0.279523,0.284547,0.314801,0
0,0.306358,0,0,0.02907,0,0.005814,0,0.476880,0.480700,0.557262,0
0,0.049734,0.081705,0,0.007111,0.010667,0.020444,0,0.563410,0.584568,0.675255,0
0.001048,0.014144,0.011001,0,0.003145,0.001572,0.004717,0,0.776204,0.811618,0.947492,0
0,0.117216,0.014652,0,0.029412,0,0.003676,0,0.642310,0.664038,0.773938,0
0,0.109905,0.169607,0,0.02038,0.025815,0.054348,0,0.254209,0.255313,0.279289,0
0.038462,0,0,0,0,0,0,0,0.040101,0.054742,0.040392,0
0.01925,0,0,0,0,0,0,0,0.036477,0.050289,0.036106,0
0.076119,0,0,0,0,0,0,0,0.022364,0.030421,0.019619,0
0.04461,0,0,0,0,0,0,0,0.031136,0.041672,0.030693,0
0,0.116142,0.093504,0,0.024631,0.009852,0.064039,0,0.288198,0.290261,0.321557,0
0.071856,0.179641,0.005988,0,0.024096,0.006024,0.036145,0,0.094933,0.087999,0.084880,0
0,0.108475,0.065537,0,0.016968,0.004525,0.023756,0,0.459607,0.471781,0.542500,0
0.000852,0.024702,0,0,0.001705,0,0.001705,0,0.829381,0.867140,1.015498,0
0.041237,0.158076,0,0,0.024138,0,0,0,0.469261,0.482362,0.558228,0
0.005639,0.067669,0.035714,0,0.014111,0.005644,0.039511,0,0.274470,0.284987,0.310946,1
0.019704,0.039409,0.024631,0,0.009901,0.009901,0.034653,0,0.192776,0.199748,0.219187,0
0.057818,0.066775,0.036645,0.000815,0.00489,0.00815,0.02282,0,0.298401,0.310260,0.349504,1
0.022939,0.00372,0.00496,0,0,0.003102,0.014888,0,0.739967,0.775368,0.905170,0
0,0.195312,0.003906,0,0.023529,0,0.007843,0,0.619914,0.637724,0.742364,0
0.031343,0.061692,0.018905,0,0.007964,0.004978,0.021901,0,0.584833,0.608551,0.704015,0
0,0.137405,0.038168,0,0.015385,0.023077,0.046154,0,0.212629,0.208355,0.227071,0
0,0.073609,0.063435,0,0.007186,0.009581,0.025749,0,0.580799,0.602996,0.698173,0
0.042401,0.015419,0.009912,0,0.003306,0.002755,0.004408,0,0.675801,0.707527,0.825954,1
0,0.2375,0.008333,0,0.029289,0.004184,0.004184,0,0.513012,0.522151,0.605133,0
0,0.130381,0.109471,0,0.023399,0.020936,0.051724,0,0.253143,0.252778,0.279137,0
0,0.083832,0.065868,0,0.012048,0.018072,0.024096,0,0.388328,0.395549,0.456023,0
0,0.147942,0.087875,0,0.013363,0.016704,0.044543,0,0.429957,0.439644,0.506112,0
0.011263,0.022526,0.008045,0,0.005636,0.003221,0.008857,0,0.781686,0.817113,0.955946,0
0,0.17037,0,0,0.022305,0,0,0,0.600775,0.617547,0.719066,0
0,0.113662,0.070034,0,0.031034,0.014943,0.041379,0,0.295218,0.299368,0.330042,0
0,0.012766,0.097872,0,0.004274,0.021368,0.042735,0,0.454774,0.472000,0.539345,1
0.004594,0.096478,0.08193,0,0.004598,0.00613,0.011494,0,0.577142,0.597111,0.693700,2
0.003025,0.010586,0.01172,0,0.002269,0.001513,0.00416,0,0.828322,0.865953,1.013965,2
0.003145,0.04717,0.044025,0,0.006309,0.003155,0,0,0.336411,0.354257,0.402971,0
0,0.080412,0.064948,0,0.01548,0.01032,0.028896,0,0.302088,0.312259,0.350610,2
0,0.149533,0.018692,0,0.014085,0.004695,0.00939,0,0.455188,0.465059,0.535832,0
0,0.092809,0.077759,0,0.012552,0.009205,0.026778,0,0.487842,0.504752,0.582627,0
0.018027,0.021532,0.005008,0,0.004008,0.000501,0.006012,0,0.738365,0.771764,0.901422,1
0,0.154122,0,0,0.02518,0,0,0,0.649275,0.669608,0.781561,0
0,0.091667,0.028571,0,0.022646,0.008343,0.036949,0.001192,0.231705,0.234377,0.253591,1
