@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.014,0.339,0.647,0.12,0.274,2
0.062,0.481,0.457,0.094,0.609,1
0.035,0.744,0.221,0.462,0.421,1
0.218,0.67,0.112,0.119,0.502,1
0.084,0.709,0.207,0.237,0.521,1
0.009,0.352,0.639,0.003,0.139,1
0.045,0.498,0.457,0.005,0.353,2
0.045,0.104,0.85,0.096,0.579,2
0.203,0.507,0.29,0.306,0.382,2
0.053,0.464,0.482,0.118,0.764,1
0.224,0.725,0.051,0.868,0.102,1
0.026,0.2,0.774,0.029,0.253,2
0.007,0.623,0.37,0,0.788,1
0.193,0.748,0.059,0.149,0.818,1
0.079,0.673,0.249,0.018,0.335,2
0.112,0.661,0.228,0.053,0.475,1
0.135,0.757,0.107,0.059,0.584,1
0.419,0.53,0.051,0.365,0.626,1
0.008,0.808,0.184,0.003,0.688,1
0.013,0.087,0.9,0.001,0.198,2
0.04,0.401,0.559,0.022,0.272,2
0.123,0.712,0.165,0.202,0.711,1
0.48,0.401,0.119,0.283,0.667,1
0.5,0.336,0.164,0.507,0.39,1
0.044,0.838,0.119,0.253,0.704,2
0.691,0.228,0.082,0.248,0.624,1
0.1,0.038,0.862,0.114,0.385,2
0.06,0.76,0.18,0.157,0.57,1
0.128,0.75,0.122,0.207,0.718,1
0.566,0.377,0.057,0.035,0.796,1
0.477,0.278,0.245,0.102,0.739,1
0.026,0.71,0.264,0.125,0.291,2
0.052,0.535,0.413,0.075,0.791,1
0.032,0.789,0.178,0.055,0.671,1
0.365,0.57,0.065,0.277,0.678,1
0.09,0.826,0.084,0.099,0.721,1
0.116,0.722,0.161,0.062,0.651,1
0.183,0.769,0.048,0.421,0.481,1
0.149,0.818,0.033,0.368,0.585,1
0.301,0.501,0.198,0.493,0.414,2
0.044,0.697,0.259,0.485,0.297,1
0.126,0.829,0.045,0.134,0.808,1
0.386,0.527,0.088,0.191,0.674,1
0.236,0.679,0.085,0.691,0.277,1
0.504,0.05,0.446,0.005,0.284,2
0.043,0.681,0.276,0.026,0.016,2
0.194,0.64,0.166,0.346,0.619,2
0.325,0.567,0.109,0.462,0.458,1
0.622,0.346,0.032,0.7,0.239,1
0.097,0.823,0.08,0.269,0.641,0
0.53,0.117,0.353,0.444,0.527,0
0.543,0.343,0.114,0.799,0.188,0
0.41,0.2,0.39,0.504,0.45,0
0.837,0.079,0.084,0.535,0.455,0
0.745,0.214,0.041,0.907,0.085,0
0.431,0.525,0.045,0.679,0.232,0
0.258,0.25,0.493,0.678,0.291,0
0.49,0.484,0.026,0.887,0.079,0
0.398,0.436,0.166,0.381,0.424,0
0.321,0.396,0.284,0.338,0.634,0
0.232,0.389,0.379,0.022,0.829,0
0.473,0.062,0.465,0.548,0.282,0
0.56,0.367,0.073,0.781,0.178,0
0.12,0.866,0.013,0.008,0.978,0
0.85,0.089,0.061,0.654,0.333,0
0.17,0.741,0.089,0.537,0.367,0
0.971,0.015,0.014,0.504,0.475,0
0.153,0.82,0.027,0.315,0.533,0
0.528,0.444,0.029,0.733,0.201,0
