@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1039 numeric
@attribute bi_feature1041 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.008333,0,0,0,0,0,0,0.542462,0.571079,0.650652,0
0.004175,0.010438,0,0,0.000696,0.006964,0.009053,0,0.583590,0.621695,0.705296,0
0.008065,0.025161,0,0,0.004195,0.002259,0.005163,0,0.828198,0.882318,1.013849,2
0,0.035225,0,0,0.009804,0,0,0,0.808030,0.858529,0.986615,2
0.004878,0.134959,0,0,0.017087,0.010578,0.017087,0,0.529342,0.554572,0.631702,1
0,0.027174,0,0,0,0.016393,0.054645,0,0.408659,0.429910,0.480640,0
0.004637,0.047913,0,0,0.003094,0.010054,0.017788,0,0.570660,0.603993,0.687814,0
0.016484,0.020513,0,0,0.004031,0.001832,0.004764,0,0.722079,0.768667,0.880719,0
0,0.041199,0,0,0.011278,0.015038,0.015038,0,0.613490,0.650076,0.740183,0
0.001337,0.078877,0,0,0.016064,0.014726,0.032129,0,0.270397,0.276972,0.303957,0
0,0.09434,0,0,0.006329,0.018987,0.075949,0,0.425897,0.445324,0.504240,0
0.003752,0.074109,0,0,0.005634,0.01784,0.037559,0,0.575963,0.607901,0.691584,0
0,0.009153,0,0,0.002289,0.002289,0.007784,0,0.857421,0.914205,1.049404,0
0,0.080153,0,0,0.019157,0,0.02682,0,0.655106,0.692017,0.792101,0
0,0.063429,0,0,0.010913,0.018849,0.046627,0,0.423333,0.442801,0.496376,0
0,0.004202,0,0,0,0.021097,0.07173,0,0.621045,0.660214,0.751342,0
0,0.109224,0,0,0.005969,0.005969,0.011019,0,0.656119,0.691955,0.790228,0
0,0.011589,0,0,0.002486,0.001657,0.004143,0,0.792272,0.843585,0.966338,0
0,0.102703,0,0,0.01626,0,0.00813,0,0.722165,0.762662,0.875064,0
0,0.089602,0,0,0.023256,0.014396,0.044297,0,0.299274,0.308725,0.335722,1
0,0.176923,0,0,0.007722,0.007722,0.007722,0,0.577106,0.603544,0.690287,1
0,0.078777,0,0,0.003709,0.006954,0.016226,0,0.641124,0.677557,0.772267,0
0.00674,0.00674,0,0,0.001065,0.004258,0.01171,0,0.796749,0.849572,0.973406,1
0,0.170909,0,0,0.021898,0,0,0,0.686346,0.721079,0.826962,0
0,0.084416,0,0,0.03467,0.018418,0.055255,0,0.287758,0.295813,0.323457,0
0.005952,0.029762,0,0,0.005988,0.035928,0.05988,0,0.280833,0.294277,0.327153,0
0,0.048461,0,0,0.004587,0.003277,0.005242,0,0.660350,0.699930,0.800654,0
0.001048,0.026895,0,0,0.002795,0.004193,0.009783,0,0.774634,0.824130,0.944564,1
0,0.066066,0,0,0.01506,0,0.003012,0,0.714344,0.756444,0.867129,0
0,0.07631,0,0,0.022805,0.022805,0.036488,0,0.347583,0.360680,0.401708,0
0,0.171717,0,0,0.010152,0.010152,0.015228,0,0.521201,0.543906,0.621843,0
0,0.108959,0,0,0.007874,0.01272,0.036947,0,0.584838,0.615751,0.701372,0
0.007475,0.023492,0,0,0.002937,0.002136,0.008812,0,0.829595,0.883940,1.015345,1
0,0.129496,0,0,0.021661,0,0,0,0.705780,0.743498,0.852834,0
0,0.014756,0,0,0.009091,0.006818,0.022727,0,0.356796,0.369890,0.405888,0
0.035156,0.039062,0,0,0.007843,0.011765,0.015686,0,0.068330,0.077526,0.071678,2
0.020833,0.068376,0,0,0.001069,0.003207,0.008552,0,0.408786,0.431618,0.489288,2
0.00163,0.012225,0,0,0.002854,0.002446,0.003261,0,0.799157,0.850920,0.975392,2
0,0.072165,0,0,0.017241,0.006897,0.010345,0,0.610590,0.641829,0.734769,0
0,0.044745,0,0,0.021875,0.014583,0.060417,0,0.294723,0.303050,0.332096,0
0,0.175214,0,0,0.004292,0.021459,0.051502,0,0.527176,0.550128,0.627404,2
0,0.11353,0,0,0.002593,0.00778,0.01556,0,0.606293,0.638945,0.729020,1
0.001483,0.003955,0,0,0.000495,0.003462,0.01088,0,0.775271,0.825938,0.943373,1
0,0.191781,0,0,0.027523,0,0,0,0.582859,0.607503,0.695298,0
0,0.17037,0,0,0.037076,0.018008,0.026483,0,0.312578,0.317838,0.349683,0
0,0.167173,0,0,0.012195,0.009146,0.02439,0,0.454144,0.471654,0.534627,1
0.011599,0.104391,0,0,0.007463,0.007463,0.019071,0,0.498626,0.523615,0.594761,0
0.02871,0.018978,0,0,0.002921,0.002434,0.00779,0,0.679583,0.723628,0.827817,0
0,0.105263,0,0,0.021127,0,0.003521,0,0.509504,0.534577,0.608026,0
0,0.036949,0,0,0.02148,0.016706,0.053699,0,0.329612,0.341547,0.378814,0
0,0.033951,0,0,0.009288,0.006192,0.01548,0,0.643280,0.681585,0.781461,0
0,0.066895,0,0,0.0103,0.0103,0.035193,0,0.605759,0.639743,0.727969,0
0,0.013477,0,0,0.002697,0.001349,0.006069,0,0.872430,0.929936,1.068244,0
0,0.023256,0,0,0,0.01,0.016667,0,0.717510,0.762986,0.874741,0
0,0.049065,0,0,0.012865,0.018713,0.044444,0,0.305970,0.315475,0.346125,0
0,0.110638,0,0,0.017094,0.004274,0,0,0.384625,0.401605,0.452141,0
0.011029,0.106005,0,0,0.007971,0.012876,0.042918,0,0.447738,0.468762,0.525658,0
0,0.023826,0,0,0.003506,0.002104,0.008415,0,0.842495,0.897315,1.030447,0
0,0.208333,0,0,0.010453,0,0.003484,0,0.616465,0.644338,0.737619,0
0.00365,0.088808,0,0,0.029233,0.01218,0.062119,0,0.265071,0.270052,0.295966,0
0,0.147368,0,0,0.015873,0.015873,0.010582,0,0.364062,0.375948,0.426220,0
0.014318,0.10324,0,0,0.004525,0.008296,0.009804,0,0.578718,0.609947,0.696014,0
0,0.007274,0,0,0.001456,0.005337,0.010674,0,0.808669,0.862043,0.987038,0
