@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.098024,0
3,12,4.476359,1.531442,2
5,16,5.282326,1.282244,1
1,2,4.185434,0.908042,0
2,8,3.717095,0.988832,0
3,12,3.710519,1.348696,0
4,2,3.489355,0.913994,0
5,8,3.744269,0.779907,0
2,8,3.451455,0.814228,0
3,5,3.226075,1.079517,0
5,7,7.094787,0.943184,1
3,8,2.717923,1.392819,1
5,7,5.802987,0.96368,0
1,2,4.538522,0.826236,0
2,8,3.969727,1.166746,0
3,12,4.502463,1.414551,1
5,7,4.498704,0.915739,0
3,8,4.198062,1.850506,1
1,2,4.094864,1.258169,2
2,8,4.251957,1.429925,2
3,7,4.352923,1.212543,2
5,7,4.445478,1.002241,0
2,11,5.38112,1.473449,1
3,9,3.762812,0.999504,1
5,6,4.589115,0.985914,0
2,8,4.05231,0.921892,0
3,6,4.063057,1.015144,0
4,2,4.036506,0.975458,0
1,2,3.901367,1.155094,0
2,14,3.400645,1.246667,0
5,6,3.393658,0.857029,0
1,2,4.657121,0.934219,0
2,8,4.515958,1.013776,0
3,7,3.946242,1.018766,0
3,12,4.301709,1.675334,2
3,9,3.57853,1.801115,1
4,2,4.217083,1.015296,0
5,7,5.32793,1.053656,0
1,2,4.445331,1.074925,0
2,8,5.047678,0.982978,1
3,10,3.350088,1.699206,2
4,2,2.916137,0.944726,0
5,7,4.917948,1.162739,0
1,2,3.406422,1.367789,1
2,8,3.649491,0.791066,0
3,7,4.131687,1.317251,1
4,2,4.009388,1.026678,0
5,7,3.817433,0.842786,1
2,10,3.258206,2.007953,0
3,5,2.917086,0.716824,0
4,2,3.016237,1.083589,0
5,7,4.000689,1.140853,0
1,2,3.685902,0.989847,0
2,8,3.455159,0.706563,0
3,2,3.377466,0.693446,0
2,8,4.94207,0.945054,0
3,18,4.223454,1.938092,1
5,10,4.426974,2.07292,2
1,2,3.953887,0.908042,0
2,8,3.422389,0.857497,0
3,8,3.185894,0.748764,0
4,2,1.627654,0.992531,0
5,7,3.561084,1.148496,0
1,2,3.706473,0.791878,0
2,8,3.358486,1.272628,0
1,2,3.909108,0.845869,0
2,8,3.368784,1.040755,0
3,3,3.104877,0.814782,0
4,2,3.488715,1.173509,0
5,7,3.58635,1.013011,0
1,2,3.784312,1.701555,2
2,8,4.840624,0.650568,0
3,5,2.41161,0.886234,0
4,2,3.247011,0.893506,0
1,2,3.647504,0.703528,0
2,8,3.439014,0.689765,0
3,7,3.92146,1.035724,0
4,2,2.781845,0.972043,0
2,9,4.623354,0.973052,1
3,5,4.459865,0.93579,1
4,2,1.857721,1.024402,0
5,7,4.915703,0.822637,0
1,2,4.892608,1.004572,0
2,8,5.179627,0.752378,0
3,2,1.596783,0.569146,0
4,2,2.224549,0.99367,0
5,8,4.657423,0.939015,0
2,8,4.360455,0.975597,1
3,6,5.654631,0.988638,2
2,10,3.864322,1.056282,1
3,7,3.093536,1.196738,0
1,2,3.066823,0.965305,0
2,8,3.570451,1.23165,0
3,7,3.586543,1.332727,2
5,7,4.149177,0.986956,0
1,2,3.176732,0.875319,0
1,2,3.995587,0.876955,0
3,7,3.620939,0.741849,0
4,2,3.050896,1.060825,0
5,7,3.83573,0.790329,0
2,8,3.797649,1.32557,0
1,2,6.251011,1.025842,1
2,9,4.564996,0.69511,0
3,10,4.219458,1.097297,1
4,3,3.188565,1.195135,0
1,2,4.541616,1.047111,1
2,8,3.995826,0.698673,0
3,6,3.931977,1.080669,0
4,2,3.601488,0.901473,0
2,8,3.765315,0.919092,0
3,9,3.667449,1.03523,0
5,7,4.448673,0.982787,0
3,5,3.758382,0.884094,0
5,7,3.635125,0.888295,0
1,2,5.252722,0.983303,0
2,8,3.371703,0.783176,0
3,8,3.417787,1.042309,0
1,2,5.794505,1.065108,0
3,7,3.754747,0.848533,0
2,8,4.783542,0.853934,1
3,8,4.19326,1.556961,2
4,3,3.476314,1.085866,0
1,2,5.853308,1.292528,0
2,8,3.704572,0.611116,0
3,8,3.672899,0.762758,0
5,7,5.855324,0.92095,0
1,2,5.325631,1.585392,1
2,8,3.483463,0.719035,0
3,6,4.185694,0.826472,0
1,2,5.18147,0.963669,0
2,13,6.312105,1.32837,0
3,7,4.034402,0.869112,0
4,2,2.99686,1.23042,0
5,7,5.47714,1.040108,0
1,2,5.537619,1.371061,1
2,11,5.832212,1.043555,0
3,5,4.701641,0.659696,0
4,2,3.289836,1.055134,0
5,7,5.590564,0.944921,0
1,2,4.727714,0.986575,0
2,8,4.337568,0.873787,0
3,5,4.048899,0.780374,0
1,2,5.945864,0.952217,0
2,8,3.852648,0.679838,0
3,8,3.339058,0.705629,0
5,7,4.668016,1.114798,0
1,2,5.612044,0.945672,0
2,8,5.015264,0.655658,0
3,7,3.981518,1.079517,0
5,7,4.225795,0.936236,0
2,8,4.533209,0.797683,0
