@relation rabc_features-weka.filters.unsupervised.attribute.Remove-R1

@attribute psy_feature1 numeric
@attribute psy_feature2 numeric
@attribute psy_feature3 numeric
@attribute psy_feature4 numeric
@attribute psy_feature5 numeric
@attribute psy_feature6 numeric
@attribute psy_feature7 numeric
@attribute psy_feature8 numeric
@attribute psy_feature9 numeric
@attribute psy_feature10 numeric
@attribute psy_feature11 numeric
@attribute psy_feature12 numeric
@attribute psy_feature13 numeric
@attribute psy_feature14 numeric
@attribute psy_feature15 numeric
@attribute psy_feature16 numeric
@attribute psy_feature17 numeric
@attribute psy_feature18 numeric
@attribute child_feature1 numeric
@attribute child_feature2 numeric
@attribute child_feature3 numeric
@attribute child_feature4 numeric
@attribute child_feature5 numeric
@attribute child_feature6 numeric
@attribute child_feature7 numeric
@attribute child_feature8 numeric
@attribute child_feature9 numeric
@attribute child_feature10 numeric
@attribute child_feature11 numeric
@attribute child_feature12 numeric
@attribute child_feature13 numeric
@attribute child_feature14 numeric
@attribute child_feature15 numeric
@attribute child_feature16 numeric
@attribute child_feature17 numeric
@attribute child_feature18 numeric
@attribute joint_feature1 numeric
@attribute joint_feature2 numeric
@attribute class {0,1,2}

@data
2,0.558416,-0.163256,0.508693,4.538522,-0.259879,0.148537,0.768846,6.216591,0.268117,-0.614154,0.129671,1.39136,-0.809051,-0.955682,0.119514,1.515617,-1.057085,1,0.166337,0.323755,0.029381,0.789438,0.347217,-0.390549,0.222493,1.546246,-0.121959,-0.699365,0.01973,0.468117,-0.753945,-0.051765,0.0005,0.1229,-0.043131,0.826236,0,0
8,0.312827,-0.006814,0.903421,3.969727,-0.016925,0.190993,1.247853,4.699921,0.412348,-0.096142,1.052744,4.678846,0.11596,0.140863,0.984855,4.934778,0.105895,3,0.042103,-0.168066,1.813846,4.053502,-0.516376,0.804738,0.842661,3.335081,1.323933,0.61879,1.274356,4.311854,0.325783,0.124305,0.158194,1.511002,0.041478,1.166746,2,0
12,0.180982,0.109875,1.033373,4.502463,-0.042897,-0.224153,0.830359,4.61666,-0.187321,0.580571,1.586234,6.987534,0.332289,0.543596,1.116679,7.031618,0.470296,2,0.014548,0.343169,0.049352,0.695496,0.230144,-0.514126,0.382213,1.931888,-0.43208,-0.677136,0.030999,0.545745,-0.65397,-0.194397,0.012175,0.429547,-0.208657,1.414551,1,1
7,0.668058,-0.155943,0.949045,4.498704,-0.298175,-0.035323,0.722466,4.109007,0.153392,-0.286676,0.177246,1.834656,-0.253453,-0.423774,0.424651,3.746667,-0.402073,2,0.02352,-0.803823,1.498233,2.884808,-0.633642,-0.602765,0.484035,2.243855,-0.544566,0.263358,0.004633,0.283458,0.245803,0.148998,0.001514,0.139436,0.13885,0.915739,1,0
8,0.093238,0.353406,0.975676,4.198062,0.154716,0.385095,0.506337,4.144403,0.209009,0.52884,0.773244,3.400503,0.207875,0.272588,0.472813,2.923894,0.203202,4,0.043238,0,1,3.010353,-0.075144,0.000001,1,5.910178,-0.043832,0,1,5.373507,-0.197954,0,0.031778,0.824889,0.00586,1.850506,1,1
2,0.557867,-0.232815,0.627256,4.094864,-0.306055,0.809407,1.298903,9.991234,0.935725,-0.498965,0.046096,1.137641,-0.529549,-0.18635,0.031359,1.19483,-0.167725,2,0.795839,-0.091275,1.010217,3.438598,-0.105017,0.231424,1.228736,5.536044,-0.039652,0.42484,2.206809,7.16431,-0.380494,0.161412,0.168301,1.397788,-0.06101,1.258169,2,2
8,0.348167,-0.255808,0.698848,4.251957,-0.248547,0.599276,1.172866,5.138786,0.786674,-0.518269,0.788285,6.812662,-0.604451,-0.623757,1.242832,6.806441,-0.264744,12,0.281951,-0.069374,0.835196,3.888483,-0.199095,0.043395,0.976472,5.282433,-0.119089,-0.179441,0.50937,4.544543,-0.307622,-0.057578,0.030922,1.966779,-0.099901,1.429925,3,2
7,0.146096,0.127097,1.591687,4.352923,0.385003,-0.555874,0.697785,4.13519,-0.687273,0.591775,2.369764,7.758543,0.089002,0.4953,0.307795,6.967091,0.40169,2,0.020774,-0.967152,0.686345,2.083786,-1.476351,-0.554699,0.477257,3.494037,-0.602172,-0.50546,0,0,-0.50546,-0.151599,0,0,-0.151599,1.212543,0,2
7,0.736222,0.009956,0.962057,4.445478,0.003151,-0.227174,0.557412,4.763555,-0.250882,0.057445,0.38879,3.60073,0.040644,0.331152,0.679413,3.695992,0.317421,2,0.015598,-0.178229,0.159907,1.13509,-0.485801,0.016,0.383666,2.348204,-0.127501,-0.458471,0.004051,0.321599,-0.447042,-0.151262,0.001029,0.156938,-0.159082,1.002241,1,0
11,0.392641,-0.00104,0.965628,5.38112,-0.093432,0.385893,1.062563,4.516361,0.611451,-0.044267,1.378883,4.737869,0.222714,0.161859,1.214902,5.582357,0.373552,1,0.024357,-0.886822,1.254479,4.175038,-1.313144,1.219584,0.178536,1.842278,1.322486,1.279973,0.396175,2.223623,1.428821,0.35215,0.005007,0.308911,0.366821,1.473449,1,1
9,0.183825,-0.60243,0.70419,3.762812,-0.940066,-0.838481,0.595427,3.752936,-1.051597,0.24424,1.050929,6.474843,0.154873,0.208376,0.880223,5.936489,-0.00116,1,0.009059,-0.111095,0.038654,0.621202,-0.027793,0.004715,0.520608,2.624264,0.221137,-0.681152,0.000618,0.134765,-0.6749,-0.280182,0.000004,0.011568,-0.279676,0.999504,0,1
6,0.721283,0.154677,1.061912,4.589115,0.183944,-0.019329,0.747023,4.083154,0.134559,-0.097963,0.696894,3.916443,-0.263785,-0.382912,0.481169,3.376651,-0.432215,2,0.020437,-0.747775,0.682681,1.847767,-0.167541,-0.452665,0.862733,2.573844,-0.686832,-0.388855,0.00024,0.066392,-0.385552,-0.147315,0.000367,0.062399,-0.139313,0.985914,1,0
8,0.427388,-0.008638,0.900931,4.05231,0.02672,0.278826,1.131921,5.545071,0.232606,-0.435191,1.032689,3.65886,-0.737823,-0.482677,1.674217,4.780534,-0.10944,4,0.086969,-0.108267,0.541055,4.462056,-0.058425,-0.223901,1.059446,4.715075,-0.355114,0.216158,0.936205,2.912171,0.302881,0.076325,0.019707,0.542431,0.049001,0.921892,1,0
6,0.14434,0.024367,1.482349,4.063057,-0.015799,-0.278789,0.740639,4.440238,-0.399267,0.901334,1.820967,7.33064,0.355097,0.001278,0.542645,3.730723,0.203182,10,0.143691,0.130635,1.051524,5.417426,0.075317,0.091797,1.020101,5.027961,0.079478,-0.039096,1.074545,4.684798,-0.093131,-0.02706,0.027853,0.743928,-0.007488,1.015144,0,0
2,0.387398,0.287437,1.017113,4.036506,0.375358,0.109823,1.155282,4.651916,0.145109,0.025922,0.238783,2.157126,-0.011004,-0.095174,0.169128,1.90862,0.01923,2,0.091015,-1.066547,0.91305,3.041321,-0.750305,-0.16707,0.221922,1.986236,-0.007324,-0.435448,0.052541,0.871945,-0.519675,0.009249,0.013407,0.37068,0.057324,0.975458,0,0
2,0.509915,0.077831,0.728022,3.901367,0.026625,0.040381,1.899567,11.331306,0.126273,0.066024,0.127262,1.748821,-0.039258,0.119193,0.293357,1.869458,0.311241,1,0.111898,-0.448428,1.035404,3.729467,-0.368739,-0.247031,0.580798,3.553877,-0.326631,0.885151,0.107173,1.028967,0.775487,0.019476,0.004332,0.26492,0.040491,1.155094,0,0
14,0.539812,-0.292841,0.803326,3.400645,-0.394718,-0.031855,0.96668,5.501151,-0.044659,0.042589,1.735619,13.853529,-0.082004,-0.006283,1.44407,15.541604,0.119228,1,0.028175,0.619415,0.311799,2.369135,0.71593,0.305507,0.693926,4.842593,0.240544,-0.88267,0.124176,0.972232,-0.809483,-0.086732,0.003749,0.25643,-0.077737,1.246667,1,0
6,0.721119,0.148549,0.971653,3.393658,0.23785,-0.050757,0.789429,6.303151,-0.135163,0.01368,0.266547,2.979659,-0.063146,0.176238,0.599524,3.628855,0.337767,1,0.047021,-0.572709,1.170276,3.050264,-0.37065,-0.522021,0.720809,4.087981,-0.537217,0.544599,1.366164,3.238022,0.653765,0.040313,0.009333,0.541275,0.080636,0.857029,0,0
2,0.532399,0.268802,0.702459,4.657121,0.412299,0.034983,1.004745,6.206593,0.323318,-0.266402,0.333814,2.567907,-0.155269,-0.296734,0.523485,2.869011,-0.119693,1,0.115587,-0.175732,0.029197,0.637667,-0.264821,-0.41967,1.391514,3.823312,-0.474667,-0.372543,0.00019,0.073912,-0.364974,-0.484132,0.000365,0.079731,-0.496831,0.934219,0,0
8,0.352749,0.073706,1.010864,4.515958,-0.017962,0.222899,1.313821,4.943037,0.480606,0.234858,1.97567,7.394462,0.23077,0.267203,1.57793,5.258959,0.541063,3,0.061009,0.113974,1.451046,4.642393,-0.374707,0.235587,0.923575,4.138486,0.498099,-0.054784,0.319019,1.519021,-0.296159,0.032463,0.200957,1.260615,-0.094257,1.013776,0,0
7,0.137686,-0.551595,0.91049,3.946242,-0.917993,-0.677561,0.779567,3.980183,-0.784594,-0.141245,0.295523,2.589235,-0.346156,0.35154,0.704358,4.230547,0.178654,2,0.016807,-0.798089,0.201512,1.541751,-0.638431,-0.435944,0.779949,2.920489,-0.063048,-0.344698,0.190742,1.705075,-0.604551,-0.143601,0.054166,0.980577,-0.277424,1.018766,0,0
12,0.124705,0.103884,1.083688,4.301709,-0.114756,-0.191556,1.009581,3.88043,-0.134931,-0.063782,0.822976,4.000498,-0.172513,-0.377784,0.748866,4.342815,-0.500286,5,0.021816,0,1,3.280109,0.463188,0,1,3.928151,-0.001709,0,1.000001,2.752255,-0.176419,0,0.018663,0.599279,0.053336,1.675334,0,2
9,0.086289,0.065075,0.581222,3.57853,0.113313,0.252262,0.816255,3.918289,0.330874,0.03384,0.641822,4.3795,-0.217884,0.218628,0.430766,3.068755,-0.097908,2,0.673035,-0.305191,0.707666,5.128302,-0.40924,-0.117467,0.819152,5.059758,-0.531347,0.1947,1.247424,6.616946,-0.268202,0.075406,0.100713,3.026224,0.015899,1.801115,6,1
2,0.352018,1.726038,0.953193,4.217083,2.05265,1.575643,0.869939,4.026551,1.925414,-0.545478,0.096629,1.138773,-0.66828,-0.282468,0.028586,0.604208,-0.275098,1,1,1.272234,0.804795,4.217083,1.497545,0.470305,1.690754,4.234968,0.185324,-0.1121,0.85079,4.889153,-0.555598,-0.097582,0.121414,2.891536,-0.162254,1.015296,2,0
7,0.65183,0.349758,0.889292,5.32793,0.281586,0.62012,0.950538,4.053087,0.715538,-0.298726,0.632267,3.519057,-0.650069,-0.112663,0.198441,2.560136,-0.268656,2,0.964062,0.422377,0.942555,6.20624,0.324372,0.2076,1.126356,4.118901,-0.031934,-0.344101,0.356601,3.077702,-0.63015,-0.119726,0.144035,2.259042,-0.230153,1.053656,7,0
2,0.482496,-0.282519,0.639107,4.445331,-0.412515,-0.288496,0.86432,6.130884,-0.123459,-0.537737,0.096157,1.297548,-0.656905,-0.712706,0.26001,2.320658,-0.779661,2,0.394216,0.694692,0.106222,2.08217,0.683423,0.107028,1.061752,4.051397,0.25025,-0.942236,0.195751,1.733431,-0.765908,-0.302012,0.066969,0.874595,-0.411381,1.074925,0,0
8,0.43449,-0.195382,1.097864,5.047678,-0.078119,0.229844,1.366242,5.252772,0.446524,-0.105498,1.348917,5.42194,-0.337905,-0.214817,1.127029,4.688783,-0.01003,9,0.299586,-0.12541,1.094739,4.570261,0.017227,0.22112,1.214506,4.78008,0.346996,0.073222,0.65362,4.995147,-0.260931,0.03215,0.038783,1.148786,-0.005394,0.982978,8,1
10,0.098246,-0.149205,0.612629,3.350088,-0.325789,-0.216576,1.199888,4.65258,-0.077893,0.523606,0.891368,4.398278,0.400838,0.75024,1.231024,5.468511,0.372564,19,0.140684,0.00416,1.009042,4.650897,0.018729,-0.154276,0.832796,3.718339,-0.084517,0.214962,1.380739,7.387719,0.244046,0.081364,0.059068,1.774155,0.090699,1.699206,0,2
2,0.33253,0.32809,0.433875,2.916137,0.126942,0.522416,0.644462,3.909234,0.735099,0.837048,0.645933,2.489755,1.066974,0.222754,0.205188,1.85178,0.044639,1,0.175904,0.080024,0.752929,3.044893,-0.174722,0.163782,0.942343,3.631725,-0.224835,0.510968,0.213585,1.863317,0.460725,0.237559,0.013246,0.558355,0.291496,0.944726,1,0
7,0.742157,-0.009528,1.325683,4.917948,-0.24042,0.125714,0.705828,4.295063,0.239232,-0.138787,0.678421,3.584057,-0.104891,-0.095539,0.396568,4.082136,-0.104707,5,0.345085,-0.135357,0.992849,4.38527,-0.013276,0.090569,0.907186,3.930873,0.291584,0.063953,0.634464,4.93688,-0.015726,-0.018527,0.047424,1.605749,-0.06906,1.162739,5,0
2,0.398325,-0.277818,0.490901,3.406422,-0.305376,-0.121526,1.259142,9.366807,-0.052874,-0.504803,0.135431,1.634905,-0.566699,-0.145071,0.145454,1.810982,-0.244028,2,0.354067,0.294217,0.756648,3.462566,0.334529,-0.048756,0.890764,4.074633,0.020752,-0.394016,0.983926,5.825728,-0.71563,-0.090817,0.006452,0.490387,-0.083804,1.367789,0,1
8,0.407014,-0.36116,0.699966,3.649491,-0.495091,0.071699,1.072731,5.124499,0.064654,0.178731,1.142431,5.031038,0.012364,0.132651,0.614345,6.101903,0.053961,9,0.423423,0.01734,0.925962,3.6451,0.122769,-0.00354,1.059174,5.454139,0.013831,-0.086592,1.004609,4.020089,-0.462414,0.01875,0.022205,0.708725,0.011181,0.791066,9,0
7,0.110236,-0.361721,1.014286,4.131687,-0.509953,-0.267007,0.851,5.803469,-0.381573,0.006047,1.244293,4.795398,-0.042784,0.471136,1.343532,6.895689,0.21944,13,0.217348,-0.11005,1.208692,3.66883,0.099331,-0.064313,0.865221,5.572209,-0.153892,0.087272,0.975701,6.124498,-0.082887,-0.009714,0.023132,0.804807,0.003135,1.317251,1,1
2,0.330377,0.665858,0.773137,4.009388,0.659977,0.030839,0.648706,3.580838,0.014551,-0.596607,0.148507,1.646242,-0.585324,-0.967525,1.08131,3.286847,-0.375739,1,0.094235,0.191069,0.437197,2.520412,0.479956,-0.123585,0.551639,2.724962,-0.032916,-0.45733,0.063772,0.882112,-0.373375,-0.059713,0.001061,0.113114,-0.07325,1.026678,1,0
7,0.742786,0.004748,0.923572,3.817433,-0.009045,0.039374,0.95153,5.463572,-0.083995,0.060157,0.725831,5.19299,-0.045615,0.121932,0.432173,3.917074,0.02116,3,0.474031,0.262602,0.557648,3.578907,0.255553,0.312376,0.959399,5.320114,0.342047,-0.098637,0.16619,2.273613,-0.100636,-0.01433,0.009024,0.447544,-0.014916,0.842786,5,1
10,0.230067,0.057469,1.090448,3.258206,0.083995,0.075943,0.966031,6.140454,0.042452,-0.203688,1.081014,5.697518,-0.479339,-0.071392,0.962086,6.169863,0.089205,4,0.048422,-0.034583,0.907395,3.088709,-0.273851,0.061061,1.186517,5.818018,-0.242716,-0.086644,1.317792,4.54641,-0.629571,-0.038841,0.051556,1.064296,-0.124467,2.007953,2,0
5,0.108406,-0.403206,0.567427,2.917086,-0.308988,-0.341224,0.694367,3.946003,-0.299915,0.644813,1.121665,3.802062,0.1985,0.500736,1.813507,5.336784,0.144057,4,0.047772,-0.36972,1.228394,3.505805,-0.983765,-0.25183,0.484633,3.507468,-0.236227,0.443399,0.97193,3.194347,0.160929,0.051534,0.040955,0.844959,-0.007275,0.716824,0,0
2,0.331933,0.62472,0.689885,3.016237,0.912988,0.345624,1.234722,4.868233,0.328375,-0.66858,0.078931,1.241557,-0.659375,-0.939368,0.766281,3.452325,-1.213424,3,0.192227,-0.281659,0.5499,2.693623,-0.131648,-0.411967,1.123867,5.029719,-0.721489,0.441956,0.949757,3.352483,0.716382,0.041228,0.013555,0.757536,0.066804,1.083589,0,0
7,0.702497,-0.019634,0.999692,4.000689,0.061441,-0.007425,0.886901,5.983604,-0.083281,0.041721,0.759426,5.535519,-0.150094,0.080398,0.67098,5.930946,0.042395,3,0.045676,0.692812,0.888829,3.476562,0.815043,0.249366,0.560516,3.023896,0.34343,-0.545737,0.060746,1.067059,-0.520313,0.084068,0.005908,0.278647,0.106995,1.140853,3,0
2,0.547107,0.414888,0.312381,3.685902,0.45458,0.046323,1.675074,11.433393,0.090552,-0.180057,0.532312,3.298956,-0.417338,0.463163,0.531411,3.357183,0.432537,1,0.059504,0.663343,0.327898,2.401323,0.74063,-0.162542,0.182379,1.775007,-0.095994,-0.553839,0.311695,1.740706,-0.384055,-0.49819,0.001418,0.106974,-0.483493,0.989847,0,0
8,0.48487,-0.031347,1.211361,3.455159,-0.205173,0.162449,1.066317,5.678659,0.2173,-0.38316,0.910755,4.470761,-0.63012,-0.509,1.260127,5.449758,-0.613616,1,0.055476,0.801477,0.483708,2.805149,0.979255,-0.044042,0.97884,3.778916,-0.390929,0.691952,1.186409,3.944379,1.099719,0.080278,0.007674,0.513296,0.100663,0.706563,0,0
2,0.051519,0.016333,1.22089,3.377466,0.434539,-0.397871,0.88949,4.084775,-0.326081,0.828219,0.415802,3.914922,0.750458,-0.144656,0.290377,2.557532,-0.089056,2,0.048433,-0.722097,0.424357,2.105246,-1.189804,0.061931,1.150297,4.675174,-0.287925,-0.42462,0.384868,2.450018,-0.619,0.02887,0.441456,4.46152,0.007757,0.693446,0,0
8,0.364126,-0.053105,0.942743,4.94207,-0.012816,0.017938,0.660054,5.032506,0.163259,-0.346539,0.296896,2.034174,-0.37302,-0.016137,0.726208,4.888576,0.087382,6,0.18718,-0.621974,0.914955,4.596149,-0.594344,-0.023392,0.698112,4.44659,0.050881,0.254972,0.793896,5.108715,0.234048,0.087491,0.022836,0.819164,0.088558,0.945054,3,0
18,0.162334,0.234595,0.494214,4.223454,0.072284,-0.369729,0.514258,5.223049,-0.40969,-0.189835,0.36805,3.653958,-0.32397,0.155495,0.667914,7.088706,0.223255,3,0.029562,0.587888,0.389241,3.154174,0.541802,-1.041729,0.538296,3.451375,-1.117828,-0.208938,0.467881,3.485539,-0.301237,0.127899,0.01701,0.680458,0.158753,1.938092,1,1
10,0.541311,-0.096584,1.242739,4.426974,0.224103,0.00986,1.107679,5.445975,-0.087475,0.342484,1.662437,6.83602,0.027275,-0.071548,1.186852,10.638757,-0.231838,3,0.116809,0.328207,0.713929,4.101456,0.351668,0.560505,0.69398,4.233631,0.607569,-0.217793,1.243927,10.04505,-0.591561,-0.130982,0.022102,0.671915,-0.118601,2.07292,3,2
2,0.623423,0.426579,0.65388,3.953887,0.416779,0.002987,1.722915,11.34697,-0.061807,-0.553058,0.048793,0.800016,-0.559839,-0.022786,0.157235,1.702523,0.008841,1,0.138739,0.481445,1.312466,3.482202,0.957257,-0.231065,0.515885,3.255378,-0.153774,-0.109896,0.1122,1.47226,-0.125822,0.134218,0.008011,0.315309,0.145314,0.908042,0,0
8,0.423865,0.103014,0.9957,3.422389,0.284735,-0.03923,1.037653,6.252164,-0.072708,-0.346103,0.768136,4.350383,-0.585283,-0.194368,1.166219,13.000352,-0.114084,3,0.04393,-0.797481,0.389354,1.859509,-0.528283,-0.556677,0.615638,3.522212,-0.786444,0.313564,0.346134,3.083939,0.120174,0.123476,0.024915,1.159181,0.073797,0.857497,1,0
8,0.187555,-0.55713,0.699552,3.185894,-0.403331,-0.245473,0.875541,5.30383,-0.38915,0.407739,1.320278,4.570506,-0.061012,0.380215,0.845306,4.975575,0.509015,11,0.245602,-0.075662,1.010075,3.705931,0.007094,-0.010711,0.966111,5.297769,-0.127361,-0.036287,1.288448,5.899575,-0.320388,-0.003,0.064013,1.668111,-0.093622,0.748764,2,0
2,0.387615,1.144368,0.12594,1.627654,1.168988,0.212848,0.849439,4.978252,0.233401,-0.581355,0.063189,1.303577,-0.651261,-0.972263,0.524991,2.32027,-0.549748,1,0.204128,0.939846,0.143656,1.849191,1.001326,0.337797,1.56192,4.275046,0.446476,0.1931,0.833766,2.692948,-0.053944,-0.246431,0.00488,0.268202,-0.259067,0.992531,0,0
7,0.660617,-0.10043,0.973957,3.561084,0.078957,0.042136,0.847024,4.971672,-0.007067,0.190923,0.996965,5.476442,0.211182,0.099297,0.815534,6.953082,0.056709,4,0.085904,0.040144,0.960081,3.561084,0.282056,0.434494,0.630929,4.022631,0.430066,0.243397,0.133473,1.727551,0.351919,0.030955,0.004951,0.327982,0.022769,1.148496,5,0
2,0.642562,-0.064363,0.593744,3.706473,-0.123582,0.052888,2.325832,12.684766,-0.081806,-0.142589,0.199776,2.475868,-0.126348,0.229241,0.908494,4.96392,0.391779,1,0.121901,1.120456,0.268867,1.89681,1.22163,1.119655,0.820258,3.607949,1.04724,0.31295,2.413519,3.223562,1.840314,-0.256872,0.012156,0.220537,-0.365272,0.791878,0,0
8,0.2224,-0.16526,0.761792,3.358486,-0.382728,-0.110936,0.820231,4.81705,-0.084713,-0.296544,0.649686,4.280816,-0.202153,0.159757,0.9866,5.004662,0.206082,4,0.0574,-0.230338,0.839164,2.858428,-0.886155,-0.230172,0.726256,4.658032,-0.409125,-0.064335,0.685143,3.42591,-0.197868,0.063947,0.016097,0.838854,0.10374,1.272628,0,0
2,0.649903,-0.222063,0.609074,3.909108,-0.021493,-0.153889,1.899699,12.160887,-0.17566,0.350832,0.472612,5.115559,0.287816,0.543618,0.350127,2.272738,0.639911,1,0.148936,-0.896061,0.058108,0.82427,-0.896061,0.352893,2.165983,5.559858,-0.137457,2.405635,1.692985,4.444873,3.331447,0.125748,0.007839,0.34838,0.115978,0.845869,1,0
8,0.323796,-0.051539,0.863051,3.368784,-0.017786,0.107545,0.983065,4.679796,-0.011454,-0.315138,1.443143,9.039153,-0.463216,0.196002,1.7415,7.168952,0.40076,5,0.125214,0.243833,0.967737,3.4278,0.494822,0.012779,0.916302,5.668402,-0.030228,0.170785,1.412328,4.294307,-0.009026,0.232408,0.054165,0.846819,0.204901,1.040755,0,0
