@relation rabc_features-weka.filters.unsupervised.attribute.Remove-R1

@attribute psy_feature1 numeric
@attribute psy_feature2 numeric
@attribute psy_feature3 numeric
@attribute psy_feature4 numeric
@attribute psy_feature5 numeric
@attribute psy_feature6 numeric
@attribute psy_feature7 numeric
@attribute psy_feature8 numeric
@attribute psy_feature9 numeric
@attribute psy_feature10 numeric
@attribute psy_feature11 numeric
@attribute psy_feature12 numeric
@attribute psy_feature13 numeric
@attribute psy_feature14 numeric
@attribute psy_feature15 numeric
@attribute psy_feature16 numeric
@attribute psy_feature17 numeric
@attribute psy_feature18 numeric
@attribute child_feature1 numeric
@attribute child_feature2 numeric
@attribute child_feature3 numeric
@attribute child_feature4 numeric
@attribute child_feature5 numeric
@attribute child_feature6 numeric
@attribute child_feature7 numeric
@attribute child_feature8 numeric
@attribute child_feature9 numeric
@attribute child_feature10 numeric
@attribute child_feature11 numeric
@attribute child_feature12 numeric
@attribute child_feature13 numeric
@attribute child_feature14 numeric
@attribute child_feature15 numeric
@attribute child_feature16 numeric
@attribute child_feature17 numeric
@attribute child_feature18 numeric
@attribute joint_feature1 numeric
@attribute joint_feature2 numeric
@attribute class {0,1,2}

@data
3,0.079208,-0.24317,0.671179,3.104877,-0.111551,-0.334344,0.579883,4.791093,-0.489818,-0.085829,1.254614,6.98583,-0.351316,0.281335,1.323085,3.923097,0.229519,5,0.130329,-0.149783,0.807726,3.380429,0.184207,-0.096996,1.211045,6.583502,-0.370986,-0.112802,0.900156,4.915999,-0.408418,-0.153432,0.066141,1.848425,-0.061284,0.814782,0,0
2,0.293889,0.38199,1.1725,3.488715,0.351465,-0.202702,1.016015,4.371394,-0.370791,0.529212,0.377239,2.843064,0.517794,-0.445769,0.110143,1.92493,-0.393394,2,0.332687,-0.000127,0.900155,3.665834,0.123337,-0.017982,0.767642,4.770176,-0.071929,-0.287229,0.68912,3.359901,-0.526853,-0.027455,0.035544,1.004921,-0.078152,1.173509,1,0
7,0.697188,0.063883,1.148961,3.58635,0.230471,0.064976,0.909183,5.495889,-0.092396,0.05969,0.533137,4.070948,-0.027974,-0.192282,0.522855,4.16358,-0.239996,3,0.098422,-0.072689,1.512435,4.67159,0.106121,0.123266,0.654109,4.103232,0.080378,0.328035,0.640502,2.605203,0.260349,-0.023299,0.004059,0.237031,-0.044221,1.013011,2,0
2,0.264423,0.07678,0.342226,3.784312,0.069583,0.426778,1.730107,10.537906,0.657076,-0.875998,0.100469,1.11503,-0.930772,-0.446501,0.278253,1.996409,-0.332464,2,0.228846,0.487063,0.383714,2.048428,0.506303,0.237878,1.163803,5.008058,0.27371,-0.240555,0.25495,2.309811,-0.372627,0.052857,0.011696,0.354291,0.028393,1.701555,1,2
8,0.523474,0.115364,1.557204,4.840624,-0.260768,-0.081529,0.791499,4.392276,-0.218915,-0.324632,1.151705,6.075814,-0.570707,0.188107,1.113246,5.502819,0.265051,3,0.072379,-0.401111,1.444768,4.761513,-0.639128,0.061781,0.93839,3.749648,0.127338,-0.156189,0.426099,4.166389,-0.328982,-0.055645,0.016946,0.970909,-0.009793,0.650568,1,0
5,0.076537,-0.464484,0.214381,2.41161,-0.452189,-0.492196,0.479736,3.463882,-0.686109,0.737382,1.551995,4.569199,0.561556,1.039483,0.255562,2.862642,1.29518,1,0.012261,-0.530131,1.074288,3.14866,-0.254504,-0.768965,0.19473,1.932679,-0.715952,2.184979,0.067468,1.120214,2.091619,-0.101781,0.000375,0.088597,-0.094107,0.886234,0,0
2,0.380892,0.467076,0.824296,3.247011,0.735783,0.896131,1.156112,4.39852,1.00589,-0.811146,0.056406,0.93579,-0.837907,-0.65293,0.25433,2.001688,-0.754772,1,0.075159,-0.114021,0.21949,1.808238,-0.024054,-0.29309,0.445635,4.088227,-0.519662,-1.01586,0.053935,0.736364,-1.050798,0.062857,0.001541,0.150822,0.055175,0.893506,1,0
2,0.732558,-0.664974,0.662593,3.647504,-0.67474,-0.069845,1.072427,6.887609,0.178004,-0.757011,0.296917,1.789324,-0.899407,-0.044853,0.062577,1.378928,-0.028691,1,0.12093,-0.341168,0.029465,0.583296,-0.341168,-0.572141,0.074955,1.083321,-0.540621,-0.235672,1.820945,3.777282,-1.205719,0.062931,0.164222,1.173293,-0.202426,0.703528,0,0
8,0.33321,-0.181012,0.562673,3.439014,-0.156394,-0.163821,1.072316,4.351709,-0.122744,0.470304,1.248779,6.033255,0.350308,0.37218,0.962289,5.264711,0.248933,3,0.048708,0.218187,0.398311,3.029601,0.005464,0.063787,0.69418,3.244872,-0.147477,0.856447,1.03926,2.878077,0.371778,0.049218,0.008036,0.35056,0.046301,0.689765,1,0
7,0.12812,-0.49615,0.671221,3.92146,-0.875711,-0.499294,0.719892,3.833706,-0.76192,0.075475,0.761298,3.737718,0.199586,0.48024,1.739071,7.867909,0.296471,12,0.104276,-0.266627,1.085672,4.384938,-0.468439,-0.102702,0.58879,4.274384,-0.284994,-0.313795,0.825864,3.934928,-0.503572,0.019181,0.030741,2.3583,-0.054397,1.035724,0,0
2,0.326698,1.224945,0.359907,2.781845,1.181066,0.091761,1.073715,4.175289,0.202923,-0.747515,0.031163,0.980788,-0.749125,-1.098164,0.230697,2.021329,-1.028263,2,0.118267,1.111665,0.080818,1.118158,1.153579,-0.19281,0.916094,3.494178,-0.54923,0.235614,0.870693,2.439365,0.59269,0.086947,0.018335,0.548668,0.070683,0.972043,0,0
9,0.370651,-0.38151,0.730019,4.623354,-0.492434,-0.094021,0.656305,5.37732,-0.038774,-0.302878,1.786851,8.367582,-0.678029,0.027057,0.639355,5.821734,-0.007234,1,0.008894,-1.99754,0.00004,0.021388,-1.99754,-1.193125,0.079333,0.972855,-1.187488,0,0,0,0,0,0,0,0,0.973052,0,1
5,0.092189,0.518983,1.050772,4.459865,0.603044,-0.220097,0.802089,4.348563,-0.311232,0.35701,0.256946,2.94339,0.462702,0.618639,1.120971,5.302505,0.394803,12,0.181738,0.068146,1.043994,4.494818,0.123017,-0.376693,0.562684,4.16145,-0.346699,0.305685,1.385753,10.237663,-0.011677,-0.067479,0.02219,1.208563,-0.071766,0.93579,0,1
2,0.356667,1.161504,0.225188,1.857721,1.026975,0.366277,1.195214,5.112677,0.381486,-0.300537,0.210439,2.354903,-0.424321,-0.701259,2.208239,4.286291,0.169715,2,0.172222,0.241734,0.19574,1.767207,0.434774,-0.3529,1.280464,4.510602,-0.69613,0.939845,0.781406,3.208011,1.21525,0.100238,0.039097,0.895377,0.169765,1.024402,0,0
7,0.777449,-0.212385,0.840033,4.915703,-0.143106,0.109125,1.024688,4.7414,0.038772,0.017003,0.707188,4.466389,-0.156307,-0.015759,0.621248,7.616459,-0.127553,11,0.394848,-0.034647,1.003107,4.54062,0.050905,0.519466,0.999029,4.506765,0.612889,-0.444071,0.234833,2.154065,-0.479094,-0.19347,0.015008,0.626699,-0.203099,0.822637,11,0
2,0.516287,-0.65602,1.541462,4.892608,-0.76439,0.233751,0.892681,8.31607,0.322037,1.289041,3.673485,8.212959,0.561611,1.119054,0.338362,5.663353,1.197095,1,0.211726,-0.049836,1.226678,4.061886,0.169074,0.859466,0.291842,2.446901,0.91485,-0.154117,0.652013,1.967426,-0.508786,0.00689,0.015687,0.326419,0.027943,1.004572,0,0
8,0.333221,-0.176254,1.500708,5.179627,-0.141278,0.611953,1.077366,5.754554,0.659245,0.714743,0.522339,5.310342,0.547388,0.469499,0.587054,3.380327,0.211947,10,0.351488,-0.22367,1.12314,5.215916,-0.185119,0.430819,0.958755,5.108534,0.421394,0.330813,0.999422,5.784202,0.188799,0.036032,0.030225,1.157008,0.061767,0.752378,6,0
2,0.063928,-0.382317,0.277376,1.596783,-0.448998,-0.575627,0.828583,3.550456,-0.767092,-0.20122,0.415091,2.334287,-0.450501,0.814813,0.277141,2.619235,0.835158,2,0.053804,0.057738,0.268791,2.059732,0.077872,-0.526669,0.274771,2.277786,-0.4884,-0.055927,0.702709,5.505065,-0.570931,-0.059296,0.043252,0.960507,-0.077526,0.569146,1,0
2,0.378007,0.698922,0.410254,2.224549,0.605487,0.005657,0.93917,3.770142,0.17991,-0.300149,0.087719,1.220338,-0.269584,0.142912,0.558887,4.064735,0.093299,1,0.180985,0.309711,0.076079,1.212581,0.273087,-0.775763,0.300963,2.120438,-0.92589,-1.256681,0.031384,0.982936,-1.340501,-0.331014,0.009368,0.638296,-0.324311,0.99367,0,0
8,0.762486,0.122661,0.772724,4.657423,-0.097835,-0.178227,0.876272,4.873399,-0.100251,-0.471811,0.296915,2.807061,-0.597852,-0.625882,0.484922,4.087465,-0.608594,3,0.036996,-0.573213,0.18749,1.290655,-0.651205,-0.309207,0.732433,2.871493,-0.399846,-0.953127,0.098684,0.849841,-0.937331,-0.228177,0.035763,0.798576,-0.259378,0.939015,1,0
8,0.328985,0.053926,0.952636,4.360455,0.03849,0.157217,0.993104,5.199778,0.329618,-0.381939,0.326592,2.834753,-0.371278,-0.308036,1.601012,5.697896,-0.217743,3,0.066788,0.183616,0.596812,3.520659,0.256512,0.037209,1.090785,4.503977,-0.14417,0.033122,1.101071,3.365036,0.156846,-0.013153,0.027454,0.637478,-0.020873,0.975597,2,1
6,0.106078,0.19589,1.047656,5.654631,0.301978,-0.044878,0.983797,5.119022,-0.170605,0.135459,0.458927,2.88299,-0.043665,0.603284,0.299216,2.843941,0.542276,1,0.004829,-1.620881,1.634304,3.355021,-0.876471,-0.328467,0.078477,0.942449,-0.391759,-0.292388,0.012612,0.460588,-0.254782,0.116109,0.00276,0.150508,0.142374,0.988638,1,2
10,0.426506,-0.114853,0.674618,3.864322,-0.164628,0.118037,1.122582,4.236197,0.364313,-0.111873,1.642836,5.932649,0.034998,-0.036443,1.738042,5.972755,0.36869,4,0.102169,-0.41551,0.324658,2.619398,-0.563232,0.101275,1.070044,3.629632,-0.216488,1.017727,0.358364,2.812313,0.971459,0.292587,0.006861,0.322427,0.30216,1.056282,0,1
7,0.109644,-0.591415,0.712106,3.093536,-0.896354,-0.420318,1.13299,5.111055,-0.646698,0.136762,0.638169,4.385028,-0.123303,0.534007,0.680849,4.953449,0.361093,19,0.168937,0.143466,1.152986,4.068378,0.464103,-0.034968,0.971051,5.461844,-0.115478,-0.224759,0.862442,5.085294,-0.221745,-0.064616,0.047404,1.022263,-0.098303,1.196738,3,0
2,0.586441,-0.335751,0.512992,3.066823,-0.160193,-0.197808,1.738741,11.378709,-0.126863,0.015287,0.476365,2.346767,0.057412,0.26057,0.482256,2.987383,0.329139,2,0.274576,-0.253874,1.085422,2.870942,0.163358,0.492495,1.584395,4.976216,0.293003,-0.442164,0.134206,1.023165,-0.347591,-0.010937,0.002437,0.164704,-0.012687,0.965305,0,0
8,0.298615,-0.150114,0.669477,3.570451,-0.074647,0.050388,0.896295,5.433396,0.049939,-0.449755,0.779521,4.704986,-0.544167,-0.147141,1.094548,13.119916,-0.183879,7,0.096301,-0.236782,0.808712,2.823816,-0.428604,-0.002354,0.96733,4.68407,-0.292586,-0.187896,1.404354,4.725481,-0.438396,0.021588,0.049766,0.878218,0.124717,1.23165,3,0
7,0.11155,0.34776,0.896297,3.586543,0.382178,0.041721,1.390023,6.127954,-0.160768,0.182525,1.27585,12.412521,0.087185,-0.198621,0.56907,8.942195,-0.071018,3,0.057937,-0.003418,0.960182,2.975594,0.117432,-0.22712,0.951449,5.302418,-0.367939,-0.213905,0.796079,3.701323,-0.653085,-0.1504,0.029675,1.041759,-0.138414,1.332727,1,2
7,0.697994,-0.21559,1.017956,4.149177,-0.264756,0.020443,0.75674,6.515741,-0.077606,0.052095,0.820366,4.617192,-0.195219,0.171611,0.801239,6.911947,0.030511,2,0.237592,0.424109,0.820217,3.003401,0.876914,0.086492,0.781201,4.908884,-0.005594,0.126585,0.918356,3.867385,-0.174086,0.029027,0.033,1.41166,0.040293,0.986956,4,0
2,0.51215,-0.761086,0.382949,3.176732,-0.698741,-0.279021,1.177673,7.573263,0.035649,-0.606434,0.068207,1.38543,-0.637669,0.271301,1.466692,4.382466,-0.2813,1,0.099065,-0.000005,1,3.399346,-0.000005,0.000002,1,3.736908,0.003651,-0.000003,1,7.464563,0.030944,0,0.051299,1.080274,-0.07367,0.875319,0,0
2,0.656716,-0.255777,0.886643,3.995587,0.09037,-0.1439,2.268069,12.857924,-0.069877,0.338246,0.580748,2.513778,0.459192,0.576965,0.311564,2.34624,0.542624,1,0.104478,-0.521177,0.473603,2.201193,-0.826416,-0.191384,0.723165,3.326579,-0.481502,0.829509,0.731198,2.217335,0.897701,0.176931,0.003567,0.277027,0.166927,0.876955,0,0
7,0.159787,-0.189227,1.259237,3.620939,-0.06767,-0.348054,0.829081,5.180642,-0.424292,0.987508,1.921112,5.554172,0.820255,0.133612,0.594062,5.42978,0.072253,1,0.014647,0.207819,0.57697,2.481481,0.194358,-0.406978,0.967038,5.246142,-0.517836,0.48035,0.122958,1.02669,0.444554,0.010708,0.004966,0.255742,-0.013176,0.741849,0,0
2,0.337983,1.219914,0.420419,3.050896,1.428823,0.417558,0.644203,3.681741,0.517605,-0.555719,0.03206,0.890833,-0.585631,-1.126298,0.201564,1.688564,-1.075788,1,0.177039,0.038664,0.927816,3.049336,0.306143,-0.031028,1.160592,4.370535,-0.297224,0.008003,0.680123,3.37773,-0.188884,-0.116643,0.037754,0.526019,-0.230595,1.060825,0,0
7,0.797802,-0.070266,0.876752,3.83573,0.077598,0.11811,0.896144,5.924259,-0.020801,0.011713,0.434229,3.594319,-0.129704,0.164524,0.472546,3.849251,0.07313,1,0.006154,0.61366,0.022899,0.426883,0.588433,-0.263758,0.439731,1.942365,-0.420884,-1.574124,0.000551,0.071995,-1.56587,0.003586,0.000025,0.014045,0.004298,0.790329,1,0
8,0.253648,-0.106791,0.849876,3.797649,-0.186692,0.092173,1.154689,4.187099,0.301419,-0.402592,1.132455,8.221033,-0.392246,-0.18924,1.501882,9.167904,0.12503,3,0.048579,-0.101815,1.067291,3.347307,-0.698753,-0.255649,0.248447,3.095565,-0.28867,0.080216,1.158635,3.304511,0.001632,0.054287,0.073861,1.087653,0.146741,1.32557,0,0
2,0.523126,0.190101,0.935836,6.251011,0.180541,0.178469,1.220073,7.863472,0.447296,-0.52422,0.19565,1.579252,-0.598318,0.129976,0.251526,2.071282,0.165193,1,0.349282,0.529659,0.362347,2.894129,0.347791,-0.263478,1.381308,4.288339,-0.290892,-0.401341,0.213411,2.772833,-0.404919,0.178341,0.01104,0.674559,0.195531,1.025842,1,1
9,0.499817,-0.021415,1.174365,4.564996,-0.019612,0.167071,1.235804,4.167559,0.48206,-0.022615,1.503085,6.564402,-0.371462,-0.44318,1.343121,4.735817,-0.369787,1,0.021238,-0.016969,0.292185,2.000996,-0.281151,-0.529909,0.396134,1.962257,-0.365431,-0.002774,0.000109,0.066295,-0.000832,0.029728,0.00001,0.022191,0.030264,0.69511,0,0
10,0.175094,0.27467,0.835582,4.219458,0.399213,-0.31379,0.700822,3.73383,-0.292964,0.004404,0.473501,4.904698,-0.167097,0.29947,0.364448,5.243244,0.221577,11,0.150638,-0.129021,1.434464,5.499121,-0.335313,-0.318322,0.775274,4.30888,-0.331085,0.162432,1.08037,5.189985,0.059149,0.02087,0.049333,1.32903,0.041535,1.097297,3,1
3,0.417143,0.360173,0.941347,3.188565,0.674601,0.105669,0.759848,3.629118,0.243566,-0.137636,0.448949,2.640644,-0.366951,-0.383974,0.418189,2.652379,-0.408932,2,0.144762,0.923581,1.153023,3.202344,0.774794,-0.622482,0.865402,3.611582,-0.797844,1.857461,0.488955,2.079361,2.212172,0.119462,0.002042,0.236163,0.136549,1.195135,0,0
2,0.510938,0.229805,1.023065,4.541616,0.339987,-0.227306,2.576085,13.982938,-0.12275,-0.289661,0.590926,3.534698,-0.266269,-0.225487,0.368921,2.515545,-0.065012,2,0.60625,0.010952,0.893076,3.631045,0.015827,-0.107052,1.473828,6.131995,-0.5266,0.95969,1.329169,9.258203,0.911741,-0.021223,0.00886,0.712877,-0.000142,1.047111,2,1
8,0.533698,-0.077447,0.977711,3.995826,-0.067449,0.156484,0.833317,5.455327,0.184716,-0.349244,0.542099,3.414715,-0.413659,-0.245897,0.715582,6.138554,-0.07429,10,0.432787,0.011567,0.85266,3.678085,-0.026271,0.074535,0.764758,5.141734,0.131294,-0.372598,0.362861,2.622583,-0.41699,-0.019204,0.031165,0.795711,-0.027925,0.698673,6,0
6,0.114564,0.083219,0.93673,3.931977,0.157482,-0.009022,0.854846,5.478289,-0.048623,0.382236,0.993647,4.605192,0.158822,0.554431,0.540322,3.638322,0.321096,20,0.366849,0.029926,1.054113,3.759346,-0.001131,0.03741,1.021245,5.948061,-0.059848,-0.103812,0.737858,4.248177,-0.294522,0.02247,0.047798,1.827193,0.018724,1.080669,4,0
2,0.385101,0.456451,1.034429,3.601488,0.85159,0.157878,0.747046,3.874753,0.101509,-0.57773,0.245249,2.552766,-0.558269,-0.050747,0.312053,2.891158,-0.284236,1,0.320707,0.339146,1.08879,3.551991,0.483349,0.169687,0.629899,3.874753,0.094306,-0.548629,0.27378,2.393322,-0.587074,-0.13683,0.028693,0.593034,-0.056559,0.901473,1,0
8,0.354196,0.062763,1.112276,3.765315,0.075856,0.048155,0.933227,5.892604,0.108907,-0.344212,1.170157,6.397464,-0.71309,-0.567099,1.293688,5.676704,-0.437202,1,0.008585,-1.488587,0,0.000063,-1.488587,0.198746,1.231992,3.828849,0.207754,0,0,0,0,0,0,0,0,0.919092,0,0
9,0.140585,0.109667,0.558989,3.667449,0.230934,0.032508,0.822017,5.212044,-0.033778,0.191312,0.384374,2.752948,0.004399,0.460997,0.433681,3.582833,0.510111,6,0.038009,-0.073664,0.869322,3.040561,-0.023351,-0.102894,0.64773,3.934529,-0.143595,0.00969,1.167429,2.927148,-0.512351,-0.120066,0.072728,1.098076,0.011387,1.03523,0,0
7,0.750795,-0.243181,1.008863,4.448673,-0.197995,-0.047629,0.917065,6.226364,-0.110475,0.234052,1.189669,6.896123,-0.152451,0.274517,0.720891,7.08675,0.165752,1,0.034288,1.041928,0.141524,1.323928,1.075616,0.419209,1.145999,4.22305,0.298301,0.12432,0.792538,2.664109,-0.328284,0.162774,0.008244,0.37317,0.199154,0.982787,1,0
5,0.12067,0.194375,1.124744,3.758382,0.514349,0.010259,1.111479,6.649404,-0.105605,0.152682,0.910411,4.597945,-0.056506,0.021429,0.80743,3.793979,0.018264,3,0.041341,0.094414,0.424977,2.885877,0.111253,0.245816,1.349513,5.498732,-0.094571,-0.119526,0.836487,3.256245,-0.318109,0.00473,0.036236,1.238521,0.037727,0.884094,2,0
7,0.68244,0.031527,0.950945,3.635125,0.14769,0.259709,1.146285,7.177519,0.124253,-0.065506,0.640539,4.656487,-0.085167,0.040909,0.666666,4.727354,0.12286,2,0.052796,0.699238,0.122031,1.443669,0.750374,-0.398804,0.450842,3.048054,-0.391477,-0.443839,0.223051,1.558047,-0.807332,0.035186,0.003644,0.403248,0.052992,0.888295,1,0
2,0.507488,0.07594,0.739671,5.252722,-0.00161,0.110067,1.370876,8.970288,0.343726,-0.65636,0.233981,1.922327,-0.646257,-0.503298,0.193337,1.736335,-0.590082,1,0.044925,0.729511,0.0047,0.228841,0.729511,-1.129832,0.056463,0.873322,-1.134094,0,0,0,0,0,0,0,0,0.983303,0,0
8,0.477088,0.242951,1.414329,3.371703,0.252721,0.275267,1.130587,4.225059,0.582493,-0.513215,0.761117,5.397881,-0.724949,-0.630461,1.048677,6.034154,-0.647517,2,0.022424,-0.133314,0.029027,0.696267,-0.104696,-0.944068,0.073642,1.243237,-0.957213,1.274289,1.959168,3.819232,0.876121,0.197506,0.016726,0.562575,0.213478,0.783176,0,0
8,0.10188,0.152807,0.703208,3.417787,0.076802,-0.271113,0.963178,4.003669,-0.420231,0.45803,0.341492,2.442255,0.542551,-0.039757,1.102683,3.427592,-0.205653,4,0.058758,-0.02822,1.20962,5.505772,-0.49899,0.257113,0.916234,3.640789,0.295905,-0.23636,0.465032,2.89942,-0.488862,-0.036634,0.02715,0.617919,0.009944,1.042309,0,0
2,0.528418,0.123367,0.609695,5.794505,-0.036947,0.012271,1.196366,7.503473,0.357094,-0.690547,0.106557,1.177346,-0.800652,-0.614128,0.159666,1.551372,-0.693576,1,0.072197,-0.403283,0.000746,0.092599,-0.403283,-0.742274,0.160486,1.534663,-0.760829,-2.746629,0.031743,0.494847,-2.724068,0.413198,0.001863,0.098049,0.390368,1.065108,0,0
7,0.111758,0.06598,0.648511,3.754747,0.037021,-0.212456,0.908673,4.007284,-0.216511,-0.158688,0.092287,1.830602,-0.205474,0.42116,0.39174,2.302259,0.325743,1,0.012806,-0.267036,0.471104,2.556939,-0.407188,1.054348,0.763579,2.751063,1.438622,0.205818,0.046576,1.03933,0.203653,-0.057354,0.000276,0.079406,-0.059039,0.848533,0,0
8,0.394337,-0.188553,1.250152,4.783542,-0.590487,-0.0008,1.034842,4.288001,0.261185,-0.354771,0.480178,3.388485,-0.555488,-0.320102,1.163977,5.13834,-0.59415,4,0.036364,-0.528582,0.19583,1.216861,-0.170307,-0.638577,0.521544,3.116317,-0.831945,0.643747,1.858682,5.709956,0.948869,0.363413,0.106908,1.686238,0.243232,0.853934,0,1
8,0.0884,0.328242,0.650049,4.19326,0.346765,-0.164757,0.769873,4.456425,-0.115831,0.071912,0.530739,4.050406,-0.069365,0.40042,0.454645,3.148881,0.278544,14,0.118431,0.009542,1.090308,4.983682,-0.126389,0.16674,1.116999,5.077927,-0.083852,-0.311472,0.395665,5.681042,-0.191623,-0.099225,0.04955,1.572015,-0.116151,1.556961,1,2
3,0.36478,0.294296,0.763478,3.476314,0.310178,0.361436,1.273068,4.617852,0.39365,-0.132725,0.326981,2.084079,-0.21481,-0.092849,0.466379,3.069662,0.145443,2,0.056604,1.194983,0.412116,1.653708,1.641127,-0.17621,1.243393,4.442538,-0.420419,-0.707522,0.000887,0.130648,-0.715286,-0.287249,0.00272,0.129193,-0.32524,1.085866,1,0
2,0.396203,0.378178,0.688581,5.853308,0.279046,-0.29675,0.94116,6.438051,-0.044453,-0.52874,0.13907,1.452907,-0.677843,-0.675401,0.363341,2.391824,-0.80564,1,0.064557,-0.074433,0.020728,0.642371,-0.117539,-0.467433,0.865196,2.614907,-0.543834,-0.041369,0.005139,0.418879,-0.021566,0.049087,0.000767,0.088898,0.066581,1.292528,0,0
8,0.523115,0.01649,1.202964,3.704572,-0.193153,-0.012314,1.030758,4.06772,0.345972,-0.538379,0.256451,2.420867,-0.753344,-0.362393,0.817169,5.695356,-0.326524,1,0.020408,1.396039,0.112062,1.139602,1.42281,0.206341,1.247435,3.162933,0.212366,2.236998,1.319657,2.934598,3.176816,0.21472,0.008539,0.303486,0.278894,0.611116,0,0
8,0.154759,0.340019,0.758946,3.672899,0.317227,-0.56061,0.870268,3.637064,-0.43444,-0.10025,0.325044,2.903879,-0.252908,0.182893,0.347614,3.922799,0.162995,9,0.161019,0.076815,0.576729,3.551431,0.034306,-0.436435,0.686891,3.462369,-0.549232,-0.123159,1.213214,4.479444,-0.419684,0.016316,0.075544,1.10618,0.025643,0.762758,1,0
7,0.793286,-0.246363,0.86486,5.855324,-0.267767,0.197411,0.878724,5.065796,0.298845,0.328905,1.583331,6.087029,-0.130946,0.014789,1.070538,5.788983,-0.069339,5,0.21539,-0.213508,1.495623,4.843475,-0.045411,0.594236,0.774739,4.334964,0.712453,-0.053035,0.378253,4.542948,-0.097281,-0.04067,0.030229,1.372408,-0.04874,0.92095,5,0
2,0.370485,0.453969,0.735304,5.325631,0.241324,-0.325858,1.172226,7.740784,-0.001113,-0.659754,0.042915,0.873055,-0.771918,-0.430172,0.326872,2.378681,-0.54322,1,0.04128,1.436645,0.045858,0.723497,1.436645,-0.718514,0.097078,1.356357,-0.671188,-0.135191,0.04036,0.550503,-0.085555,0.060724,0.104767,0.849787,-0.052474,1.585392,0,1
8,0.512566,0.323343,1.150513,3.483463,0.128299,0.039436,1.075997,4.192785,0.361278,-0.556024,0.18093,1.955587,-0.603211,-0.728447,1.037971,3.755059,-0.940398,1,0.024071,-0.68973,0.029178,0.56652,-0.768216,0.326568,0.683925,3.131682,0.306466,1.846937,0.018447,0.539017,1.851051,0.013051,0.000107,0.055944,0.011679,0.719035,0,0
6,0.148406,-0.109163,0.92707,4.185694,0.04116,-0.340132,1.218576,5.79682,-0.328866,0.080009,0.394589,4.495594,0.007646,0.700827,0.775723,3.327612,0.433438,1,0.042032,-0.045199,1.389643,4.026768,0.399842,0.416782,0.977137,4.235393,0.371358,-0.220519,0.279374,2.006752,-0.253332,-0.04193,0.020382,0.802177,-0.1044,0.826472,1,0
2,0.543294,0.083163,0.892133,5.18147,0.044033,-0.320287,1.116938,7.512833,-0.15239,-0.511395,0.592987,2.723565,-0.76203,-0.207975,0.52364,2.873881,-0.412154,2,0.178268,0.560234,0.34539,2.148529,0.437337,-0.770617,0.437217,2.667147,-0.785833,0.822059,0.845733,3.928937,0.244871,0.175579,0.069813,0.995613,0.059059,0.963669,0,0
13,0.399885,0.118453,1.252396,6.312105,-0.063391,0.030965,1.074634,5.231886,0.277673,-0.426652,0.50044,4.578117,-0.635626,-0.236982,1.239056,5.680801,-0.157749,6,0.193907,-0.265899,0.566931,6.854705,-0.266284,-0.222373,0.63086,4.711882,-0.282193,-0.419869,0.449068,4.232698,-0.494576,-0.063661,0.031035,1.154697,-0.073722,1.32837,3,0
7,0.143209,0.060183,0.653015,4.034402,0.021701,-0.308834,0.921621,4.46037,-0.250718,0.077077,0.333436,3.472776,-0.006167,0.077673,0.470183,3.633841,0.016365,8,0.163667,-0.109908,0.751864,4.822659,-0.324231,-0.04781,0.992221,4.571216,-0.203555,0.519817,1.295719,4.683905,0.334115,0.118079,0.026216,1.091636,0.13109,0.869112,2,0
2,0.315449,1.371678,0.406985,2.99686,1.401448,0.603577,0.90056,4.406944,0.93938,-0.365263,0.153421,1.720523,-0.473912,-1.206545,0.422345,2.418609,-1.480488,1,0.075856,-0.268215,0.117376,1.657597,-0.316617,-0.639804,0.22762,1.73203,-0.579379,-0.772717,0.035872,0.984452,-0.847116,0.092263,0.026187,0.808959,0.091526,1.23042,0,0
7,0.723113,-0.172628,1.042225,5.47714,-0.349469,0.201253,1.045875,4.512758,0.284849,0.401041,1.58535,4.787988,-0.008214,0.238912,0.543927,5.029452,0.125137,4,0.164329,0.671772,1.960121,5.79734,0.906601,0.87144,0.922555,4.026769,1.144131,-0.184254,0.562732,2.641833,-0.521183,-0.154912,0.015805,0.58087,-0.162839,1.040108,3,0
2,0.390215,0.266134,0.347897,5.537619,0.338028,-0.214174,1.013678,7.09892,-0.027997,-0.844531,0.036279,0.730904,-0.856721,-0.523518,0.206392,1.56334,-0.565,3,0.295943,0.15663,0.119311,1.08822,0.106188,-0.502998,0.670183,2.757866,-0.605602,-0.888108,0.051647,0.776109,-0.975012,-0.004764,0.056392,0.819941,-0.026553,1.371061,2,1
11,0.409268,-0.042379,1.413434,5.832212,-0.041822,0.541555,0.851695,4.76227,0.682935,0.018935,0.708147,3.297992,-0.194343,0.102493,0.388113,3.498725,-0.013978,8,0.62439,-0.035855,1.165612,5.878729,-0.165452,0.214409,1.09952,4.484607,0.335498,0.184736,1.037826,5.135497,0.037224,0.00074,0.088963,1.492365,-0.007532,1.043555,12,0
5,0.153232,0.339706,1.078454,4.701641,0.392328,-0.385074,0.802892,3.644097,-0.187153,0.779477,0.72337,7.843554,0.595497,0.874911,0.51557,5.782515,0.637493,12,0.364113,-0.050623,0.760103,5.250665,-0.000282,-0.269245,0.718857,4.499339,-0.309155,-0.244017,0.504386,3.789754,-0.316418,0.029552,0.070016,1.669189,0.073342,0.659696,3,0
