@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.096888,0
3,12,4.476359,1.523314,2
5,16,5.282326,1.282958,1
1,2,4.185434,0.905464,0
2,8,3.717095,0.987809,0
3,12,3.710519,1.341538,0
4,2,3.489355,0.915235,0
5,8,3.744269,0.780342,0
2,8,3.451455,0.813385,0
3,5,3.226075,1.073787,0
5,7,7.094787,0.943709,1
3,8,2.717923,1.385426,1
5,7,5.802987,0.964217,0
1,2,4.538522,0.823891,0
2,8,3.969727,1.165539,0
3,12,4.502463,1.407043,1
5,7,4.498704,0.91625,0
3,8,4.198062,1.840684,1
1,2,4.094864,1.254598,2
2,8,4.251957,1.428446,2
3,7,4.352923,1.206107,2
5,7,4.445478,1.0028,0
2,11,5.38112,1.471925,1
3,9,3.762812,0.994199,1
5,6,4.589115,0.986463,0
2,8,4.05231,0.920938,0
3,6,4.063057,1.009756,0
4,2,4.036506,0.976783,0
1,2,3.901367,1.151816,0
2,14,3.400645,1.245377,0
5,6,3.393658,0.857507,0
1,2,4.657121,0.931568,0
2,8,4.515958,1.012727,0
3,7,3.946242,1.013359,0
3,12,4.301709,1.666442,2
3,9,3.57853,1.791556,1
4,2,4.217083,1.016675,0
5,7,5.32793,1.054243,0
1,2,4.445331,1.071874,0
2,8,5.047678,0.981961,1
3,10,3.350088,1.690187,2
4,2,2.916137,0.946009,0
5,7,4.917948,1.163387,0
1,2,3.406422,1.363907,1
2,8,3.649491,0.790247,0
3,7,4.131687,1.310259,1
4,2,4.009388,1.028073,0
5,7,3.817433,0.843256,1
2,10,3.258206,2.005876,0
3,5,2.917086,0.71302,0
4,2,3.016237,1.085061,0
5,7,4.000689,1.141489,0
1,2,3.670158,0.905464,0
3,7,3.438863,1.061177,0
4,1,3.169606,0.915235,0
5,7,3.850844,0.959699,0
1,2,3.685902,0.987038,0
2,8,3.455159,0.705832,0
3,2,3.377466,0.689765,0
2,8,4.94207,0.944076,0
3,18,4.223454,1.927806,1
5,10,4.426974,2.074075,2
1,2,3.953887,0.905464,0
2,8,3.422389,0.85661,0
3,8,3.185894,0.744789,0
4,2,1.627654,0.99388,0
5,7,3.561084,1.149136,0
1,2,3.706473,0.78963,0
2,8,3.358486,1.271312,0
1,2,3.909108,0.843469,0
2,8,3.368784,1.039679,0
3,3,3.104877,0.810458,0
4,2,3.488715,1.175103,0
5,7,3.58635,1.013575,0
1,2,3.784312,1.696726,2
2,8,4.840624,0.649895,0
3,5,2.41161,0.881531,0
4,2,3.247011,0.89472,0
1,2,3.647504,0.701531,0
2,8,3.439014,0.689051,0
3,7,3.92146,1.030226,0
4,2,2.781845,0.973364,0
2,9,4.623354,0.972045,1
3,5,4.459865,0.930823,1
4,2,1.857721,1.025793,0
5,7,4.915703,0.823095,0
1,2,4.892608,1.001721,0
2,8,5.179627,0.7516,0
3,2,1.596783,0.566125,0
4,2,2.224549,0.995019,0
5,8,4.657423,0.939538,0
2,8,4.360455,0.974588,1
3,6,5.654631,0.983391,2
2,10,3.864322,1.055189,1
3,7,3.093536,1.190386,0
1,2,3.066823,0.962566,0
2,8,3.570451,1.230376,0
3,7,3.586543,1.325653,2
5,7,4.149177,0.987506,0
1,2,3.176732,0.872835,0
1,2,3.995587,0.874466,0
3,7,3.620939,0.737911,0
4,2,3.050896,1.062266,0
5,7,3.83573,0.790769,0
2,8,3.797649,1.324198,0
1,2,6.251011,1.02293,1
2,9,4.564996,0.694391,0
3,10,4.219458,1.091473,1
4,3,3.188565,1.196759,0
1,2,4.541616,1.044139,1
2,8,3.995826,0.69795,0
3,6,3.931977,1.074933,0
4,2,3.601488,0.902698,0
2,8,3.765315,0.918141,0
3,9,3.667449,1.029735,0
5,7,4.448673,0.983335,0
3,5,3.758382,0.879402,0
5,7,3.635125,0.88879,0
1,2,5.252722,0.980512,0
2,8,3.371703,0.782365,0
3,8,3.417787,1.036777,0
1,2,5.794505,1.062085,0
3,7,3.754747,0.844029,0
2,8,4.783542,0.85305,1
3,8,4.19326,1.548697,2
4,3,3.476314,1.087341,0
1,2,5.853308,1.288859,0
2,8,3.704572,0.610484,0
3,8,3.672899,0.758709,0
5,7,5.855324,0.921464,0
1,2,5.325631,1.580892,1
2,8,3.483463,0.718291,0
3,6,4.185694,0.822085,0
1,2,5.18147,0.960934,0
2,13,6.312105,1.326995,0
3,7,4.034402,0.864499,0
4,2,2.99686,1.232092,0
5,7,5.47714,1.040687,0
1,2,5.537619,1.36717,1
2,11,5.832212,1.042476,0
3,5,4.701641,0.656194,0
4,2,3.289836,1.056567,0
5,7,5.590564,0.945447,0
1,2,4.727714,0.983775,0
2,8,4.337568,0.872883,0
3,5,4.048899,0.776232,0
1,2,5.945864,0.949514,0
2,8,3.852648,0.679135,0
3,8,3.339058,0.701884,0
5,7,4.668016,1.115419,0
1,2,5.612044,0.942988,0
2,8,5.015264,0.65498,0
3,7,3.981518,1.073787,0
5,7,4.225795,0.936758,0
1,2,4.485791,0.859783,0
2,12,4.290601,1.404545,0
3,10,4.128358,1.245246,1
5,9,4.150492,1.349,1
1,2,3.64003,0.874466,0
2,8,3.250854,0.739395,0
3,2,3.13997,0.573167,0
1,2,4.984469,0.94462,0
2,8,4.892,0.921193,0
3,7,4.414368,0.88628,1
4,2,2.440765,0.911816,0
5,7,4.977835,0.894699,0
3,5,3.006312,1.154522,0
4,2,6.408688,1.079362,0
2,8,5.013164,1.138841,0
3,4,3.506631,0.75134,0
4,2,3.513744,0.933472,0
5,7,4.205279,0.974993,0
2,8,4.629398,0.864746,0
1,2,5.306196,0.840206,0
2,8,3.733265,0.687271,0
5,7,4.985496,0.962132,1
2,8,3.260765,0.773466,0
3,3,4.067144,0.695661,0
4,2,3.791195,0.981342,0
5,7,6.652536,1.207183,0
1,2,4.096242,0.807576,0
2,8,3.18945,1.082903,0
3,5,3.7363,0.635396,0
4,2,3.996101,1.006417,0
5,7,3.730318,0.863416,0
5,7,5.149257,0.950661,2
2,10,4.04139,1.280211,0
3,7,3.437098,1.056428,0
5,7,5.123771,1.038949,0
3,6,3.295283,0.938356,0
2,8,4.702139,0.887884,0
3,4,4.769537,1.225431,1
4,2,3.006776,0.847989,0
5,7,3.703772,0.990287,0
1,2,4.426246,0.892413,0
2,8,3.059064,0.753379,0
3,7,3.351255,0.84583,0
4,2,3.523456,0.922074,0
1,2,4.660529,0.822259,0
2,8,3.968782,0.675321,0
3,3,3.815871,0.577261,0
4,2,2.739084,0.997299,0
5,7,4.289719,1.109858,1
1,2,2.488381,0.995195,0
2,9,3.687866,0.937211,1
3,5,3.541463,0.792608,0
5,8,3.781682,2.096321,0
2,10,4.093473,1.274872,0
3,5,3.879328,0.892339,1
2,8,3.890653,0.686508,0
3,4,4.0526,0.61116,0
5,7,4.804256,0.908603,0
2,8,4.543385,0.996709,2
3,8,4.473364,1.299615,2
4,2,3.152967,1.088481,0
5,7,4.429462,1.012532,2
2,8,3.485899,0.912802,0
3,7,3.585223,0.981262,1
5,7,3.652439,0.876277,1
