@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute mono_feature27 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.006989,0.012903,0,0,0.003765,0,0.794666,0.834394,0.983915,2
9,0,0,0,0,0.009836,0,0.776396,0.812607,0.957562,2
9,0.026144,0.03268,0,0,0.006579,0,0.058139,0.067149,0.058681,2
9,0.008905,0.027605,0,0,0.000891,0,0.374775,0.391680,0.456019,2
9,0.001359,0.012908,0,0,0.00136,0,0.768012,0.806119,0.948785,2
9,0,0.114286,0,0,0,0,0.492271,0.508640,0.593824,2
9,0.001966,0.01769,0,0,0.00295,0,0.779579,0.818633,0.964459,2
9,0.016473,0.022771,0,0,0.002908,0,0.683829,0.718683,0.845452,2
9,0,0.016667,0,0,0.008403,0,0.456275,0.471071,0.551024,2
9,0,0.013825,0,0,0.023148,0,0.548815,0.569025,0.669173,2
9,0.030176,0.045264,0,0,0.006711,0,0.366782,0.378929,0.437354,2
9,0.038647,0.043478,0,0,0.009709,0,0.502403,0.526293,0.615296,2
9,0,0.13,0,0,0,0,0.428904,0.445933,0.514670,2
9,0,0.041311,0,0,0.007133,0,0.601517,0.627970,0.735745,2
9,0,0.120385,0,0,0.017685,0,0.299065,0.301846,0.339407,2
9,0,0.009167,0,0,0.00417,0,0.823356,0.864120,1.018968,2
9,0,0.016949,0,0,0.008547,0,0.378259,0.388773,0.454953,2
9,0,0.073609,0,0,0.017986,0,0.311622,0.314781,0.357681,2
9,0.00309,0.008653,0,0,0.004329,0,0.769749,0.808133,0.952185,2
9,0.012163,0.00899,0,0,0.004233,0,0.718250,0.754508,0.888670,2
9,0,0.045791,0,0,0.006065,0,0.671217,0.701950,0.825421,2
9,0,0.01467,0,0,0.005382,0,0.744555,0.779955,0.918823,2
9,0,0.013943,0,0,0.002326,0,0.813585,0.853757,1.006506,2
9,0,0.131868,0,0,0.020183,0,0.284558,0.290101,0.327561,2
9,0.003831,0.043423,0,0,0.002558,0,0.539645,0.561749,0.658569,2
9,0.00252,0.010082,0,0,0.001261,0,0.798481,0.838416,0.988380,2
9,0,0.079038,0,0,0.013769,0,0.277942,0.288981,0.325884,2
9,0,0.12334,0,0,0.013308,0,0.322948,0.330771,0.376131,0
9,0,0.147368,0,0,0,0,0.440467,0.456348,0.527365,0
9,0.027933,0,0,0,0.033708,0,0.419086,0.429998,0.501872,0
9,0,0.023307,0,0,0.003333,0,0.754152,0.791320,0.931125,0
9,0,0.008333,0,0,0.033613,0,0.363696,0.368025,0.425122,0
9,0,0,0,0,0,0,0.475242,0.493671,0.576972,0
9,0.017647,0,0,0,0.023669,0,0.496900,0.513418,0.600318,0
9,0.002375,0,0,0,0.001189,0,0.824903,0.867128,1.023004,0
9,0.028571,0.180357,0,0,0.019678,0,0.193092,0.197199,0.211528,0
9,0,0.216641,0,0,0.014151,0,0.259082,0.264086,0.290555,0
9,0,0.060606,0,0,0.003795,0,0.323326,0.330088,0.371472,0
9,0,0.173355,0,0,0.014469,0,0.268620,0.274133,0.309748,0
9,0,0.124434,0,0,0.020408,0,0.223751,0.224775,0.247764,0
9,0,0.014184,0,0,0.007143,0,0.350384,0.361839,0.417664,0
9,0,0.017658,0,0,0,0,0.834502,0.877448,1.033909,0
9,0,0.032258,0,0,0.019481,0,0.566309,0.587802,0.689738,0
9,0,0.045198,0,0,0.020755,0,0.428003,0.440989,0.510856,0
9,0,0.006369,0,0,0.012821,0,0.489500,0.507340,0.591797,0
9,0,0.02924,0,0,0.023529,0,0.470781,0.485976,0.564963,0
9,0,0.099638,0,0,0.009074,0,0.285540,0.289607,0.327158,0
9,0,0.005464,0,0,0.021978,0,0.610864,0.633377,0.743174,0
9,0,0.012987,0,0,0.019608,0,0.575645,0.596793,0.700229,0
9,0.014039,0.015119,0,0,0.001081,0,0.620212,0.650767,0.763925,0
9,0,0.031847,0,0,0.019231,0,0.621954,0.648599,0.761814,0
9,0,0.038633,0,0,0.008929,0,0.504615,0.524197,0.611583,0
