@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature33 numeric
@attribute bi_feature10 numeric
@attribute bi_feature12 numeric
@attribute bi_feature165 numeric
@attribute bi_feature735 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1384 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.003484,0,0,0,0.003497,0.003497,0.003497,0,0,0,0.289080,0.302693,0.335835,1
0.038462,0,0,0,0,0,0,0,0,0,0,0.174527,0.184556,0.193008,0
0.009058,0.014493,0,0,0,0.00363,0.010889,0.005445,0.001815,0.001815,0,0.527528,0.572878,0.665388,0
0.005263,0.002632,0.002635,0.001318,0.001318,0,0.001318,0,0.001318,0.001318,0,0.560440,0.611676,0.714020,1
0,0.0125,0,0,0,0,0,0,0,0,0,0.530958,0.567024,0.656736,0
0,0.005155,0,0,0,0,0.010336,0,0,0,0,0.230479,0.242801,0.264848,1
0,0.018868,0,0,0,0,0.019231,0.019231,0,0,0,0.243679,0.240820,0.268807,0
0.006897,0.02069,0,0,0,0.00692,0.013841,0.00692,0.00692,0,0,0.379300,0.406820,0.467541,0
0,0.002865,0,0,0,0,0.002874,0,0,0.002874,0,0.746277,0.815459,0.955225,0
0,0.034884,0,0,0,0.023529,0.047059,0.023529,0.011765,0,0,0.550082,0.589997,0.685672,0
0,0.01773,0,0,0,0.003559,0.010676,0.003559,0.003559,0,0,0.260937,0.272239,0.300979,0
0.070175,0,0,0,0,0,0,0,0,0,0,0.133048,0.137893,0.140051,0
0.002762,0.013812,0,0,0,0.00554,0.00277,0,0.00554,0,0,0.205939,0.224550,0.252329,0
0.020333,0.007394,0,0,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0,0.528759,0.576389,0.671505,1
0,0.025316,0,0,0,0,0.012821,0.012821,0,0.012821,0,0.461833,0.486407,0.560755,0
0.007782,0.003891,0,0,0,0,0.003906,0,0,0,0,0.148096,0.150801,0.152996,0
0,0.032787,0,0,0,0,0.033333,0,0,0,0,0.392741,0.409064,0.463634,0
0,0.009346,0,0,0,0,0.004684,0.004684,0,0,0,0.540908,0.586548,0.682999,0
0.012784,0.004261,0,0.001422,0,0,0.001422,0.001422,0.001422,0,0,0.590568,0.644725,0.753070,0
0,0.021277,0,0,0,0,0.043011,0.010753,0,0.010753,0,0.436127,0.463051,0.535250,0
0,0.009434,0,0,0,0,0.009464,0,0,0.006309,0,0.225619,0.232594,0.252644,0
0,0.019231,0,0,0,0,0,0,0,0,0,0.273271,0.276271,0.306581,0
0,0.008949,0,0,0.002242,0.002242,0.006726,0,0.002242,0,0,0.520054,0.566092,0.658393,0
0,0,0,0,0,0,0,0,0,0,0,0.720353,0.785717,0.918156,0
0,0.049383,0,0,0,0.025,0.0125,0.0125,0.025,0,0,0.465725,0.501292,0.579932,0
0.025,0.010714,0,0,0,0,0.007168,0.003584,0,0,0,0.179316,0.181762,0.188432,0
0,0,0,0,0,0,0.014286,0,0,0,0,0.402437,0.423353,0.479487,0
0,0.005882,0,0,0,0.00295,0.00295,0,0.00295,0,0,0.391884,0.423297,0.489647,0
0,0.008389,0,0,0,0.001681,0,0.008403,0,0,0,0.728726,0.793006,0.927590,0
0,0.012195,0,0,0,0,0.012346,0,0,0,0,0.494616,0.529024,0.613658,0
0,0.003175,0,0,0,0,0.003185,0,0,0,0,0.271820,0.283154,0.311677,0
0,0,0,0,0,0,0,0,0,0,0,0.081435,0.085306,0.076358,0
0,0.018519,0,0,0,0,0.018587,0,0.007435,0.003717,0,0.296562,0.316622,0.362537,0
0,0.018229,0,0,0,0,0,0.002611,0.002611,0,0,0.697854,0.757676,0.884526,0
0,0,0,0,0,0,0.051282,0,0,0.012821,0,0.485058,0.515112,0.597219,0
0.01087,0.003623,0,0,0,0,0.007273,0,0,0.003636,0,0.129241,0.130474,0.131401,1
0,0.018519,0,0,0,0,0.037736,0,0,0,0,0.330047,0.345266,0.389872,0
0,0.007273,0,0,0,0,0,0,0,0.007299,0,0.419319,0.453249,0.524906,0
0,0.013825,0,0,0,0,0,0.006928,0,0,0,0.737215,0.802535,0.938767,1
0,0.024096,0,0,0,0.012195,0.012195,0.012195,0.012195,0,0,0.564959,0.605411,0.700331,0
0,0.003876,0,0,0,0.003891,0.007782,0,0,0,0,0.212961,0.216404,0.234642,0
0,0.065217,0,0,0,0.022222,0.044444,0.022222,0.022222,0,0,0.278482,0.270936,0.301625,0
0.013158,0.016447,0,0,0,0.006601,0.0033,0.0033,0.006601,0,0,0.398712,0.430882,0.498652,0
0.002358,0.009434,0,0,0,0.004728,0,0.004728,0.004728,0,0,0.674691,0.736203,0.861590,0
0,0.046512,0,0,0,0.011765,0,0,0.023529,0,0,0.395727,0.424658,0.487259,0
0.008646,0.005764,0,0,0,0,0.00289,0.00289,0,0,0,0.191914,0.199365,0.215401,0
0,0,0,0,0,0,0.020833,0,0,0,0,0.115015,0.111955,0.111161,0
0,0.004706,0,0,0,0,0.009434,0.004717,0,0.004717,0,0.519557,0.564125,0.655844,0
0,0.007752,0,0,0.002591,0.002591,0,0.002591,0.002591,0,0,0.690057,0.753040,0.880599,0
0,0.022727,0,0,0.011494,0.011494,0.034483,0.011494,0.011494,0,0,0.332994,0.354262,0.407745,0
0.004032,0.020161,0,0,0,0,0.004049,0,0.004049,0,0,0.192966,0.200053,0.215470,0
0,0.014706,0,0,0,0,0.014925,0,0,0,0,0.421183,0.449325,0.509435,1
0,0.006849,0,0,0,0,0.001959,0.001959,0.000979,0,0,0.675329,0.735600,0.860241,2
0,0,0,0,0,0,0.001553,0,0,0,0,0.745065,0.812494,0.950419,2
0,0.04878,0,0,0,0.012346,0,0.037037,0.012346,0.012346,0,0.464241,0.488103,0.562145,0
0,0.010989,0,0,0,0,0.007353,0,0,0,0,0.252957,0.262433,0.289754,2
0,0.074074,0,0,0,0,0.037736,0.018868,0.018868,0,0,0.330382,0.333045,0.378829,0
0,0.019881,0,0,0,0.001992,0.005976,0.007968,0.003984,0,0,0.537948,0.584682,0.680677,0
0.00155,0.004651,0.001553,0,0,0,0.001553,0.004658,0,0,0,0.678411,0.738474,0.863585,0
0,0.0375,0,0,0,0,0.025316,0.025316,0,0,0,0.541995,0.578782,0.670747,0
0,0.006711,0,0,0,0,0.003367,0,0,0,0,0.214551,0.221262,0.241418,0
0,0.019231,0,0,0,0,0.078431,0,0,0,0,0.390233,0.405847,0.466565,0
0,0.005935,0,0,0,0,0.008929,0.002976,0,0,0,0.456790,0.492749,0.569650,0
0,0.001748,0,0,0,0,0,0.001751,0,0,0,0.669001,0.729996,0.853685,0
0,0,0,0,0,0,0.012346,0,0,0,0,0.554279,0.590267,0.684125,0
0,0.013575,0,0,0,0,0.004545,0.004545,0,0,0,0.190540,0.190867,0.205403,0
0,0.033898,0,0,0,0,0.017241,0,0.017241,0,0,0.353300,0.370760,0.417178,0
0.002865,0.011461,0,0,0,0,0.011494,0.002874,0.002874,0.005747,0,0.369481,0.398504,0.461203,0
0.020053,0.004011,0,0.001339,0,0,0.001339,0.001339,0,0,0,0.689478,0.752709,0.881168,1
0.013514,0,0,0,0,0,0.013699,0,0,0,0,0.204796,0.215585,0.240432,0
0,0.010563,0,0,0,0.003534,0.003534,0,0,0.003534,0,0.237110,0.245015,0.267295,0
0,0,0,0,0,0,0,0,0,0,0,0.046114,0.059719,0.046192,0
0.010135,0,0,0,0,0,0,0,0,0,0,0.038229,0.049876,0.037987,0
0.042636,0,0,0,0.001942,0,0,0,0,0,0,0.019940,0.024906,0.017352,0
0,0,0,0,0,0,0,0,0,0,0,0.034051,0.043381,0.033614,0
0,0.016447,0,0,0,0.006601,0.016502,0.006601,0.0033,0.0033,0,0.225653,0.229709,0.252534,0
0.04,0,0,0,0,0,0.020408,0,0,0,0,0.063118,0.055093,0.045923,0
0,0.033962,0,0,0,0.011364,0.015152,0.011364,0.011364,0.003788,0,0.376653,0.398025,0.455884,0
0,0.005682,0,0,0,0,0,0,0,0,0,0.724454,0.791869,0.927351,0
0.011494,0.045977,0,0,0,0.011628,0.023256,0.011628,0.023256,0,0,0.410138,0.433285,0.498432,0
0.003135,0.009404,0,0,0.003145,0,0.006289,0.006289,0,0,0,0.228956,0.244187,0.267316,1
0,0,0,0,0,0,0.026316,0,0,0,0,0.154068,0.149238,0.153836,0
0,0.005988,0,0,0,0.002,0.006,0.002,0,0,0,0.490036,0.529509,0.611973,0
0.023897,0.009191,0,0,0,0.001842,0.003683,0.001842,0.001842,0,0,0.588626,0.642709,0.749662,1
0,0.027778,0,0,0,0.014085,0.028169,0,0.014085,0,0,0.417792,0.439601,0.505365,0
0,0.004098,0,0,0,0,0.004115,0,0,0.004115,0,0.210981,0.210681,0.225521,0
0,0.02,0,0,0,0,0.020408,0,0,0.020408,0,0.322022,0.334958,0.376514,0
0,0.011152,0,0,0,0,0.014925,0.007463,0,0,0,0.331824,0.353024,0.402793,0
0.005362,0.010724,0,0,0,0,0.002688,0.005376,0,0.002688,0,0.677738,0.738120,0.862425,0
0,0.012346,0,0,0,0,0.0375,0.0125,0,0,0,0.503915,0.537365,0.622332,0
0,0.015326,0,0,0,0,0.011538,0,0.007692,0,0,0.232537,0.237685,0.257556,0
0,0.014286,0,0,0,0,0,0,0,0,0,0.374554,0.402765,0.457462,1
0.002558,0.023018,0,0,0,0.002564,0.005128,0.002564,0.005128,0.002564,0,0.472715,0.511234,0.594152,2
0.001261,0.008827,0,0,0,0.002525,0,0.002525,0.002525,0.001263,0,0.730255,0.797018,0.932412,2
0,0.010526,0,0,0,0,0.010638,0,0,0,0,0.273073,0.299679,0.340361,0
0,0.003436,0,0,0,0,0.006897,0,0,0,0,0.249747,0.265819,0.293581,2
0,0.015625,0,0,0,0,0.015873,0,0,0,0,0.378180,0.399366,0.453008,0
0,0.00838,0,0,0,0,0.014006,0,0.002801,0.002801,0,0.401905,0.430837,0.494356,0
0.006678,0.003339,0.001672,0,0,0.001672,0,0.001672,0,0,0,0.628659,0.684751,0.799807,1
0,0,0,0,0,0,0,0,0,0,0,0.552381,0.590859,0.685836,0
0,0.015873,0,0,0,0,0.007968,0,0.003984,0,0,0.173567,0.175201,0.184254,1
