@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0,0.473697,0.492634,0.576972,0
0.00348,0,0,0.001161,0,0.550993,0.580270,0.677434,0
0.006989,0,0,0.003765,0,0.792068,0.832827,0.983915,2
0,0,0,0.009836,0,0.773853,0.811039,0.957562,2
0.004065,0,0.001357,0.020353,0,0.490410,0.508674,0.595052,1
0,0,0,0,0,0.372980,0.387944,0.445378,0
0.002577,0,0,0.002581,0,0.530607,0.555345,0.650197,0
0.013431,0,0,0.005498,0,0.683710,0.718333,0.846368,0
0,0,0,0.006289,0,0.570156,0.596808,0.698786,0
0,0,0,0.008949,0,0.245708,0.249055,0.279746,0
0,0,0,0.010638,0,0.388965,0.404033,0.467489,0
0.00313,0,0,0.009404,0,0.538498,0.562159,0.656802,0
0,0,0,0.00229,0,0.822835,0.865721,1.022094,0
0,0,0,0.019231,0,0.619950,0.647332,0.761814,0
0,0,0,0.006623,0,0.391311,0.404785,0.465657,0
0,0,0,0,0,0.592681,0.622620,0.727790,0
0,0,0,0.009188,0,0.618440,0.645473,0.758934,0
0,0,0,0.001381,0,0.756934,0.795556,0.937602,0
0,0,0,0.0181,0,0.688510,0.718574,0.846671,0
0,0,0,0.014787,0,0.272435,0.277170,0.308082,1
0,0,0,0.012903,0,0.538279,0.557781,0.656071,1
0,0,0,0.006182,0,0.601930,0.629462,0.738860,0
0.00414,0,0,0.001775,0,0.760719,0.800502,0.943286,1
0,0,0,0.02439,0,0.650284,0.675825,0.796337,0
0,0,0,0.012658,0,0.265573,0.268058,0.297906,0
0,0,0,0.010101,0,0.254570,0.264013,0.298541,0
0,0,0,0.003279,0,0.624995,0.654755,0.770111,0
0,0,0,0.003494,0,0.740809,0.778213,0.917163,1
0,0,0,0.015152,0,0.680864,0.712058,0.838812,0
0,0,0,0.013308,0,0.321917,0.330102,0.376131,0
0,0,0,0.008475,0,0.487335,0.504732,0.593238,0
0,0,0,0.010101,0,0.549878,0.573142,0.670769,0
0.00534,0,0,0.003562,0,0.797947,0.839073,0.990842,1
0,0,0,0.030303,0,0.673115,0.700201,0.824788,0
0,0,0,0.003795,0,0.322362,0.329404,0.371472,0
0.026144,0,0,0.006579,0,0.058594,0.067232,0.058681,2
0.008905,0,0,0.000891,0,0.373686,0.391017,0.456019,2
0.001359,0,0,0.00136,0,0.765509,0.804595,0.948785,2
