@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.003,0.318,0.679,0.172,0.458,2
0.239,0.176,0.585,0.256,0.421,2
0.029,0.466,0.506,0.408,0.424,1
0.074,0.727,0.199,0.468,0.244,1
0.032,0.723,0.246,0.359,0.335,1
0.104,0.748,0.147,0.172,0.417,1
0.027,0.778,0.195,0.204,0.389,1
0.002,0.338,0.66,0.175,0.447,1
0.059,0.46,0.482,0.296,0.337,2
0.064,0.081,0.855,0.225,0.314,2
0.102,0.559,0.339,0.176,0.397,2
0.24,0.282,0.478,0.222,0.292,2
0.015,0.499,0.486,0.232,0.327,1
0.107,0.834,0.059,0.181,0.376,1
0.034,0.259,0.707,0.363,0.29,1
0.008,0.189,0.803,0.185,0.413,2
0.003,0.632,0.365,0.145,0.504,1
0.121,0.773,0.105,0.1,0.694,1
0.011,0.772,0.218,0.156,0.483,2
0.124,0.634,0.242,0.007,0.961,1
0.062,0.792,0.146,0.101,0.66,1
0.488,0.462,0.05,0.265,0.333,1
0.572,0.285,0.143,0.328,0.303,2
0.008,0.835,0.157,0.205,0.393,1
0.073,0.049,0.877,0.484,0.326,2
0.02,0.124,0.856,0.203,0.478,2
0.052,0.394,0.554,0.157,0.601,2
0.839,0.1,0.061,0.44,0.256,1
0.56,0.371,0.069,0.234,0.275,2
0.127,0.633,0.24,0.247,0.33,1
0.402,0.478,0.12,0.192,0.401,1
0.38,0.385,0.235,0.214,0.304,1
0.476,0.221,0.302,0.274,0.35,2
0.08,0.852,0.068,0.154,0.412,1
0.751,0.152,0.097,0.5,0.248,2
0.584,0.255,0.162,0.239,0.371,1
0.019,0.857,0.124,0.193,0.42,2
0.249,0.064,0.687,0.519,0.336,1
0.357,0.579,0.064,0.458,0.224,1
0.273,0.191,0.536,0.351,0.278,2
0.386,0.42,0.194,0.247,0.279,1
0.236,0.385,0.379,0.5,0.252,2
0.203,0.447,0.35,0.224,0.288,1
0.109,0.7,0.19,0.365,0.255,1
0.139,0.735,0.126,0.158,0.495,1
0.672,0.282,0.046,0.4,0.223,1
0.6,0.341,0.059,0.465,0.29,1
0.462,0.247,0.291,0.249,0.31,1
0.013,0.729,0.258,0.173,0.47,2
0.447,0.431,0.122,0.576,0.232,1
0.113,0.577,0.309,0.586,0.294,1
0.071,0.785,0.144,0.183,0.505,1
0.142,0.758,0.1,0.227,0.413,1
0.019,0.131,0.849,0.245,0.372,2
0.204,0.692,0.104,0.19,0.407,1
0.632,0.345,0.023,0.602,0.216,1
0.222,0.695,0.084,0.443,0.258,1
0.048,0.842,0.109,0.157,0.557,1
0.097,0.755,0.148,0.375,0.262,1
0.086,0.842,0.072,0.11,0.613,1
0.133,0.828,0.038,0.369,0.339,1
0.5,0.456,0.044,0.2,0.416,1
0.014,0.815,0.171,0.403,0.311,1
0.001,0.081,0.918,0.221,0.396,2
0.056,0.4,0.544,0.18,0.408,2
0.373,0.457,0.17,0.538,0.24,2
0.019,0.727,0.254,0.112,0.583,1
0.126,0.829,0.045,0.259,0.45,1
0.488,0.411,0.101,0.134,0.701,1
0.106,0.793,0.101,0.067,0.689,1
0.339,0.617,0.044,0.321,0.291,1
0.78,0.019,0.201,0.225,0.341,2
0.022,0.701,0.277,0.167,0.415,2
0.241,0.615,0.144,0.451,0.247,2
0.119,0.698,0.183,0.171,0.474,1
0.807,0.175,0.018,0.449,0.225,1
0.659,0.304,0.037,0.171,0.49,0
0.343,0.543,0.114,0.196,0.385,0
0.963,0.004,0.033,0.409,0.464,0
0.763,0.091,0.146,0.415,0.352,0
0.211,0.673,0.116,0.137,0.468,0
0.456,0.386,0.158,0.232,0.334,0
0.637,0.245,0.118,0.258,0.353,0
0.573,0.025,0.402,0.746,0.211,0
0.739,0.19,0.071,0.225,0.288,0
0.148,0.598,0.254,0.153,0.519,0
0.483,0.468,0.049,0.184,0.399,0
0.854,0.08,0.066,0.296,0.334,0
0.583,0.18,0.237,0.173,0.432,0
0.047,0.906,0.047,0.131,0.486,0
0.659,0.27,0.071,0.614,0.226,0
0.216,0.575,0.209,0.495,0.293,0
0.646,0.253,0.101,0.485,0.228,0
0.888,0.021,0.091,0.511,0.328,0
0.534,0.429,0.036,0.235,0.292,0
0.673,0.265,0.062,0.572,0.258,0
0.766,0.082,0.152,0.45,0.298,0
0.15,0.813,0.037,0.095,0.617,0
0.742,0.052,0.207,0.298,0.542,0
0.695,0.287,0.018,0.192,0.363,0
0.457,0.398,0.145,0.417,0.308,0
0.199,0.755,0.047,0.464,0.24,0
0.817,0.016,0.167,0.471,0.34,0
0.891,0.051,0.057,0.271,0.393,0
0.039,0.229,0.732,0.191,0.531,0
0.575,0.301,0.124,0.414,0.246,0
0.277,0.458,0.266,0.001,0.978,0
0.051,0.843,0.105,0.318,0.307,0
0.971,0.01,0.019,0.344,0.594,0
0.036,0.788,0.176,0.465,0.243,0
0.166,0.548,0.286,0.204,0.384,0
0.337,0.624,0.039,0.238,0.412,0
0.174,0.737,0.089,0.157,0.463,0
0.75,0.028,0.222,0.664,0.282,0
0.646,0.114,0.24,0.617,0.283,0
0.829,0.073,0.097,0.282,0.309,0
