@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature843 numeric
@attribute bi_feature888 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0.024845,0,0,0,0,0,0,0.030855,0.040585,0.032466,0
9,0,0,0,0.013158,0,0.021382,0,0.258131,0.263313,0.296190,0
9,0.06,0,0,0.050505,0,0.030303,0,0.079687,0.073536,0.069949,0
9,0,0,0,0.018868,0.001887,0.020755,0,0.425317,0.446871,0.525081,0
9,0,0,0,0.002845,0,0,0,0.791034,0.850610,1.022432,0
9,0.028736,0,0,0.034682,0,0.028902,0,0.444294,0.467912,0.552700,0
9,0.004702,0,0,0.010989,0.00157,0.012559,0.00157,0.253657,0.268417,0.300655,1
9,0.016529,0,0,0,0,0,0,0.163878,0.172197,0.193002,0
9,0.040706,0.001359,0,0.008152,0,0.006793,0,0.266566,0.283734,0.329037,1
9,0.015512,0,0,0.001035,0,0,0,0.699662,0.753327,0.902842,0
9,0,0,0,0.019737,0,0.026316,0,0.579821,0.612358,0.729873,0
9,0.026534,0,0,0.009129,0,0.009129,0,0.552061,0.589711,0.700449,0
9,0,0,0,0.025974,0,0.025974,0,0.178925,0.175651,0.190479,0
9,0,0,0,0.010989,0.000999,0.008991,0,0.546121,0.582008,0.690959,0
9,0.035813,0,0,0.001838,0,0.001838,0.000919,0.643899,0.692710,0.829670,1
9,0,0,0,0.034965,0,0.041958,0,0.471588,0.492253,0.582687,0
9,0,0,0,0.026694,0,0.01848,0,0.228246,0.229860,0.254332,0
9,0,0,0,0.030303,0.010101,0.020202,0,0.358953,0.373893,0.437657,0
9,0,0,0,0.009294,0.001859,0.01487,0,0.388578,0.407801,0.480613,0
9,0.008043,0,0,0.006711,0.002685,0.006711,0,0.748414,0.803868,0.964111,0
9,0,0,0,0.037267,0,0.031056,0,0.560995,0.591996,0.704902,0
9,0,0,0,0.015355,0,0.023033,0,0.267839,0.274516,0.307201,0
9,0,0,0,0.007143,0,0.007143,0,0.421570,0.447996,0.524765,1
9,0.003831,0,0,0.006394,0,0.002558,0,0.535935,0.569818,0.679323,2
9,0.00252,0,0,0.001892,0.000631,0.001261,0,0.792495,0.851781,1.022883,2
9,0,0,0,0,0,0.010582,0,0.312611,0.337699,0.394868,0
9,0,0,0,0.012048,0,0.013769,0,0.276492,0.292345,0.334764,2
9,0,0,0,0.031496,0,0.023622,0,0.418524,0.437616,0.513925,0
9,0,0,0,0.013966,0.001397,0.01676,0,0.454458,0.481934,0.569058,0
9,0.013356,0,0,0.005013,0,0.004177,0,0.701604,0.753438,0.902868,1
9,0,0,0,0.03012,0,0.03012,0,0.610844,0.647838,0.773883,0
9,0,0,0,0.015905,0,0.011928,0,0.205796,0.210518,0.230922,1
