@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature843 numeric
@attribute bi_feature888 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0,0,0.029412,0,0.019608,0,0.225851,0.232729,0.262262,0
9,0.013464,0,0,0.007353,0,0.007353,0,0.500588,0.533289,0.634069,0
9,0.017189,0,0,0.001012,0,0.001012,0,0.714563,0.768935,0.922402,0
9,0.038835,0,0,0.004878,0,0.009756,0,0.371795,0.396557,0.466502,0
9,0.013722,0,0,0.027491,0.001718,0.024055,0,0.232825,0.234474,0.259292,0
9,0.038647,0,0,0.009709,0,0.009709,0,0.498865,0.534267,0.635861,2
9,0,0,0,0.007843,0,0.007843,0,0.408291,0.431145,0.505074,0
9,0,0,0,0,0,0,0,0.828221,0.891443,1.070470,0
9,0,0,0,0.025806,0,0.032258,0,0.506725,0.537243,0.639100,0
9,0,0,0,0.019438,0.00216,0.023758,0,0.272586,0.280535,0.314106,0
9,0,0,0,0,0,0,0,0.111211,0.113097,0.116894,0
9,0,0,0,0.003704,0,0.007407,0,0.569151,0.608942,0.725846,0
9,0.007154,0,0,0.001591,0,0.001591,0,0.684341,0.735978,0.881107,0
9,0.017647,0,0,0.029586,0,0.023669,0,0.493520,0.521097,0.618554,0
9,0,0,0,0.03118,0,0.03118,0,0.216506,0.214638,0.239544,0
9,0,0,0,0.010638,0,0,0,0.437644,0.462559,0.543413,0
9,0,0,0,0.003976,0,0.007952,0,0.546579,0.582737,0.691358,0
9,0,0,0,0.002857,0,0.002857,0,0.866250,0.932042,1.120727,0
9,0,0,0,0.013072,0,0.019608,0,0.571688,0.605616,0.722566,0
9,0,0,0,0.018676,0,0.013582,0,0.308477,0.316783,0.361119,1
9,0,0,0,0.010101,0,0,0,0.426168,0.451794,0.529788,2
9,0,0,0,0.003932,0,0.003932,0,0.564935,0.602951,0.715584,1
9,0.007042,0,0,0.003524,0,0.002643,0,0.643727,0.691941,0.829763,1
9,0.027933,0,0,0.033708,0,0.033708,0,0.416398,0.436018,0.516628,0
9,0.023256,0,0,0.006356,0,0.004237,0,0.151764,0.163035,0.173510,0
9,0.04918,0,0,0.008264,0,0.016529,0,0.238945,0.249994,0.289088,0
9,0.00846,0,0,0.001695,0,0.001695,0,0.409112,0.441188,0.522399,0
9,0.002894,0,0,0.001449,0,0.001449,0,0.805712,0.867390,1.041734,0
9,0.011494,0,0,0.034682,0,0.034682,0,0.405885,0.425857,0.499388,0
9,0,0,0,0.011132,0.003711,0.014842,0,0.223292,0.225894,0.249041,0
9,0,0,0,0.006993,0,0,0,0.526422,0.560885,0.665967,1
9,0,0,0,0.011412,0,0.007133,0,0.597285,0.637276,0.759777,2
9,0,0,0,0.003247,0,0,0,0.853346,0.918270,1.103786,1
9,0,0,0,0.025641,0,0.025641,0,0.603310,0.640652,0.761191,0
9,0,0,0,0.0209,0,0.017685,0,0.297585,0.305132,0.345776,2
9,0,0,0,0.019608,0.009804,0.019608,0,0.384727,0.398817,0.463777,0
9,0.005222,0,0,0.002614,0,0.005229,0,0.570726,0.609175,0.726239,1
9,0,0,0,0.002502,0,0.00417,0,0.817186,0.877915,1.054548,2
9,0,0,0,0.028249,0,0.028249,0,0.620493,0.660011,0.785835,1
9,0,0,0,0.008961,0,0.012545,0,0.204724,0.207322,0.225744,1
9,0.119658,0,0,0.008621,0.008621,0,0,0.128704,0.132532,0.143062,0
9,0,0,0,0.006211,0,0.003106,0,0.593850,0.636050,0.757963,0
9,0.00309,0,0,0.004329,0,0.004329,0,0.764009,0.820943,0.985492,2
9,0,0,0,0.02809,0,0.016854,0,0.627697,0.666707,0.795078,0
9,0.021127,0,0,0.010582,0,0.010582,0,0.193060,0.200319,0.218217,0
9,0.018868,0,0,0,0,0,0,0.339381,0.361058,0.418189,0
9,0,0,0,0.001484,0,0.002967,0,0.584572,0.623348,0.743555,0
9,0,0,0,0.000784,0.000784,0,0,0.829832,0.892695,1.072240,0
9,0,0,0,0.027586,0,0.034483,0,0.562332,0.594507,0.706544,0
9,0,0,0,0.02439,0.004065,0.028455,0,0.224113,0.225883,0.249315,0
9,0,0,0,0.028302,0,0.028302,0,0.224483,0.228335,0.258750,0
9,0,0,0,0.008078,0.001616,0.011309,0,0.548378,0.582488,0.691655,0
9,0,0,0,0.002222,0,0.003333,0,0.748557,0.803793,0.963471,0
9,0.016129,0,0,0.037838,0,0.043243,0,0.447198,0.470911,0.558594,0
9,0,0,0,0.024283,0.002208,0.02649,0,0.219555,0.221424,0.246616,0
9,0,0,0,0.007874,0,0,0,0.472525,0.503696,0.596285,1
9,0,0,0,0.001923,0.000962,0,0,0.637855,0.682964,0.817012,0
9,0,0,0,0,0.000604,0,0,0.822699,0.885214,1.063259,0
9,0,0,0,0.028736,0,0.028736,0,0.628904,0.668860,0.799648,0
9,0,0,0,0.030909,0.005455,0.021818,0,0.285424,0.291117,0.329947,0
9,0,0,0,0,0,0.008065,0,0.301595,0.323666,0.374649,1
9,0,0,0,0.007339,0,0.00367,0,0.436554,0.461444,0.547548,0
9,0.012012,0,0.000751,0.003757,0,0.001503,0,0.641367,0.689680,0.824964,1
9,0.009569,0,0,0.019231,0,0.019231,0,0.380868,0.401735,0.473008,0
9,0,0,0,0.022556,0,0.022556,0,0.269970,0.278527,0.316568,0
9,0.007874,0,0,0.015873,0,0.007937,0,0.046008,0.046261,0.037521,1
9,0.038321,0,0,0.003656,0,0.003656,0,0.261608,0.282233,0.324215,0
9,0.04497,0,0,0.001526,0,0.000763,0,0.478101,0.515252,0.614276,0
9,0.006329,0,0,0.012739,0,0.012739,0,0.391180,0.417846,0.491665,0
9,0,0,0,0.024299,0.001869,0.026168,0,0.288594,0.295926,0.335917,0
9,0,0,0,0.023077,0,0.023077,0,0.518155,0.548286,0.651289,0
9,0,0,0,0.008322,0,0.009709,0,0.582675,0.620668,0.739914,0
9,0.003182,0,0,0.003981,0.000796,0.003185,0,0.741403,0.795536,0.954150,0
9,0,0,0,0.01227,0,0.01227,0,0.612278,0.649181,0.773081,0
9,0.00708,0,0,0.01773,0,0.019504,0,0.233604,0.238304,0.265751,0
9,0,0,0,0.018182,0,0.018182,0,0.419739,0.438254,0.515397,1
9,0,0,0,0.005792,0.001931,0.005792,0,0.371022,0.391493,0.454301,0
9,0.002796,0,0.000933,0.003731,0,0.003731,0,0.770855,0.827997,0.994003,0
9,0,0,0,0.026846,0,0.020134,0,0.524295,0.553231,0.655958,0
9,0.001957,0,0,0.017647,0.001961,0.017647,0,0.266122,0.272428,0.310607,0
9,0,0,0,0,0.008403,0.02521,0,0.398799,0.421348,0.497370,0
9,0,0,0,0.004886,0.003257,0.006515,0,0.455294,0.481349,0.573188,0
9,0.00237,0,0,0.004743,0,0.005534,0,0.758040,0.814642,0.977754,0
9,0,0,0,0.025381,0,0.030457,0,0.632695,0.672378,0.804167,0
9,0,0,0,0.003226,0.003226,0.004839,0,0.291199,0.303881,0.343524,0
9,0,0,0,0,0,0.015504,0,0.359938,0.380136,0.445285,0
9,0,0,0,0.01406,0,0.010545,0,0.467982,0.494547,0.586175,0
9,0.002913,0,0,0.001944,0,0.002915,0,0.799625,0.859313,1.031627,0
9,0,0,0,0.021858,0,0.027322,0,0.611176,0.649038,0.775007,0
9,0,0,0,0.018072,0,0.013554,0,0.284278,0.294903,0.336060,0
9,0,0,0,0.010417,0,0,0,0.358442,0.376894,0.435284,0
9,0,0,0,0.00299,0,0.00299,0,0.511695,0.545329,0.647980,1
9,0.012163,0,0,0.002116,0,0.004233,0,0.712879,0.766539,0.919789,2
9,0,0,0,0.010582,0,0.005291,0,0.548639,0.583805,0.692505,0
9,0,0,0,0.017668,0,0.022968,0,0.278845,0.286683,0.326636,1
9,0,0,0,0.00641,0,0.012821,0,0.486177,0.514801,0.609980,0
9,0.004167,0,0,0.004175,0,0,0,0.418596,0.441883,0.522480,0
9,0.014039,0,0,0.003243,0,0.001081,0,0.615668,0.660959,0.790236,0
9,0,0,0,0.019481,0,0.019481,0,0.562428,0.596375,0.711327,0
9,0.007547,0,0,0.011342,0,0.015123,0,0.176319,0.182665,0.196803,0
9,0,0,0,0.036458,0,0.03125,0,0.543229,0.574555,0.681563,1
9,0,0,0,0.008881,0.001776,0.003552,0,0.429220,0.452044,0.536541,0
9,0.000997,0,0,0.003992,0,0.003992,0,0.768883,0.826323,0.990260,0
9,0,0,0,0.030612,0,0.02551,0,0.617894,0.654866,0.781267,0
9,0,0,0,0.014469,0,0.014469,0,0.267342,0.276633,0.315531,0
9,0,0,0,0.008621,0.017241,0.017241,0,0.244158,0.253104,0.288471,0
9,0.004794,0,0,0.006718,0.00096,0.004798,0,0.397938,0.422378,0.498612,0
9,0.017062,0,0,0.002846,0.001898,0.001898,0,0.627456,0.674415,0.807088,0
9,0,0,0,0.04186,0,0.046512,0,0.565502,0.597436,0.712335,0
9,0.010033,0,0,0.0067,0,0.01005,0,0.234869,0.246265,0.275987,0
9,0.035928,0,0,0,0,0.006024,0,0.326092,0.346963,0.405094,1
9,0.046398,0,0,0.003667,0.001222,0.003667,0,0.203613,0.221774,0.252117,0
9,0.033708,0,0,0.0025,0,0.00375,0,0.446714,0.480320,0.570773,0
9,0.091892,0,0,0.021739,0,0.021739,0,0.360366,0.382452,0.449656,0
9,0,0,0,0.012915,0,0.01107,0,0.216910,0.220761,0.243272,0
9,0,0,0,0.02521,0,0.02521,0,0.374059,0.392363,0.458376,0
9,0.017493,0,0,0.007299,0,0.00292,0,0.450299,0.480553,0.569046,0
9,0.01056,0,0,0.003171,0,0.003171,0,0.750156,0.806186,0.968320,0
9,0,0,0,0.033333,0,0.033333,0,0.596564,0.632194,0.754765,0
9,0,0,0,0.017007,0.001701,0.015306,0,0.318522,0.331677,0.381397,0
9,0,0,0,0.017391,0,0.017391,0,0.338771,0.353782,0.410601,0
9,0.007491,0,0,0.001876,0,0.005629,0,0.445237,0.470725,0.558626,0
9,0,0,0,0.005364,0,0.006897,0,0.771144,0.827489,0.992688,1
9,0,0,0,0.022222,0,0.016667,0,0.609170,0.647234,0.774093,0
9,0,0,0,0.001642,0,0.004926,0,0.326464,0.340940,0.392348,0
9,0,0,0,0.024194,0,0.024194,0,0.451954,0.469595,0.549658,0
9,0,0,0,0.003322,0.003322,0.004983,0,0.536818,0.570014,0.678061,0
9,0.001167,0,0,0.005841,0,0.007009,0,0.748480,0.803227,0.963300,0
9,0,0,0,0.02809,0,0.02809,0,0.573078,0.604785,0.720664,0
9,0,0,0,0.02037,0,0.024074,0,0.217082,0.220029,0.242490,0
9,0,0,0,0.040404,0,0.020202,0,0.325853,0.338090,0.392352,0
9,0,0,0,0.005391,0,0.006065,0,0.666385,0.712559,0.852882,2
9,0,0,0,0.002419,0,0.003226,0,0.792448,0.851126,1.021486,1
9,0,0,0,0.019704,0,0.029557,0,0.623268,0.660867,0.789202,0
9,0,0,0,0.01875,0.001563,0.023438,0,0.289388,0.302852,0.344424,0
9,0.017391,0,0,0.035088,0,0.026316,0,0.148430,0.147361,0.160232,0
9,0.003883,0,0,0.005837,0,0.007782,0,0.386960,0.406771,0.480855,0
9,0.016018,0,0,0.003817,0.000763,0.003817,0,0.762269,0.819240,0.983081,0
9,0,0,0,0.027473,0.005495,0.021978,0,0.606604,0.642955,0.766659,0
9,0,0,0,0.022346,0,0.029795,0,0.222777,0.226703,0.250426,0
9,0,0,0,0.035714,0,0.02381,0,0.234568,0.235166,0.267901,1
9,0.007987,0,0,0.008,0,0.0064,0,0.382262,0.404585,0.477002,0
9,0,0,0,0.009744,0,0.01218,0,0.736070,0.788220,0.944464,0
9,0,0,0,0.011364,0,0,0,0.598367,0.636130,0.757804,0
9,0,0,0,0.006969,0,0.013937,0,0.312895,0.326703,0.374310,1
9,0.057143,0,0,0.009615,0,0.009615,0,0.217647,0.230293,0.258954,0
9,0.01721,0,0,0.006346,0,0.00816,0,0.593835,0.634896,0.756543,0
9,0.013158,0,0.001317,0.000658,0.000658,0.003292,0,0.636634,0.684496,0.819821,1
9,0,0,0,0.018868,0,0.025157,0,0.585094,0.620783,0.739345,0
9,0.003866,0,0,0.006452,0,0.009032,0,0.252804,0.265283,0.300772,1
9,0.028037,0,0,0.037736,0,0.037736,0,0.309171,0.316459,0.365743,0
9,0.013769,0,0,0.008621,0,0.008621,0,0.442891,0.469283,0.554420,0
9,0.001431,0,0,0.001433,0,0.001433,0,0.809538,0.870781,1.046436,0
9,0,0,0,0.023392,0,0.035088,0,0.612327,0.648072,0.773963,0
9,0,0,0,0.012411,0,0.014184,0,0.298612,0.309709,0.353297,0
9,0.078261,0,0,0.008772,0.017544,0.008772,0,0.185162,0.194322,0.214795,0
9,0.024862,0,0,0.006916,0.001383,0.002766,0,0.254227,0.272894,0.316192,0
9,0.037893,0,0,0.002775,0.000925,0.0037,0,0.589617,0.633131,0.757327,1
9,0,0,0,0.037975,0.006329,0.037975,0,0.498635,0.524835,0.621937,0
9,0.009728,0,0,0.009747,0.001949,0.017544,0,0.159499,0.166021,0.176672,0
9,0,0,0,0.041322,0.008264,0.041322,0,0.427305,0.444661,0.523193,0
9,0,0,0,0.008187,0,0.007018,0,0.603773,0.644594,0.770004,0
9,0.021292,0,0,0.003551,0,0.004261,0,0.659776,0.709887,0.850789,0
9,0.005291,0,0,0.042553,0,0.037234,0,0.494713,0.521318,0.618915,0
9,0,0,0,0.007862,0,0.014151,0,0.257945,0.266323,0.296285,0
9,0,0,0,0.038835,0,0.019417,0,0.312771,0.321299,0.369302,0
9,0,0,0,0.005593,0,0.005593,0,0.576869,0.617771,0.736880,0
9,0,0,0,0,0,0.002183,0,0.781994,0.840532,1.008532,0
9,0,0,0,0.012346,0,0.012346,0,0.528990,0.561132,0.667221,0
9,0.028571,0,0,0.017889,0.003578,0.019678,0,0.192441,0.198753,0.215160,0
9,0,0,0,0.021127,0,0.021127,0,0.443330,0.465506,0.547009,0
9,0.005882,0,0,0.005891,0,0.002946,0,0.457150,0.485215,0.575211,0
9,0,0,0,0.004195,0,0.005034,0,0.792582,0.850565,1.020833,0
9,0,0,0,0.042683,0,0.02439,0,0.564233,0.596750,0.712600,0
9,0,0,0,0.011129,0.00318,0.007949,0,0.298413,0.310529,0.351810,0
9,0.009804,0,0,0,0.019802,0,0,0.103183,0.107571,0.110990,0
9,0.003704,0,0,0.007421,0,0.009276,0,0.358922,0.378169,0.442962,0
9,0,0,0,0.005215,0,0.007823,0,0.762232,0.816833,0.979008,0
9,0,0,0,0.031847,0,0.038217,0,0.543971,0.571938,0.681633,0
9,0.0217,0,0,0.014493,0.001812,0.012681,0,0.138517,0.141162,0.147730,1
9,0,0,0,0.027778,0,0.018519,0,0.373153,0.387470,0.451670,0
9,0,0,0,0.005455,0,0.005455,0,0.487937,0.517782,0.615236,0
9,0,0,0,0.004608,0,0.004608,0,0.800837,0.859988,1.032652,1
9,0,0,0,0,0,0.006061,0,0.614127,0.652892,0.776669,0
9,0,0,0,0.005814,0,0.011628,0,0.245434,0.251947,0.282693,0
9,0,0,0,0.065934,0,0.032967,0,0.302476,0.301206,0.345175,0
9,0.016447,0,0,0,0.001647,0.004942,0,0.465203,0.493011,0.585603,0
9,0.007067,0,0,0.004717,0,0.004717,0,0.743538,0.799608,0.960263,0
9,0,0,0,0.02924,0,0.017544,0,0.436795,0.464889,0.549608,0
9,0.012968,0,0,0.01443,0.001443,0.012987,0,0.222257,0.232533,0.261084,0
9,0,0,0,0,0,0.020619,0,0.142380,0.140849,0.151042,0
9,0.00235,0,0,0.002353,0.001176,0.005882,0,0.582928,0.621663,0.741727,0
9,0,0,0,0.002584,0,0.002584,0,0.761749,0.818734,0.982540,0
9,0.039773,0,0,0.017143,0,0.022857,0,0.367791,0.387951,0.459184,0
9,0.010081,0,0,0.022222,0.00202,0.022222,0,0.233799,0.242094,0.272604,0
9,0,0,0,0.007353,0,0.014706,0,0.467741,0.494619,0.582569,1
9,0,0,0,0.005871,0,0.005382,0,0.739085,0.792081,0.950182,2
9,0,0,0,0.002326,0,0.002326,0,0.807500,0.867356,1.041595,2
9,0,0,0,0.030675,0,0.04908,0,0.518345,0.544587,0.644473,0
9,0,0,0,0.014679,0.001835,0.020183,0,0.283144,0.293083,0.334111,2
9,0,0,0,0.065421,0,0.056075,0,0.370371,0.376780,0.440700,0
9,0,0,0,0.004975,0.000995,0.00597,0,0.602881,0.644571,0.769871,0
9,0.004651,0,0,0.006206,0,0.006206,0,0.744619,0.799488,0.959321,0
9,0,0,0,0.018868,0,0.018868,0,0.590507,0.624822,0.742459,0
9,0,0,0,0.006711,0.001678,0.015101,0,0.249291,0.257085,0.288536,0
9,0,0,0,0.038835,0,0.048544,0,0.433357,0.448089,0.530377,0
9,0,0,0,0.007418,0,0.005935,0,0.523434,0.557045,0.660035,0
9,0,0,0,0.001748,0,0.002622,0,0.737564,0.792392,0.949706,0
9,0,0,0,0.02454,0,0.02454,0,0.615376,0.651612,0.774822,0
9,0,0,0,0.022676,0,0.020408,0,0.222907,0.226241,0.250905,0
9,0,0,0,0.025641,0.008547,0.008547,0,0.380630,0.398367,0.464165,0
9,0.005731,0,0,0.004304,0,0.007174,0,0.429964,0.455972,0.539266,0
9,0.02607,0,0,0.002007,0,0.002676,0,0.756463,0.813679,0.977238,1
9,0.040541,0,0,0.013605,0,0.020408,0,0.239596,0.252613,0.292856,0
9,0,0,0,0.015845,0,0.017606,0,0.262732,0.271625,0.306770,0
9,0.009174,0,0,0,0,0,0,0.040655,0.054594,0.043790,0
9,0.015203,0,0,0,0,0,0,0.036264,0.049346,0.038542,0
9,0.056202,0,0,0,0,0,0,0.020010,0.026337,0.018928,0
