@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute class {0,1,2}

@data
0.028,0.312,0.66,0.204,0.326,0.2,0.335,2
0.051,0.432,0.517,0.266,0.479,0.189,0.737,1
0.036,0.743,0.221,0.767,0.161,0.426,0.345,1
0.204,0.668,0.129,0.284,0.471,0.17,0.4,1
0.007,0.786,0.206,0.303,0.546,0.187,0.419,1
0.024,0.313,0.663,0.032,0.171,0.194,0.347,1
0.221,0.243,0.536,0.026,0.351,0.317,0.427,2
0.067,0.035,0.898,0.056,0.722,0.195,0.362,2
0.032,0.603,0.365,0.741,0.146,0.161,0.426,2
0.017,0.504,0.479,0.162,0.745,0.193,0.371,1
0.134,0.824,0.041,0.766,0.162,0.154,0.452,1
0.036,0.151,0.812,0.118,0.266,0.182,0.389,2
0.054,0.495,0.451,0.006,0.767,0.251,0.36,1
0.421,0.525,0.055,0.039,0.943,0.118,0.692,1
0.007,0.797,0.196,0.03,0.421,0.209,0.323,2
0.138,0.52,0.342,0.119,0.53,0.001,0.991,1
0.026,0.788,0.186,0.136,0.625,0.154,0.445,1
0.558,0.402,0.04,0.14,0.84,0.249,0.498,1
0.003,0.802,0.195,0.046,0.715,0.19,0.434,1
0.004,0.087,0.908,0.009,0.2,0.33,0.232,2
0.111,0.257,0.632,0.077,0.338,0.369,0.149,2
0.114,0.653,0.233,0.579,0.363,0.209,0.394,1
0.177,0.642,0.181,0.127,0.82,0.187,0.443,1
0.54,0.238,0.222,0.496,0.371,0.237,0.359,1
0.026,0.831,0.143,0.569,0.392,0.193,0.383,2
0.17,0.6,0.23,0.415,0.473,0.183,0.407,1
0.023,0.025,0.952,0.271,0.346,0.202,0.389,2
0.064,0.692,0.244,0.223,0.632,0.241,0.569,1
0.102,0.677,0.221,0.131,0.81,0.087,0.741,1
0.247,0.667,0.086,0.085,0.791,0.215,0.669,1
0.698,0.133,0.169,0.114,0.776,0.204,0.347,1
0.017,0.7,0.283,0.088,0.438,0.219,0.344,2
0.06,0.46,0.481,0.102,0.83,0.731,0.173,1
0.097,0.633,0.27,0.085,0.78,0.321,0.323,1
0.434,0.528,0.038,0.333,0.604,0.428,0.264,1
0.028,0.809,0.164,0.082,0.818,0.043,0.883,1
0.083,0.699,0.218,0.119,0.696,0.3,0.46,1
0.072,0.84,0.088,0.323,0.555,0.262,0.202,1
0.298,0.687,0.016,0.11,0.823,0.454,0.271,1
0.252,0.572,0.176,0.728,0.196,0.567,0.198,2
0.036,0.696,0.268,0.117,0.582,0.214,0.235,1
0.144,0.823,0.033,0.119,0.834,0.056,0.916,1
0.462,0.408,0.13,0.088,0.814,0.157,0.643,1
0.379,0.57,0.052,0.455,0.468,0.124,0.636,1
0.079,0.036,0.885,0.064,0.352,0.199,0.372,2
0.022,0.693,0.285,0.212,0.031,0.16,0.394,2
0.354,0.527,0.119,0.214,0.74,0.366,0.45,2
0.238,0.672,0.089,0.122,0.744,0.221,0.341,1
0.382,0.579,0.039,0.415,0.465,0.285,0.58,1
0.187,0.603,0.21,0.464,0.4,0.559,0.243,0
0.645,0.324,0.031,0.214,0.687,0.198,0.307,0
0.279,0.701,0.02,0.94,0.054,0.238,0.393,0
0.575,0.244,0.181,0.326,0.421,0.048,0.001,0
0.684,0.264,0.052,0.426,0.428,0.216,0.361,0
0.806,0.067,0.127,0.441,0.508,0.353,0.439,0
0.106,0.504,0.39,0.347,0.384,0.191,0.415,0
0.356,0.05,0.594,0.758,0.197,0.824,0.115,0
0.011,0.17,0.819,0.007,0.075,0.347,0.25,0
0.906,0.043,0.051,0.844,0.148,0.177,0.324,0
0.162,0.222,0.616,0.136,0.566,0.186,0.476,0
0.791,0.095,0.114,0.889,0.106,0.22,0.356,0
0.956,0.025,0.018,0.342,0.513,0.782,0.118,0
0.975,0.005,0.02,0.505,0.418,0.626,0.197,0
0.899,0.007,0.094,0.302,0.666,0.269,0.291,0
0.116,0.837,0.047,0.138,0.743,0.176,0.342,0
0.657,0.188,0.155,0.371,0.515,0.458,0.292,0
0.107,0.877,0.016,0.507,0.147,0.514,0.334,0
