@relation train_merge_svm

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute class {0,1,2}

@data
0.595,0.308,0.097,0.177,0.648,0
0.207,0.752,0.04,0.163,0.349,0
0.003,0.345,0.652,0.181,0.265,2
0.244,0.102,0.654,0.284,0.349,2
0.015,0.531,0.454,0.385,0.525,1
0.21,0.762,0.028,0.148,0.374,0
0.383,0.301,0.316,0.167,0.32,0
0.149,0.336,0.516,0.236,0.33,0
0.339,0.413,0.248,0.235,0.406,0
0.843,0.13,0.027,0.25,0.385,0
0.655,0.293,0.052,0.291,0.416,0
0.305,0.269,0.426,0.296,0.464,0
0.518,0.392,0.09,0.165,0.298,0
0.793,0.121,0.085,0.462,0.379,0
0.478,0.358,0.164,0.238,0.445,0
0.065,0.846,0.089,0.12,0.259,0
0.025,0.05,0.925,0.255,0.325,0
0.117,0.86,0.023,0.163,0.331,0
0.685,0.05,0.265,0.44,0.367,0
0.094,0.705,0.201,0.358,0.444,1
0.067,0.672,0.261,0.302,0.302,1
0.02,0.284,0.695,0.181,0.253,0
0.139,0.725,0.135,0.174,0.329,1
0.909,0.061,0.03,0.561,0.32,0
0.326,0.201,0.474,0.316,0.416,0
0.552,0.203,0.245,0.249,0.33,0
0.1,0.51,0.39,0.154,0.263,0
0.014,0.802,0.184,0.194,0.359,1
0.807,0.067,0.126,0.38,0.37,0
0.46,0.32,0.22,0.241,0.213,0
0.062,0.567,0.37,0.147,0.16,0
0.025,0.402,0.573,0.251,0.292,0
0.003,0.342,0.655,0.179,0.273,1
0.961,0.01,0.029,0.664,0.25,0
0.951,0.019,0.03,0.203,0.676,0
0.076,0.405,0.519,0.28,0.582,2
0.025,0.079,0.896,0.143,0.29,2
0.033,0.579,0.388,0.171,0.352,2
0.85,0.122,0.028,0.329,0.499,0
0.488,0.454,0.057,0.292,0.548,0
0.289,0.249,0.461,0.109,0.239,2
0.008,0.531,0.462,0.149,0.275,1
0.12,0.848,0.032,0.17,0.383,1
0.966,0.026,0.008,0.799,0.177,0
0.484,0.225,0.292,0.472,0.378,0
0.013,0.238,0.75,0.234,0.272,1
0.606,0.265,0.128,0.237,0.362,0
0.064,0.436,0.5,0.201,0.305,0
0.372,0.238,0.391,0.541,0.372,0
0.594,0.376,0.03,0.249,0.43,0
0.006,0.325,0.668,0.072,0.088,0
0.277,0.521,0.202,0.256,0.363,0
0.939,0.022,0.039,0.166,0.3,0
0.378,0.234,0.389,0.082,0.158,0
0.679,0.219,0.102,0.283,0.507,0
0.206,0.637,0.157,0.247,0.629,0
0.137,0.093,0.77,0.28,0.451,0
0.497,0.159,0.344,0.183,0.312,0
0.778,0.019,0.203,0.543,0.356,0
0.832,0.131,0.037,0.464,0.473,0
0.537,0.244,0.219,0.729,0.216,0
0.109,0.586,0.306,0.182,0.242,0
0.099,0.876,0.025,0.17,0.343,0
0.91,0.061,0.029,0.625,0.279,0
0.322,0.305,0.373,0.302,0.258,0
0.401,0.427,0.172,0.076,0.167,0
0.518,0.449,0.033,0.162,0.414,0
0.003,0.195,0.803,0.179,0.314,2
0.96,0.019,0.021,0.523,0.329,0
0.41,0.426,0.164,0.22,0.141,0
0.099,0.788,0.114,0.212,0.286,0
0.055,0.286,0.658,0.193,0.253,0
0.009,0.608,0.383,0.247,0.481,1
0.138,0.01,0.852,0.289,0.235,0
0.313,0.519,0.168,0.173,0.754,0
0.317,0.412,0.271,0.018,0.001,0
0.177,0.717,0.107,0.195,0.579,1
0.01,0.823,0.167,0.193,0.29,2
0.486,0.319,0.195,0.249,0.278,0
0.205,0.504,0.291,0.511,0.405,0
0.114,0.621,0.265,0.139,0.543,1
0.362,0.628,0.01,0.218,0.241,0
0.028,0.838,0.134,0.18,0.306,1
0.843,0.047,0.11,0.419,0.418,0
0.703,0.262,0.035,0.242,0.625,1
0.214,0.425,0.361,0.724,0.238,0
0.005,0.18,0.816,0.269,0.346,0
0.573,0.418,0.009,0.173,0.353,0
0.634,0.027,0.339,0.33,0.535,0
0.473,0.347,0.18,0.379,0.499,0
0.443,0.524,0.032,0.431,0.494,0
0.278,0.526,0.196,0.177,0.342,0
0.401,0.558,0.04,0.191,0.265,0
0.787,0.047,0.166,0.251,0.544,0
0.666,0.224,0.111,0.273,0.502,0
0.722,0.265,0.013,0.727,0.254,0
0.724,0.113,0.163,0.223,0.379,0
0.417,0.239,0.345,0.161,0.308,0
0.816,0.073,0.111,0.699,0.248,0
0.621,0.277,0.101,0.3,0.518,0
0.374,0.395,0.231,0.256,0.395,2
0.235,0.659,0.106,0.187,0.488,0
0.004,0.813,0.182,0.207,0.389,1
0.101,0.046,0.853,0.516,0.31,2
0.003,0.09,0.907,0.252,0.277,2
0.732,0.243,0.026,0.598,0.381,0
0.881,0.053,0.066,0.281,0.477,0
0.295,0.692,0.012,0.204,0.261,0
0.989,0.004,0.008,0.845,0.101,0
0.533,0.318,0.148,0.393,0.483,0
0.786,0.202,0.012,0.398,0.465,0
0.122,0.601,0.277,0.195,0.37,0
0.272,0.591,0.138,0.149,0.291,0
0.907,0.064,0.029,0.775,0.188,0
0.78,0.146,0.074,0.293,0.574,0
0.43,0.539,0.031,0.443,0.468,0
0.453,0.263,0.284,0.279,0.421,0
0.62,0.337,0.042,0.171,0.286,0
0.236,0.221,0.543,0.371,0.389,0
0.592,0.178,0.231,0.576,0.358,0
0.028,0.376,0.596,0.269,0.181,2
0.6,0.33,0.07,0.263,0.584,0
0.193,0.804,0.003,0.137,0.283,0
0.435,0.032,0.533,0.68,0.232,0
0.619,0.193,0.187,0.523,0.371,0
0.705,0.261,0.033,0.07,0.167,0
0.532,0.442,0.026,0.239,0.363,0
0.183,0.795,0.022,0.181,0.355,0
0.956,0.009,0.036,0.587,0.306,0
0.735,0.124,0.141,0.584,0.187,0
0.222,0.705,0.073,0.176,0.641,0
0.652,0.2,0.148,0.267,0.456,0
0.57,0.222,0.208,0.166,0.276,0
0.736,0.044,0.22,0.472,0.408,0
0.701,0.181,0.118,0.344,0.504,1
0.291,0.611,0.098,0.148,0.368,2
0.088,0.682,0.231,0.183,0.33,1
0.352,0.544,0.104,0.208,0.427,1
0.994,0.004,0.003,0.768,0.187,0
0.649,0.337,0.014,0.249,0.571,0
0.003,0.935,0.061,0.206,0.057,0
0.064,0.602,0.334,0.176,0.368,0
0.839,0.16,0.001,0.163,0.305,0
0.949,0.037,0.014,0.763,0.204,0
0.666,0.229,0.105,0.358,0.476,0
0.13,0.514,0.356,0.177,0.521,1
0.36,0.298,0.342,0.227,0.334,2
0.262,0.722,0.016,0.137,0.281,1
0.654,0.106,0.24,0.587,0.32,0
0.639,0.218,0.142,0.41,0.418,2
0.573,0.408,0.019,0.459,0.481,0
0.422,0.359,0.219,0.206,0.321,1
0.03,0.86,0.11,0.191,0.308,2
0.232,0.047,0.721,0.616,0.263,1
0.431,0.512,0.057,0.317,0.562,1
0.192,0.185,0.622,0.197,0.248,2
0.286,0.514,0.2,0.144,0.315,1
0.081,0.897,0.022,0.17,0.306,0
0.852,0.143,0.005,0.336,0.375,0
0.214,0.382,0.404,0.357,0.257,2
0.496,0.474,0.031,0.045,0.011,0
0.455,0.255,0.29,0.204,0.449,0
0.019,0.032,0.95,0.206,0.337,2
0.874,0.038,0.088,0.415,0.387,0
0.519,0.422,0.059,0.332,0.428,0
0.679,0.308,0.013,0.059,0.096,0
0.36,0.473,0.167,0.179,0.35,0
0.17,0.772,0.058,0.139,0.287,0
0.868,0.049,0.082,0.687,0.189,0
0.636,0.15,0.214,0.604,0.304,0
0.24,0.706,0.054,0.613,0.338,0
0.822,0.156,0.022,0.316,0.433,0
0.201,0.649,0.15,0.196,0.37,0
0.823,0.013,0.164,0.867,0.118,0
0.777,0.178,0.045,0.578,0.381,0
0.154,0.493,0.352,0.022,0.042,1
0.067,0.113,0.82,0.133,0.292,0
0.023,0.891,0.086,0.142,0.299,0
0.736,0.066,0.198,0.587,0.217,0
0.318,0.261,0.421,0.429,0.249,0
0.084,0.699,0.218,0.254,0.639,1
0.407,0.237,0.355,0.153,0.272,0
0.192,0.699,0.109,0.155,0.63,1
0.39,0.103,0.508,0.477,0.399,0
0.95,0.041,0.009,0.38,0.176,0
0.201,0.635,0.164,0.224,0.743,1
0.751,0.213,0.036,0.273,0.475,0
0.099,0.825,0.076,0.208,0.28,0
0.728,0.084,0.188,0.352,0.534,0
0.678,0.256,0.066,0.578,0.363,0
