@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,0.904131,0
2,0.991886,0
3,1.357335,0
4,0.924546,0
5,0.783374,0
2,0.816742,0
3,1.086431,0
5,0.947377,1
3,1.40174,1
5,0.967964,0
1,0.822677,0
2,1.170349,0
3,1.423611,1
5,0.91981,0
3,1.862359,1
1,1.25275,2
2,1.434341,2
3,1.220309,2
5,1.006697,0
2,1.477999,1
3,1.005906,1
5,0.990297,0
2,0.924739,0
3,1.021646,0
4,0.98672,0
1,1.150119,0
2,1.250517,0
5,0.860839,0
1,0.930196,0
2,1.016907,0
3,1.025292,0
3,1.686065,2
3,1.812652,1
4,1.027018,0
5,1.05834,0
1,1.070295,0
2,0.986014,1
3,1.71009,2
4,0.955633,0
5,1.167908,0
1,1.361898,1
2,0.793509,0
3,1.325688,1
4,1.038531,0
5,0.846533,1
2,2.014154,0
3,0.721416,0
4,1.0961,0
5,1.145925,0
1,0.904131,0
3,1.073673,0
4,0.924546,0
5,0.963428,0
1,0.985584,0
2,0.708745,0
3,0.697888,0
2,0.947972,0
3,1.950506,1
5,2.082135,2
1,0.904131,0
2,0.860145,0
3,0.75356,0
4,1.00399,0
5,1.153601,0
1,0.788467,0
2,1.276559,0
1,0.842226,0
2,1.04397,0
3,0.820001,0
4,1.187057,0
5,1.017514,0
1,1.694227,2
2,0.652577,0
3,0.891911,0
4,0.903822,0
1,0.700498,0
2,0.691895,0
3,1.042358,0
4,0.983266,0
2,0.976057,1
3,0.941784,1
4,1.036229,0
5,0.826294,0
1,1.000245,0
2,0.754701,0
3,0.572791,0
4,1.005142,0
5,0.943189,0
2,0.97861,1
3,0.99497,2
2,1.059544,1
3,1.204403,0
1,0.961148,0
2,1.235453,0
3,1.341263,2
5,0.991343,0
1,0.871549,0
1,0.873178,0
3,0.746601,0
4,1.073072,0
5,0.793842,0
2,1.329663,0
1,1.021423,1
2,0.697256,0
3,1.104326,1
4,1.208933,0
1,1.042601,1
2,0.700831,0
3,1.087591,0
4,0.911881,0
2,0.921931,0
3,1.041861,0
5,0.987156,0
3,0.889757,0
5,0.892244,0
1,0.979068,0
2,0.785594,0
3,1.048985,0
1,1.060521,0
3,0.853968,0
2,0.856571,1
3,1.566933,2
4,1.098402,0
1,1.286961,0
2,0.613003,0
3,0.767643,0
5,0.925044,0
1,1.578563,1
2,0.721256,0
3,0.831765,0
1,0.959519,0
2,1.332472,0
3,0.874679,0
4,1.244626,0
5,1.044731,0
1,1.365156,1
2,1.046778,0
3,0.663921,0
4,1.067315,0
5,0.949121,0
1,0.982326,0
2,0.876485,0
3,0.785372,0
1,0.948115,0
2,0.681938,0
3,0.710149,0
5,1.119754,0
1,0.941599,0
2,0.657683,0
3,1.086431,0
5,0.940398,0
2,0.800147,0
5,1.004254,1
1,0.858517,0
2,1.410342,0
3,1.259909,1
5,1.354243,1
1,0.873178,0
2,0.742446,0
3,0.579916,0
1,0.943228,0
2,0.924994,0
3,0.896716,1
4,0.921092,0
5,0.898176,0
3,1.168117,0
4,1.090343,0
2,1.143541,0
3,0.760187,0
4,0.942968,0
5,0.978781,0
2,0.868315,0
1,0.838968,0
2,0.690108,0
5,0.965871,1
2,0.776658,0
3,0.703852,0
4,0.991325,0
5,1.211875,0
1,0.806387,0
2,1.087373,0
3,0.642878,0
4,1.016655,0
5,0.866771,0
5,0.954356,2
2,1.285494,0
3,1.068868,0
5,1.042987,0
3,0.949405,0
2,0.891548,0
3,1.239861,1
4,0.856616,0
5,0.994135,0
1,0.891098,0
2,0.756489,0
3,0.85579,0
4,0.931454,0
1,0.821048,0
2,0.678108,0
3,0.584058,0
4,1.007444,0
5,1.114171,1
1,0.993729,0
2,0.941079,1
3,0.801941,0
5,2.104467,0
2,1.280133,0
3,0.902846,1
2,0.689342,0
3,0.618356,0
5,0.912134,0
2,1.000822,2
3,1.314918,2
4,1.099554,0
5,1.016467,2
2,0.916569,0
3,0.992816,1
5,0.879682,1
