@relation rabc_features-weka.filters.unsupervised.attribute.Remove-R1

@attribute psy_feature1 numeric
@attribute psy_feature2 numeric
@attribute psy_feature3 numeric
@attribute psy_feature4 numeric
@attribute psy_feature5 numeric
@attribute psy_feature6 numeric
@attribute psy_feature7 numeric
@attribute psy_feature8 numeric
@attribute psy_feature9 numeric
@attribute psy_feature10 numeric
@attribute psy_feature11 numeric
@attribute psy_feature12 numeric
@attribute psy_feature13 numeric
@attribute psy_feature14 numeric
@attribute psy_feature15 numeric
@attribute psy_feature16 numeric
@attribute psy_feature17 numeric
@attribute psy_feature18 numeric
@attribute child_feature1 numeric
@attribute child_feature2 numeric
@attribute child_feature3 numeric
@attribute child_feature4 numeric
@attribute child_feature5 numeric
@attribute child_feature6 numeric
@attribute child_feature7 numeric
@attribute child_feature8 numeric
@attribute child_feature9 numeric
@attribute child_feature10 numeric
@attribute child_feature11 numeric
@attribute child_feature12 numeric
@attribute child_feature13 numeric
@attribute child_feature14 numeric
@attribute child_feature15 numeric
@attribute child_feature16 numeric
@attribute child_feature17 numeric
@attribute child_feature18 numeric
@attribute joint_feature1 numeric
@attribute joint_feature2 numeric
@attribute class {0,1,2}

@data
2,0.287929,1.116552,0.455915,2.248583,1.233513,-0.095369,0.899234,3.717032,0.091054,0.330594,0.325725,2.322633,0.316616,0.279099,0.244506,2.277442,0.064196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02756,0,0
7,0.643134,-0.001155,0.852484,3.992876,-0.097544,0.130348,0.66315,4.27527,0.222261,-0.11664,0.66269,3.472219,-0.376015,-0.278865,0.680858,3.561859,-0.372647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167708,0,0
2,0.617302,-0.060947,1.005508,5.127048,-0.116424,-0.124854,0.902405,6.176768,-0.064756,-0.412276,0.985709,5.025169,-0.315612,0.125496,1.897079,4.844153,0.125706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11393,0,0
8,0.414013,-0.104149,0.774047,3.657304,-0.225202,-0.259539,1.060915,4.832298,-0.097673,-0.144498,1.276104,5.397017,-0.074329,0.219468,0.857025,4.174796,0.413998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718708,0,0
12,0.124705,0.103884,1.083688,4.301709,-0.114756,-0.191556,1.009581,3.88043,-0.134931,-0.063782,0.822976,4.000498,-0.172513,-0.377784,0.748866,4.342815,-0.500286,5,0.021816,0,1,3.280109,0.463188,0,1,3.928151,-0.001709,0,1.000001,2.752255,-0.176419,0,0.018663,0.599279,0.053336,1.675625,0,2
2,0.314961,1.256537,0.572187,2.805388,1.496536,0.048108,0.918419,3.973495,0.269204,-0.158002,0.338548,2.447302,-0.116632,-0.211469,0.968819,3.228025,0.161667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011629,0,0
7,0.696228,-0.193745,0.850416,4.546815,-0.410812,0.337657,0.79833,4.444973,0.460849,0.258385,0.920749,4.09346,0.126218,0.119629,0.925648,4.57913,0.164689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866824,0,0
2,0.498438,-0.127271,0.789535,5.909694,-0.193031,-0.255755,0.73546,5.587112,-0.114066,-0.585018,0.095178,1.327652,-0.739183,0.126517,0.05769,1.00972,0.111027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04533,0,0
10,0.39125,0.052281,1.276545,4.665842,0.074364,0.125238,0.974595,4.095656,0.357144,-0.187643,0.599672,4.031774,-0.261705,-0.135835,1.320494,4.328802,0.170461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220736,0,0
9,0.086289,0.065075,0.581222,3.57853,0.113313,0.252262,0.816255,3.918289,0.330874,0.03384,0.641822,4.3795,-0.217884,0.218628,0.430766,3.068755,-0.097908,2,0.673035,-0.305191,0.707666,5.128302,-0.40924,-0.117467,0.819152,5.059758,-0.531347,0.1947,1.247424,6.616946,-0.268202,0.075406,0.100713,3.026224,0.015899,1.801428,6,1
2,0.352018,1.726038,0.953193,4.217083,2.05265,1.575643,0.869939,4.026551,1.925414,-0.545478,0.096629,1.138773,-0.66828,-0.282468,0.028586,0.604208,-0.275098,1,1,1.272234,0.804795,4.217083,1.497545,0.470305,1.690754,4.234968,0.185324,-0.1121,0.85079,4.889153,-0.555598,-0.097582,0.121414,2.891536,-0.162254,1.015043,2,0
7,0.65183,0.349758,0.889292,5.32793,0.281586,0.62012,0.950538,4.053087,0.715538,-0.298726,0.632267,3.519057,-0.650069,-0.112663,0.198441,2.560136,-0.268656,2,0.964062,0.422377,0.942555,6.20624,0.324372,0.2076,1.126356,4.118901,-0.031934,-0.344101,0.356601,3.077702,-0.63015,-0.119726,0.144035,2.259042,-0.230153,1.055007,7,0
2,0.482496,-0.282519,0.639107,4.445331,-0.412515,-0.288496,0.86432,6.130884,-0.123459,-0.537737,0.096157,1.297548,-0.656905,-0.712706,0.26001,2.320658,-0.779661,2,0.394216,0.694692,0.106222,2.08217,0.683423,0.107028,1.061752,4.051397,0.25025,-0.942236,0.195751,1.733431,-0.765908,-0.302012,0.066969,0.874595,-0.411381,1.073097,0,0
8,0.43449,-0.195382,1.097864,5.047678,-0.078119,0.229844,1.366242,5.252772,0.446524,-0.105498,1.348917,5.42194,-0.337905,-0.214817,1.127029,4.688783,-0.01003,9,0.299586,-0.12541,1.094739,4.570261,0.017227,0.22112,1.214506,4.78008,0.346996,0.073222,0.65362,4.995147,-0.260931,0.03215,0.038783,1.148786,-0.005394,0.982184,8,1
10,0.098246,-0.149205,0.612629,3.350088,-0.325789,-0.216576,1.199888,4.65258,-0.077893,0.523606,0.891368,4.398278,0.400838,0.75024,1.231024,5.468511,0.372564,19,0.140684,0.00416,1.009042,4.650897,0.018729,-0.154276,0.832796,3.718339,-0.084517,0.214962,1.380739,7.387719,0.244046,0.081364,0.059068,1.774155,0.090699,1.699501,0,2
2,0.33253,0.32809,0.433875,2.916137,0.126942,0.522416,0.644462,3.909234,0.735099,0.837048,0.645933,2.489755,1.066974,0.222754,0.205188,1.85178,0.044639,1,0.175904,0.080024,0.752929,3.044893,-0.174722,0.163782,0.942343,3.631725,-0.224835,0.510968,0.213585,1.863317,0.460725,0.237559,0.013246,0.558355,0.291496,0.94449,1,0
7,0.742157,-0.009528,1.325683,4.917948,-0.24042,0.125714,0.705828,4.295063,0.239232,-0.138787,0.678421,3.584057,-0.104891,-0.095539,0.396568,4.082136,-0.104707,5,0.345085,-0.135357,0.992849,4.38527,-0.013276,0.090569,0.907186,3.930873,0.291584,0.063953,0.634464,4.93688,-0.015726,-0.018527,0.047424,1.605749,-0.06906,1.164229,5,0
2,0.398325,-0.277818,0.490901,3.406422,-0.305376,-0.121526,1.259142,9.366807,-0.052874,-0.504803,0.135431,1.634905,-0.566699,-0.145071,0.145454,1.810982,-0.244028,2,0.354067,0.294217,0.756648,3.462566,0.334529,-0.048756,0.890764,4.074633,0.020752,-0.394016,0.983926,5.825728,-0.71563,-0.090817,0.006452,0.490387,-0.083804,1.365463,0,1
8,0.407014,-0.36116,0.699966,3.649491,-0.495091,0.071699,1.072731,5.124499,0.064654,0.178731,1.142431,5.031038,0.012364,0.132651,0.614345,6.101903,0.053961,9,0.423423,0.01734,0.925962,3.6451,0.122769,-0.00354,1.059174,5.454139,0.013831,-0.086592,1.004609,4.020089,-0.462414,0.01875,0.022205,0.708725,0.011181,0.790426,9,0
7,0.110236,-0.361721,1.014286,4.131687,-0.509953,-0.267007,0.851,5.803469,-0.381573,0.006047,1.244293,4.795398,-0.042784,0.471136,1.343532,6.895689,0.21944,13,0.217348,-0.11005,1.208692,3.66883,0.099331,-0.064313,0.865221,5.572209,-0.153892,0.087272,0.975701,6.124498,-0.082887,-0.009714,0.023132,0.804807,0.003135,1.31748,1,1
2,0.330377,0.665858,0.773137,4.009388,0.659977,0.030839,0.648706,3.580838,0.014551,-0.596607,0.148507,1.646242,-0.585324,-0.967525,1.08131,3.286847,-0.375739,1,0.094235,0.191069,0.437197,2.520412,0.479956,-0.123585,0.551639,2.724962,-0.032916,-0.45733,0.063772,0.882112,-0.373375,-0.059713,0.001061,0.113114,-0.07325,1.026422,1,0
7,0.742786,0.004748,0.923572,3.817433,-0.009045,0.039374,0.95153,5.463572,-0.083995,0.060157,0.725831,5.19299,-0.045615,0.121932,0.432173,3.917074,0.02116,3,0.474031,0.262602,0.557648,3.578907,0.255553,0.312376,0.959399,5.320114,0.342047,-0.098637,0.16619,2.273613,-0.100636,-0.01433,0.009024,0.447544,-0.014916,0.843866,5,1
2,0.519868,0.042799,1.046303,3.68073,0.303112,-0.120951,1.928776,10.983944,-0.003325,0.376003,1.840154,4.853417,-0.132385,-0.532211,0.0719,1.734998,-0.522259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986531,0,0
10,0.230067,0.057469,1.090448,3.258206,0.083995,0.075943,0.966031,6.140454,0.042452,-0.203688,1.081014,5.697518,-0.479339,-0.071392,0.962086,6.169863,0.089205,4,0.048422,-0.034583,0.907395,3.088709,-0.273851,0.061061,1.186517,5.818018,-0.242716,-0.086644,1.317792,4.54641,-0.629571,-0.038841,0.051556,1.064296,-0.124467,2.00633,2,0
5,0.108406,-0.403206,0.567427,2.917086,-0.308988,-0.341224,0.694367,3.946003,-0.299915,0.644813,1.121665,3.802062,0.1985,0.500736,1.813507,5.336784,0.144057,4,0.047772,-0.36972,1.228394,3.505805,-0.983765,-0.25183,0.484633,3.507468,-0.236227,0.443399,0.97193,3.194347,0.160929,0.051534,0.040955,0.844959,-0.007275,0.716949,0,0
2,0.331933,0.62472,0.689885,3.016237,0.912988,0.345624,1.234722,4.868233,0.328375,-0.66858,0.078931,1.241557,-0.659375,-0.939368,0.766281,3.452325,-1.213424,3,0.192227,-0.281659,0.5499,2.693623,-0.131648,-0.411967,1.123867,5.029719,-0.721489,0.441956,0.949757,3.352483,0.716382,0.041228,0.013555,0.757536,0.066804,1.083319,0,0
7,0.702497,-0.019634,0.999692,4.000689,0.061441,-0.007425,0.886901,5.983604,-0.083281,0.041721,0.759426,5.535519,-0.150094,0.080398,0.67098,5.930946,0.042395,3,0.045676,0.692812,0.888829,3.476562,0.815043,0.249366,0.560516,3.023896,0.34343,-0.545737,0.060746,1.067059,-0.520313,0.084068,0.005908,0.278647,0.106995,1.142315,3,0
2,0.571171,0.071029,0.893053,3.670158,0.03558,-0.181256,1.588987,10.721063,-0.104216,-0.349621,0.296679,2.363987,-0.277652,0.425106,0.074626,1.220732,0.489726,1,0.086486,-0.18631,0.177849,1.494248,-0.05507,0.409714,1.213836,4.19072,0.168876,-0.527341,0.0981,1.096341,-0.421116,0.029424,0.009857,0.289194,0.039713,0.906498,1,0
8,0.327018,-0.091109,0.906506,3.442497,-0.293435,0.118796,0.845193,5.370001,0.072124,0.10745,1.804215,5.90939,-0.086719,-0.014637,0.78284,4.758579,-0.214415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872572,0,0
7,0.130247,-0.430852,0.710243,3.438863,-0.746651,-0.450305,0.813625,5.614128,-0.571604,0.585811,0.808144,4.145643,0.509188,-0.021249,2.646954,9.731572,0.206739,13,0.193056,0.019013,1.010573,3.255188,0.127977,0.043093,1.082115,5.010346,-0.159453,0.144556,1.087862,3.605429,-0.212929,-0.006887,0.02283,1.189382,-0.057013,1.067025,0,0
1,0.234122,1.023533,0.711069,3.169606,1.069412,0.157167,1.023296,3.950606,0.101244,0.644784,0.504853,2.851574,0.38758,-0.552945,0.124145,1.830203,-0.609982,1,0.136986,-0.003916,0.590304,2.336214,0.292832,-0.551401,0.225771,2.543883,-0.507966,-0.857461,0.049769,1.109072,-0.965514,0.123327,0.000603,0.127571,0.116307,0.913766,0,0
7,0.723651,0.099571,1.016446,3.850844,0.065434,0.138497,0.939823,5.829723,0.02812,-0.304171,0.464342,3.492831,-0.420324,0.051915,0.568013,4.218191,-0.068956,1,0.0431,-0.121107,1.566697,3.266849,-0.095488,-0.108576,0.386106,2.970531,-0.257801,-0.514341,0.042471,0.874243,-0.540181,-0.057001,0.007542,0.302133,-0.093343,0.960394,1,0
2,0.547107,0.414888,0.312381,3.685902,0.45458,0.046323,1.675074,11.433393,0.090552,-0.180057,0.532312,3.298956,-0.417338,0.463163,0.531411,3.357183,0.432537,1,0.059504,0.663343,0.327898,2.401323,0.74063,-0.162542,0.182379,1.775007,-0.095994,-0.553839,0.311695,1.740706,-0.384055,-0.49819,0.001418,0.106974,-0.483493,0.988164,0,0
8,0.48487,-0.031347,1.211361,3.455159,-0.205173,0.162449,1.066317,5.678659,0.2173,-0.38316,0.910755,4.470761,-0.63012,-0.509,1.260127,5.449758,-0.613616,1,0.055476,0.801477,0.483708,2.805149,0.979255,-0.044042,0.97884,3.778916,-0.390929,0.691952,1.186409,3.944379,1.099719,0.080278,0.007674,0.513296,0.100663,0.705992,0,0
2,0.051519,0.016333,1.22089,3.377466,0.434539,-0.397871,0.88949,4.084775,-0.326081,0.828219,0.415802,3.914922,0.750458,-0.144656,0.290377,2.557532,-0.089056,2,0.048433,-0.722097,0.424357,2.105246,-1.189804,0.061931,1.150297,4.675174,-0.287925,-0.42462,0.384868,2.450018,-0.619,0.02887,0.441456,4.46152,0.007757,0.693566,0,0
2,0.367889,0.442573,1.080105,3.455691,0.946302,-0.170642,1.189865,5.615237,-0.315726,-0.144368,0.450673,2.695684,-0.18752,-0.22168,1.052653,3.316458,-0.590692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900111,0,0
7,0.729858,-0.113621,0.865467,3.414336,-0.040309,-0.048947,0.786296,5.590287,-0.048623,0.216693,1.042292,6.739545,-0.047892,0.329052,0.635083,4.210772,0.275438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954132,0,0
2,0.511628,-0.145349,0.818615,4.574408,0.1333,0.17495,1.549032,9.05273,0.228395,-0.644422,0.089679,1.187917,-0.755273,-0.152124,0.673609,2.980892,0.065762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983264,0,2
8,0.364126,-0.053105,0.942743,4.94207,-0.012816,0.017938,0.660054,5.032506,0.163259,-0.346539,0.296896,2.034174,-0.37302,-0.016137,0.726208,4.888576,0.087382,6,0.18718,-0.621974,0.914955,4.596149,-0.594344,-0.023392,0.698112,4.44659,0.050881,0.254972,0.793896,5.108715,0.234048,0.087491,0.022836,0.819164,0.088558,0.94429,3,0
18,0.162334,0.234595,0.494214,4.223454,0.072284,-0.369729,0.514258,5.223049,-0.40969,-0.189835,0.36805,3.653958,-0.32397,0.155495,0.667914,7.088706,0.223255,3,0.029562,0.587888,0.389241,3.154174,0.541802,-1.041729,0.538296,3.451375,-1.117828,-0.208938,0.467881,3.485539,-0.301237,0.127899,0.01701,0.680458,0.158753,1.938429,1,1
2,0.417127,0.607439,0.741754,3.862416,0.886986,1.00246,1.133801,5.28089,0.917931,0.113599,0.42616,2.117052,0.2776,-0.196601,0.760142,2.464092,-0.230482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235803,0,2
10,0.541311,-0.096584,1.242739,4.426974,0.224103,0.00986,1.107679,5.445975,-0.087475,0.342484,1.662437,6.83602,0.027275,-0.071548,1.186852,10.638757,-0.231838,3,0.116809,0.328207,0.713929,4.101456,0.351668,0.560505,0.69398,4.233631,0.607569,-0.217793,1.243927,10.04505,-0.591561,-0.130982,0.022102,0.671915,-0.118601,2.075577,3,2
2,0.623423,0.426579,0.65388,3.953887,0.416779,0.002987,1.722915,11.34697,-0.061807,-0.553058,0.048793,0.800016,-0.559839,-0.022786,0.157235,1.702523,0.008841,1,0.138739,0.481445,1.312466,3.482202,0.957257,-0.231065,0.515885,3.255378,-0.153774,-0.109896,0.1122,1.47226,-0.125822,0.134218,0.008011,0.315309,0.145314,0.906498,0,0
8,0.423865,0.103014,0.9957,3.422389,0.284735,-0.03923,1.037653,6.252164,-0.072708,-0.346103,0.768136,4.350383,-0.585283,-0.194368,1.166219,13.000352,-0.114084,3,0.04393,-0.797481,0.389354,1.859509,-0.528283,-0.556677,0.615638,3.522212,-0.786444,0.313564,0.346134,3.083939,0.120174,0.123476,0.024915,1.159181,0.073797,0.856804,1,0
8,0.187555,-0.55713,0.699552,3.185894,-0.403331,-0.245473,0.875541,5.30383,-0.38915,0.407739,1.320278,4.570506,-0.061012,0.380215,0.845306,4.975575,0.509015,11,0.245602,-0.075662,1.010075,3.705931,0.007094,-0.010711,0.966111,5.297769,-0.127361,-0.036287,1.288448,5.899575,-0.320388,-0.003,0.064013,1.668111,-0.093622,0.748894,2,0
2,0.387615,1.144368,0.12594,1.627654,1.168988,0.212848,0.849439,4.978252,0.233401,-0.581355,0.063189,1.303577,-0.651261,-0.972263,0.524991,2.32027,-0.549748,1,0.204128,0.939846,0.143656,1.849191,1.001326,0.337797,1.56192,4.275046,0.446476,0.1931,0.833766,2.692948,-0.053944,-0.246431,0.00488,0.268202,-0.259067,0.992284,0,0
7,0.660617,-0.10043,0.973957,3.561084,0.078957,0.042136,0.847024,4.971672,-0.007067,0.190923,0.996965,5.476442,0.211182,0.099297,0.815534,6.953082,0.056709,4,0.085904,0.040144,0.960081,3.561084,0.282056,0.434494,0.630929,4.022631,0.430066,0.243397,0.133473,1.727551,0.351919,0.030955,0.004951,0.327982,0.022769,1.149968,5,0
2,0.642562,-0.064363,0.593744,3.706473,-0.123582,0.052888,2.325832,12.684766,-0.081806,-0.142589,0.199776,2.475868,-0.126348,0.229241,0.908494,4.96392,0.391779,1,0.121901,1.120456,0.268867,1.89681,1.22163,1.119655,0.820258,3.607949,1.04724,0.31295,2.413519,3.223562,1.840314,-0.256872,0.012156,0.220537,-0.365272,0.790531,0,0
8,0.2224,-0.16526,0.761792,3.358486,-0.382728,-0.110936,0.820231,4.81705,-0.084713,-0.296544,0.649686,4.280816,-0.202153,0.159757,0.9866,5.004662,0.206082,4,0.0574,-0.230338,0.839164,2.858428,-0.886155,-0.230172,0.726256,4.658032,-0.409125,-0.064335,0.685143,3.42591,-0.197868,0.063947,0.016097,0.838854,0.10374,1.2716,0,0
5,0.102788,-0.508232,0.544739,2.965272,-0.873265,-0.148236,1.070087,6.51513,-0.388226,0.908911,2.345513,7.424117,0.623426,-0.518631,1.368637,6.127404,-0.512201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868275,0,0
2,0.343941,0.615197,0.751729,3.045249,0.577992,0.28716,0.931241,4.264426,0.40619,-0.672037,0.025759,0.898335,-0.683996,0.142901,0.711511,3.261946,0.51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929697,0,0
7,0.783807,0.168932,1.207494,4.206562,-0.05239,0.05884,0.842689,5.166927,-0.033698,0.053703,0.740778,4.385374,-0.174271,-0.028808,0.883346,4.868267,0.049022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807691,0,0
2,0.649903,-0.222063,0.609074,3.909108,-0.021493,-0.153889,1.899699,12.160887,-0.17566,0.350832,0.472612,5.115559,0.287816,0.543618,0.350127,2.272738,0.639911,1,0.148936,-0.896061,0.058108,0.82427,-0.896061,0.352893,2.165983,5.559858,-0.137457,2.405635,1.692985,4.444873,3.331447,0.125748,0.007839,0.34838,0.115978,0.844431,1,0
8,0.323796,-0.051539,0.863051,3.368784,-0.017786,0.107545,0.983065,4.679796,-0.011454,-0.315138,1.443143,9.039153,-0.463216,0.196002,1.7415,7.168952,0.40076,5,0.125214,0.243833,0.967737,3.4278,0.494822,0.012779,0.916302,5.668402,-0.030228,0.170785,1.412328,4.294307,-0.009026,0.232408,0.054165,0.846819,0.204901,1.039914,0,0
3,0.079208,-0.24317,0.671179,3.104877,-0.111551,-0.334344,0.579883,4.791093,-0.489818,-0.085829,1.254614,6.98583,-0.351316,0.281335,1.323085,3.923097,0.229519,5,0.130329,-0.149783,0.807726,3.380429,0.184207,-0.096996,1.211045,6.583502,-0.370986,-0.112802,0.900156,4.915999,-0.408418,-0.153432,0.066141,1.848425,-0.061284,0.814924,0,0
2,0.293889,0.38199,1.1725,3.488715,0.351465,-0.202702,1.016015,4.371394,-0.370791,0.529212,0.377239,2.843064,0.517794,-0.445769,0.110143,1.92493,-0.393394,2,0.332687,-0.000127,0.900155,3.665834,0.123337,-0.017982,0.767642,4.770176,-0.071929,-0.287229,0.68912,3.359901,-0.526853,-0.027455,0.035544,1.004921,-0.078152,1.173216,1,0
7,0.697188,0.063883,1.148961,3.58635,0.230471,0.064976,0.909183,5.495889,-0.092396,0.05969,0.533137,4.070948,-0.027974,-0.192282,0.522855,4.16358,-0.239996,3,0.098422,-0.072689,1.512435,4.67159,0.106121,0.123266,0.654109,4.103232,0.080378,0.328035,0.640502,2.605203,0.260349,-0.023299,0.004059,0.237031,-0.044221,1.014309,2,0
2,0.264423,0.07678,0.342226,3.784312,0.069583,0.426778,1.730107,10.537906,0.657076,-0.875998,0.100469,1.11503,-0.930772,-0.446501,0.278253,1.996409,-0.332464,2,0.228846,0.487063,0.383714,2.048428,0.506303,0.237878,1.163803,5.008058,0.27371,-0.240555,0.25495,2.309811,-0.372627,0.052857,0.011696,0.354291,0.028393,1.698662,1,2
8,0.523474,0.115364,1.557204,4.840624,-0.260768,-0.081529,0.791499,4.392276,-0.218915,-0.324632,1.151705,6.075814,-0.570707,0.188107,1.113246,5.502819,0.265051,3,0.072379,-0.401111,1.444768,4.761513,-0.639128,0.061781,0.93839,3.749648,0.127338,-0.156189,0.426099,4.166389,-0.328982,-0.055645,0.016946,0.970909,-0.009793,0.650042,1,0
5,0.076537,-0.464484,0.214381,2.41161,-0.452189,-0.492196,0.479736,3.463882,-0.686109,0.737382,1.551995,4.569199,0.561556,1.039483,0.255562,2.862642,1.29518,1,0.012261,-0.530131,1.074288,3.14866,-0.254504,-0.768965,0.19473,1.932679,-0.715952,2.184979,0.067468,1.120214,2.091619,-0.101781,0.000375,0.088597,-0.094107,0.886388,0,0
2,0.380892,0.467076,0.824296,3.247011,0.735783,0.896131,1.156112,4.39852,1.00589,-0.811146,0.056406,0.93579,-0.837907,-0.65293,0.25433,2.001688,-0.754772,1,0.075159,-0.114021,0.21949,1.808238,-0.024054,-0.29309,0.445635,4.088227,-0.519662,-1.01586,0.053935,0.736364,-1.050798,0.062857,0.001541,0.150822,0.055175,0.893283,1,0
7,0.737726,-0.074416,0.816773,5.288506,-0.297696,0.001688,1.000821,4.60034,-0.114699,0.311732,0.503936,4.186701,0.315433,-0.285434,0.797893,9.307358,-0.460162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807691,0,0
2,0.732558,-0.664974,0.662593,3.647504,-0.67474,-0.069845,1.072427,6.887609,0.178004,-0.757011,0.296917,1.789324,-0.899407,-0.044853,0.062577,1.378928,-0.028691,1,0.12093,-0.341168,0.029465,0.583296,-0.341168,-0.572141,0.074955,1.083321,-0.540621,-0.235672,1.820945,3.777282,-1.205719,0.062931,0.164222,1.173293,-0.202426,0.702331,0,0
8,0.33321,-0.181012,0.562673,3.439014,-0.156394,-0.163821,1.072316,4.351709,-0.122744,0.470304,1.248779,6.033255,0.350308,0.37218,0.962289,5.264711,0.248933,3,0.048708,0.218187,0.398311,3.029601,0.005464,0.063787,0.69418,3.244872,-0.147477,0.856447,1.03926,2.878077,0.371778,0.049218,0.008036,0.35056,0.046301,0.689207,1,0
7,0.12812,-0.49615,0.671221,3.92146,-0.875711,-0.499294,0.719892,3.833706,-0.76192,0.075475,0.761298,3.737718,0.199586,0.48024,1.739071,7.867909,0.296471,12,0.104276,-0.266627,1.085672,4.384938,-0.468439,-0.102702,0.58879,4.274384,-0.284994,-0.313795,0.825864,3.934928,-0.503572,0.019181,0.030741,2.3583,-0.054397,1.035904,0,0
2,0.326698,1.224945,0.359907,2.781845,1.181066,0.091761,1.073715,4.175289,0.202923,-0.747515,0.031163,0.980788,-0.749125,-1.098164,0.230697,2.021329,-1.028263,2,0.118267,1.111665,0.080818,1.118158,1.153579,-0.19281,0.916094,3.494178,-0.54923,0.235614,0.870693,2.439365,0.59269,0.086947,0.018335,0.548668,0.070683,0.971801,0,0
7,0.81225,0.233234,1.038463,4.158115,-0.001005,0.320066,0.826191,4.637123,0.401573,-0.016026,0.967468,4.657867,-0.283338,-0.23376,0.49684,4.103191,-0.281278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78369,0,0
2,0.515658,-0.17055,0.68855,3.74833,0.046659,-0.219273,2.633672,12.585629,0.02074,1.023838,1.24884,3.530869,0.711412,-0.179358,0.038555,1.252077,-0.18024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782365,0,0
8,0.398097,-0.293935,0.957953,3.763955,-0.368272,-0.024967,0.797622,4.744348,-0.110308,0.178691,1.928336,7.584902,0.431215,-0.051094,1.456114,10.982765,-0.21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641395,0,0
2,0.053007,0.159708,1.521267,3.395909,0.500507,-0.019219,0.876255,4.283229,-0.252376,0.072143,0.294196,1.969867,0.207515,0.375082,0.389596,2.772068,0.12027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577807,0,0
2,0.379845,0.196718,0.500223,3.314387,0.208448,0.19733,0.769273,3.792435,0.343076,-0.672307,0.138891,1.956804,-0.65822,-0.994119,0.308914,2.708878,-1.083771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880766,0,0
7,0.70403,0.120104,1.01399,3.773922,0.183378,0.011924,0.935646,6.270312,-0.099144,-0.095011,0.523289,4.30941,-0.22323,0.149199,0.843812,6.607215,0.230352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.027179,0,1
2,0.538614,-0.254526,0.973421,4.972385,-0.33547,-0.37456,1.855633,9.534155,-0.121984,-0.524241,0.042562,0.772568,-0.523515,-0.257274,0.475573,2.468992,-0.640998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824831,0,2
9,0.370651,-0.38151,0.730019,4.623354,-0.492434,-0.094021,0.656305,5.37732,-0.038774,-0.302878,1.786851,8.367582,-0.678029,0.027057,0.639355,5.821734,-0.007234,1,0.008894,-1.99754,0.00004,0.021388,-1.99754,-1.193125,0.079333,0.972855,-1.187488,0,0,0,0,0,0,0,0,0.972265,0,1
5,0.092189,0.518983,1.050772,4.459865,0.603044,-0.220097,0.802089,4.348563,-0.311232,0.35701,0.256946,2.94339,0.462702,0.618639,1.120971,5.302505,0.394803,12,0.181738,0.068146,1.043994,4.494818,0.123017,-0.376693,0.562684,4.16145,-0.346699,0.305685,1.385753,10.237663,-0.011677,-0.067479,0.02219,1.208563,-0.071766,0.935952,0,1
2,0.356667,1.161504,0.225188,1.857721,1.026975,0.366277,1.195214,5.112677,0.381486,-0.300537,0.210439,2.354903,-0.424321,-0.701259,2.208239,4.286291,0.169715,2,0.172222,0.241734,0.19574,1.767207,0.434774,-0.3529,1.280464,4.510602,-0.69613,0.939845,0.781406,3.208011,1.21525,0.100238,0.039097,0.895377,0.169765,1.024146,0,0
7,0.777449,-0.212385,0.840033,4.915703,-0.143106,0.109125,1.024688,4.7414,0.038772,0.017003,0.707188,4.466389,-0.156307,-0.015759,0.621248,7.616459,-0.127553,11,0.394848,-0.034647,1.003107,4.54062,0.050905,0.519466,0.999029,4.506765,0.612889,-0.444071,0.234833,2.154065,-0.479094,-0.19347,0.015008,0.626699,-0.203099,0.823691,11,0
