@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature3 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

1,4,-0.046057,4.007411,0.591265,0
2,10,-0.440688,4.479066,1.097136,0
3,12,0.092127,4.476359,1.531708,2
4,3,0.906286,2.234771,1.746738,2
5,16,0.283345,5.282326,1.283887,1
1,2,-0.032875,4.185434,0.906498,0
2,8,-0.151472,3.717095,0.988033,0
3,12,0.170735,3.710519,1.348931,0
4,2,-0.28529,3.489355,0.913766,0
5,8,0.040973,3.744269,0.780907,0
1,2,-0.453439,4.374485,1.169463,0
2,10,0.063536,4.249956,1.662998,0
3,5,-0.189698,4.079849,0.597238,0
4,2,1.285321,2.899975,1.264252,0
5,7,-0.20941,7.094787,0.944393,1
1,2,0.080034,4.948661,1.278896,1
2,12,-0.160537,4.073898,1.64723,0
3,8,-0.205644,2.717923,1.393061,1
4,2,1.340593,2.743845,0.942214,0
5,7,0.121952,5.802987,0.964916,0
1,2,-0.163256,4.538522,0.824831,0
2,8,-0.006814,3.969727,1.165803,0
3,12,0.109875,4.502463,1.414796,1
4,2,0.89193,2.593907,1.13794,0
5,7,-0.155943,4.498704,0.916913,0
1,2,0.011422,4.491303,0.975097,0
2,12,-0.37783,3.764708,1.261173,0
3,8,0.353406,4.198062,1.850828,1
4,2,1.197869,2.095023,0.95018,0
5,7,0.084986,2.574422,0.919696,0
1,2,-0.232815,4.094864,1.25603,2
2,8,-0.255808,4.251957,1.42877,2
3,7,0.127097,4.352923,1.212753,2
4,2,0.854873,2.638,0.99456,0
5,7,0.009956,4.445478,1.003526,0
1,2,0.03638,4.433939,1.151497,2
2,11,-0.00104,5.38112,1.472258,1
3,9,-0.60243,3.762812,0.999677,1
4,2,1.09728,2.927803,0.749903,0
5,6,0.154677,4.589115,0.987177,0
1,3,0.175963,4.827151,1.616996,1
2,8,-0.008638,4.05231,0.921147,0
3,6,0.024367,4.063057,1.015321,0
4,2,0.287437,4.036506,0.975215,0
5,7,-0.123072,3.97339,0.876216,0
1,2,0.013547,4.870147,1.592496,0
2,8,-0.056102,4.162634,0.89012,0
3,3,0.307867,3.268091,0.73358,0
4,1,-0.23608,2.913419,1.029836,0
5,7,0.008568,4.193045,0.893956,0
1,2,0.077831,3.901367,1.15313,0
2,14,-0.292841,3.400645,1.245659,0
3,4,0.309557,3.462795,0.705422,0
4,2,0.992999,3.147476,0.986594,0
5,6,0.148549,3.393658,0.858128,0
1,2,0.268802,4.657121,0.932631,0
2,8,0.073706,4.515958,1.012956,0
3,7,-0.551595,3.946242,1.018943,0
4,2,1.116552,2.248583,1.02756,0
5,7,-0.001155,3.992876,1.167708,0
1,2,-0.060947,5.127048,1.11393,0
2,8,-0.104149,3.657304,0.718708,0
3,12,0.103884,4.301709,1.675625,2
4,2,1.256537,2.805388,1.011629,0
5,7,-0.193745,4.546815,0.866824,0
1,2,-0.127271,5.909694,1.04533,0
2,10,0.052281,4.665842,1.220736,0
3,9,0.065075,3.57853,1.801428,1
4,2,1.726038,4.217083,1.015043,0
5,7,0.349758,5.32793,1.055007,0
1,2,-0.282519,4.445331,1.073097,0
2,8,-0.195382,5.047678,0.982184,1
3,10,-0.149205,3.350088,1.699501,2
4,2,0.32809,2.916137,0.94449,0
5,7,-0.009528,4.917948,1.164229,0
1,2,-0.277818,3.406422,1.365463,1
2,8,-0.36116,3.649491,0.790426,0
3,7,-0.361721,4.131687,1.31748,1
4,2,0.665858,4.009388,1.026422,0
5,7,0.004748,3.817433,0.843866,1
1,2,0.042799,3.68073,0.986531,0
2,10,0.057469,3.258206,2.00633,0
3,5,-0.403206,2.917086,0.716949,0
4,2,0.62472,3.016237,1.083319,0
5,7,-0.019634,4.000689,1.142315,0
1,2,0.071029,3.670158,0.906498,0
2,8,-0.091109,3.442497,0.872572,0
3,7,-0.430852,3.438863,1.067025,0
4,1,1.023533,3.169606,0.913766,0
5,7,0.099571,3.850844,0.960394,0
1,2,0.414888,3.685902,0.988164,0
2,8,-0.031347,3.455159,0.705992,0
3,2,0.016333,3.377466,0.693566,0
4,2,0.442573,3.455691,0.900111,0
5,7,-0.113621,3.414336,0.954132,0
1,2,-0.145349,4.574408,0.983264,2
2,8,-0.053105,4.94207,0.94429,0
3,18,0.234595,4.223454,1.938429,1
4,2,0.607439,3.862416,1.235803,2
5,10,-0.096584,4.426974,2.075577,2
1,2,0.426579,3.953887,0.906498,0
2,8,0.103014,3.422389,0.856804,0
3,8,-0.55713,3.185894,0.748894,0
4,2,1.144368,1.627654,0.992284,0
5,7,-0.10043,3.561084,1.149968,0
1,2,-0.064363,3.706473,0.790531,0
2,8,-0.16526,3.358486,1.2716,0
3,5,-0.508232,2.965272,0.868275,0
4,2,0.615197,3.045249,0.929697,0
5,7,0.168932,4.206562,0.807691,0
1,2,-0.222063,3.909108,0.844431,0
2,8,-0.051539,3.368784,1.039914,0
3,3,-0.24317,3.104877,0.814924,0
4,2,0.38199,3.488715,1.173216,0
5,7,0.063883,3.58635,1.014309,0
1,2,0.07678,3.784312,1.698662,2
2,8,0.115364,4.840624,0.650042,0
3,5,-0.464484,2.41161,0.886388,0
4,2,0.467076,3.247011,0.893283,0
5,7,-0.074416,5.288506,0.807691,0
1,2,-0.664974,3.647504,0.702331,0
2,8,-0.181012,3.439014,0.689207,0
3,7,-0.49615,3.92146,1.035904,0
4,2,1.224945,2.781845,0.971801,0
5,7,0.233234,4.158115,0.78369,0
1,2,-0.17055,3.74833,0.782365,0
2,8,-0.293935,3.763955,0.641395,0
3,2,0.159708,3.395909,0.577807,0
4,2,0.196718,3.314387,0.880766,0
5,7,0.120104,3.773922,1.027179,1
1,2,-0.254526,4.972385,0.824831,2
2,9,-0.38151,4.623354,0.972265,1
3,5,0.518983,4.459865,0.935952,1
4,2,1.161504,1.857721,1.024146,0
5,7,-0.212385,4.915703,0.823691,0
1,2,-0.65602,4.892608,1.002864,0
2,8,-0.176254,5.179627,0.75177,0
3,2,-0.382317,1.596783,0.569245,0
4,2,0.698922,2.224549,0.993422,0
5,8,0.122661,4.657423,0.940219,0
1,2,-0.026514,3.659692,1.184163,1
2,8,-0.187858,3.389889,0.893172,2
3,2,-0.053719,3.511417,0.508319,1
4,2,0.829756,3.68832,0.898973,0
5,7,0.011575,3.691581,1.084226,2
1,2,0.396272,4.929609,0.847698,0
2,8,0.053926,4.360455,0.974808,1
3,6,0.19589,5.654631,0.98881,2
4,2,0.564668,4.000085,1.016181,1
5,7,-0.236352,4.20734,0.973612,1
1,2,0.242624,5.033199,0.970197,2
2,10,-0.114853,3.864322,1.055428,1
3,7,-0.591415,3.093536,1.196945,0
4,2,0.524672,2.796639,0.891007,0
5,7,0.250001,5.78014,0.970133,2
1,2,-0.335751,3.066823,0.963664,0
2,8,-0.150114,3.570451,1.230654,0
3,7,0.34776,3.586543,1.332958,2
4,2,1.101068,3.510934,1.02187,0
5,7,-0.21559,4.149177,0.988221,0
1,2,-0.761086,3.176732,0.873831,0
2,8,0.048259,4.109473,0.858584,0
3,5,-0.356694,3.447432,1.051382,0
4,2,0.459249,2.539034,0.836386,0
5,7,0.117024,4.292822,0.859171,0
1,2,-0.255777,3.995587,0.875464,0
2,8,-0.028734,3.585036,0.788901,0
3,7,-0.189227,3.620939,0.741978,0
4,2,1.219914,3.050896,1.06056,0
5,7,-0.070266,3.83573,0.791342,0
1,2,-0.356086,4.666383,1.048597,1
2,8,-0.106791,3.797649,1.324498,0
3,7,-0.177035,4.185738,1.36375,0
4,2,0.585846,2.846119,0.996836,0
5,7,0.118616,4.594128,0.95935,0
1,2,0.190101,6.251011,1.024097,1
2,9,-0.021415,4.564996,0.694548,0
3,10,0.27467,4.219458,1.097488,1
4,3,0.360173,3.188565,1.194837,0
5,2,-0.449741,3.442915,0.23375,0
1,2,0.229805,4.541616,1.04533,1
2,8,-0.077447,3.995826,0.698108,0
3,6,0.083219,3.931977,1.080857,0
4,2,0.456451,3.601488,0.901249,0
5,7,0.020201,3.859473,0.933958,0
1,2,0.151508,4.552163,1.077997,0
2,8,0.062763,3.765315,0.918349,0
3,9,0.109667,3.667449,1.03541,0
4,2,1.02177,3.85117,0.937663,0
5,7,-0.243181,4.448673,0.984047,0
1,2,0.142336,3.503729,0.913031,1
2,8,-0.299438,3.612764,0.660978,0
3,5,0.194375,3.758382,0.884248,0
4,2,0.70115,3.570433,0.859145,0
5,7,0.031527,3.635125,0.889434,0
1,2,0.07594,5.252722,0.981631,0
2,8,0.242951,3.371703,0.782543,0
3,8,0.152807,3.417787,1.04249,0
4,2,0.78318,2.790591,1.13225,0
5,7,-0.324323,4.188991,1.080399,0
1,2,0.123367,5.794505,1.063297,0
2,8,0.122898,3.788628,0.725829,0
3,7,0.06598,3.754747,0.84868,0
4,2,0.974654,4.479473,1.050319,0
5,7,-0.232274,4.006843,1.15762,0
1,2,-0.001936,5.865826,0.795431,0
2,8,-0.188553,4.783542,0.853243,1
3,8,0.328242,4.19326,1.557231,2
4,3,0.294296,3.476314,1.085595,0
5,7,-0.050644,5.160203,0.987177,1
1,2,0.378178,5.853308,1.29033,0
2,8,0.01649,3.704572,0.610622,0
3,8,0.340019,3.672899,0.76289,0
4,2,0.473565,3.573718,0.887593,0
5,7,-0.246363,5.855324,0.922131,0
1,2,0.453969,5.325631,1.582696,1
2,8,0.323343,3.483463,0.718454,0
3,6,-0.109163,4.185694,0.826615,0
4,2,1.14558,2.64082,1.126561,0
5,7,-0.374895,5.071835,1.085269,0
1,2,0.083163,5.18147,0.962031,0
2,13,0.118453,6.312105,1.327296,0
3,7,0.060183,4.034402,0.869263,0
4,2,1.371678,2.99686,1.230113,0
5,7,-0.172628,5.47714,1.041441,0
1,2,0.266134,5.537619,1.36873,1
2,11,-0.042379,5.832212,1.042712,0
3,5,0.339706,4.701641,0.65981,0
4,2,0.580756,3.289836,1.054871,0
5,7,-0.175241,5.590564,0.946132,0
1,2,0.190753,4.727714,0.984897,0
2,8,0.035214,4.337568,0.87308,0
3,5,0.27005,4.048899,0.780509,0
4,2,1.07515,4.150497,1.030974,0
5,7,-0.278637,4.068149,1.024744,0
1,2,0.170231,5.945864,0.950597,0
2,8,-0.015544,3.852648,0.679289,0
3,9,0.423311,3.865538,1.075423,1
4,2,0.982788,3.064032,1.034388,0
5,7,-0.372867,4.690851,1.061268,0
1,2,0.168007,3.752881,1.027364,0
2,8,0.13526,3.491962,0.767538,0
3,8,0.164591,3.339058,0.705752,0
4,2,0.993542,3.240395,1.024146,0
5,7,-0.315851,3.358328,0.941958,0
1,2,0.138438,5.387275,0.824831,0
2,12,0.118408,4.290943,1.889343,2
3,7,0.342397,3.750212,1.021907,1
4,2,0.882675,2.968468,1.161837,0
5,7,-0.42141,4.668016,1.116227,0
1,2,0.195893,5.612044,0.944064,0
2,8,0.089418,5.015264,0.655128,0
3,7,-0.026185,3.981518,1.079704,0
4,2,1.076338,4.006695,1.046905,0
5,7,-0.231659,4.225795,0.937436,0
1,2,0.17137,5.412522,0.699065,1
2,8,0.000845,4.533209,0.797039,0
3,7,0.460758,3.042725,0.677429,0
4,2,0.634562,4.254125,1.012767,0
5,7,-0.336765,3.879643,1.001091,1
1,2,-0.124299,4.485791,0.860764,0
2,12,-0.018871,4.290601,1.404863,0
3,10,-0.063721,4.128358,1.252108,1
4,2,0.950341,3.831747,0.916042,0
5,9,-0.076758,4.150492,1.349977,1
1,2,0.444226,3.64003,0.875464,0
2,8,0.029938,3.250854,0.739562,0
3,2,0.07154,3.13997,0.576325,0
4,2,0.874186,3.05365,0.980904,0
5,7,-0.226791,3.752728,0.983351,0
1,2,0.061697,4.984469,0.945697,0
2,8,0.127284,4.892,0.921401,0
3,7,0.166968,4.414368,0.891164,1
4,2,0.883029,2.440765,0.910352,0
5,7,-0.114208,4.977835,0.895347,0
1,2,0.413147,5.77454,1.004497,0
2,8,0.145859,3.853193,1.088998,0
3,5,0.104985,3.006312,1.160884,0
4,2,1.537946,6.408688,1.077629,0
5,7,-0.377724,3.710599,1.109618,0
1,2,0.100312,5.387828,0.854231,0
2,8,-0.176794,5.013164,1.139099,0
3,4,-0.030753,3.506631,0.75548,0
4,2,1.270495,3.513744,0.931973,0
5,7,-0.171456,4.205279,0.975699,0
1,2,0.342217,5.624294,1.174363,0
2,8,0.111768,4.629398,0.864942,0
3,7,0.356222,3.739454,0.982717,0
4,2,0.817149,2.709784,0.941077,0
5,7,-0.37711,5.229867,1.097444,0
1,2,-0.285313,5.306196,0.841164,0
2,8,0.007947,3.733265,0.687427,0
3,7,0.390194,3.624596,0.632476,0
