@relation 'rabc_features-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1 -D 1 -N 10'

@attribute task_id numeric
@attribute psy_feature1 numeric
@attribute psy_feature5 numeric
@attribute joint_feature1 numeric
@attribute class {0,1,2}

@data

2,10,4.479066,1.094611,0
3,12,4.476359,1.525641,2
5,16,5.282326,1.276733,1
1,2,4.185434,0.906081,0
2,8,3.717095,0.985759,0
3,12,3.710519,1.343587,0
4,2,3.489355,0.913784,0
5,8,3.744269,0.776555,0
2,8,3.451455,0.811697,0
3,5,3.226075,1.075427,0
5,7,7.094787,0.93913,1
3,8,2.717923,1.387542,1
5,7,5.802987,0.959539,0
1,2,4.538522,0.824452,0
2,8,3.969727,1.16312,0
3,12,4.502463,1.409192,1
5,7,4.498704,0.911804,0
3,8,4.198062,1.843496,1
1,2,4.094864,1.255453,2
2,8,4.251957,1.425481,2
3,7,4.352923,1.207949,2
5,7,4.445478,0.997934,0
2,11,5.38112,1.46887,1
3,9,3.762812,0.995717,1
5,6,4.589115,0.981677,0
2,8,4.05231,0.919027,0
3,6,4.063057,1.011299,0
4,2,4.036506,0.975234,0
1,2,3.901367,1.152601,0
2,14,3.400645,1.242792,0
5,6,3.393658,0.853346,0
1,2,4.657121,0.932203,0
2,8,4.515958,1.010625,0
3,7,3.946242,1.014907,0
3,12,4.301709,1.668987,2
3,9,3.57853,1.794292,1
4,2,4.217083,1.015062,0
5,7,5.32793,1.049128,0
1,2,4.445331,1.072604,0
2,8,5.047678,0.979923,1
3,10,3.350088,1.692769,2
4,2,2.916137,0.944509,0
5,7,4.917948,1.157742,0
1,2,3.406422,1.364836,1
2,8,3.649491,0.788607,0
3,7,4.131687,1.312261,1
4,2,4.009388,1.026442,0
5,7,3.817433,0.839164,1
2,10,3.258206,2.001713,0
3,5,2.917086,0.714109,0
4,2,3.016237,1.08334,0
5,7,4.000689,1.13595,0
1,2,3.670158,0.906081,0
3,7,3.438863,1.062798,0
4,1,3.169606,0.913784,0
5,7,3.850844,0.955042,0
1,2,3.685902,0.98771,0
2,8,3.455159,0.704367,0
3,2,3.377466,0.690819,0
2,8,4.94207,0.942117,0
3,18,4.223454,1.93075,1
5,10,4.426974,2.064012,2
1,2,3.953887,0.906081,0
2,8,3.422389,0.854832,0
3,8,3.185894,0.745927,0
4,2,1.627654,0.992303,0
5,7,3.561084,1.14356,0
1,2,3.706473,0.790168,0
2,8,3.358486,1.268673,0
1,2,3.909108,0.844043,0
2,8,3.368784,1.037521,0
3,3,3.104877,0.811696,0
4,2,3.488715,1.173239,0
5,7,3.58635,1.008657,0
1,2,3.784312,1.697882,2
2,8,4.840624,0.648546,0
3,5,2.41161,0.882877,0
4,2,3.247011,0.8933,0
1,2,3.647504,0.702009,0
2,8,3.439014,0.687621,0
3,7,3.92146,1.0318,0
4,2,2.781845,0.97182,0
2,9,4.623354,0.970028,1
3,5,4.459865,0.932245,1
4,2,1.857721,1.024166,0
5,7,4.915703,0.819102,0
1,2,4.892608,1.002404,0
2,8,5.179627,0.75004,0
3,2,1.596783,0.56699,0
4,2,2.224549,0.993441,0
5,8,4.657423,0.93498,0
2,8,4.360455,0.972565,1
3,6,5.654631,0.984893,2
2,10,3.864322,1.052999,1
3,7,3.093536,1.192204,0
1,2,3.066823,0.963222,0
2,8,3.570451,1.227822,0
3,7,3.586543,1.327678,2
5,7,4.149177,0.982714,0
2,8,3.797649,1.32145,0
1,2,6.251011,1.023627,1
2,9,4.564996,0.692949,0
3,10,4.219458,1.093141,1
4,3,3.188565,1.19486,0
1,2,4.541616,1.044851,1
2,8,3.995826,0.696502,0
3,6,3.931977,1.076575,0
4,2,3.601488,0.901266,0
2,8,3.765315,0.916236,0
3,9,3.667449,1.031308,0
5,7,4.448673,0.978564,0
3,5,3.758382,0.880745,0
5,7,3.635125,0.884478,0
1,2,5.252722,0.98118,0
2,8,3.371703,0.780742,0
3,8,3.417787,1.038361,0
1,2,5.794505,1.062809,0
3,7,3.754747,0.845318,0
2,8,4.783542,0.85128,1
3,8,4.19326,1.551062,2
4,3,3.476314,1.085616,0
1,2,5.853308,1.289737,0
2,8,3.704572,0.609217,0
3,8,3.672899,0.759868,0
5,7,5.855324,0.916993,0
1,2,5.325631,1.581969,1
2,8,3.483463,0.7168,0
3,6,4.185694,0.823341,0
1,2,5.18147,0.961589,0
2,13,6.312105,1.324241,0
3,7,4.034402,0.86582,0
4,2,2.99686,1.230137,0
5,7,5.47714,1.035638,0
1,2,5.537619,1.368101,1
2,11,5.832212,1.040312,0
3,5,4.701641,0.657196,0
4,2,3.289836,1.054891,0
5,7,5.590564,0.94086,0
1,2,4.727714,0.984445,0
2,8,4.337568,0.871071,0
3,5,4.048899,0.777417,0
1,2,5.945864,0.950161,0
2,8,3.852648,0.677725,0
3,8,3.339058,0.702956,0
5,7,4.668016,1.110007,0
1,2,5.612044,0.943631,0
2,8,5.015264,0.65362,0
3,7,3.981518,1.075427,0
5,7,4.225795,0.932212,0
2,8,4.533209,0.795204,0
5,7,3.879643,0.995513,1
1,2,4.485791,0.860369,0
2,12,4.290601,1.40163,0
3,10,4.128358,1.247148,1
5,9,4.150492,1.342455,1
1,2,3.64003,0.875062,0
2,8,3.250854,0.73786,0
3,2,3.13997,0.574042,0
1,2,4.984469,0.945263,0
2,8,4.892,0.919281,0
3,7,4.414368,0.887633,1
4,2,2.440765,0.91037,0
5,7,4.977835,0.890358,0
3,5,3.006312,1.156285,0
4,2,6.408688,1.07765,0
2,8,5.013164,1.136478,0
3,4,3.506631,0.752488,0
4,2,3.513744,0.931991,0
5,7,4.205279,0.970262,0
2,8,4.629398,0.862952,0
1,2,5.306196,0.840778,0
2,8,3.733265,0.685845,0
5,7,4.985496,0.957463,1
2,8,3.260765,0.771861,0
3,3,4.067144,0.696723,0
4,2,3.791195,0.979785,0
5,7,6.652536,1.201326,0
1,2,4.096242,0.808127,0
2,8,3.18945,1.080656,0
3,5,3.7363,0.636367,0
4,2,3.996101,1.004821,0
5,7,3.730318,0.859227,0
5,7,5.149257,0.946049,2
2,10,4.04139,1.277554,0
3,7,3.437098,1.058042,0
5,7,5.123771,1.033908,0
3,6,3.295283,0.939789,0
2,8,4.702139,0.886041,0
3,4,4.769537,1.227303,1
4,2,3.006776,0.846644,0
5,7,3.703772,0.985482,0
1,2,4.426246,0.893021,0
2,8,3.059064,0.751816,0
3,7,3.351255,0.847122,0
4,2,3.523456,0.920611,0
1,2,4.660529,0.82282,0
2,8,3.968782,0.673919,0
3,3,3.815871,0.578143,0
4,2,2.739084,0.995717,0
5,7,4.289719,1.104473,1
1,2,2.488381,0.995873,0
2,9,3.687866,0.935266,1
3,5,3.541463,0.793819,0
5,8,3.781682,2.086149,0
2,10,4.093473,1.272226,0
3,5,3.879328,0.893702,1
2,8,3.890653,0.685084,0
3,4,4.0526,0.612093,0
5,7,4.804256,0.904194,0
2,8,4.543385,0.99464,2
3,8,4.473364,1.3016,2
4,2,3.152967,1.086754,0
5,7,4.429462,1.00762,2
2,8,3.485899,0.910907,0
3,7,3.585223,0.982761,1
5,7,3.652439,0.872025,1
